day be better understood 50
day by special arrangement 52
day he became acquainted 51
day he became chancellor 40
day he became distracted 51
day he became insensible 44
day he became unconscious 66
day he simply disappeared 120
day in anxious expectation 54
day in church considered 42
day in direct interaction 43
day in divers subtleties 40
day in poorly ventilated 46
day in various activities 110
day in various industries 42
day is almost completely 49
day is almost impossible 112
day is almost incredible 133
day is always considered 91
day is beyond description 59
day is hardly sufficient 96
day is highly structured 42
day it seemed impossible 244
day of active employment 76
day of active usefulness 69
day of actual attendance 439
day of almost continuous 107
day of almost unthinkable 61
day of anxious expectation 49
day of battle approached 85
day of divine retribution 50
day of fearful retribution 49
day of future retribution 155
day of german unification 105
day of greater importance 103
day of joyful celebration 46
day of joyful excitement 45
day of joyous celebration 87
day of little importance 46
day of public celebration 106
day of public examination 88
day of school approached 95
day of school attendance 99
day of second publication 181
day of severe examination 65
day of simple productions 111
day of solemn observance 64
day of solemn retribution 49
day of solemn tournament 81
day of special celebration 78
day of special importance 74
day of special observance 433
day of tested friendship 76
day of varied observation 54
day the belgian government 52
day the church celebrates 184
day the doctor pronounced 54
day the english ambassador 45
day the french ambassador 931
day the french government 822
day the geneva conference 54
day the german ambassador 726
day the german authorities 52
day the german chancellor 202
day the german government 461
day the german newspapers 44
day the italian ambassador 125
day the italian government 302
day the police authorities 64
day the polish government 211
day the public prosecutor 43
day the russian ambassador 213
day the russian government 162
day the school authorities 40
day the senate considered 47
day the soviet ambassador 129
day the soviet authorities 87
day the soviet government 599
day the tories determined 94
day to become accustomed 359
day to become acquainted 237
day to elapse unimproved 78
day to obtain information 153
day to obtain sufficient 57
day we became acquainted 40
dead is purely accidental 61
dead of former generations 73
dead or merely unconscious 66
deal in larger quantities 128
deal in listed securities 48
deal in mutual reproaches 60
deal in public securities 81
deal in sudden transitions 40
deal of actual experience 97
deal of coarse jocularity 102
deal of combat experience 100
deal of common experience 96
deal of common information 49
deal of credit information 43
deal of curious information 1062
deal of curious speculation 49
deal of design information 45
deal of direct experience 102
deal of direct information 85
deal of direct instruction 95
deal of direct investment 56
deal of direct observation 53
deal of direct supervision 46
deal of english literature 249
deal of family information 57
deal of family unlikeness 42
deal of formal instruction 68
deal of formal politeness 84
deal of french literature 128
deal of further elaboration 62
deal of further explanation 44
deal of further exploration 119
deal of further information 713
deal of german literature 78
deal of german propaganda 65
deal of higher mathematics 61
deal of highly specialized 253
deal of income inequality 52
deal of ingenious speculation 85
deal of initial resistance 77
deal of inside information 350
deal of market information 91
deal of mental discipline 123
deal of mental excitement 61
deal of mental gymnastics 43
deal of mental preparation 61
deal of mental reservation 80
deal of mental stimulation 45
deal of modern educational 51
deal of modern legislation 52
deal of modern literature 327
deal of modern mathematics 75
deal of modern philosophy 153
deal of modern psychology 79
deal of modern scientific 55
deal of modern technology 84
deal of mutual assistance 88
deal of mutual confidence 41
deal of mutual dependence 48
deal of native shrewdness 66
deal of needed information 75
deal of policy formulation 41
deal of public confidence 96
deal of public excitement 151
deal of public experience 67
deal of public indignation 177
deal of public information 82
deal of public investment 111
deal of public recognition 79
deal of public resentment 92
deal of public skepticism 43
deal of public speculation 69
deal of recent historical 54
deal of recent information 58
deal of recent legislation 61
deal of recent literature 224
deal of russian literature 48
deal of secret information 130
deal of serious inquietude 64
deal of severe discipline 47
deal of sexual dimorphism 40
deal of sexual excitement 91
deal of sexual experience 206
deal of sexual frustration 49
deal of sexual harassment 45
deal of sexual immorality 41
deal of sexual stimulation 69
deal of shared experience 54
deal of shrewd observation 104
deal of spatial variability 44
deal of special information 98
deal of special legislation 94
deal of special preparation 56
deal of tedious calculation 50
deal of travel literature 42
deal of unique information 44
deal of usable information 57
deal of useful background 130
deal of useful experience 225
deal of useful historical 60
deal of useful information 12164
deal of useful instruction 109
deal of useful legislation 52
deal of varied experience 103
deal of varied information 114
deal of verbal information 64
deal of verbal interaction 82
deal of verbal stimulation 164
deal of visual information 178
deal of vulgar upholstery 72
deal of wanton destruction 187
dean at boston university 171
dean at howard university 372
dean at indiana university 91
dean of boston university 600
dean of howard university 2289
dean of indiana university 195
dean of moscow university 57
dean of soviet economists 65
dean of temple university 125
dean of tulane university 44
death as divine punishment 76
death as divine retribution 63
death as something inevitable 43
death he became reconciled 48
death in almost invincible 119
death in itself unspeakably 44
death in modern literature 53
death in normal vertebrate 103
death is almost inevitable 529
death is always attributed 40
death is always preferable 73
death is poorly understood 85
death of another beneficiary 66
death of another individual 1226
death of christ considered 48
death of christ represents 69
death of entire populations 42
death of future generations 48
death of income beneficiary 103
death of joseph richardson 40
death of kidney transplant 64
death of second lieutenant 52
death of spouse establishing 41
death of william shakespeare 191
death or disease progression 59
death or further disability 89
death or mental incapacity 101
death or mental retardation 130
death or serious disability 569
death or serious impairment 277
death or severe disability 604
death or severe impairment 73
death or severe punishment 86
death or violent convulsions 274
death the divine providence 48
death the french government 43
death the soviet government 41
death to another individual 153
did an english translation 92
did he become acquainted 335
did he become idolatrous 108
did he become interested 587
did he become reconciled 57
did in earlier generations 159
did in effect appropriate 42
did in effect disenchant 41
did in former generations 45
did in reality constitute 48
did it become acceptable 143
did it become completely 56
did it become fashionable 109
did it become imperative 43
did it become impossible 159
did it become profitable 45
did it escape observation 49
did it pretty frequently 60
did it without compromising 42
did it without compunction 41
did it without difficulty 110
did it without reluctance 44
did of course experience 43
did on sunday afternoons 152
did so almost immediately 325
did so fairly frequently 44
did so without assistance 44
did so without compromising 97
did so without compunction 126
did so without difficulty 325
did so without experiencing 43
did so without explicitly 51
did so without molestation 45
did so without reluctance 102
did so without reservation 128
did so without resistance 94
did so without sufficient 60
did the actual experience 69
did the almost impossible 57
did the apollo astronauts 60
did the belgian government 178
did the church authorities 40
did the danish government 65
