dame made speedy work 42
damn sure nobody else 50
damn sure should have 41
damn well better come 220
damn well better find 518
damn well better give 131
damn well better have 1054
damn well better hope 54
damn well better keep 352
damn well better know 494
damn well better learn 296
damn well better look 48
damn well better make 492
damn well better show 49
damn well better stay 169
damn well better stop 66
damn well better take 222
damn well better tell 318
damn well better work 124
damn well should have 814
damn well should know 85
damn what anyone else 445
damn what anyone said 104
damn what anyone says 188
damp cloth placed over 47
damp from recent rain 78
damp hair combed back 56
damp have seized upon 60
dams have already been 315
dams have proved more 67
dams were washed away 50
dank moss dripping from 108
dare take another step 116
dare tell anyone else 262
dare tell anyone what 144
daring step across into 149
daring when weapons were 48
dark band passes from 45
dark blue armani suit 88
dark blue boiler suit 43
dark blue cotton cloth 365
dark blue dressing gown 200
dark blue jacket over 45
dark blue sailor suit 54
dark blue sports coat 54
dark blue stripe down 129
dark blue summer suit 53
dark blue sunday suit 62
dark blue sweater over 85
dark blue trench coat 46
dark blue velvet coat 108
dark blue velvet gown 224
dark blue velvet robe 107
dark blue velvet suit 92
dark blue winter coat 42
dark blue woolen cloth 66
dark cloth draped over 41
dark eyes alight like 50
dark eyes became very 41
dark eyes burned into 309
dark eyes burned like 70
dark eyes caught hers 60
dark eyes darted back 185
dark eyes darted from 219
dark eyes drilling into 48
dark eyes flashing fire 469
dark eyes flashing from 86
dark eyes flashing like 82
dark eyes glazed over 88
dark eyes gleamed from 43
dark eyes gleamed like 114
dark eyes glowed like 140
dark eyes intent upon 146
dark eyes locked onto 96
dark eyes looked back 130
dark eyes looked deep 249
dark eyes looked down 435
dark eyes looked forth 41
dark eyes looked from 84
dark eyes looked full 52
dark eyes looked huge 41
dark eyes looked into 506
dark eyes looked like 134
dark eyes looked very 144
dark eyes missed nothing 111
dark eyes opened wide 468
dark eyes passed over 49
dark eyes peered from 61
dark eyes peered into 48
dark eyes probed hers 99
dark eyes rested upon 258
dark eyes roamed over 114
dark eyes rolled back 40
dark eyes searching hers 241
dark eyes searching mine 93
dark eyes seemed even 45
dark eyes seemed full 42
dark eyes seemed more 48
dark eyes showed nothing 40
dark eyes smiled down 56
dark eyes smiled into 81
dark eyes sought hers 157
dark eyes sought mine 52
dark eyes stared back 240
dark eyes stared down 170
dark eyes stared into 284
dark eyes sweeping over 110
dark eyes turned from 51
dark eyes turned upon 68
dark eyes wholly rapt 94
dark face creased into 42
dark face peered into 53
dark face turned pale 47
dark fringe occurs when 43
dark gray clouds were 47
dark hair arrowing down 46
dark hair caught back 70
dark hair combed back 799
dark hair combed into 49
dark hair combed over 40
dark hair curled down 133
dark hair curled over 169
dark hair draped over 113
dark hair escaping from 238
dark hair flopping over 166
dark hair flowed down 166
dark hair flowed over 69
dark hair looked like 82
dark hair looked rich 155
dark hair parted down 147
