damp sand solidified by 50
dark areas correspond to 379
dark areas surrounded by 74
dark blue background in 44
dark blue background is 86
dark blue background of 232
dark blue background on 43
dark body surrounded by 41
dark clear brightness in 59
dark core surrounded by 101
dark disc surrounded by 51
dark eyes brightened as 85
dark eyes brightened at 50
dark eyes mournfully on 66
dark eyes surrounded by 121
dark gray background of 91
dark hole surrounded by 57
dark line representing the 101
dark line represents the 466
dark mass represents the 56
dark mass surrounded by 42
dark room surrounded by 92
dark spot represents the 48
dark spot surrounded by 238
dash line represents the 802
data also contradict the 70
data also contribute to 142
data also highlights the 52
data also illustrate the 459
data also underscore the 126
data bank accessible to 51
data bank maintained by 100
data base accessible by 50
data base accessible to 107
data base description is 80
data base information in 54
data base information is 217
data base information on 163
data base information to 76
data base maintained at 57
data base maintained by 502
data base maintained on 87
data base management as 49
data base management in 128
data base management is 701
data base management or 145
data base management to 161
data base regardless of 46
data base representing the 60
data base represents the 110
data base sufficient to 91
data base technology in 139
data base technology is 441
data base technology to 111
data file maintained by 88
data flow information in 84
data flow information is 127
data flow information to 94
data from accidental or 351
data from application to 59
data from department of 687
data from evaluations of 64
data from examination of 63
data from excavations at 65
data from excavations in 63
data from experience in 52
data from experiment ii 83
data from government of 161
data from households in 70
data from informants in 60
data from intentional or 58
data from interviews in 95
data from interviews of 158
data from interviews or 117
data from laboratory or 55
data from laboratory to 86
data from literature on 71
data from mainframes to 50
data from measurement of 80
data from observation of 158
data from populations in 81
data from populations of 142
data from registries to 60
data from satellites in 86
data from satellites is 56
data from satellites to 95
data from simulations of 58
data from statistics of 174
data from university of 202
data give information on 229
data have documented the 86
data have emphasized the 72
data have identified the 71
data have implicated the 58
data into categories of 203
data into categories or 124
data into categories to 46
data into information as 42
data into information by 199
data into information in 112
data into information is 320
data into information on 62
data into information or 76
data into information to 137
data item referenced by 298
data item represents an 48
data lack information on 62
data mining application is 133
data mining approaches to 75
data mining techniques as 52
data mining techniques in 435
data mining techniques is 147
data mining techniques on 313
data mining techniques to 3438
data mining technology in 72
data mining technology is 205
data mining technology on 72
data mining technology to 174
data more accessible to 271
data more comparable to 68
data most appropriate to 44
data must constantly be 62
data must correspond to 89
data must eventually be 88
data must frequently be 83
data must inevitably be 54
data must ultimately be 127
data must understand the 43
data rate capability of 211
data seem sufficient to 62
data sets considered in 229
data sets correspond to 277
data sets illustrate the 45
data sets introduced in 76
data sets maintained by 70
data sets regardless of 57
data sets representing the 97
data sets summarized in 45
data show essentially no 46
data show essentially the 43
data type appropriate to 56
data type conversions in 55
data type declaration is 53
data type definitions in 168
data type determines the 1321
data type information is 42
data type introduced in 43
data type recognized by 53
data type representing the 104
data type represents the 92
data used internally by 53
data were accessible to 50
data were aggregated at 118
data were aggregated by 158
data were aggregated in 76
data were aggregated to 425
data were applicable to 73
data were attributed to 103
data were calculated as 579
data were calculated at 58
data were calculated by 637
data were calculated in 151
data were calculated on 311
data were calculated the 40
data were calculated to 98
data were calibrated by 58
data were calibrated to 49
data were classified as 324
data were classified by 297
data were classified in 155
data were classified on 40
data were comparable to 187
data were confounded by 76
data were considered as 462
data were considered by 100
data were considered in 311
data were considered to 508
data were consistent in 61
data were controlled by 74
data were correlated by 356
data were correlated in 85
data were correlated to 174
data were determined as 134
data were determined at 83
data were determined by 597
data were determined in 162
data were determined on 242
data were determined to 65
data were downloaded to 55
data were elaborated by 43
data were essentially the 73
data were identified as 203
data were identified by 80
data were identified in 60
data were impossible to 69
data were inadequate in 41
data were inadequate or 58
data were inadequate to 526
data were incomplete in 79
data were incomplete or 162
data were indicative of 135
data were influenced by 133
data were integrated in 54
data were integrated to 59
data were introduced by 43
data were introduced in 179
data were introduced to 62
data were maintained in 68
data were maintained on 41
data were multiplied by 349
data were normalized as 135
data were normalized by 475
data were normalized in 64
data were normalized so 118
data were normalized to 1327
data were obtainable on 47
data were partitioned by 56
data were quantified by 61
data were recognized as 42
data were referenced to 84
data were registered in 50
data were registered on 41
data were reproduced by 54
data were reproduced in 43
data were restricted to 535
data were segregated by 49
data were stratified by 382
data were sufficient to 608
data were suggestive of 139
data were summarized as 118
data were summarized by 406
data were summarized in 516
data were summarized on 47
data were summarized to 68
data were supportive of 129
data were undertaken by 56
data what percentage of 43
data when considered in 51
data when interpreting the 44
data will complement the 45
data will constitute the 66
data will contribute to 406
data will correspond to 64
data will eventually be 542
data will facilitate the 161
data will frequently be 85
data will illustrate the 233
data will inevitably be 104
data will ordinarily be 55
data will supplement the 56
data will ultimately be 210
data will understate the 58
date been restricted to 122
date been successful in 108
date from implementing the 61
date have considered the 173
date have emphasized the 69
date into assessment of 113
date more accurately the 148
date most convenient to 52
date much subsequent to 53
date palm cultivation in 99
date palm flourishes in 47
date such application is 104
date such information is 133
date such transaction is 80
date upon application by 40
date were discovered in 99
date when application is 45
date when importation is 286
date when institution of 289
date will correspond to 47
date your application is 57
dating back apparently to 48
dating back originally to 56
dating from prehistory to 97
days been accustomed to 114
days been recognized the 52
days from acceptance of 186
days from application to 160
days from declaration of 44
days from germination to 150
days from inoculation to 129
days from marseilles to 56
days from parturition to 65
days from pittsburgh to 51
days from publication in 96
days from publication of 205
days from settlement to 178
days from southampton to 67
days from termination of 300
days great principles of 59
days great prostration of 87
days vast quantities of 57
days were accustomed to 567
days were attributed to 95
days were brightened by 280
days were calculated as 50
days were calculated by 50
days were calculated to 69
days were celebrated as 143
days were celebrated by 136
days were celebrated in 185
days were classified as 271
days were considered as 285
days were considered by 41
days were considered so 49
days were considered the 77
days were considered to 288
days were designated as 212
days were designated by 65
days were determined by 127
days were determined to 41
days were embittered by 872
days were equivalent to 76
days were influenced by 72
days were instituted by 54
days were interested in 71
days were introduced at 44
days were punctuated by 324
days were restricted to 61
days were sufficient to 1030
days were surrounded by 88
days when visibility is 66
deaths from alcoholism in 113
deaths from bronchitis in 52
deaths from chloroform in 59
deaths from consumption in 322
deaths from consumption is 54
deaths from consumption of 74
deaths from consumption to 61
deaths from convulsions in 52
deaths from hemorrhage in 42
deaths from hydrophobia in 54
deaths were accidental or 71
deaths were attributed by 76
deaths were attributed in 40
deaths were attributed to 6161
deaths were classified as 530
deaths were considered to 150
deaths were identified as 53
deaths were preferable to 46
deaths were registered as 189
deaths were registered in 588
debt more attractive to 85
debt must eventually be 89
debt were equivalent to 49
debt will eventually be 137
debt will ultimately be 41
deem best calculated to 2805
deem most appropriate to 133
deem most convenient to 110
deem their punishment as 47
deem true principles so 40
deep blue background of 249
deep dell surrounded by 41
deep laid conspiracy to 73
deep lake surrounded by 55
deep moat surrounded the 51
deep ocean circulation is 67
deep pool surrounded by 115
deep their commitment to 45
deer were accustomed to 165
deer were introduced by 99
deer were introduced in 146
deer were introduced to 415
defy your excellency to 41
defy your mathematics to 40
deny port facilities to 57
deny such application if 100
deny such limitations on 60
deny their application to 125
deny their attachment to 49
deny their complicity in 82
deny their credentials as 60
deny their dependence on 144
deny their dependency on 57
deny their experience of 56
deny their facilities to 61
deny their importance as 66
