dame insisted upon my 46
damp climates such as 125
damp habitats such as 151
damp locations must be 52
damp locations such as 145
damp pavement next to 41
damp sphagnum moss in 69
damp sphagnum moss is 50
damp sphagnum moss or 89
damp washcloth from the 47
damp washcloth over the 54
dare encroach upon the 44
dare repudiate what is 45
dare scarcely think of 57
daring assaults upon the 134
daring commando raid on 109
daring daylight raid on 150
daring entrance into the 50
daring excursion into the 83
daring exploits during the 283
daring intrusion into the 163
daring outrages upon the 87
daring ventures into the 89
daring wretches from the 50
dark assertion will be 255
dark auguries must be 56
dark blotches along the 229
dark blotches down the 58
dark branches over the 50
dark brownish gray to 77
dark business suit he 64
dark business suit is 77
dark circular spot in 61
dark corridor came in 96
dark corridor from the 59
dark corridor into the 136
dark corridor leading to 278
dark curtains over the 62
dark dominions open to 155
dark doorways when he 46
dark entrance hall of 120
dark entrance into the 105
dark eyebrows rose in 208
dark eyebrows shot up 513
dark eyebrows went up 348
dark follower there in 83
dark greenish gray to 76
dark handsome face of 46
dark interval from the 55
dark marginal band on 42
dark metallic blue or 61
dark minerals such as 257
dark passages into the 86
dark passages leading to 116
dark polished wood of 105
dark prolific womb of 51
dark recesses were the 117
dark shoulder glow thy 118
dark stairway into the 95
dark stairway leading to 88
dark surfaces such as 66
dark triangular door of 82
dark trousers high up 67
dark vertical bars on 329
dark vertical line in 72
dark vertical line on 53
dark whispers among the 47
dart suddenly from the 40
dart suddenly into the 102
dart unbidden into the 71
dash straight into the 157
data accessed from the 112
data acquired along the 72
data acquired during an 49
data acquired during the 1252
data acquired from an 149
data acquired from the 1771
data acquired over the 248
data acquired prior to 67
data acquired will be 51
data actually used by 53
data actually used in 183
data analysis done by 43
data analysis during the 154
data analysis from the 569
data analysis have to 46
data analysis into the 68
data analysis leading to 84
data analysis leads to 251
data analysis lies in 49
data analysis must be 1144
data analysis need to 98
data analysis over the 147
data analysis part of 101
data analysis plan is 46
data analysis prior to 71
data analysis such as 921
data analysis task is 92
data analysis there is 69
data analysis tool in 90
data analysis tool is 54
data analysis tool to 75
data analysis used by 90
data analysis used in 743
data analysis used to 137
data analysis were as 108
data analysis were the 84
data analysis when the 100
data analysis will be 3064
data analyzed from the 124
data analyzed here do 56
data analyzed here is 61
data analyzed were the 50
data archives such as 68
data attained from the 40
data averaged over the 507
data borrowed from the 154
data captured during the 142
data captured from the 271
data carriers such as 54
data channels from the 50
data channels into the 46
data channels will be 135
data collated from the 100
data combined from the 76
data commonly used by 104
data commonly used in 178
data commonly used to 71
data compiled during the 341
data compiled from an 55
data compiled from the 1869
data compiled over the 109
data computed from the 348
data concerning cost of 47
data concerning health or 327
data concerning length of 68
data concerning many of 109
data concerning most of 57
data concerning only the 61
data concerning some of 234
data concerning what is 77
data concerning what the 51
data consisting only of 61
data consists only of 128
data containing only the 42
data controls such as 153
data coverage over the 94
data delivery over the 45
data depended upon the 56
data describe only the 171
data describing some of 40
data differed from the 154
data directly back to 50
data directly bearing on 133
data directly from an 267
data directly from the 5576
data directly into an 193
data directly into or 50
data directly into the 3660
data directly onto the 215
data directly over the 84
data displays such as 166
data elements from an 45
data elements from the 2005
data elements have the 66
data elements have to 189
data elements into an 52
data elements into the 226
data elements make up 47
data elements making up 59
data elements must be 637
data elements need to 309
data elements such as 1723
data elements used by 250
