dais or platform at 86
damn the children of 40
damn thing happened to 46
damp my intended wing 470
damp the energies of 123
damp the enthusiasm of 755
damp the exertions of 65
damp the movement of 87
damp the pleasures of 115
damp the vibration of 113
dams as compared to 46
dams in regulating the 68
dams to conserve the 47
dams to irrigate the 66
dams to regulate the 217
dare be affected by 41
dare be positive in 107
dare be positive no 211
dare be positive to 70
dare in assembly do 50
dare the chivalry of 89
dare the elements to 178
dare to advocate it 41
dare to advocate the 266
dare to alienate the 60
dare to announce it 96
dare to announce the 116
dare to announce to 165
dare to approach it 796
dare to approach me 615
dare to approach my 104
dare to approach or 41
dare to approach so 69
dare to approach the 4620
dare to approach to 70
dare to approach us 275
dare to arrogate to 149
dare to assemble in 43
dare to authorize the 49
dare to challenge it 794
dare to challenge me 569
dare to challenge my 90
dare to challenge or 209
dare to challenge the 4882
dare to challenge us 172
dare to classify or 230
dare to complain of 1824
dare to complain or 133
dare to complain to 479
dare to complete the 59
dare to conceive of 217
dare to conceive the 520
dare to confront it 82
dare to confront me 117
dare to confront the 1049
dare to consider it 270
dare to consider the 232
dare to continue in 314
dare to continue it 76
dare to continue the 495
dare to continue to 403
dare to denounce the 330
dare to describe as 151
dare to describe it 237
dare to describe the 683
dare to describe to 44
dare to disclose it 108
dare to disclose the 105
dare to disclose to 63
dare to discover the 50
dare to displease my 45
dare to displease the 51
dare to dissolve the 212
dare to encroach on 231
dare to estimate the 103
dare to exercise it 346
dare to exercise the 195
dare to forecast the 47
dare to frequent the 90
dare to identify the 88
dare to maintain it 142
dare to maintain the 174
dare to mutilate the 40
dare to navigate it 66
dare to negotiate an 57
dare to negotiate the 58
dare to obstruct the 274
dare to overlook the 55
dare to overstep the 107
dare to overthrow the 42
dare to proclaim it 243
dare to proclaim the 409
dare to proclaim to 42
dare to prohibit the 54
dare to prophesy the 137
dare to remember the 56
dare to renounce the 111
dare to reproach me 395
dare to reproach the 92
dare to reproach us 94
dare to repudiate the 312
dare to ridicule the 82
dare to separate the 48
dare to shoulder the 41
dare to suppress it 68
dare to suppress the 174
dare to traverse the 116
dare to trespass on 319
dare to withstand it 43
dare to withstand the 85
dare we continue to 99
daring in attempting to 192
daring in business or 65
daring in execution as 172
daring is required to 117
daring the almighty to 41
daring the audience to 189
daring the calmness of 41
daring the campaign of 45
daring the elements to 45
daring the lifetime of 141
daring the minority of 117
daring the progress of 243
daring the soldiers to 169
daring to advocate the 89
daring to announce the 115
daring to approach it 365
daring to approach me 45
daring to approach or 223
daring to approach so 42
daring to approach the 2336
daring to arrogate to 173
daring to assemble in 104
daring to challenge it 86
daring to challenge the 2338
daring to complain of 558
daring to complain to 299
daring to complete the 40
daring to conceive of 120
daring to confront the 540
daring to consider the 183
daring to continue in 154
daring to continue the 91
daring to continue to 82
daring to denounce the 181
daring to describe the 48
daring to disclose the 142
daring to discover the 88
daring to displease the 132
daring to encroach on 40
daring to exercise the 375
daring to hesitate or 117
daring to maintain the 107
daring to manifest it 56
daring to overstep the 44
daring to proclaim the 116
daring to renounce the 179
daring to trespass on 200
daring to withstand the 103
dark as compared to 106
dark as midnight at 116
dark as midnight in 155
dark as midnight to 95
dark as possible in 80
dark as possible to 74
dark as silently as 54
dark as suddenly as 52
dark by contrast to 41
dark by exposure to 135
dark he returned to 105
dark in contrast to 899
dark in gestures of 57
dark in response to 114
dark is supposed to 40
dark on exposure to 575
dark on questions of 46
dark the presence of 81
dark to approach the 63
dark to complete the 60
dark to continue the 151
dark to decipher the 42
dark to discover the 140
dark to identify the 121
dark to minimize the 44
dark to perceive the 58
dark we returned to 351
dash is followed by 42
dash is replaced by 66
dash of chivalry in 54
dash of cinnamon in 66
dash of cinnamon on 61
dash of cinnamon or 172
dash of cinnamon to 69
dash of coquetry in 81
dash of enthusiasm is 92
dash of ignominy to 66
dash of insanity in 71
dash of mischief in 56
dash of piquancy to 49
dash of wildness in 75
dash on heedless of 65
dash the contents of 63
dash to indicate an 611
dash to indicate the 427
dash to separate the 211
data an analysis of 103
data an estimate of 267
data as accurate as 231
data as analyzed by 109
data as analyzed in 78
data as compared to 2345
data as compiled by 173
data as compiled in 53
data as complete as 195
data as computed by 53
data as confirming the 45
data as consisting of 191
data as depicted in 179
data as detailed as 42
data as detailed in 86
data as dictated by 65
data as directed by 203
data as elements in 49
data as elements of 55
data as employed in 44
data as evidence in 305
data as evidence is 54
data as evidence of 2507
data as evidence to 195
data as examples of 216
data as feedback to 61
data as functions of 846
data as indicating an 77
data as indicating the 154
data as mentioned in 159
data as observed by 51
data as observed in 137
data as obtained by 409
data as obtained in 219
data as obtained on 40
data as outlined in 701
data as patterns of 66
data as pertaining to 48
data as pertains to 57
data as possible as 142
data as possible at 116
data as possible be 110
data as possible by 117
data as possible in 976
data as possible is 457
data as possible on 2207
data as possible so 271
data as possible to 799
data as produced by 100
data as proposed by 90
data as provided by 719
data as provided in 149
data as recorded by 161
data as recorded in 613
data as recorded on 115
data as referred to 151
data as reflecting the 109
data as relevant to 118
data as reported by 1047
data as reported in 2293
data as reported on 97
data as reported to 121
data as required by 888
data as required in 128
data as required to 136
data as supplied by 543
data as supporting the 402
data be accepted as 40
data be analyzed by 61
data be analyzed in 67
data be analyzed to 91
data be compared to 51
data be expected to 41
data be extended to 42
data be included in 328
data be obtained at 40
data be obtained by 100
data be obtained in 105
data be obtained on 309
data be obtained to 110
data be provided in 41
data be provided on 44
data be provided to 109
data be recorded in 204
data be recorded on 135
data be regarded as 892
data be relevant to 61
data be reported in 93
data be reported to 71
data be utilized in 42
data be verified by 40
data by activating the 48
data by analysis of 170
