damp the natural youthful 68
dams in british columbia 63
dare to advance against 164
dare to compare herself 51
dare to compare himself 273
dare to contend against 94
dare to declare himself 287
dare to express himself 255
dare to express opinions 59
dare to flatter himself 115
dare to present herself 71
dare to present himself 928
dare to proceed against 433
dare to propose marriage 188
dare to protest against 803
dare to testify against 220
dare to venture outside 236
dare to witness against 64
daring the present century 60
daring to address himself 43
daring to connect himself 45
daring to declare himself 126
daring to express himself 126
daring to present himself 446
daring to protest against 432
daring to relieve herself 228
daring to satisfy herself 50
daring to venture outside 85
dark as caverns between 75
dark in fifteen minutes 162
dark the guarded general 53
dash of distant billows 45
dash of redeeming quality 47
dash of spanish bravado 59
dash of vanilla extract 196
data as digital signals 124
data at present suggest 53
data do strongly suggest 89
data in animals suggest 56
data in british columbia 56
data in current dollars 231
data in digital systems 49
data in federal reserve 191
data in general suggest 44
data in general support 69
data in machine language 247
data in machine readable 460
data in marketing research 504
data in medical records 158
data in medical research 138
data in official records 42
data in patient records 140
data in previous studies 82
data in primary storage 284
data in research reports 123
data in research studies 79
data in several formats 176
data in several studies 64
data in transit between 142
data is arranged according 78
data is brought together 255
data is checked against 123
data is closely related 203
data is complex because 56
data is divided between 47
data is grouped according 46
data is grouped together 77
data is increasing rapidly 48
data is limited because 405
data is matched against 47
data is misleading because 96
data is plotted against 242
data is rapidly increasing 123
data is reduced because 105
data is suspect because 41
data is usually carried 83
data is usually derived 44
data is usually entered 66
data is usually gathered 64
data is usually handled 43
data is usually limited 192
data is usually measured 47
data it becomes evident 123
data of adverse effects 145
data of material culture 63
data of natural history 204
data of natural science 451
data of previous research 40
data of previous studies 166
data of previous workers 74
data of science regarding 57
data of several hundred 42
data of several studies 167
data of several workers 53
data of similar quality 103
data of unknown quality 58
data of variable quality 125
data on adverse effects 262
data on adverse reactions 155
data on average incomes 59
data on central america 60
data on certain aspects 259
data on charter schools 46
data on chronic diseases 93
data on closely related 41
data on current account 81
data on current research 87
data on dietary intakes 42
data on election results 121
data on exposed workers 45
data on factors affecting 200
data on factors related 44
data on faculty members 53
data on foreign capital 80
data on foreign exchange 256
data on foreign markets 134
data on general paresis 42
data on genetic factors 59
data on genetic markers 45
data on genetic variation 127
data on induced abortion 166
data on married couples 72
data on material culture 178
data on medical history 41
data on migrant workers 47
data on national product 111
data on natural history 185
data on natural increase 105
data on northern ireland 49
data on outcome measures 131
data on patents granted 62
data on private capital 56
data on private schools 84
data on product quality 99
data on program effects 44
data on program results 45
data on protein content 101
data on quality control 47
data on radiation effects 170
data on reactions between 43
data on regional variation 46
data on seasonal variation 116
data on service quality 83
data on several aspects 246
data on several hundred 289
data on several liquids 133
data on several measures 51
data on several species 112
data on several thousand 198
data on similar systems 80
data on storage devices 140
data on student behavior 97
data on traffic volumes 66
data on venture capital 94
data on violence against 292
data or control signals 218
data or current material 125
data or falsify results 137
data or function members 67
data or program storage 52
data the following equation 80
data the following formula 58
data the following general 61
data the following results 141
data the relation between 73
data the stipend depends 445
data the virtual circuit 42
data to compare against 100
data to compare results 53
data to improve decision 210
data to improve patient 71
data to improve program 49
data to improve quality 141
data to improve student 219
data to increase logical 46
data to machine language 58
data to machine readable 59
data to monitor student 68
data to predict behavior 61
data to predict success 40
data to prepare reports 93
data to primary storage 64
data to produce desired 57
data to produce meaningful 135
data to produce reliable 56
data to produce reports 128
data to produce results 157
data to protect against 102
data to provide answers 139
data to provide insight 108
data to provide meaningful 117
data to provide reliable 155
data to provide support 65
data to receiving stations 52
data to reflect current 52
data to storage devices 54
data to strongly support 42
data to support decision 666
data to support research 64
data to support routine 197
data we possess regarding 94
date he devoted himself 110
date in african history 50
date in ancient history 55
date in british history 90
date in canadian history 52
date in chinese history 292
date in egyptian history 113
date in european history 159
date in foreign country 266
date in islamic history 48
