d also say that 41
d been all day 73
d been all that 47
d been and how 96
d been cut off 115
d been dead for 389
d been doing all 255
d been doing and 127
d been doing for 378
d been doing her 62
d been doing his 83
d been doing that 368
d been doing this 187
d been doing was 79
d been doing with 102
d been far too 106
d been going for 65
d been going out 333
d been going with 65
d been his own 65
d been hit with 154
d been ill for 45
d been out all 200
d been out for 160
d been out with 234
d been that day 60
d been that way 100
d been too long 142
d been using for 128
d been with her 302
d been with him 395
d been with his 76
d been with them 143
d been with you 70
d best get out 118
d best not let 40
d call and ask 50
d call and say 47
d call and see 61
d call him and 49
d come all this 137
d come and ask 51
d come and get 111
d come and say 42
d come and see 324
d come for her 85
d come for him 55
d come out and 362
d come out for 60
d come out with 289
d come this far 385
d come this way 75
d come too far 109
d come with her 72
d come with him 64
d come with his 47
d come with you 58
d done all she 82
d done all that 179
d done all this 52
d done and how 64
d done for her 235
d done for him 165
d done for them 75
d done his job 68
d done that and 40
d done that day 150
d done this for 48
d done with her 97
d done with him 41
d done with his 103
d ever get out 62
d ever had and 102
d ever had any 130
d ever had one 59
d ever had was 59
d ever had with 124
d ever met and 70
d ever met him 47
d ever met who 122
d ever see her 141
d ever see him 190
d ever see them 65
d ever see you 120
d feel that way 205
d feel this way 64
d felt for her 201
d felt for him 150
d felt that day 42
d felt that way 112
d felt this way 59
d find his way 45
d find out and 46
d find out for 75
d find out how 123
d find out that 347
d find out who 140
d find out why 42
d find that out 111
d from one end 166
d from one idea 41
d give her one 50
d give her own 43
d give her that 109
d give him all 57
d give him his 91
d give him one 63
d give him that 123
d give him two 43
d give them all 145
d give you all 89
d give you one 71
d gone off and 51
d gone off with 145
d gone out and 224
d gone out for 189
d gone out with 314
d gone this far 90
d gone too far 763
d gone with her 79
d gone with him 82
d hate for him 51
d hate for you 160
d have cut off 51
d have got out 46
d have had all 75
d have had her 139
d have had him 196
d have had his 46
d have had one 60
d have had that 52
d have had them 128
d have had you 119
d have her own 41
d have his own 70
d have hit him 41
d have let her 62
d have let him 116
d have let you 108
d have our own 51
d have put her 47
d have put him 59
d have run him 41
d have sex with 58
d have them all 93
d have you buy 51
d heard all day 61
d heard all this 82
d heard and read 169
d heard her say 164
d heard him say 209
d heard she was 166
d heard that one 113
d heard that she 152
d heard that they 97
d heard that you 163
d heard them all 45
d held her and 43
d help him out 41
d help you out 93
d just get out 40
d just got out 184
d just had her 55
d just had his 55
d just had with 138
d just let her 49
d just let him 75
d just let them 53
d just met and 57
d just run out 61
d just sit and 71
d kick him out 147
d kill you and 46
d kill you for 53
d know she was 157
d know that she 80
d know that with 92
d know that you 96
d know who was 40
d laid out for 55
d left for her 62
d left for him 49
d left her car 181
d left her with 165
d left him and 40
d left him with 106
d left his car 101
d left off and 47
d like for her 115
d like for him 121
d like for them 104
d like for you 996
d like that too 94
d like you all 319
d like you and 277
d like you both 97
d live and die 51
d look and see 60
d look for her 45
d look out for 142
d lose his job 87
d lost all her 70
d lost all his 79
d lost her job 134
d lost her way 101
d lost his hat 42
d lost his job 130
d lost his own 42
d lost his way 98
d love for you 189
d made for her 131
d made for him 95
d made her way 150
d made his own 45
d made his way 303
d made that day 41
d made with her 55
d made with his 46
d make him pay 82
d make his way 47
d make you pay 58
d meet him for 56
d only had one 107
d only let her 43
d only let him 73
d only met her 50
d only met him 52
d open out her 55
d paid for her 45
d paid for his 49
d paid for them 49
d quit her job 42
d quit his job 49
d reach out and 46
d said she did 151
d said she had 150
d said she was 642
d said that she 253
d said that was 51
d seen all day 41
d seen her and 95
d seen her that 63
d seen her with 116
d seen him and 90
d seen him for 48
d seen him that 104
d seen him with 142
d seen that day 129
d seen them all 75
d seen was not 44
d seen with his 42
d seen you and 51
d send for her 57
d sent for her 53
d show her how 60
d show him how 64
d show them all 49
d show them how 57
d show you how 61
d stay that way 68
d stay with her 78
d stay with him 68
d stay with you 72
d stop and say 50
d stop and see 63
d such that all 50
d such that and 191
d such that for 577
d swear she was 95
d take her for 50
d take her out 234
d take him for 153
d take him out 118
d take him with 49
d take off and 49
d take off for 61
d take off his 68
d take them out 152
d take too long 122
d take you for 68
d take you out 170
d take you with 73
d tell her how 69
d tell her she 74
d tell her that 339
d tell him all 63
d tell him how 80
d tell him she 70
d tell him that 405
d tell them all 47
d tell them how 56
d tell them that 390
d tell you all 62
d tell you how 117
d tell you that 589
d tell you they 56
d tell you you 45
d thank you for 47
d thank you not 65
d there are two 266
d think she had 129
d think she was 737
d think that all 61
d think that she 48
d think that they 119
d think that this 51
d think that was 85
d think that with 100
d think that you 86
d think they did 41
d think they had 133
d think they was 111
d think this was 122
d think with all 86
d think you did 53
d think you had 90
d think you was 107
d throw him out 61
d throw you out 58
d told her his 70
d told her how 149
d told her not 161
d told her she 385
d told her that 1319
d told her they 101
d told her was 46
d told him all 127
d told him her 50
d told him how 137
d told him not 114
d told him she 1054
d told him that 1008
d told him was 97
d told him you 41
d told them she 146
d told them that 231
d told you that 98
d turn out this 115
d vote for him 69
d vote for you 53
d wait and see 113
d wait for her 121
d wait for him 154
d wait for them 41
d wait for you 115
d walk with him 50
d what can you 120
d when they are 165
d wish you had 41
d work all day 56
d work with him 42
