dame take warning from 114
damn fool could have 53
damn fool stunt like 42
damn fool would have 56
damn fool would know 76
damn much about what 93
damn sure would have 144
damn well could have 190
damn well feels like 113
damn well would have 244
damn what others think 139
damn what people said 102
damn what people think 880
damn your black soul 48
damp cloth until cool 116
damp cloth until ready 117
damp dark brown skin 219
damp dish towel over 74
damp from melting snow 45
damp hair falling over 43
damp will cause rust 101
damp will never even 41
dams have since been 61
dams were built along 127
dams were built during 95
dams were built from 54
dams were swept away 43
dare talk about your 42
dare think about what 200
daring youth breaks from 91
dark ages which have 46
dark ages would have 207
dark band running along 44
dark band running from 75
dark bird glide into 45
dark blue color from 60
dark blue color when 80
dark blue color will 50
dark blue denim jeans 56
dark blue dress coat 78
dark blue evening gown 55
dark blue frock coat 658
dark blue glass beads 69
dark blue irish eyes 43
dark blue jogging suit 69
dark blue light blue 90
dark blue linen suit 81
dark blue lounge suit 56
dark blue pants suit 69
dark blue serge coat 57
dark blue serge suit 324
dark blue shawl over 44
dark blue shirt open 68
dark blue sport coat 98
dark cloth thrown over 68
dark cold world some 51
dark days after pearl 77
dark days shall come 69
dark days which were 170
dark eyes alone were 68
dark eyes beneath their 70
dark eyes bored into 873
dark eyes burning into 231
dark eyes burning like 41
dark eyes darting from 108
dark eyes fixed upon 1174
dark eyes flash like 85
dark eyes found hers 45
dark eyes gazed back 44
dark eyes gazed down 55
dark eyes gazed into 159
dark eyes gleaming from 70
dark eyes glowing like 85
dark eyes holding hers 303
dark eyes looking back 93
dark eyes looking down 301
dark eyes looking into 297
dark eyes meeting hers 209
dark eyes meeting mine 42
dark eyes might have 72
dark eyes missing nothing 49
dark eyes moved from 106
dark eyes moved over 421
dark eyes never leaving 249
dark eyes never left 486
dark eyes peering from 78
dark eyes peering into 44
dark eyes probing hers 124
dark eyes raked over 149
dark eyes roved over 187
dark eyes running over 54
dark eyes shining from 54
dark eyes shining like 139
dark eyes shone from 114
dark eyes shone like 285
dark eyes smiling down 96
dark eyes staring back 144
dark eyes staring down 136
dark eyes staring from 49
dark eyes staring into 222
dark eyes still held 109
dark eyes swept over 829
dark eyes under dark 42
dark eyes under heavy 176
dark eyes under their 139
dark eyes under thick 72
dark eyes which gave 83
dark eyes which made 85
dark eyes which were 497
dark eyes would fill 46
dark eyes would glow 58
dark eyes would have 143
dark eyes would look 48
dark eyes would rest 42
dark face above hers 40
dark face bending over 131
dark face broke into 178
dark face split into 67
dark face whose eyes 48
dark fate which runs 82
dark form bending over 91
dark form might have 64
dark four times during 67
dark gaze bored into 110
dark gaze holding hers 105
dark gaze moved over 145
dark gaze never left 67
dark gaze swept over 127
dark good looks made 179
dark good looks were 221
dark gray cloud came 85
dark gray frock coat 50
dark gray sandy clay 48
dark gray silty clay 155
dark hair bound back 43
dark hair curling down 108
dark hair curling over 266
dark hair drawn back 517
dark hair drawn into 42
dark hair falling back 51
dark hair falling down 363
dark hair falling free 47
dark hair falling from 68
dark hair falling into 143
dark hair falling like 52
dark hair falling onto 71
dark hair falling over 2780
dark hair falls over 57
dark hair flowing down 346
dark hair flowing over 425
dark hair loose over 45
dark hair piled high 407
dark hair running down 111
dark hair shone like 77
dark hair sprang from 44
dark hair spread like 47
dark hair spread over 299
dark hair still damp 328
dark hair swept back 529
dark hair swept over 43
dark hair thrown back 102
dark hair turning gray 99
dark hair waved back 88
dark hair which fell 261
dark hair would have 68
dark hair would weave 48
dark hour which brings 62
dark hull tilting over 42
dark lady would have 40
dark last night when 80
dark lava hills were 47
dark line running along 309
dark line running down 370
dark line running from 199
dark line would rise 47
dark mass moved from 55
dark mass spread over 151
dark next morning when 72
dark pine trees rose 79
dark road which leads 62
dark rock which rose 97
dark room after having 54
dark room where only 95
dark room where there 647
dark skin would have 66
dark soon after four 173
dark spot passing over 47
dark spot would show 61
dark twin would have 67
dark void which lies 58
dark wild roses hanging 45
dark wind blowing from 66
dark wood shone like 51
dart from heaven into 841
dart their spears into 43
dash away right ahead 60
dash cold water into 139
dash cold water over 675
dash cold water upon 699
dash your hopes most 51
data also agree well 43
data also comes from 71
data also offer some 46
data also reveal some 106
data bank which will 93
data bank would have 54
data base comes from 111
data base could also 67
data base drawn from 68
data base which have 53
data base which must 42
data base which will 768
data base would also 80
data base would have 453
data cast doubt upon 44
data come either from 44
data even though their 47
data even though there 229
data file looks like 195
data file might look 117
data file which will 111
data file would have 96
data flow graph into 132
data from adult life 46
data from amino acid 59
data from cards into 46
data from cases during 56
data from either side 129
data from every other 84
data from every single 53
data from excel into 247
data from falling into 99
