dad never said anything 188
dad would have given 117
dad would have known 40
dad would have liked 363
dad would have loved 323
dad would have never 83
dad would have taken 117
dad would talk about 175
dam holding back water 47
dam holds back water 138
day about five miles 230
day about four miles 214
day about four months 100
day about four times 101
day about four weeks 54
day about three hours 94
day about three miles 319
day about three months 250
day about three times 41
day about three weeks 368
day about what ought 47
day about what would 43
day after birth until 70
day after having given 48
day after having spent 137
day after having taken 78
day after john stood 285
day after last night 83
day after leaving athens 114
day after leaving cadiz 43
day after leaving cairo 49
day after leaving malta 50
day after losing sight 112
day after month after 125
day after next would 86
day after reading about 45
day after such mailing 157
day after such order 154
day after their defeat 86
day after their drive 46
day after their entry 84
day after their father 109
day after their final 41
day after their first 1833
day after their landing 616
day after their leader 45
day after their meeting 689
day after their morning 43
day after their mother 104
day after their visit 255
day after their wedding 1139
day after there would 44
day after these words 43
day after three months 241
day after three weeks 142
day after week after 140
day after what would 74
day after your father 300
day after your first 174
day after your mother 113
day after your period 93
day after your visit 116
day after your wedding 303
day again came round 95
day alone will reveal 135
day bathed their glowing 89
day began soon after 48
day birds drew nearer 101
day broke next morning 131
day burst into flame 64
day calling your father 44
day cause great change 110
day change their minds 63
day comes into force 125
day comes when every 81
day comes when people 47
day could grow after 50
day could have borne 153
day could have ended 139
day could have given 220
day could have known 43
day could have taken 93
day crowd have hearts 41
day cutting down trees 44
day cycle during which 42
day eight days after 53
day eight years later 82
day every four hours 96
day every four weeks 47
day every hour every 110
day every knee shall 101
day every soul shall 145
day every three months 361
day every three weeks 185
day every week until 58
day faces come nearer 41
day faded into evening 88
day faded into night 439
day fades into night 276
day feeling good about 184
day fifty years later 106
day forty years later 93
day given once daily 79
day human beings would 89
day jesus took peter 47
day knows more about 108
day knows nothing about 55
day light next morning 253
day march from selma 227
day meeting during which 47
day meeting took place 186
day melts into night 42
day might come again 45
day might have ended 173
day might have found 132
day might have given 41
day might have saved 109
day might have taken 94
day might well doubt 50
day never come again 51
day orange free state 60
day passing into night 85
day people were still 42
day period during which 6090
day period even though 158
day period from april 246
day period from march 203
day period over which 41
day period there shall 88
day period will begin 408
day playing video games 149
day proving very windy 48
day quite like today 48
day ranges from about 136
day reason will judge 48
day sally made havoc 59
day seven years after 65
day seven years later 138
day shall come again 95
day shall come which 47
day shots were fired 60
day siege during which 138
day since early morning 182
day since last night 50
day since their first 67
day sinks into night 42
day sliding from under 51
day stand here where 231
day staring into space 92
day steps were taken 123
day stood upon terms 44
day taken from homer 54
day thirty years later 285
day truce during which 195
day turning into night 278
day turns into night 884
day turns into smoke 97
day under some trees 99
day under their hands 82
day until early evening 151
day until late evening 135
day until much later 45
day until well after 149
