daggers tucked into their 62
damaged without their free 133
damages awards have been 44
damages should have been 1076
damages sought here from 41
dancers raised their arms 50
darkening fields have seen 71
darkest clouds have been 90
daunted demons have made 41
debated whether there were 67
debated whether these were 68
debates became even more 85
debates lasted three days 117
debates should have been 58
debtors bowled down their 70
debtors escaping from their 57
decades before adam smith 46
decades before their time 155
decades before there were 86
decades should have been 72
decades without ever having 50
decayed without ever having 180
deceased person from whom 100
deceased person have been 120
deceased person having been 81
deceased person must have 74
deceased person when there 112
deceased should have been 375
deceased spouse must have 74
deceive myself very much 43
decency should have been 61
decided before leaving home 42
decided coloring from other 52
decided effect upon their 58
decided opinion upon these 52
decided relief from pain 57
decided should have been 50
decided something must have 50
decided whether there were 103
decided whether there will 50
decided whether your army 42
decided without taking into 136
decides whether there will 159
decimal digits plus sign 187
decimal number from zero 41
decimal number ranging from 247
decimal places have been 194
decimal places there will 60
decimal places were used 153
decimal places will there 143
decimal points have been 780
decimal points when adding 62
decimal values ranging from 61
decision already been made 80
decision became even more 49
decision exacts much care 50
decision handed down from 211
decision handed down june 57
decision handed down just 53
decision handed down last 59
decision handed down only 40
decision makers also face 43
decision makers also have 129
decision makers also need 58
decision makers away from 98
decision makers base their 164
decision makers during task 93
decision makers feel more 94
decision makers from other 68
decision makers from taking 50
decision makers from their 78
decision makers from those 45
decision makers have also 40
decision makers have been 830
decision makers have come 60
decision makers have made 102
decision makers have more 218
decision makers have only 284
decision makers have some 185
decision makers have their 74
decision makers have used 54
decision makers know what 133
decision makers learn from 82
decision makers make more 97
decision makers make their 69
decision makers must also 150
decision makers must cope 40
decision makers must face 59
decision makers must find 43
decision makers must have 385
decision makers must know 81
decision makers must learn 55
decision makers must make 256
decision makers must rely 108
decision makers must take 247
decision makers must work 53
decision makers need more 50
decision makers take into 127
decision makers were able 121
decision makers were also 97
decision makers were less 125
decision makers were more 303
decision makers were very 45
decision makers were well 48
decision makers will also 83
decision makers will face 53
decision makers will feel 62
decision makers will find 140
decision makers will give 42
decision makers will have 836
decision makers will know 43
decision makers will make 175
decision makers will need 248
decision makers will seek 70
decision makers will take 164
decision makers will tend 144
decision makers will want 111
decision models have been 688
decision points have been 99
decision should also take 103
decision should come from 303
decision should have been 3296
decision should have come 118
decision should have gone 87
decision should have some 47
decision should rest upon 145
decision should take into 529
decision tables have been 46
decision without having been 54
decision without having heard 78
decision without taking into 145
declare itself free from 178
declare myself free from 121
declare openly what part 90
declaring whether these acts 313
decline became even more 103
decline entering into such 249
decline should have been 144
decline slowly over time 188
declining before your eyes 70
declining prices have been 46
decrease should have been 61
decrease slowly over time 109
decrees handed down from 58
decrees issued from time 138
decrees should have been 81
deduced fairly from more 167
deepest feelings have been 63
deepest resort lies high 185
default output file name 86
default settings have been 161
default settings were used 183
default settings will work 174
default settings work fine 110
default settings work just 54
default settings work well 101
default should have been 214
default tomcat home page 164
default values come from 41
default values have been 178
default values used when 108
default values were used 309
default values will work 54
defeated before your face 131
defeated states back into 46
defects should have been 190
defending myself here from 83
defends christ very well 52
defense budget grew from 46
defense budget have been 85
defense budget rose from 121
defense budget will have 61
defense forces have been 362
defense policy have been 82
defense should have been 669
