dastardly prince fell dead 42
dastardly yankee left him 103
daughters should cost him 42
daughters suffer when they 56
daughters waited upon her 53
debatable whether there are 145
debatable whether there has 41
debatable whether there was 121
debatable whether these are 91
decidedly differ from each 62
decidedly higher type than 41
decidedly something more than 51
deciduous forest zone and 48
decomposing common salt with 128
decorated eastern dome that 40
decoration became more and 72
dedication before your poem 96
deductions follow from this 76
deductive object base for 60
deductive reasoning from them 41
defective design over and 92
defendant answer upon oath 74
defendant before trial and 44
defendant called upon her 42
defendant called upon him 60
defendant further saith that 304
defendant further says that 708
defendant gently laid his 77
defendant neither knew nor 101
defendant relied upon his 41
defendant salmon there may 40
defendant should have all 49
defendant should have had 439
defendant should have his 90
defendant should know that 120
defendant should plead that 196
defendant should sell and 72
defendant should show that 209
defendant should take and 40
defendant unless there has 139
defendant without giving him 74
defenders fought back with 86
defenders opened fire with 57
defenders should make use 82
defensive weapons were being 62
deficient supply from bad 54
definition agrees well with 66
definition beyond what was 47
definition covers more than 46
definition differ from that 138
definition implying more than 45
definition merely says that 48
definition simply means that 99
definition simply says that 149
definition something like this 104
definition something other than 49
definition states what are 180
definition varies from one 196
deflected through more than 142
delegates chosen from all 46
delegates chosen from each 98
delegates chosen from its 41
delegates chosen whom you 43
delegates should vote for 44
delegation called upon him 79
delegation should vote for 70
delegation waited upon him 102
delivered austria from her 53
delivered england from her 69
delivered france from her 66
delivered itself into his 46
delivered little more than 174
delivered myself from this 63
delivered myself will not 83
delivered sicily from its 100
delivered through more than 48
delivered twenty years ago 108
democracy became more and 127
democracy itself will not 60
democracy little more than 60
democracy something more than 62
democracy starts from man 44
democracy through free and 48
democracy through their own 54
departure dawned clear and 46
departure without making any 44
departure without paying her 53
departure without seeing her 49
dependent clause also has 43
dependent export pump for 62
dependent mainly upon his 49
dependent mainly upon its 57
dependent mainly upon two 58
dependent manner such that 93
dependent partly upon its 65
dependent solely upon god 69
dependent solely upon her 61
dependent solely upon him 62
dependent solely upon his 269
dependent solely upon its 219
dependent solely upon one 213
dependent solely upon our 86
dependent solely upon them 42
dependent wholly upon his 129
dependent wholly upon its 101
deposited little more than 127
deposition became more and 65
deprecating glance from her 48
depressed person will not 46
depressed weight gain and 52
depression became more and 103
depression lifted when she 59
depression scores were not 63
depression seized upon his 110
depression settling over her 89
depression settling over him 41
depression washed over her 75
deputation called upon him 44
deputation waited upon her 298
deputation waited upon him 621
deputation waited upon his 56
deputation waited upon sir 54
derogates little from his 365
descended heavily from his 44
descended heavily upon his 51
descended slowly from his 83
descended slowly upon his 87
descended through more than 48
descended through their son 118
described differ from each 49
described differ from one 40
described earlier have not 50
described earlier show that 171
described earlier there are 128
described earlier were not 90
described earlier will not 234
described fairly well with 43
described herein will not 369
described merely what was 78
described something like this 144
described something very long 46
described twenty years ago 279
described without ever using 56
describes little more than 68
describes methods used for 66
describes something like this 71
describes something more than 113
describes something other than 74
describes various ways that 86
designate someone other than 144
designate something more than 46
designate something other than 222
designers should look for 65
desirable effect upon her 40
desirable family size and 46
desirable traits from both 49
desirable traits from one 102
desirable unless there are 52
desirable weight range for 94
desolation issued from her 47
desolation washed over her 68
desperate attack upon him 57
desperate attack upon his 65
desperate attack upon our 100
desperate attack upon them 41
desperate charge upon them 41
desperate fellow like this 82
desperate flight from her 53
desperate glance over her 49
desperate glance over his 54
desperate letter from her 50
desperate little bird sat 45
desperate thrusts made with 129
desperate wretch from that 107
despotism around your own 135
destinies beyond their own 40
destinies through their own 45
destroyed except noah and 44
destroyed family life and 67
destroyed little live things 90
destroyed little more than 46
destroyed through their own 94
destroyed twenty years ago 95
destroyed without ever being 56
destroyed without leaving any 101
destroyed without making any 74
destroyed without there being 55
detective reached into his 77
detentions without trial and 167
determine amongst other things 74
determine appeals from all 438
determine appeals from any 386
determine family size and 46
determine freely their own 182
determine future land use 40
determine justly what was 83
determine sample size and 173
determine sample size for 188
determine through their own 48
determine whether acts are 45
determine whether boys and 74
determine whether clear and 49
determine whether data are 165
determine whether data can 49
determine whether data has 63
determine whether iraq was 51
determine whether jobs are 85
determine whether laws and 62
determine whether laws are 92
determine whether male and 108
determine whether milk has 93
determine whether more than 811
determine whether only one 343
determine whether race was 52
determine whether some are 60
determine whether some new 51
determine whether such and 80
determine whether such new 65
determine whether such things 49
determine whether such use 79
