daring pamphlet pointed him 92
daring rebellion against god 118
dark chestnut forests and 40
dark interval between them 57
dark interval between two 52
dark lanterns entered and 57
dark recesses wherein man 43
data actually suggest that 143
data analysis because they 186
data analysis carried out 182
data analysis process and 167
data analysis process can 58
data analysis process for 57
data analysis process that 121
data analysis process was 97
data analysis program and 65
data analysis program for 89
data analysis program that 128
data analysis program was 41
data analysis results and 65
data analysis results are 119
data analysis revealed that 1133
data analysis suggest that 187
data analysis systems and 63
data analysis systems are 55
data analysis together with 44
data concerning imports and 67
data concerning present and 41
data contrast sharply with 123
data directly between two 57
data examined suggest that 90
data exchanged between them 78
data exchanged between two 182
data generating process and 144
data generating process for 424
data generating process that 93
data indicate strongly that 251
data indicate support for 56
data obtained revealed that 199
data obtained suggest that 1093
data obtained together with 55
data processing because they 59
data processing carried out 271
data processing centers and 357
data processing centers are 131
data processing centers for 61
data processing company has 66
data processing company that 44
data processing devices and 291
data processing devices are 139
data processing function and 183
data processing function can 60
data processing function for 43
data processing function has 76
data processing function that 54
data processing function was 68
data processing language that 70
data processing machine and 92
data processing machine for 48
data processing machine that 119
data processing manager and 359
data processing manager can 102
data processing manager for 149
data processing manager had 42
data processing manager has 116
data processing manager may 78
data processing manager was 142
data processing manager who 155
data processing manager with 56
data processing problem that 139
data processing problem with 45
data processing program for 76
data processing program that 45
data processing service and 85
data processing service for 135
data processing support and 56
data processing support for 111
data processing systems and 3278
data processing systems are 2610
data processing systems can 617
data processing systems for 1447
data processing systems has 182
data processing systems may 102
data processing systems that 877
data processing systems use 48
data processing systems using 63
data processing systems was 53
data processing systems with 421
data provided support for 327
data provides support for 167
data reduction process and 58
data reduction process are 47
data reduction process for 48
data reduction process was 52
data reported suggest that 183
data reviewed suggest that 200
data security measures are 125
data suggests strongly that 151
data therefore suggest that 2034
data transfer between any 70
data transfer between end 164
data transfer between them 301
data transfer between two 1625
data transfer process was 135
data transfer service for 52
data transfer service that 136
date financial reports that 319
date suggests strongly that 41
days earnestly expecting his 107
days greedily devouring all 50
days hardship endured oft 146
days interval between each 81
days physical science has 64
deals somewhat harshly with 127
dealt somewhat harshly with 151
debt accounts payable and 142
debt deduction allowed for 106
deep affection between them 323
deep affection between two 69
deep affinity between his 50
deep affinity between them 72
deep cervical muscles and 53
deep cervical muscles are 42
deep channels between them 144
deep conflict between his 81
deep conflict between two 62
deep crevices between them 59
deep divisions between and 43
deep divisions between its 42
deep divisions between them 86
deep drainage ditches and 48
deep economic trouble and 63
deep emotional contact with 48
deep financial trouble and 441
deep financial trouble for 40
deep financial trouble that 96
deep financial trouble with 46
deep fissures between them 65
deep helpless sadness than 85
deep humility confess that 40
deep humility towards god 43
deep intimacy between them 50
deep mountain ravines and 60
deep mountain valleys and 62
deep pastoral concern for 82
deep personal concern and 72
deep personal concern for 363
deep personal concern that 92
deep personal concern with 92
deep personal contact with 42
deep personal devotion and 51
deep personal dislike for 84
deep personal respect and 42
deep personal respect for 106
deep personal sympathy for 144
deep personal sympathy with 134
deep personal tragedy for 98
deep religious beliefs and 228
deep religious devotion and 112
deep religious insight and 41
deep temporal vessels and 80
deny evidence against him 277
depth analysis revealed that 101
depth increases linearly with 213
depth increases rapidly with 113
died justifying himself and 48
diet containing protein and 49
diet includes insects and 54
dire economic straits and 232
dire economic straits that 179
dire financial straits and 962
dire financial straits due 63
dire financial straits for 61
dire financial straits that 780
dire financial straits with 51
dire financial trouble and 42
disk slightly smaller than 44
dogs specially trained for 168
done business together for 203
done military service and 113
done military service for 45
done somewhat against any 60
done splendid service for 129
done trespass against her 105
done unwonted wonders for 43
done valuable service for 92
dose toxicity studies are 71
down approach assumes that 41
down barriers between art 79
down barriers between man 50
down barriers between men 102
down barriers between them 112
down barriers between you 60
down definite criteria for 43
down deserted streets and 52
down detached thoughts and 41
down luxuriant follies far 88
down specific criteria for 227
down specific targets for 72
down whatever crosses one 58
draw attention because they 99
draw attention towards them 45
draw geometric figures and 45
draw separate diagrams for 81
draw valuable lessons for 44
drew remained useless and 56
drop increases linearly with 107
drug approval process and 621
drug approval process for 79
drug approval process has 88
drug approval process that 91
drug approval process was 53
drug delivery devices and 208
drug delivery devices are 153
drug delivery devices for 109
drug delivery devices that 106
drug delivery systems and 1749
drug delivery systems are 1724
drug delivery systems can 260
drug delivery systems for 1875
drug delivery systems has 196
drug delivery systems may 336
drug delivery systems that 896
drug delivery systems using 133
drug delivery systems was 42
drug delivery systems with 155
drug education program and 63
drug education program for 388
drug education program that 91
drug offenses account for 46
drug selection markers and 129
drug treatment centers and 515
drug treatment centers are 78
drug treatment centers for 99
drug treatment program and 853
drug treatment program are 41
drug treatment program for 927
drug treatment program that 331
drug treatment program was 199
drug treatment program with 74
dull children lighter than 77
dull heresies sprawling and 161
dull listened quietly for 95
dull serenity becalms his 53
duly observed towards his 65
duly provided himself with 41
dumb quietude stirred him 40
during allergic reactions and 157
during approved service with 56
during cataract surgery and 74
during cataract surgery using 60
during cataract surgery with 53
during chemical reactions and 148
during chemical reactions are 55
during counseling sessions and 68
during counseling sessions may 104
during counseling sessions with 63
during critical illness and 177
during critical illness may 48
during curative surgery for 79
during economic upturns and 48
during emotional arousal and 58
during evolution because they 60
during exercise because they 50
during external rotation and 58
during increased function and 49
during migraine attacks and 118
during military service and 290
during military service are 53
during nineteen hundred and 71
during physical exertion and 111
during practice sessions and 301
during prolonged contact with 107
during prolonged storage and 85
during questioning consult with 44
during religious rituals and 73
during scoliosis surgery with 111
during terminal illness and 100
during treatment sessions and 134
during treatment sessions with 42
duty military members and 45
