dame sprang toward the 55
damn about anyone or 283
damn about school or 54
damn about whether or 147
damn fools enough to 47
damn sight better at 68
damn sight better if 94
damn sight better to 75
damn sight closer to 69
damn sight harder to 91
damp chill seemed to 46
damp grass beside the 80
damp grass myriads of 63
damp grass toward the 90
damp house amongst the 54
damp paper towels in 116
damp paper towels or 92
damp paper towels to 157
damp proof course in 88
damp proof course is 137
damp proof course of 70
damp proof course to 56
damp seeping through the 109
damp shady places in 114
damp sponge dipped in 60
damp towel around the 52
damp weather should be 41
damp weather spoils it 60
damp winds rushed in 48
dams built across the 389
dams thrown across the 207
dams would result in 41
dare allow myself to 178
dare appear before me 47
dare appear before the 164
dare appear before us 41
dare stand before me 45
dare stand before the 46
dare trust myself in 58
dare trust myself on 87
dare trust myself to 1390
daring barks across the 45
daring march across the 381
daring march through the 110
daring night attack on 205
daring tongue scorns to 61
dark about whether the 62
dark abyss beyond the 55
dark alley behind the 305
dark alley beside the 76
dark alley toward the 42
dark alone blessing on 46
dark amber liquid in 46
dark azure altars in 143
dark bands across it 46
dark bands across the 594
dark bands around the 120
dark bands caused by 77
dark bands crossing the 155
dark bands formed by 69
dark blood rushed to 57
dark blood staining the 54
dark blood through the 45
dark brown across the 76
dark brown around the 104
dark brown before the 43
dark brown blotch on 91
dark brown bottle of 50
dark brown except the 81
dark brown feathers of 67
dark brown feathers on 54
dark brown instead of 497
dark brown lesions on 79
dark brown liquid in 118
dark brown liquid is 77
dark brown liquid of 52
dark brown markings on 302
dark brown masses of 75
dark brown scales on 74
dark brown shades of 40
dark brown shadow of 76
dark brown staining of 93
dark brown stains of 57
dark brown stains on 139
dark brown streaks on 173
dark brown stripe on 195
dark brown toward the 76
dark brown waters of 75
dark brows arched in 98
dark brows lifted in 151
dark brows raised in 90
dark brute powers of 68
dark canal called the 66
dark chasm hurrying to 186
dark cloud across the 106
dark cloud around the 54
dark cloud before the 120
dark cloud behind the 79
dark cloud covering the 84
dark cloud covers the 50
dark cloud lowering on 53
dark cloud raised by 56
dark cloud rested on 50
dark cloud seemed to 770
dark color around the 70
dark color caused by 46
dark color should be 153
dark depths loathed of 61
dark dreary evenings or 48
dark enemy sought to 101
dark faces framed in 42
dark field images in 97
dark field images of 533
dark fingers across the 57
dark fingers ducked in 104
dark gates across the 227
dark glass before the 54
dark glass bottle at 51
dark glass bottle in 87
dark grave retiring as 43
dark green around the 46
dark green blades of 45
dark green bottle of 78
dark green boughs of 57
dark green canopy of 114
dark green carpet of 155
dark green clumps of 268
dark green covering of 42
dark green crowns of 44
dark green fields of 103
dark green foliage in 241
dark green foliage is 583
dark green foliage of 1765
dark green foliage on 149
dark green foliage to 48
dark green forest at 43
dark green forest of 121
dark green fronds of 102
dark green groves of 90
dark green instead of 201
dark green layers of 90
dark green mantle of 78
dark green masses of 361
dark green powder or 45
dark green shades of 46
dark green shadow of 41
dark green slopes of 88
dark green spires of 65
dark green tunnel of 42
dark green velvet of 118
dark green waters of 296
dark grove sacred to 45
dark hangings through the 335
dark hills across the 56
dark hills beyond the 68
dark hills creeps the 50
dark hints seemed to 74
dark holes through the 45
dark hours before the 387
dark house across the 81
dark house toward the 40
dark ledge splits the 71
dark lines across it 51
dark lines across the 545
dark lines appearing in 53
dark lines around the 221
dark lines belonging to 92
dark lines called the 41
dark lines caused by 95
dark lines crossing it 160
dark lines crossing the 550
dark lines formed by 57
dark lines instead of 99
dark lines should be 45
dark lines through the 106
dark locks floating in 162
dark looks around me 43
dark median stripe on 69
dark nether regions of 47
dark night across the 79
dark night appears to 42
dark night before he 45
dark night before the 262
dark night before we 161
dark night beyond the 78
dark night seemed to 86
dark night through the 191
dark night toward the 91
dark night without the 45
dark outer border of 65
dark patch across the 40
dark patch behind the 122
dark period before the 142
dark place behind the 155
dark place beside the 45
dark place beyond the 80
dark place inside me 55
dark place smelling of 41
dark power repels me 43
dark region around the 63
dark region beyond the 165
dark region called the 129
dark river sweeps by 64
dark rolling clouds of 76
dark rolling masses of 58
dark rolling waters of 75
dark rooms behind the 41
dark rooms should be 40
dark sedan parked in 44
dark sedan pulled up 153
dark shade across the 56
dark shade formed by 69
dark shading around the 48
dark shape across the 49
dark shape behind the 120
dark shape filled the 64
dark shape loomed in 70
dark shape loomed up 404
dark shape seemed to 136
dark shape through the 77
dark slide should be 72
dark space appears in 42
dark space around the 151
dark space behind it 60
dark space behind the 262
dark space beyond it 61
dark space beyond the 328
dark space called the 133
dark space reaches the 48
dark speck floating on 44
dark spots across the 53
dark spots appearing on 59
dark spots around the 115
dark spots before the 202
dark spots behind the 77
dark spots caused by 154
dark spots inside the 44
dark stain across the 138
dark stain around the 77
dark stain spreading on 84
dark still waters of 55
dark stood behind the 152
dark storm clouds in 70
dark storm clouds of 120
dark storm clouds on 52
dark streak across the 170
dark streak behind the 86
dark streak through the 230
dark stream through the 46
dark suits instead of 44
dark table seemed to 69
dark times before the 72
dark trail through the 84
dark trees before me 93
dark trees beyond the 56
dark trees seemed to 47
dark upper reaches of 55
dark violet stains on 48
dark walls seemed to 55
dark water around the 47
dark water before the 52
dark water beyond the 56
dark water framed in 54
dark water seemed to 89
dark water toward the 106
dark while rotating the 134
dark woman opened the 79
dark woods across the 84
dark woods behind the 91
dark woods beyond the 139
dark woods framed the 43
dark woods toward the 51
dark words begins my 86
dark world beyond the 84
dark world grieve me 43
dark world seemed to 120
dash madly across the 83
dash madly around the 92
dash madly through the 176
dash right across the 59
dash right through the 188
data about causes of 49
data about changes in 644
data about events in 64
data about groups of 166
data about levels of 146
data about number of 223
data about trends in 150
data about whether or 106
data about whether the 149
data after applying the 66
data after removing the 89
data alone should be 52
data alone whether the 103
data apply mainly to 47
data banks around the 72
data banks should be 257
data based mainly on 60
data based solely on 250
data bases around the 69
data bases covering the 61
data bases created by 120
data bases listed in 65
data bases needed to 60
data bases relating to 106
data bases should be 479
data bases stored in 151
data bases stored on 200
data bases through the 169
data below relate to 117
data block should be 119
data bytes stored in 57
data cards should be 203
data cited earlier in 110
data cited earlier on 51
data could affect the 93
data could always be 59
data could hardly be 120
data could indeed be 41
data could readily be 126
data could reduce the 46
data could result in 877
data could simply be 84
data either before or 61
data entry clerks in 127
data entry clerks or 118
data entry clerks to 131
data entry device is 85
data entry device to 79
data entry errors as 43
data entry errors by 173
data entry errors in 297
data entry errors is 73
data entry errors or 326
data entry errors to 95
data entry fields in 117
data entry fields on 96
data entry fields to 58
data entry format is 45
data entry instead of 44
data entry person is 59
data entry person to 139
data entry portion of 134
data entry screen in 144
data entry screen is 351
data entry screen of 46
data entry screen or 70
data entry screen to 197
data entry section of 78
data entry should be 756
data entry system in 92
data entry system is 179
data entry system to 90
data entry through the 126
data exist relating to 55
data field should be 110
data files across the 80
data files belonging to 214
data files created by 1300
data files created in 259
data files created on 57
data files instead of 93
data files listed in 63
data files needed by 81
data files needed to 411
data files relating to 104
data files reside on 68
data files residing on 41
data files shared by 155
data files should be 1655
data files stored in 524
data files stored on 1287
data files through the 125
data files without the 45
data flowing across the 153
data flowing through it 101
data flowing through the 640
data flows across the 124
data flows around the 73
data flows should be 99
data flows through an 85
data flows through the 1547
data forms should be 61
data given earlier in 238
data given earlier on 42
data given relate to 46
data given should be 87
data given through the 53
data gives values of 53
data input should be 261
data input through the 111
data items appearing in 56
data items belonging to 194
data items common to 44
data items instead of 93
data items listed in 176
data items needed by 77
data items needed to 172
data items relate to 45
data items relating to 97
data items should be 1222
data items stored at 183
data items stored in 1382
data items stored on 52
data items through the 67
data items treated as 95
data large enough to 131
data lends itself to 466
data lines should be 137
data logging system is 84
data might affect the 82
data might already be 53
data might better be 59
data might relate to 80
data might result in 164
data might simply be 80
data model allows the 127
data model called the 90
data model instead of 99
data model serves as 77
data model should be 703
data model through the 47
data moves across the 164
data moves around the 42
data moves through the 666
data needs should be 125
data often result in 80
data passing across the 46
data passing through it 146
data passing through the 1173
data point before the 51
data point belonging to 113
data point belongs to 437
data point clearly to 364
data point refers to 177
data point should be 553
data point toward an 93
data point toward the 325
data rates depend on 49
data rates should be 94
data refer mainly to 189
data refer mostly to 51
data reveal changes in 43
data reveal clearly the 41
data sharing across the 63
data sheet before the 46
data sheet should be 1299
data showing changes in 309
data showing effect of 101
data showing trends in 88
data showing whether the 63
data shown earlier in 224
data shows clearly the 96
data spread across the 73
data still exists in 81
data still remain to 41
data store should be 108
data stream across the 45
data stream before it 80
data stream before the 56
data stream instead of 45
data stream should be 84
data stream through the 91
data table should be 102
data taken across the 41
data taken before the 129
data takes through the 44
data total number of 146
data types across the 59
data types common to 59
data types instead of 151
data types listed as 171
data types listed in 339
data types needed to 83
data types should be 964
data types stored in 94
data types through the 76
data units through the 66
data users should be 52
data value belongs to 42
data value should be 322
data value stored at 46
data value stored in 413
data which affect the 98
data which allows the 177
data which allows us 186
data which appears in 212
data which appears on 71
data which appears to 228
data which assist in 50
data which attest to 63
data which belongs to 61
data which caused the 64
data which covers the 72
data which define the 274
data which depend on 120
data which enable the 242
data which enable us 686
data which exists in 73
data which exists on 47
data which failed to 93
data which follow in 67
data which follow the 106
data which formed the 400
data which govern the 46
data which happen to 110
data which helped to 73
data which measure the 142
data which needed to 60
data which occurs in 46
data which permit an 61
data which permit the 207
data which permit us 156
data which points to 111
data which proved to 60
data which record the 69
data which refers to 152
data which relate the 94
data which relate to 1037
data which result in 123
data which reveals the 90
data which seemed to 347
data which served as 435
data which served to 46
data which serves as 116
data which should be 2385
data which showed an 49
data which showed no 64
data which showed the 321
data which supply the 70
data which tended to 141
data which yields the 42
data while allowing the 50
data while ignoring the 80
data while reducing the 49
data whose source is 71
data words stored in 119
data would affect the 84
data would already be 77
data would always be 127
data would amount to 41
data would arrive at 58
data would assist in 67
data would become the 47
data would clearly be 69
data would depend on 85
data would enable the 202
data would enable us 202
data would exceed the 84
data would follow the 50
data would hardly be 57
data would ideally be 42
data would indeed be 48
data would likely be 159
data would permit the 129
data would reduce the 134
data would reside in 41
data would result if 40
data would result in 1748
data would simply be 69
data would violate the 66
data yield values of 56
date comes before the 141
date could hardly be 88
date could result in 66
date either before or 232
date falls before the 141
date given refers to 54
date given should be 42
date might result in 40
date seems likely to 41
date serial number of 77
date shall remain in 127
date thereof except as 378
date thereof should be 73
date thereof unless the 68
date total number of 122
date value stored in 40
date which appears at 50
date which appears in 237
date which appears on 470
date which appears to 247
date which belongs to 70
date which marked the 825
date which occurs at 138
date which occurs in 173
date which refers to 139
date which seemed to 76
date which should be 417
date would amount to 65
date would depend on 109
date would hardly be 48
date would reduce the 41
date would result in 342
dawn arose before us 52
dawn begin across the 110
dawn breaking behind the 113
dawn breaking through the 404
dawn breaks through the 99
dawn broke across the 199
dawn broke before he 87
dawn broke before the 40
dawn broke behind the 40
dawn broke through the 547
dawn comes before the 51
dawn comes through the 74
dawn creep across the 72
dawn crept across the 257
dawn crept through the 965
dawn first through the 49
dawn hours before the 53
dawn light through the 54
dawn might afford the 73
dawn peeping through the 112
dawn peering through the 58
dawn seeping through the 195
dawn shall hearken the 45
dawn shining through the 154
dawn shone through the 174
dawn spread across the 492
dawn spread through the 52
dawn stealing through the 41
dawn steals through the 62
dawn stole across the 95
dawn stole through the 145
days about whether or 77
days about whether the 51
days about whether to 60
days after adopting the 85
days after agreeing to 168
days after appearing in 58
days after applying the 152
days after arriving at 3771
days after arriving he 85
days after arriving in 6798
days after arriving on 389
days after assuming the 414
days after becoming an 199
days after becoming the 132
days after boarding the 72
days after copies of 197
days after creation of 100
days after crossing the 1524
days after crushing the 134
days after damage to 54
days after deciding to 86
days after demand by 488
days after demand in 470
days after demand is 149
days after demand of 102
days after demand or 84
days after demand the 63
days after demand to 71
days after drinking the 63
days after dropping the 43
days after entering it 79
days after entering on 90
days after entering the 1798
days after expiry of 271
days after gathering the 42
days after grafting of 47
days after grafting the 71
days after granting the 76
days after hatching at 112
days after hatching by 44
days after hatching in 182
days after hatching is 64
days after hatching it 61
days after hatching of 132
days after hatching the 688
days after hatching to 122
days after imposing the 47
days after ingestion by 42
days after ingestion of 1760
days after ingestion the 43
days after injury as 102
days after injury by 64
days after injury in 263
days after injury is 163
days after injury or 234
days after injury the 167
days after injury to 238
days after launch the 44
days after notice as 118
days after notice by 802
days after notice in 1701
days after notice is 1198
days after notice of 11509
days after notice or 92
days after notice so 122
days after notice to 2225
days after ordering the 75
days after planting as 193
days after planting at 149
days after planting by 42
days after planting in 1057
days after planting is 95
days after planting of 135
days after planting on 168
days after planting or 106
days after planting the 433
days after planting to 228
days after proofs of 88
days after quitting the 183
days after refusing to 86
days after release in 45
days after release of 419
days after releasing the 57
days after relief of 53
days after removing the 263
days after repair of 86
days after replying to 41
days after return of 162
days after return to 368
days after rounding the 63
days after section of 1092
days after securing the 74
days after settling in 264
days after sighting the 78
days after spraying the 87
days after starting an 63
days after starting he 41
days after starting it 46
days after starting on 161
days after starting or 56
days after starting the 1137
days after starting to 247
days after stopping the 883
days after striking the 48
days after tender by 158
days after tender of 67
days after therapy is 674
days after trauma or 41
days after visiting the 215
days after watching the 152
days after wounding the 46
days apart should be 72
days could afford to 155
days could hardly be 271
days could lessen the 49
days could result in 101
days crept slowly by 46
days digging through the 44
days driving around in 41
days driving around the 168
days driving through the 134
days either before or 258
days either resign or 73
days every couple of 103
days every member of 110
days found myself at 110
days found myself in 76
days getting through the 62
days large bodies of 43
days later aboard the 142
days later across the 86
days later agreed to 122
days later almost the 58
days later another of 210
days later became the 158
days later before an 40
days later before he 219
days later before it 42
days later before the 791
days later before we 109
days later buried in 126
days later called on 75
days later called the 53
days later closed the 52
days later copies of 46
days later failed to 108
days later floating in 70
days later forced the 43
days later instead of 96
days later issued an 77
days later issued the 43
days later joined the 186
days later landed at 190
days later landed in 107
days later landed on 52
days later marked the 58
days later opened the 57
days later passed an 53
days later passed the 113
days later picked up 43
days later reached the 600
days later seemed to 113
days later seized the 55
days later shared the 91
days later should be 52
days later showed an 54
days later showed no 87
days later showed the 169
days later signed an 48
days later signed the 147
days later someone in 40
days later through the 226
days later turned up 144
days later unless the 49
days later without the 112
days later writes to 46
days longer before he 180
days longer before it 48
days longer before the 127
days longer before we 70
days looking around the 73
days looking through the 87
days lounging around the 42
days march across the 51
days march before us 105
days march beyond the 45
days march through the 99
days might result in 42
days never dreamed of 58
days never failed to 96
days never seemed to 149
days never thought of 74
days passing through the 165
days people seemed to 55
days people talked of 62
days people thought it 46
days people wanted to 40
days quite unable to 41
days right before the 194
days right through the 83
days right through to 57
days roaming around the 45
days roaming through the 78
days running around the 73
days running before the 40
days running through the 64
days sailing around the 47
days seeking refuge in 44
days shall happen on 55
days shall result in 52
days sifting through the 75
days since crossing the 40
days sitting around in 42
days sitting around the 79
days small groups of 64
days sorting through the 74
days spent amongst the 59
days spent crossing the 57
days spent mostly in 69
days spent watching the 58
days stand sicker on 59
days still dwelling on 50
days still further to 51
days still remain in 48
days still seemed to 51
days stood before the 41
days strong enough to 65
days thereof report to 57
days total number of 213
days walking around in 64
days walking around the 298
days walking through the 299
days which closed the 221
days which filled me 40
days which follow it 55
days which follow the 588
days which formed the 70
days which marked the 205
days which passed in 107
days which passed so 40
days which remain to 268
days which seemed so 127
days which seemed to 351
days which should be 374
days which tended to 45
days while awaiting the 140
days while crossing the 49
days while engaged in 43
days while jennie is 208
days working around the 64
days working through the 63
days would always be 114
days would amount to 224
days would become the 46
days would decide the 71
days would enable the 49
days would enable us 51
days would endure as 131
days would expire on 48
days would finish it 40
days would follow of 45
days would hardly be 134
days would insure the 50
days would reduce the 44
days would render the 53
days would result in 383
days would return to 106
days would settle the 40
days would surely be 71
dealing either wholly or 44
dealing which should be 41
deaths occur before the 386
deaths occur mainly in 46
deaths total number of 66
deaths which happen in 63
deaths which seemed to 43
deaths which should be 53
deaths would result in 66
debt basis before it 48
debt could always be 41
debt could obtain no 40
debt could result in 89
debt issue should be 47
debt large enough to 58
debt limit should be 55
debt model versus the 148
debt ratios should be 49
debt shall amount to 69
debt still stands at 46
debt total amount of 86
debt which belongs to 65
debt which should be 183
debt which yields so 116
debt while gambling at 46
debt would amount to 304
debt would become the 57
debt would depend on 62
debt would employ it 52
debt would exceed the 51
debt would likely be 47
debt would reduce the 148
debt would result in 407
debt would simply be 46
deck above mumbling the 48
deck cargo should be 126
deck chair beside me 73
deck chair beside the 131
deck chair watching the 55
deck either killed or 55
deck large enough to 201
deck looking toward the 88
deck space around the 147
deck space should be 101
deck stood amazed at 61
deck which covers the 43
deck which seemed to 41
deck while watching the 50
deck wraps around the 89
deed alone seemed to 84
deed either before or 59
deed shall remain in 80
deed which appears to 56
deed which caused the 67
deed which changed the 67
deed which closed the 137
deed which created the 79
deed which creates the 83
deed which raised the 62
deed which refers to 181
deed which seemed to 76
deed which shakes the 143
deed which should be 83
deed which stains the 80
deem error should be 53
deep array reached to 142
deep basin formed by 75
deep below ground in 96
deep beneath layers of 206
deep black instead of 90
deep black shadow is 40
deep black shadow of 56
deep black waters of 75
deep breathing before the 44
deep breathing caused by 54
deep breathing filled the 44
deep breathing occurs in 44
deep breathing should be 413
deep breathing through the 426
deep breaths before he 543
deep breaths before the 130
deep breaths instead of 43
deep breaths seemed to 42
deep breaths should be 105
deep breaths through my 88
deep breaths through the 560
deep brown instead of 95
deep burning desire to 43
deep canal through the 41
deep chair before the 255
deep chair beside the 136
deep chasm across the 195
deep chasm formed by 103
