daring ever achieved anything 47
dark blue business suits 88
dark blue corduroy pants 42
dark blue mercedes sedan 55
dark earthy deposits which 59
dark eyes remained fixed 100
dark eyes sparkled beneath 68
dark eyes sparkled under 101
dark flat rosettes where 75
dark gray hemlocks filling 50
dark mass elevated above 101
dark waving branches would 81
data along parallel lines 46
data among multiple users 54
data base contains about 83
data base mentioned above 47
data from appendix table 155
data from children learning 60
data from children under 75
data from clinical trials 2456
data from computer files 110
data from database files 117
data from external files 220
data from magnetic tapes 117
data from monitoring wells 75
data from multiple angles 49
data from multiple cases 49
data from multiple files 315
data from multiple hosts 44
data from multiple nodes 46
data from multiple sites 441
data from multiple trials 94
data from multiple users 125
data from multiple views 49
data from numerous sites 69
data from pregnant women 63
data from sediment cores 72
data from sediment traps 59
data from selected sites 67
data from separate files 112
data from specific sites 65
data from standard input 529
data from students about 51
data from subjects whose 61
data from toxicity tests 55
data from volcanic rocks 83
data from washington state 54
data have provided strong 58
data into adjacent cells 53
data into computer files 409
data into descending order 47
data into engineering units 48
data into separate cells 42
data into separate files 54
data mining software tools 56
data onto computer cards 64
data onto magnetic tapes 51
data over multiple disks 60
data sets mentioned above 153
data were acquired under 66
data were actually taken 50
data were analyzed after 89
data were analyzed again 52
data were analyzed based 104
data were analyzed first 209
data were analyzed under 89
data were analyzed within 132
data were obtained about 309
data were obtained after 498
data were obtained either 211
data were obtained every 56
data were obtained showing 145
data were obtained under 912
data were obtained which 510
data were obtained while 144
data were obtained within 141
data were provided about 70
data were recorded after 151
data were recorded daily 56
data were recorded every 176
data were recorded under 62
data were recorded until 41
data were recorded while 60
data were reported about 46
data were reported which 49
data will indicate which 41
data will probably never 42
date from biblical times 44
date from christian times 160
date from historic times 48
date from medieval times 748
date from slightly later 67
date from sometime after 56
date from somewhat later 114
date from victorian times 95
date next saturday night 97
date when columbus first 47
date when interest rates 89
date your daughter shall 73
dating from biblical times 214
dating from carolingian times 76
dating from christian times 42
dating from historic times 49
dating from medieval times 908
dating from merovingian times 79
dating from mycenaean times 50
dating from primeval times 57
dating from sometime after 67
dating from victorian times 133
days been purchasing sound 190
days from clinical onset 54
days more terrible still 98
days were actually passing 47
days were actually spent 64
days were entirely given 47
days were numbered after 97
days were rendered brave 77
days were therefore spent 55
days when augustus caesar 91
days when britannia ruled 102
days when calcutta smelt 58
days when children could 48
days when everyone seems 50
days when interest rates 62
days when ordinary people 44
days when unlocked doors 82
days will probably never 43
dealt such terrible blows 116
dealt such vigorous blows 45
deaths among american women 175
deaths among children under 1862
deaths among pregnant women 87
deaths from diphtheria occur 112
deaths from domestic group 140
deaths from electric shock 46
deaths from military action 86
deaths from pneumonia occur 51
deaths have exceeded births 71
deaths have occurred after 114
deaths have occurred since 207
deaths have occurred under 68
deaths have occurred within 117
deaths were children under 155
deaths were recorded daily 55
deaths were reported after 59
deaths were reported within 45
debt when interest rates 210
deck from midnight until 52
deck their assembly withal 43
deck till midnight abusing 40
deed were directed rather 63
deep frying powdered sugar 45
deep ocean trenches where 60
deep well somewhat above 45
deny their citizens basic 65
deny those excluded equal 52
desk during business hours 46
died aged fourteen months 43
died down somewhat after 130
died early saturday morning 80
died from exposure after 110
died from exposure while 121
died from infection after 51
died from injuries after 54
died from multiple organ 76
died from pneumonia after 133
died last saturday morning 49
died last saturday night 79
died leaving children under 50
died only eighteen months 85
died some eighteen months 169
died there sometime after 80
died very suddenly about 112
died very suddenly after 419
died very suddenly while 166
died were children under 46
died when eighteen months 70
diet also includes small 42
diet plus exercise group 102
dine upon victuals either 80
disk data transfer rates 133
dogs when thackeray wrote 46
dogs will actually climb 40
done during business hours 158
done during daylight hours 297
done hard physical labor 104
done many terrible deeds 71
done many wondrous works 139
done nothing whatever about 115
done over charcoal fires 56
done some graduate study 69
done some infernal action 65
done some original thinking 45
done their homework about 82
done upon friendly terms 50
done went silently about 53
done when interest rates 48
done your homework about 212
done your homework first 131
done your homework today 90
door during business hours 55
door early saturday morning 40
door from opposite sides 48
doping during epitaxial growth 54
dost give invention light 643
down along partisan lines 45
down during business hours 51
down during daylight hours 98
down even somewhat below 828
down from directly above 250
down from medieval times 467
down from mountain farms 40
down from mountain ranges 54
down from mycenaean times 56
down from opposite sides 165
down from portland place 52
down from primeval times 303
down from upstairs where 140
down from washington state 45
down here tomorrow morning 333
down here tomorrow night 55
down into christian times 153
down into complete keeping 121
down into concrete steps 88
down into darkness again 62
down into discrete parts 288
