dame made against jock 43
damn what anybody else 232
damn what anybody says 304
dank well between high 43
dare some forward part 47
dare their follies forth 291
dark band extending from 125
dark band extends from 72
dark blue civilian suit 48
dark blue flannel suit 55
dark blue lincoln town 69
dark blue traveling suit 71
dark blue uniform coat 74
dark bows brushed along 45
dark days following pearl 57
dark eyes clouded over 60
dark eyes drilled into 106
dark eyes flashed fire 864
dark eyes flashed from 88
dark eyes flashed like 125
dark eyes flashed over 103
dark eyes flashed upon 50
dark eyes flashed when 60
dark eyes flicked from 71
dark eyes flicked over 291
dark eyes glanced from 73
dark eyes revealed nothing 40
dark eyes searched hers 226
dark eyes shifted from 83
dark eyes sparkling like 75
dark eyes widened when 44
dark form emerged from 132
dark gaze flicked over 41
dark gray flannel suit 92
dark gray worsted suit 40
dark hair braided into 42
dark hair brushed back 581
dark hair brushed from 64
dark hair cascading down 260
dark hair cascading over 248
dark hair escaped from 99
dark hair flopped over 138
dark hair gathered away 59
dark hair gathered into 47
dark hair scraped back 94
dark hair sleeked back 68
dark hair slicked back 1645
dark hair slicked down 264
dark hair smoothed away 52
dark hair smoothed back 79
dark hair spilled down 47
dark hair spilled over 282
dark hair sprouting from 44
dark hair streamed down 52
dark hair streamed over 72
dark hair tousled from 52
dark hair tumbled down 265
dark hair tumbled over 200
dark hair twisted into 110
dark line enclosing three 52
dark line extending along 40
dark line extending from 229
dark line extends from 106
dark line whirled over 50
dark moving figures were 150
dark room lighted only 42
dark suit emerged from 44
dark when stephen came 48
dart fall blunted from 273
dart like lightning upon 46
dash some hapless ship 45
data also provide some 253
data also revealed some 63
data also suffers from 47
data also suggest some 108
data base becomes more 85
data base derived from 334
data base differs from 49
data base resulting from 81
data base systems have 378
data base systems such 49
data base systems were 46
data base systems will 80
data came largely from 43
data come largely from 176
data fall between these 40
data flow between these 111
data flow diagrams from 95
data flow diagrams have 123
data flow diagrams into 156
data flow diagrams must 50
data flow diagrams show 67
data flow diagrams used 45
data flow diagrams were 75
data flow diagrams will 99
data from central bank 180
data from devices such 48
data from digital form 55
data from national health 224
data from nielsen media 125
data from operating size 134
data from preceding years 45
data from previous runs 72
data from previous time 62
data from previous work 156
data from previous years 1031
data from primary care 64
data from research into 52
data from sensors such 52
data from several areas 169
data from several data 161
data from several days 40
data from several other 816
data from several runs 72
data from several such 83
data from several time 54
data from several well 44
data from several years 481
data from similar areas 45
data from sources like 175
data from sources other 477
data from sources such 1217
data from storage media 56
data from studies done 104
data from studies made 80
data from studies such 104
data from surveys done 50
data from surveys made 49
data from surveys such 52
data from western north 110
data give insight into 57
data have emerged from 235
data have hitherto been 128
data have however been 41
data have largely been 136
data have usually been 357
data into account when 119
data into digital data 250
data into digital form 539
data into graphic form 96
data into meaningful form 52
data into numeric data 56
data into readable form 58
data into tabular form 124
data into variable length 51
data loss resulting from 85
data over several days 48
data over several tens 130
data over several time 67
data over several years 515
data sets contain only 45
data sets derived from 1170
data sets gathered from 48
data sets involving more 40
data sets resulting from 358
data these studies have 40
data upon request prior 75
data were adapted from 377
data were adopted from 81
data were arranged into 99
data were brought into 82
data were deduced from 91
data were deleted from 114
data were derived from 7798
data were derived were 76
data were divided into 2211
data were dropped from 108
data were entered into 2016
data were entered onto 75
data were gathered during 855
data were gathered from 4736
data were gathered more 99
data were gathered only 138
data were gathered over 643
data were gathered prior 54
data were gathered there 40
data were gathered were 100
data were gathered when 59
data were grouped into 947
data were measured during 53
data were measured from 133
data were measured over 45
data were omitted from 332
data were plotted from 51
data were punched into 89
data were punched onto 110
data were recoded into 42
data were reduced from 53
data were removed from 209
data were sampled from 189
data were secured during 53
data were secured from 1270
data were secured only 45
data were secured were 52
data were sourced from 74
data were written down 93
data will benefit from 81
data will contain only 47
data will provide more 290
data will provide some 142
data will require more 236
data will require some 55
data will usually have 68
date back fifteen years 56
date back several years 497
date from colonial days 200
date from several years 185
date have focused upon 70
date have largely been 351
date have usually been 63
date most studies have 200
date name address city 128
date some fifteen years 42
date such studies have 70
date their beginning from 163
date their decline from 42
date their efforts have 45
date their history from 304
date their letters from 45
date their origins from 91
date these efforts have 349
date these studies have 160
date three volumes have 42
date when payment must 42
date your letters from 44
dating back fifteen years 121
dating back several years 797
dating from ancient days 46
dating from colonial days 351
dating from several years 98
dating from spanish days 48
dating their beginning only 44
dating their letters from 75
days been suffering from 135
