do also include those 50
do come together into 90
do during leisure time 80
do ends justify means 44
do even epsilon work 42
do feel ashamed when 89
do five hundred years 49
do full justice even 89
do full justice here 181
do gain insight into 40
do give insight into 153
do good against evil 325
do good college work 84
do good creative work 42
do good offices among 50
do good quality work 241
do good research work 60
do good service among 61
do good service during 88
do good service here 101
do good service there 58
do good service unto 83
do good service when 145
do great violence even 47
do have certain other 103
do have choices when 45
do have control over 8092
do have eternal life 63
do have friends here 72
do have insight into 185
do have literal meaning 56
do have moments when 87
do have priority over 55
do have private baths 69
do have several other 95
do have support from 109
do help explain some 40
do high quality work 312
do hope everything will 435
do just exactly what 1259
do know exactly what 910
do know roughly what 44
do less election work 43
do less skilled work 48
do like anybody else 133
do live happily ever 166
do look exactly like 286
do lose control over 41
do more because there 96
do more careful work 107
do more charity work 44
do more complex work 113
do more creative work 292
do more demanding work 98
do more meaningful work 105
do more outside reading 42
do more precise work 40
do more research into 360
do more research work 72
do more skilled work 96
do more thorough work 175
do more towards bringing 115
do more towards giving 59
do more towards making 197
do more towards their 145
do most everything else 182
do most heartily give 85
do most heartily hope 82
do most heartily pity 49
do most heartily pray 127
do most heartily thank 1117
do most heartily wish 1217
do most strongly urge 87
do most usually take 44
do most writers take 47
do much against such 68
do much because most 101
do much because there 131
do much conduce unto 134
do much creative work 42
do much outdoor work 53
do much outside reading 91
do much outside work 89
do much research into 60
do much research work 105
do much routine work 110
do much towards bringing 419
do much towards curing 41
do much towards giving 189
do much towards making 1278
do much towards saving 96
do much towards their 98
do need medical care 96
do need medical help 43
do need support from 95
do next depends upon 50
do nothing against such 1312
do nothing against their 351
do nothing against these 204
do nothing against those 467
do nothing against truth 77
do nothing against what 44
do nothing against your 499
do nothing because their 79
do nothing because there 501
do nothing because what 48
do nothing morally wrong 105
do nothing towards making 255
do nothing towards saving 64
do nothing towards their 155
do noun phrases come 379
do only limited work 40
do only routine work 55
do other factors play 59
do other factors such 161
do other similar acts 78
do other similar work 67
do over several days 42
do poor quality work 58
do poor sinners good 148
do risk factors work 110
do seek medical care 225
do seek medical help 74
do some advance reading 42
do some advance work 221
do some animals have 162
do some careful reading 45
do some careful work 58
do some charity work 510
do some creative work 413
do some dreadful deed 58
do some equally vile 40
do some finishing work 40
do some gardening work 49
do some general reading 238
do some glorious deed 58
do some library work 99
do some meaningful work 138
do some medical work 63
do some outdoor work 50
do some outside reading 172
do some outside work 258
do some persons have 49
do some pioneering work 71
do some private work 89
do some regular work 90
do some remedial work 138
do some research ahead 56
do some research here 107
do some research into 1687
do some research there 164
do some research when 107
do some research work 1394
do some routine work 102
do some schools have 52
do some schools work 46
do some service there 154
do some service work 42
do some species have 54
do some studies show 41
do some teachers have 57
do some thorough work 96
do some violence upon 46
do some welfare work 117
do some written work 130
do such beliefs come 44
do such persons have 42
do such persons know 55
do such studies tell 40
do such thoughts come 72
do such written work 72
do take especial care 76
do their bestowing lose 192
do their bounden duty 69
do their college work 56
do their country good 231
do their creative work 223
do their current jobs 147
do their dreadful work 65
do their glances melt 67
do their grandam gold 89
do their greatest work 110
do their hardest work 131
do their heaviest work 40
do their laundry there 50
do their laundry work 100
do their lessons well 45
do their maximum work 52
do their national duty 54
do their natural work 91
do their official duty 81
do their official work 52
do their parents have 76
do their parents think 54
do their peerage when 72
do their perfect work 326
do their present jobs 193
do their present work 146
do their private work 46
do their project work 49
do their regular jobs 114
do their regular work 320
do their research work 197
do their routine work 127
do their service more 95
do their slender means 48
do their spirits pass 86
do their written work 90
do these animals come 41
do these animals have 196
do these animals live 141
do these animals move 48
do these artists work 50
do these bacteria come 46
do these beliefs come 100
do these beliefs have 44
do these choices have 52
do these criteria come 54
do these details have 65
do these details help 67
do these details tell 73
do these devices have 74
do these devices work 64
do these effects have 49
do these effects take 59
do these effects vary 95
do these factors have 252
do these factors make 43
do these factors play 83
do these factors vary 83
do these factors work 46
do these features have 61
do these features help 44
do these features make 52
do these fellows think 58
do these fellows want 42
do these figures come 105
do these figures give 52
do these figures have 134
do these figures show 325
do these figures take 113
do these figures tell 516
do these hebrews here 129
do these letters tell 53
do these measures have 44
do these measures tell 52
do these numbers come 184
do these numbers have 120
do these numbers tell 227
do these objects have 96
do these objects tell 45
do these outside jobs 56
do these persons give 67
do these persons have 66
do these precious eyes 48
do these reports have 41
do these results have 291
do these results show 232
do these results tell 615
do these schools have 60
do these several acts 40
do these sources tell 71
do these stories come 111
do these stories have 231
do these stories teach 56
do these stories tell 221
do these studies have 101
do these studies show 116
do these studies tell 192
do these systems have 91
do these systems work 92
do these teachers have 42
do these thinkers tell 55
do these thoughts come 195
do these thoughts make 43
do these workers have 41
do these writers have 62
do third parties have 49
do those derived from 97
do those resulting from 54
do those shadows tread 52
do those suffering from 95
do three hundred years 129
do till towards five 50
do upon respect such 179
do vary depending upon 119
do very heartily thank 69
do very precise work 46
do very similar work 84
do very strongly feel 51
do very superior work 50
do walk methinks like 96
do want maximum pain 93
do well because their 94
do well because there 85
do well believe your 131
do well despite their 74
do well matters very 177
do what anybody else 344
do what becomes your 44
do what depends upon 319
do what follows from 72
do what matters most 279
do what parents want 99
do what princes call 47
do what teachers want 44
do when brought into 107
do when everything else 67
do when everything will 45
do when released from 106
do when suffering from 177
do will increase your 40
do work depends upon 48
do work outside their 111
do work requiring great 52
do work together well 86
do work usually done 136
do wrong against their 106
do young infants fail 86
do your answers have 71
do your answers tell 305
do your beliefs play 46
do your clients want 51
do your country good 53
do your country more 126
do your creative work 115
do your friends call 582
do your friends feel 130
do your friends have 137
do your friends know 96
do your friends like 114
do your friends live 122
do your friends think 442
do your hardest work 55
do your husband good 113
do your husband here 48
do your kindred good 78
do your lawyers live 206
do your lessons well 51
do your majesty more 40
do your majesty most 43
do your majesty true 42
do your muscles feel 63
do your parents come 110
do your parents feel 713
do your parents give 49
do your parents have 359
do your parents help 46
do your parents know 420
do your parents like 72
do your parents live 1432
do your parents make 58
do your parents react 52
do your parents speak 118
do your parents take 41
do your parents talk 52
do your parents tell 102
do your parents think 1227
do your parents want 243
do your patient harm 47
do your present work 66
do your previous work 63
do your records show 53
do your regular work 145
do your research ahead 55
do your research into 43
