dallying away precious time 47
damage also results from 80
damage done depends upon 41
damaging side effects from 87
damned arts refined into 51
damned were brought into 86
dances were brought into 41
dances were derived from 72
dances were divided into 53
dances were usually held 239
dangers from foreign arms 157
dangers were impending over 77
dapper young senator from 64
darted like lightning from 76
darted like lightning into 60
darted like lightning upon 48
darted their javelin from 96
dashed line extending from 151
dashed line results from 103
dashed over germany like 75
dashed their paddles into 71
daunting task because there 45
dealers from engrossing corn 48
dealers were brought into 40
debate among experts over 44
debate over abortion laws 40
debate over exactly what 586
debate over exactly when 41
debate over managed care 62
debate over medical care 55
debate over national health 568
debate over several years 58
debate over slavery during 42
debate over slavery from 47
debris were removed from 198
decade great strides have 89
decade have largely been 40
decade many studies have 116
decays very rapidly when 100
decent folk watched from 99
decent young fellows left 69
decide just exactly what 185
decide very quickly what 95
decide what courses will 119
decide what criteria will 49
decide what factors will 43
decide what happens here 59
decide what happens next 372
decide what happens when 171
decide what material will 59
decide what matters most 290
decide what matters were 67
decide what measures must 41
decide what measures were 152
decide what measures will 45
decide what medical care 62
decide what research work 94
decide what stories will 67
decide what success means 50
deciding just exactly what 83
deciding these matters other 45
deciding upon several other 46
deciding what matters most 55
deciding what persons have 100
decked boat slipped along 74
deduce some general laws 46
deduce their descent from 159
deduce their optical from 40
deduce these results from 40
deducing their descent from 58
deduct from royalty fees 67
deduct such amounts from 110
deduct such payment from 89
deduct these amounts from 158
deduct these charges from 44
deduct those amounts from 41
deemed good service upon 249
deemed their behavior less 41
deepen their insight into 153
deepen their valleys more 111
deepen your insight into 120
deeper your insight into 59
deeply felt concern over 46
deeply held beliefs into 43
deeply held beliefs were 43
deeply into certain areas 55
deeply into chinese life 45
deeply into private life 60
deeply into southern soil 109
defend nine hundred bold 48
defend north america from 47
defend south vietnam from 137
defend their beloved city 56
defend their borders from 105
defend their capital city 79
defend their capital from 51
defend their control over 64
defend their country during 50
defend their country even 46
defend their country from 1267
defend their country inch 40
defend their country were 47
defend their country when 179
defend their exchange rate 151
defend their freedom from 118
defend their members from 81
defend their official acts 40
defend their offspring from 74
defend their persons when 85
defend their position even 44
