dais and stood before 70
dale and every island 90
dame was still delaying 54
damn and jesus christ 40
damn for anything except 53
damn that which spends 177
damn with faint praise 4465
damp and dirty ground 43
damp and dirty places 55
damp and fetid stench 49
damp and fresh before 71
damp and moist places 44
damp and muddy sunday 49
damp and musty smelling 49
damp and neatly combed 40
damp and neatly folded 83
damp and shady places 1069
damp was breaking through 78
dams and digging canals 57
dams and power houses 491
dams and power plants 1980
dams and river valley 47
dams and steel plants 72
dams and water supply 80
dams and water wheels 94
dams are built across 251
dams are thrown across 91
dams for water supply 143
dank and dirty ground 205
dare get close enough 97
dare let anything happen 66
dare not allow myself 403
dare not appear before 414
dare not appear openly 195
dare not enter without 76
dare not sever itself 65
dare not sleep unless 64
dare not stand before 321
dare not stand greeting 43
dare not trade boldly 67
dare not trust anyone 82
dare not trust england 47
dare not trust myself 3810
dare say every person 105
dare say never thought 63
dare say never turned 41
dare say would hardly 159
dare say would sooner 69
dare you appear before 93
dare you laugh behind 45
dare you stand before 57
daring and cunning brother 108
dark and ample domain 69
dark and ample mantle 46
dark and close inside 50
dark and creaky stairs 72
dark and cruel places 77
dark and cruel shadow 42
dark and deadly through 44
dark and dense clouds 74
dark and dense forest 122
dark and dirty alleys 48
dark and dirty cellar 41
dark and dirty corner 256
dark and dirty hovels 41
dark and dirty little 112
dark and dirty places 78
dark and dirty secret 105
dark and dirty stairs 152
dark and dirty street 48
dark and dreamy waters 94
dark and dreary domain 53
dark and dreary dungeons 50
dark and dreary duties 55
dark and dreary dwelling 84
dark and dreary enough 67
dark and dreary forest 78
dark and dreary nights 126
dark and dreary places 85
dark and dreary prison 112
dark and dreary regions 69
dark and dreary valley 48
dark and dreary winter 218
dark and dusty corner 249
dark and dusty inside 42
dark and empty before 50
dark and empty church 69
dark and empty except 147
dark and empty inside 101
dark and empty places 48
dark and empty sluice 152
dark and empty spaces 43
dark and empty street 316
dark and empty without 46
dark and filthy dungeons 65
dark and filthy prison 50
dark and foggy nights 107
dark and getting colder 113
dark and getting darker 313
dark and grimy temple 50
dark and growing darker 139
dark and light across 57
dark and light blocks 51
dark and light bottle 68
dark and light browns 128
dark and light colors 896
dark and light cycles 58
dark and light effect 49
dark and light fields 142
dark and light forces 134
dark and light grains 54
dark and light greens 220
dark and light halves 223
dark and light images 107
dark and light laminae 232
dark and light layers 500
dark and light marble 139
dark and light markings 243
dark and light masses 247
dark and light periods 418
dark and light phases 461
dark and light pieces 55
dark and light pixels 157
dark and light places 108
dark and light planes 54
dark and light points 60
dark and light powers 52
dark and light purple 157
dark and light regions 598
dark and light scales 152
dark and light shaded 73
dark and light shades 784
dark and light shadings 69
dark and light shapes 232
dark and light spaces 209
dark and light staining 43
dark and light stones 88
dark and light streaks 233
dark and light strips 140
dark and light values 1569
dark and light vowels 53
dark and light worlds 56
dark and light yellow 208
dark and lowly little 137
dark and lurid smokes 133
dark and moist places 98
dark and muddy waters 104
dark and murky clouds 100
dark and murky waters 118
dark and musty inside 122
dark and musty smelling 153
dark and passing shadow 75
dark and quiet around 119
dark and quiet corner 52
dark and quiet except 216
dark and quiet inside 315
dark and quiet places 47
dark and quiet street 121
dark and quite opaque 44
dark and raining heavily 231
dark and rainy desert 64
dark and rainy nights 199
dark and rainy winter 81
dark and rather chilly 84
dark and rather gloomy 89
dark and rocky cliffs 81
dark and rocky hollow 80
dark and scary places 46
dark and shady places 116
dark and sharp corner 46
dark and smoky inside 240
dark and snowing heavily 77
dark and still around 86
dark and still behind 87
dark and still except 49
dark and still inside 54
dark and still nights 62
dark and white colors 50
dark and white marble 51
dark and white markings 47
dark and white scales 72
dark and windy nights 76
dark one where nobody 53
dark red brick building 224
dark red smoke blotting 111
dark red stain spreading 77
dark she could barely 192
dark she could hardly 157
dark they could barely 139
dark they could hardly 104
dark with black clouds 97
dark with storm clouds 472
dark you could barely 48
dark you could hardly 154
dart and arrow points 221
dash for cover behind 86
data and build models 45
data and clock inputs 226
data and clock pulses 60
data and clock signal 67
data and focus groups 65
data and index blocks 99
data and labor market 65
data and missing values 47
data and model building 90
data and model output 192
data and power cables 255
data and small sample 73
data and sound reasoning 42
data and stock prices 69
data and study design 44
data and testing theories 54
data are badly needed 286
data are badly skewed 63
data are based mainly 185
data are based mostly 50
data are based solely 116
data are biased toward 143
data are biased upward 43
data are close enough 123
data are drawn almost 46
data are drawn mainly 241
data are either stored 47
data are first sorted 41
data are first stored 159
data are given relating 70
data are given without 81
data are input through 43
data are large enough 93
data are nearly always 190
data are often absent 45
data are often already 45
data are often better 46
data are often called 247
data are often fitted 46
data are often highly 167
data are often needed 173
data are often quoted 43
data are often readily 87
data are often scarce 80
data are often simply 42
data are often skewed 52
data are often sparse 96
data are often stored 229
data are often thought 49
data are often treated 120
data are often useful 212
data are often viewed 72
data are quite common 55
data are quite revealing 69
data are quite scarce 62
data are quite simple 62
data are quite sparse 82
data are quite striking 45
data are quite useful 141
data are rather scanty 160
data are rather scarce 205
data are rather sparse 130
data are really needed 97
data are spread across 97
data are spread around 40
data are still needed 448
data are still scanty 264
data are still scarce 309
data are still sparse 191
data are still stored 66
data are still unclear 40
data are still useful 226
data are strong enough 146
data are taken greatly 53
data are taken mainly 120
data are within normal 80
data being moved around 42
data can cause serious 54
data can easily become 89
data can never become 44
data can prove useful 47
data can reveal whether 49
data for breast cancer 105
data for ethnic groups 67
data for every county 65
data for every record 66
data for first record 49
data for fused silica 48
data for glass fibers 66
data for hours worked 68
data for judging whether 54
data for large cities 121
data for large groups 102
data for large shared 1793
data for large values 49
data for later access 51
data for later periods 125
data for later review 101
data for longer periods 303
data for major cities 46
data for missing values 64
data for model building 222
data for older adults 130
data for plant design 40
data for price changes 67
data for quick access 47
data for rapid access 43
data for short periods 117
data for small values 42
data for social planning 54
data for social policy 46
data for testing theories 99
data for total assets 54
data for trace metals 52
data for urban places 52
data for urban planning 91
data may prove useful 283
data now raise doubts 76
data one might expect 83
data one would expect 159
data set large enough 89
data set which allows 62
data set which covers 50
data that comes through 113
data that could affect 126
data that could answer 64
data that could assist 54
data that could enable 49
data that could inform 71
data that could result 91
data that flows across 48
data that flows through 295
data that lends itself 122
data that might affect 151
data that might answer 44
data that might assist 82
data that might enable 88
data that might permit 74
data that might result 135
data that moves through 45
data that never changes 105
data that point toward 44
data that would affect 72
data that would answer 125
data that would assist 231
data that would become 79
data that would clearly 46
data that would enable 1407
data that would exceed 46
data that would inform 86
data that would permit 1155
data that would refute 46
data that would result 227
data that would surely 56
data that would verify 74
data that would violate 41
data with missing values 771
data with small sample 42
data with table layout 94
data with varying levels 48
data you would expect 97
date and batch number 78
date and check number 733
date and issue number 104
date and marry someone 125
date and newer fashion 44
date and olive stones 42
date and order number 187
date and phone number 94
date and place should 44
date and place stated 84
date and plant height 125
date and serial number 677
date and shall expire 85
date and shall remain 150
date and slide number 118
date and tenor unpaid 99
date and total amount 52
date and until further 82
date are still extant 54
date but still useful 564
date for easter sunday 131
date for either spouse 44
date for sixty pounds 94
date for stock options 67
date has found little 84
date has shown little 95
date six months before 346
date that would become 44
date that would permit 64
date that would result 277
date this treaty enters 94
date two months before 111
date two weeks before 159
date two weeks earlier 45
date was getting closer 109
date was later changed 356
date with every future 40
date with world events 128
dawn and after sunset 576
dawn had fully broken 51
dawn they would return 43
dawn was breaking across 55
dawn was breaking before 141
dawn was breaking behind 51
dawn was breaking through 292
dawn was peeping through 93
