damp sphagnum moss and 167
damp tendrils from her 50
damp washcloth over her 128
dare scarcely hope that 121
daring curiosity leads them 60
daring geniuses were not 67
dark brownish gray with 69
dark business suit and 1005
dark business suit for 46
dark business suit that 220
dark business suit was 55
dark business suit with 237
dark chestnut hair and 236
dark chestnut hair hung 42
dark chestnut hair that 110
dark chestnut hair was 109
dark entrance hall and 69
dark greenish gray and 56
dark handsome face and 81
dark handsome face was 60
dark handsome young man 220
dark luminous eyes and 48
dark lustrous eyes and 99
dark metallic blue and 55
dark metallic blue with 63
dark movement just out 57
dark polished wood and 143
dark polished wood with 59
dark respecting much that 42
dark straight hair and 257
dark straight hair cut 83
dark straight hair that 121
dark straight hair was 107
dark straight line can 61
dark tailored suit and 77
dark vertical bars and 49
dark volcanic rock and 70
dart protruding from his 49
data acquired during this 94
data acquired from this 100
data actually show that 165
data analysis along with 67
data analysis deals with 135
data analysis from this 56
data analysis have not 46
data analysis plan for 49
data analysis show that 170
data analysis there are 63
data analysis tool for 136
data analysis tool that 266
data analysis used for 124
data analysis were not 83
data analysis will not 109
data analyzed here are 282
data averaged over all 99
data coincide well with 58
data commonly used for 47
data compared well with 95
data compares well with 75
data compiled from all 89
data compiled from this 46
data concerning health and 43
data concerning land use 64
data concerning more than 49
data concerning such things 41
data concerning their own 323
data concerning their use 66
data concerning these and 41
data concerning these two 155
data concerning those who 85
data containing more than 54
data contains more than 55
data contains only one 93
data differed from that 52
data directly from any 80
data directly from each 53
data directly from its 118
data directly from one 444
data directly from them 45
data directly into its 54
data elements from each 65
data elements from one 92
data elements into one 53
data elements other than 152
data elements used for 90
data elements were not 63
data elements will not 42
data employed here are 107
data examined here are 103
data included here are 113
data indicate also that 422
data indicate more than 71
data indicate only that 288
data indicate there are 119
data indicate there was 43
data involves more than 73
data likewise show that 94
data mentioned here are 62
data obtained along with 40
data obtained during and 75
data obtained during each 61
data obtained during one 121
data obtained during our 81
data obtained during that 46
data obtained during this 641
data obtained during two 77
data obtained from air 286
data obtained from all 1654
data obtained from and 64
data obtained from any 299
data obtained from both 958
data obtained from death 45
data obtained from dna 69
data obtained from each 1159
data obtained from fig 368
data obtained from gas 93
data obtained from her 70
data obtained from him 43
data obtained from his 297
data obtained from its 173
data obtained from long 141
data obtained from low 147
data obtained from men 54
data obtained from new 52
data obtained from non 241
data obtained from one 2089
data obtained from our 846
data obtained from real 325
data obtained from ref 119
data obtained from six 389
data obtained from ten 77
data obtained from that 183
data obtained from them 1070
data obtained from thin 67
data obtained from this 3871
data obtained from two 2668
data obtained from use 43
data obtained from using 88
data obtained have not 46
data obtained here and 72
data obtained here are 103
data obtained show that 2220
data obtained were not 222
data obtained were then 115
data obtained when using 127
data obtained will not 92
data probably will not 105
data processing along with 43
data processing deals with 52
data processing from one 46
data processing have not 91
data processing jobs are 54
data processing means that 135
data processing there are 54
data processing time and 109
data processing unit and 182
data processing unit for 93
data processing unit that 100
data processing were not 44
data processing will not 255
data processing work for 67
data produced from this 84
data provided from this 46
data provided here are 124
data received from all 165
data received from any 43
data received from each 160
data received from its 120
data received from one 267
data received from our 58
data received from them 117
data received from this 102
data received from two 85
data recorded during each 46
data recorded during this 70
data recorded from each 49
data recorded from one 87
data reported from this 49
data reported here and 290
data reported here are 2194
data reported here can 68
data reported here for 205
data reported here may 75
data reported here that 46
data reported here was 207
data reported show that 173
data required from each 50
data requires more than 128
data resemble those for 40
data returned from this 53
data reviewed here and 53
data reviewed here are 110
data suggests there are 80
data suggests there may 48
data supporting their use 213
data therefore show that 261
data transfer from and 209
data transfer from end 92
data transfer from one 796
data transfer mode that 59
data transfer rate and 1322
data transfer rate are 64
data transfer rate can 455
data transfer rate for 1237
data transfer rate may 121
data transfer rate per 55
data transfer rate than 334
data transfer rate that 421
data transfer rate was 101
data transfer rate with 94
data transfer time and 197
data transfer time for 116
data transfer will not 61
data utilized here are 47
date numbered more than 45
date obtained from this 43
dating evidence from this 50
dawn broadens into day 44
days approach when you 53
days children were not 187
days differed from that 74
days disabled from doing 42
days everyone knew that 45
days excluded from his 43
days probably when her 72
days probably will not 46
days received from his 43
days recovering from his 68
days thereafter file his 52
days thereafter file with 100
days thereafter there was 113
days whenever there was 75
dealing directly only with 90
deals directly only with 466
deals therefore only with 111
dealt directly only with 125
deaths annually from this 82
deaths occurred among men 67
deaths occurred among them 100
deaths occurred during this 145
deaths occurred from this 167
deaths occurred more than 67
deaths reported from this 98
deaths resulted from this 177
debt absorbed more than 45
debt coverage ratio and 100
debt coverage ratio for 159
debt grounded upon any 491
debt increased more than 214
debt incurred during his 66
debt incurred more than 59
deck yourself like that 41
deed absolute upon its 240
deed executed during his 43
deed obtained from him 40
deed warrants only that 53
deep affection felt for 55
deep channels were cut 45
deep christian faith and 249
deep cleavages along one 45
deep converse over one 47
deep delicious blue and 246
deep discount from its 160
deep discount from par 159
deep distress over his 59
deep distress when she 44
deep divisions among its 52
deep divisions among our 88
deep divisions among them 107
deep divisions over how 56
deep emotional bond that 172
deep emotional bond with 179
deep emotional meaning for 73
deep emotional need for 159
deep emotional pain and 111
deep emotional pain that 117
deep emotional self and 81
deep emotional ties and 68
deep emotional ties that 111
deep emotional ties with 250
deep insights into his 87
deep insights into how 152
deep insights into our 43
deep insights into this 53
deep instinct told her 126
deep instinct told him 87
deep interest felt for 44
deep midnight blue and 40
deep overhanging eaves and 82
deep personal bond with 47
deep personal faith and 96
deep personal longing for 42
deep personal loss and 78
deep personal loss for 53
deep personal loss that 45
deep personal love and 61
deep personal love for 184
deep personal meaning and 95
deep personal meaning for 310
deep personal need for 84
deep personal pain and 41
deep personal ties with 41
deep potential well and 78
deep religious faith and 1079
deep religious faith that 442
deep religious faith was 119
deep religious faith who 51
deep religious faith with 64
deep religious life and 61
deep religious meaning for 58
deep scrutiny into her 352
deep sensation among them 89
deep shuddering breath and 363
deep sparkled wide and 113
deep symbolic meaning and 60
deep symbolic meaning for 68
deep trenches were cut 93
deep trenches were dug 442
defy approach from that 50
deny concerns more than 45
deny yourself what you 102
depth profiles show that 126
depth slightly less than 210
depth slightly more than 85
depth somewhat less than 124
