unable to blow his nose 45
unable to bond with their 44
unable to break her fall 125
unable to break her gaze 44
unable to break his fall 102
unable to break his gaze 44
unable to break his grip 43
unable to break out from 73
unable to break out into 59
unable to break them down 68
unable to break with their 46
unable to call for help 855
unable to calm him down 108
unable to care for more 42
unable to care for self 912
unable to care for such 71
unable to care for their 2419
unable to care for these 48
unable to care for your 158
unable to cast his vote 55
unable to cast off their 60
unable to chew his food 76
unable to cite any case 88
unable to cite any such 89
unable to clear his chin 177
unable to clear his mind 75
unable to clear his name 53
unable to come for their 41
unable to come out from 76
unable to cope any more 48
unable to cope not only 50
unable to cope with even 397
unable to cope with having 71
unable to cope with heavy 64
unable to cope with high 130
unable to cope with life 3205
unable to cope with living 66
unable to cope with many 239
unable to cope with mass 89
unable to cope with more 546
unable to cope with most 40
unable to cope with much 114
unable to cope with other 131
unable to cope with post 42
unable to cope with rising 107
unable to cope with some 341
unable to cope with such 1946
unable to cope with their 3069
unable to cope with these 1584
unable to cope with those 245
unable to cope with what 1070
unable to cope with work 162
unable to cope with your 143
unable to curb this single 56
unable to cure his wife 46
unable to deny his good 66
unable to deny that some 156
unable to deny that there 87
unable to drag her eyes 140
unable to drag her gaze 132
unable to drag his eyes 145
unable to drag his gaze 76
unable to draw air into 43
unable to draw any clear 141
unable to draw any firm 126
unable to draw any line 127
unable to draw any more 40
unable to draw any such 44
unable to draw her eyes 68
unable to draw her gaze 52
unable to draw him into 57
unable to draw his body 62
unable to draw his breath 91
unable to draw his eyes 49
unable to draw his foot 117
unable to draw its prey 43
unable to face any more 135
unable to face each other 51
unable to face his wife 50
unable to feed and care 47
unable to feed her baby 60
unable to feed her cubs 74
unable to feed his wife 41
unable to feel any great 40
unable to feel any pain 96
unable to fill all their 68
unable to fill his lungs 59
unable to fill this role 75
unable to find and hold 69
unable to find and keep 60
unable to find any body 53
unable to find any book 70
unable to find any case 1413
unable to find any clear 374
unable to find any clue 162
unable to find any copy 86
unable to find any data 319
unable to find any early 48
unable to find any firm 169
unable to find any flaw 133
unable to find any food 115
unable to find any form 82
unable to find any game 94
unable to find any good 225
unable to find any hard 40
unable to find any help 43
unable to find any hint 50
unable to find any kind 264
unable to find any link 89
unable to find any living 108
unable to find any meaning 483
unable to find any means 471
unable to find any more 948
unable to find any other 3485
unable to find any part 41
unable to find any peace 63
unable to find any rest 92
unable to find any room 61
unable to find any rule 43
unable to find any sign 317
unable to find any single 172
unable to find any sort 132
unable to find any spot 44
unable to find any such 1365
unable to find any text 52
unable to find any time 55
unable to find any true 41
unable to find any very 79
unable to find any well 48
unable to find any word 57
unable to find any work 1102
unable to find each other 203
unable to find her copy 44
unable to find his body 78
unable to find his name 98
unable to find his wife 94
unable to find new jobs 188
unable to find new ones 133
unable to find new work 68
unable to find not only 44
unable to find one single 290
unable to find one word 176
unable to find out even 52
unable to find out from 295
unable to find out just 100
unable to find out more 188
unable to find out much 466
unable to find out their 74
unable to find out what 1744
unable to find out when 149
unable to find that faith 62
unable to find that such 66
unable to find that there 185
unable to find that these 80
unable to find them when 91
unable to find this book 42
unable to find this word 73
unable to find this work 45
unable to form any clear 339
unable to form any just 173
unable to form any kind 89
unable to form any other 123
unable to form any plan 69
unable to form any sort 62
unable to form any such 105
unable to form them into 75
unable to free him from 52
unable to free his mind 142
unable to free them from 85
unable to fuse them into 60
unable to gain his ends 42
unable to gain his feet 62
unable to give and take 172
unable to give any clear 402
unable to give any clue 44
unable to give any firm 91
unable to give any good 231
unable to give any help 189
unable to give any kind 85
unable to give any meaning 70
unable to give any more 740
unable to give any other 492
unable to give any sign 84
unable to give any sort 80
unable to give any such 84
unable to give any time 54
unable to give any very 133
unable to give each other 151
unable to give her much 113
unable to give her name 45
unable to give her what 92
unable to give him more 182
unable to give him much 204
unable to give him such 41
unable to give him what 115
unable to give his best 52
unable to give his full 128
unable to give his mind 116
unable to give his name 139
unable to give his time 42
unable to give his wife 107
unable to give them food 48
unable to give them more 104
unable to give them much 264
unable to give them their 91
unable to give them what 99
unable to give you more 232
unable to give you much 48
unable to give you such 97
unable to give you their 58
unable to give you what 53
unable to have any faith 43
unable to have any kind 71
