unable at once to read 46
unable in fact to act 40
unable to back up his 75
unable to back up its 75
unable to bend the bow 48
unable to bind to dna 156
unable to bind to its 96
unable to break it off 52
unable to break the ice 74
unable to break the seal 72
unable to break the tie 44
unable to bury the dead 547
unable to call on any 43
unable to call on her 54
unable to call on him 50
unable to call on you 166
unable to call to his 55
unable to call up any 56
unable to call up his 46
unable to call up this 75
unable to cast it off 103
unable to cast it out 131
unable to clear the way 44
unable to clear up this 50
unable to come at all 69
unable to come at any 53
unable to come in for 80
unable to come to any 5014
unable to come to god 75
unable to come to her 435
unable to come to him 187
unable to come to his 548
unable to come to its 107
unable to come to new 158
unable to come to our 161
unable to come to see 169
unable to come to that 53
unable to come to them 68
unable to come to this 129
unable to come to you 226
unable to come up for 73
unable to come up with 12841
unable to cope at all 66
unable to cope in any 68
unable to cope on her 89
unable to cope on his 55
unable to cope up with 404
unable to drag it out 42
unable to draw at all 84
unable to draw it out 216
unable to draw on any 70
unable to draw on his 66
unable to draw the bow 81
unable to draw up any 62
unable to face it and 42
unable to face my son 60
unable to face the day 110
unable to face the idea 93
unable to face the new 117
unable to face the real 67
unable to face the sad 42
unable to fall in with 272
unable to feel at all 48
unable to feel at ease 108
unable to fill in all 52
unable to fill in any 40
unable to fill it with 44
unable to fill the gap 848
unable to find an area 42
unable to find an easy 86
unable to find in all 61
unable to find in any 629
unable to find in her 131
unable to find in him 84
unable to find in his 347
unable to find in its 70
unable to find in our 153
unable to find in that 100
unable to find in them 238
unable to find in this 229
unable to find it and 231
unable to find it for 297
unable to find it out 129
unable to find it with 46
unable to find my own 48
unable to find my way 602
unable to find the boy 40
unable to find the key 798
unable to find the long 44
unable to find the man 188
unable to find the men 65
unable to find the new 66
unable to find the old 79
unable to find the one 288
unable to find the path 221
unable to find the poem 51
unable to find the real 135
unable to find the two 214
unable to find the way 924
unable to fire the gun 42
unable to flex the hip 49
unable to form an idea 374
unable to form the idea 61
unable to fuse the two 58
unable to gain the day 59
unable to give in this 49
unable to give it any 257
unable to give it his 88
unable to give it its 44
unable to give it that 54
unable to give me any 2258
unable to give me his 66
unable to give of his 51
unable to give the real 76
unable to give to all 52
unable to give to her 98
unable to give to his 281
unable to give up all 69
unable to give up any 52
unable to give up her 276
unable to give up his 631
unable to give up its 210
unable to give up our 80
unable to give up that 81
unable to give up this 116
unable to give us any 736
unable to grow at all 163
unable to grow at low 78
unable to grow in hat 113
unable to grow in its 62
unable to grow in this 60
unable to grow on any 66
unable to grow on this 56
unable to grow up and 78
unable to haul the net 339
unable to help at all 88
unable to help in any 245
unable to help in this 102
unable to help me with 82
unable to help my own 139
unable to help the man 50
unable to help to any 58
unable to help us with 74
unable to hide the fear 55
unable to hold in any 126
unable to hold in her 73
unable to hold in his 109
unable to hold it and 140
unable to hold it any 132
unable to hold it for 184
unable to hold it long 54
unable to hold my head 43
unable to hold my own 185
unable to hold on and 57
unable to hold on any 201
unable to hold the arm 42
unable to hold the gun 67
unable to hold the head 141
unable to hold the pen 138
unable to hold the two 43
unable to hold to his 71
unable to hold up any 43
unable to hold up her 138
unable to hold up his 404
unable to hold up its 153
unable to join in any 157
unable to join in our 41
unable to join in this 184
unable to join in with 88
unable to join the new 43
unable to join up with 124
unable to join us for 69
unable to keep an eye 201
unable to keep at bay 50
unable to keep it any 44
unable to keep it for 58
unable to keep it going 58
unable to keep it out 174
unable to keep my seat 67
unable to keep on his 74
unable to keep the fear 85
unable to keep the law 289
unable to keep the lid 49
unable to keep the old 46
unable to keep the two 162
unable to keep to his 105
unable to keep to its 51
unable to keep to this 90
unable to keep up and 341
unable to keep up any 157
unable to keep up her 256
unable to keep up his 569
unable to keep up its 249
unable to keep up that 107
unable to keep up this 137
unable to keep up with 49555
unable to kill the man 89
unable to know the real 41
unable to learn at all 54
unable to learn of any 391
unable to learn the new 128
unable to learn to read 1138
unable to learn to use 107
unable to leave it and 40
unable to leave it for 73
unable to leave my bed 452
unable to leave the area 249
unable to leave the bed 458
unable to leave the car 54
unable to leave the earth 101
unable to leave the hut 42
unable to lift an arm 81
unable to lift it off 87
unable to lift it out 97
unable to lift my head 174
unable to lift the arm 159
unable to lift the head 71
unable to lift the leg 48
unable to lift up her 206
unable to lift up his 119
unable to link the two 58
unable to link up with 370
unable to live at all 65
unable to live by his 80
unable to live in any 157
unable to live in her 46
unable to live in his 95
unable to live in its 54
unable to live in one 65
unable to live in that 70
unable to live in this 155
unable to live on her 100
unable to live on his 235
unable to live on its 57
unable to live on this 55
unable to live or die 118
unable to look at all 53
unable to look at any 235
unable to look at each 201
unable to look at her 1493
unable to look at him 2280
unable to look at his 505
unable to look at one 165
unable to look at them 268
unable to look at things 98
unable to look at this 87
unable to look in his 42
unable to look up and 131
unable to love in any 73
unable to make an end 54
