racketeer frank costello 156
radically alter american 63
radically alter economic 57
radically alter patterns 52
radically change american 69
radically change direction 70
radically change economic 45
radically changing american 57
radically changing business 179
radically changing economic 114
radically changing patterns 44
radically changing situation 73
radically fresh approach 56
radically human compared 90
radically moral universe 73
radically novel approach 53
railroads above mentioned 45
railroads began operation 78
railroads could possibly 40
railroads local highways 63
railroads moved westward 47
railroads running northward 40
railroads running parallel 241
railroads spread westward 49
railroads under contract 67
railroads under military 74
railroads which converge 42
railroads which endangers 80
railroads which followed 57
railroads which operated 109
railroads which provided 104
railroads which received 82
railroads which supplied 110
railroads which traverse 358
railroads would continue 153
railroads would probably 161
rainwater which collects 62
ransacked every possible 65
ransacked every standard 64
rapturous tunes startled 65
rationales which underlie 47
rationally based decisions 61
rationally based morality 41
rationally could conclude 83
rationally solve problems 106
reactionary black hundreds 82
reactionary civil servants 79
reactionary latin american 137
reactionary petty bourgeois 423
reactionary prime minister 277
reactionary racial politics 69
reactionary social elements 61
reactionary social movement 92
reactionary social policies 181
reactionary trade unionists 50
reactivity ratios obtained 185
readership which included 55
readership which includes 54
reaffirmed until recently 40
realization either complete 375
realization makes possible 53
realization which involves 49
realization which prompted 95
realization would probably 62
reasonable basis standard 1136
reasonable basis supporting 51
reasonable basis whatever 45
reasonable blood pressure 177
reasonable burial expenses 167
reasonable cause assigned 127
reasonable cause declared 60
reasonable cause deserted 106
reasonable cause exception 1020
reasonable cause incurred 43
reasonable cause neglects 58
reasonable cause prevents 55
reasonable cause standard 459
reasonable cause suspects 191
reasonable cause whatever 89
reasonable costs actually 92
reasonable costs directly 101
reasonable costs incurred 2993
reasonable costs involved 44
reasonable costs properly 160
reasonable doubt actually 46
reasonable doubt argument 82
reasonable doubt concerning 1800
reasonable doubt persists 72
reasonable doubt probably 40
reasonable doubt remained 112
reasonable doubt required 248
reasonable doubt requires 116
reasonable doubt respecting 354
reasonable doubt standard 9174
reasonable doubt therefore 54
reasonable doubt whatever 258
reasonable driving distance 2369
reasonable extra expenses 49
reasonable first approach 217
reasonable first estimate 332
reasonable fixed extension 60
reasonable guess concerning 56
reasonable hauling distance 159
reasonable hours expended 74
reasonable housing expenses 83
reasonable human activity 57
reasonable human response 65
reasonable judge properly 152
reasonable legal argument 48
reasonable legal criterion 60
reasonable legal expenses 387
reasonable level compared 42
reasonable local authority 128
reasonable local autonomy 60
reasonable method selected 116
reasonable moral decisions 42
reasonable moral standard 91
reasonable offer accepted 66
reasonable people believed 50
reasonable people consider 88
reasonable people disagree 1018
reasonable period required 68
reasonable period thereafter 688
reasonable point estimate 144
reasonable price compared 81
reasonable price increases 172
reasonable price possible 64
reasonable price therefore 42
reasonable pricing policies 109
reasonable rates possible 77
reasonable rates thereafter 43
reasonable roman catholics 115
reasonable rough estimate 79
reasonable rules concerning 94
reasonable rules designed 43
reasonable rules pertaining 210
reasonable rules regulating 117
reasonable sales forecast 107
reasonable search strategy 44
reasonable selling expenses 61
reasonable sized pamphlet 52
reasonable social security 83
reasonable steps designed 77
reasonable steps promptly 148
reasonable steps required 56
reasonable terms possible 60
reasonable terms suitable 81
reasonable testing programs 48
reasonable tests designed 75
reasonable though mistaken 134
reasonable though somewhat 42
reasonable times thereafter 55
reasonable under ordinary 125
reasonable upper estimate 75
reasonable value compared 43
reasonable vapor pressure 229
reasonable viewing distance 97
reasonable walking distance 5372
reasonable woman standard 5382
reasonable working condition 106
reasonable working diagnosis 70
reasonable working distance 333
reasonable working estimate 50
reasonable working majority 66
reasonable working relations 79
reasonably acute observer 42
reasonably brief extracts 104
reasonably broad coverage 127
reasonably broad spectrum 143
reasonably claim exemption 58
reasonably close approach 174
reasonably close attention 101
reasonably close distance 120
reasonably close estimate 667
reasonably close parallel 346
reasonably close personal 51
reasonably close physical 49
reasonably close quarters 71
reasonably close relations 92
reasonably close relative 45
reasonably could conclude 367
reasonably drawn therefrom 697
reasonably equal treatment 53
reasonably exact estimate 54
reasonably fresh condition 62
reasonably fresh evidence 42
reasonably fully employed 158
reasonably happy marriages 76
reasonably healthy children 95
reasonably healthy condition 247
reasonably healthy families 47
reasonably healthy patients 51
reasonably large aperture 41
reasonably large audience 161
reasonably large business 103
reasonably large capacity 61
reasonably large compared 137
reasonably large crystals 55
reasonably large distance 118
reasonably large families 50
reasonably large potential 42
reasonably large problems 62
reasonably large quantity 248
reasonably large relative 58
reasonably large selection 69
reasonably linear operation 52
reasonably linear response 68
reasonably might conclude 47
reasonably might foretell 50
reasonably quick response 58
reasonably raise questions 56
reasonably rapid economic 103
reasonably rapid progress 201
reasonably rapid recovery 103
reasonably rapid response 130
reasonably rapid turnover 66
reasonably sharp pictures 45
reasonably short distance 319
reasonably short exposure 191
reasonably short interval 223
reasonably short response 48
reasonably sized problems 72
reasonably small compared 227
reasonably small quantity 69
reasonably small relative 53
reasonably small standard 69
reasonably smooth functioning 53
reasonably smooth functions 58
reasonably smooth operation 56
reasonably smooth surfaces 157
reasonably solid evidence 125
reasonably sound business 50
reasonably sound condition 166
reasonably sound decisions 43
reasonably sound economic 85
reasonably sound estimate 59
reasonably sound evidence 106
reasonably sound financial 181
reasonably sound judgment 143
reasonably steady progress 90
reasonably strong argument 92
reasonably strong economic 63
reasonably strong evidence 727
reasonably strong financial 72
reasonably strong negative 67
reasonably strong positive 125
reasonably valid estimate 90
reassemble until november 42
reasserted papal authority 49
reasserted royal authority 93
reassessed after treatment 41
rebellions which followed 174
rebellions which occurred 255
rebellions which preceded 52
rebellions which threatened 66
rebellious dutch subjects 156
rebellious greek subjects 53
rebellious irish catholics 61
rebellious irish subjects 41
rebellious junior officers 86
rebellious latin american 55
recapture rules override 47
recapture rules pertaining 45
receivers whose locations 133
receptions which followed 90
receptive field analysis 117
receptive field centered 68
receptive field consisting 99
receptive field consists 141
receptive field diameters 78
receptive field expansion 158
receptive field functions 200
receptive field includes 74
receptive field increases 256
receptive field locations 351
receptive field patterns 74
receptive field positions 259
receptive field produced 47
receptive field produces 127
receptive field profiles 1498
receptive field property 149
receptive field responds 43
receptive field response 70
receptive field stimulus 176
receptive field surround 918
receptors after exercise 79
receptors after exposure 61
receptors after prolonged 96
receptors after synaptic 95
receptors after treatment 58
receptors could possibly 109
receptors either directly 179
receptors under constant 63
receptors which activate 187
receptors which increases 41
receptors which interact 175
receptors which modulate 94
receptors which normally 99
receptors which perceive 45
receptors which probably 46
receptors which regulate 149
receptors which transmit 99
receptors whose activity 148
receptors whose afferent 129
receptors would therefore 49
recessions which followed 60
recessions which occurred 59
recessive genes involved 71
recessive human disorder 44
recessive lethal condition 74
recessive lethal mutations 2245
recessive point mutations 61
recessive trait reappeared 47
recessive trait simulating 58
recipient could possibly 53
recipient latin american 44
recipient under eighteen 61
recipient which operates 165
recipient which receives 109
recipient whose benefits 121
recipient would normally 51
recipient would otherwise 324
recipient would probably 106
recognize adult education 65
recognize anything resembling 49
recognize basic patterns 47
recognize civil marriages 73
recognize class divisions 50
recognize class struggle 52
recognize either claimant 246
recognize every possible 76
recognize false prophets 105
recognize grave mistakes 94
recognize human equality 47
recognize human vascular 185
recognize input patterns 52
recognize latin american 115
recognize legal problems 784
recognize louis philippe 90
recognize merit wherever 78
recognize mixed marriages 58
recognize moral insanity 50
recognize moral relations 52
recognize papal authority 103
recognize power relations 40
recognize queen elizabeth 71
recognize racial equality 108
recognize seven distinct 45
recognize short peptides 78
recognize slave marriages 238
recognize small peptides 49
recognize social equality 56
recognize social problems 167
recognize sound patterns 95
recognize state authority 69
recognize tumor antigens 279
recognize viral antigens 233
recognize viral peptides 84
recognize viral proteins 54
recognize voice commands 220
recognize voice patterns 52
recognize which behaviors 118
recognize which children 50
recognize which elements 117
recognize which patients 96
recognize which problems 88
recognize which questions 49
recognize which variables 44
recognize within yourself 101
recognizing human dynamics 52
recognizing latin american 70
recognizing legal problems 121
recognizing papal authority 62
recognizing racial equality 88
recollect anything beautiful 110
recollect every incident 63
recollect facts somewhat 45
recommend close monitoring 75
recommend daily exercise 42
recommend either compelling 118
recommend evening primrose 95
recommend getting involved 65
recommend group treatment 197
recommend horse exercise 72
recommend local anesthesia 41
recommend local treatment 42
recommend teaching children 55
recommend teaching students 77
recommend treating patients 83
recommend woman suffrage 71
reconcile gross deviations 91
reconciling every apparent 49
reconciling local autonomy 72
reconvene until december 200
reconvene until february 50
recounted every incident 41
recovered after cessation 55
recovered after complete 80
recovered after deduction 52
recovered after delivery 41
recovered after digestion 57
recovered after drainage 48
recovered after exposure 134
recovered after infection 56
recovered after injection 81
recovered after operation 376
recovered after processing 40
recovered after prolonged 279
recovered after resection 40
recovered after surgical 81
recovered after swallowing 122
recovered after treatment 1067
recovered either directly 45
recovered under hypnosis 566
recovered under ordinary 49
recovered under suitable 43
recovered under treatment 519
recovered would probably 45
recreations which followed 69
recruited black soldiers 225
recruited black students 75
recruited child soldiers 60
recruited civil servants 257
recruited either directly 89
recruited indian soldiers 44
recruited under contract 199
recruited under pressure 41
recruited whole families 47
rectangles where pictures 59
rectified power supplies 196
rectifier power supplies 496
rectifier which consists 51
rectifier which converts 271
rectifier which operates 49
rectifier which produces 48
rectifier which supplies 196
rectitude above legality 52
rectitude which dictated 66
recumbent blood pressure 456
recumbent stone effigies 156
recurrent acute arthritis 118
recurrent acute episodes 1020
recurrent acute infection 148
recurrent acute rejection 197
recurrent acute symptoms 57
recurrent brain injuries 67
recurrent brief episodes 86
recurrent chest infection 208
recurrent costs incurred 58
recurrent costs involved 103
recurrent fever blisters 128
recurrent focal seizures 51
recurrent gouty arthritis 600
recurrent group analysis 148
recurrent human problems 139
recurrent human situation 53
recurrent image patterns 48
recurrent joint effusions 71
recurrent latin american 50
recurrent learning algorithm 383
recurrent legal problems 264
recurrent manic episodes 498
recurrent nerve branches 43
recurrent optic neuritis 219
recurrent renal infection 157
recurrent sinus infection 93
recurrent social patterns 136
recurrent social problems 227
recurrent social situation 74
recurrent sound patterns 270
recurrent stone formation 927
recurrent themes concerning 52
recurrent throat infection 243
recurrent tibial arteries 86
recurrent trade deficits 56
recurrent ulcer symptoms 75
recurrent viral infection 222
recursive logic programs 157
recursive query processing 824
recursive search algorithm 381
recursive sorting algorithm 295
redefined social relations 48
redefines social relations 48
redemption money required 90
redemption price includes 63
redemption price increases 86
redemption shall continue 42
redemption still remained 70
redemption value increases 124
redemption value received 58
redemption which animated 47
redemption which consists 60
redemption which includes 58
redemption would continue 44
redemption would probably 47
reductions where possible 52
reductions which followed 99
reductions which occurred 102
reductions which resulted 45
reductions would actually 57
reductions would continue 81
reductions would probably 220
redundant civil servants 191
redundant input variables 85
redundant logic circuits 42
redundant paper currency 250
redundant plant capacity 55
redundant power supplies 6582
redundant state variables 63
reelected party chairman 51
reelected prime minister 984
reelected since franklin 50
reenforce major anderson 115
reentered state politics 42
reference above mentioned 46
reference action spectrum 232
reference array elements 141
reference asset defaults 58
reference books compiled 58
reference books concerning 148
reference books containing 387
reference books describe 65
reference books describing 80
reference books designed 145
reference books included 96
reference books includes 60
reference books indicate 43
reference books intended 45
reference books mentioned 320
reference books pertaining 141
reference books prepared 71
reference books produced 61
reference books provided 88
reference books required 81
reference books selected 47
reference books suitable 65
reference calls attention 65
reference could indicate 40
reference could possibly 97
reference curve obtained 63
reference cycle patterns 297
reference draws attention 84
reference either directly 89
reference entry contains 44
reference files containing 49
reference fixed relative 65
reference frame attached 997
reference frame centered 147
reference frame consisting 67
reference frame consists 79
reference frame obtained 46
reference frame provided 120
reference frame provides 55
reference frame relative 1251
reference frame requires 53
reference frame selection 109
reference group actually 56
reference group analysis 240
reference group approach 192
reference group composed 189
reference group comprising 43
reference group concepts 157
reference group conflict 82
reference group consisting 191
reference group consists 372
reference group contexts 105
reference group formation 84
reference group functions 98
reference group identity 195
