rabid hotel population 40
races above described 80
races calling themselves 40
races could gradually 306
races every afternoon 41
races found themselves 224
races might henceforth 71
races often predicted 52
races rests especially 47
races speaking different 281
races under conditions 73
races under different 92
races which attracted 58
races which colonized 94
races which conquered 60
races which descended 77
races which developed 87
races which everybody 63
races which inhabited 899
races which justifies 66
races which populated 40
races which possessed 68
races which represent 58
races which succeeded 113
races whose ancestors 59
races whose existence 59
races whose interests 48
races whose primitive 57
races whose traditions 105
races would certainly 52
races would gradually 54
races would naturally 44
racial caste oppression 51
racial caste structure 115
racial class structure 46
racial color blindness 61
racial color prejudice 42
racial equal protection 90
racial ethnic community 51
racial feeling engendered 40
racial group affiliation 109
racial group allegedly 67
racial group comprises 84
racial group concerned 73
racial group different 120
racial group dominates 67
racial group interests 625
racial housing covenants 65
racial lines continued 40
racial power structure 130
racial pride movements 56
racial quota derogates 54
racial social structure 152
radar bombing equipment 280
radar could penetrate 58
radar echoes associated 260
radar imaging satellite 163
radar jamming equipment 101
radar pulse repetition 383
radar search equipment 60
radar search receivers 215
radar speed detectors 127
radar warning equipment 270
radar warning receivers 1479
radar waves reflected 297
radar which transmits 55
radial basis activation 53
radial field component 496
radial field intensity 55
radial force component 234
radial force constants 128
radial force generated 43
radial growth increment 71
radial lines intersect 116
radial lines originating 44
radial lines represent 302
radial nerve conduction 158
radial nerve continues 80
radial nerve laterally 50
radial nerve paralysis 5103
radial pulse disappears 576
radial pulse indicates 119
radial shaft fractures 345
radial water transport 51
radial wrist extensors 1804
radon seeds implanted 110
raged until nightfall 287
rages today throughout 49
raiding enemy territory 99
raiding force consisted 96
raiding party assembled 95
raiding party attempted 81
raiding party commanded 89
raiding party consisted 504
raiding party continued 40
raiding party descended 120
raiding party destroyed 185
raiding party succeeded 107
raiding party surprised 113
raiding roman territory 86
raids still continued 164
raids which continued 246
raids which destroyed 203
railing which protected 139
railing which separated 520
railing which separates 296
railing which surrounds 513
rails where necessary 56
rails which separated 62
raining since yesterday 92
rains every afternoon 508
rains still continued 245
rains which accompany 561
rains which continued 131
rains which descended 47
rains which destroyed 73
rains which fertilize 53
rains which generally 254
rains which penetrate 43
rains which prevailed 101
rains which prevented 177
rains which sometimes 189
rainy april afternoon 195
rainy march afternoon 129
rainy season alternating 43
rainy season approaching 299
rainy season coincides 215
rainy season commenced 638
rainy season commences 3526
rainy season compelled 103
rainy season conditions 119
rainy season continued 144
rainy season continues 385
rainy season converted 46
rainy season downpours 43
rainy season especially 185
rainy season generally 579
rainy season gradually 55
rainy season offensive 186
rainy season overflows 131
rainy season prevented 146
rainy season production 58
rainy season sometimes 341
rainy season throughout 162
rainy season typically 70
rainy season vegetation 46
rainy weather conditions 225
rainy weather continued 131
rainy weather continues 125
rainy weather permitted 42
rainy weather prevailed 105
rainy weather prevented 202
rainy weather throughout 54
rainy weeks especially 42
raise acute political 46
raise black regiments 175
raise blood pressures 111
raise brain serotonin 91
raise brand awareness 221
raise civil commotions 52
raise civil liberties 148
raise eight companies 98
raise entry standards 61
raise equal protection 591
raise every necessary 139
raise farming standards 42
raise fewer objections 95
raise first amendment 3759
raise fourth amendment 361
raise fresh objections 59
raise fresh obstacles 137
raise funds elsewhere 371
raise funds nationally 50
raise funds necessary 794
raise funds primarily 252
raise funds privately 213
raise funds themselves 171
raise funds throughout 131
raise grain production 295
raise grave objections 60
raise grave suspicions 153
raise housing standards 250
raise labor standards 933
raise large additional 49
raise lasting monuments 119
raise legal arguments 58
raise legal challenges 90
raise legal objections 172
raise local awareness 179
raise local production 43
raise local resources 175
raise local standards 163
raise major challenges 50
raise major objections 71
raise major political 41
raise money elsewhere 161
raise money illegally 48
raise money nationally 48
raise money necessary 338
raise money primarily 72
raise money privately 451
raise money themselves 196
raise money throughout 106
raise moral objections 302
raise moral standards 460
raise negro regiments 118
raise nursing standards 59
raise pleasing sensations 102
raise quite different 848
raise rather different 362
raise rural production 55
raise rural standards 102
raise serum potassium 698
raise seven companies 326
raise seven regiments 81
raise small livestock 213
raise social awareness 271
raise social standards 150
raise staff awareness 163
raise steel production 123
raise strong objections 1024
raise strong opposition 80
raise strong suspicions 205
raise sugar production 42
raise taxes themselves 49
raise teaching standards 285
raise total production 213
raise valid objections 238
raise wages accordingly 40
raise wages generally 233
raise wages materially 40
raise wages throughout 89
raise within ourselves 48
raise within themselves 59
raise working conditions 40
raise working standards 44
raising black regiments 157
raising brain serotonin 65
raising brand awareness 122
raising drive conducted 88
raising eighth amendment 106
raising equal protection 60
raising event sponsored 141
raising first amendment 1126
raising fourth amendment 74
raising fresh battalions 65
raising fresh objections 66
raising fresh obstacles 105
raising funds necessary 220
raising funds privately 87
raising funds themselves 46
raising funds throughout 72
raising grain production 110
raising housing standards 244
raising labor standards 671
raising legal challenges 46
raising legal objections 62
raising legal obstacles 50
raising local awareness 120
raising local resources 140
raising local standards 51
raising money necessary 116
raising money privately 118
raising money themselves 49
raising money throughout 55
raising moral standards 307
raising negro regiments 47
raising rural standards 83
raising small livestock 509
raising social awareness 186
raising social standards 135
raising staff awareness 126
raising steel production 64
raising strong objections 205
raising teaching standards 139
raising total production 79
raising wages generally 41
raising which wordsworth 53
raising working standards 49
rally which attracted 52
ramps where necessary 45
ranch burning practices 83
ranch house overlooking 86
ranch house somewhere 50
ranged under different 246
ranges given represent 42
ranges running generally 64
ranges under conditions 70
ranges under different 71
ranges under discussion 47
ranges which determine 86
ranges which generally 46
ranges which gradually 96
ranges which intersect 285
ranges which separated 143
ranges which stretched 109
ranges which terminate 110
ranking based primarily 193
ranking black executive 95
ranking corps commander 101
ranking field commander 85
ranking method described 87
ranking naval commander 40
ranking naval personnel 43
ranking state employees 79
ranking woman executive 93
ranks above knowledge 107
ranks first nationally 276
ranks first worldwide 87
ranks found themselves 124
ranks fourth nationally 157
ranks reaching sometimes 58
ranks stood motionless 53
ranks which prevailed 51
raped while hitchhiking 297
rapid action potentials 97
rapid action sequences 99
rapid aimed movements 214
rapid assay procedure 47
rapid banding technique 366
rapid black population 88
rapid bolus injections 78
rapid breathing associated 62
rapid breathing movements 67
rapid change alternate 41
rapid change associated 129
rapid change continues 48
rapid change difficult 49
rapid change elsewhere 47
rapid change throughout 143
rapid cooling associated 187
rapid cooling conditions 156
rapid cooling necessary 44
rapid cooling processes 57
rapid cooling technique 74
rapid cycling affective 174
rapid cycling disorders 77
rapid darting movements 109
rapid decay unchecked 46
rapid error correction 57
rapid flaming combustion 54
rapid flank movements 50
rapid fluid absorption 55
rapid force projection 97
rapid gains throughout 43
rapid golgi technique 102
rapid growing population 78
rapid growth alternate 99
rapid growth alternating 140
rapid growth associated 282
rapid growth attracted 68
rapid growth coincided 102
rapid growth commenced 57
rapid growth commences 50
rapid growth companies 155
rapid growth conditions 139
rapid growth continued 589
rapid growth continues 385
rapid growth elsewhere 116
rapid growth especially 109
rapid growth exhibited 41
rapid growth generally 98
rapid growth generated 97
rapid growth indicated 43
rapid growth indicates 167
rapid growth necessary 58
rapid growth predicted 46
rapid growth primarily 51
rapid growth processes 93
rapid growth projected 108
rapid growth prospects 137
rapid growth reflected 83
rapid growth responses 94
rapid growth separated 57
rapid growth situations 67
rapid growth sometimes 53
rapid growth throughout 659
rapid growth worldwide 101
rapid human population 469
rapid imaging sequences 81
rapid imaging technique 52
rapid jerking movements 196
rapid jerky movements 236
rapid joint movements 42
rapid labor absorption 126
rapid loading conditions 122
rapid local adaptation 45
rapid local population 43
rapid march northwards 57
rapid method available 125
rapid method described 150
rapid method developed 66
rapid motor movements 81
rapid motor responses 197
rapid motor transport 61
rapid nerve conduction 57
rapid onset associated 66
rapid phase separation 218
rapid phase transition 162
rapid power projection 113
rapid price escalation 141
rapid price movements 196
rapid price reductions 56
rapid pulse indicates 89
rapid pulse repetition 61
rapid racial transition 230
rapid repeat pregnancy 125
rapid rural appraisal 3091
rapid rural population 199
rapid scoring procedure 80
rapid serial exposures 56
rapid short syllables 82
rapid slide technique 77
rapid small expedition 40
rapid smoking procedure 99
rapid smoking technique 88
rapid social innovation 41
rapid social revolution 122
rapid social transition 270
rapid sperm transport 449
rapid spread throughout 819
rapid steps approaching 65
rapid tapping movements 40
rapid tests available 48
rapid though temporary 59
rapid tongue movements 85
rapid troop movements 370
rapid tumor regression 249
rapid tumor shrinkage 64
rapid turning movements 130
rapid under conditions 182
rapid under favorable 108
rapid urban industrial 100
rapid urban population 900
rapid urban transport 74
rapid vesting schedules 50
rapid viral diagnostic 97
rapid water absorption 248
rapid water movements 53
rapid water prevented 66
rapid water transport 69
rapid world population 201
rapid wrist movements 79
rasping brief directions 59
raspy voice commanded 43
raspy voice whispered 99
rated cable television 100
rated either excellent 61
rates above specified 1050
rates after abdominal 45
rates after angioplasty 98
rates after completion 43
rates after controlling 153
rates after correction 61
rates after different 109
rates after discharge 57
rates after graduation 48
rates after irradiation 56
rates after myocardial 86
rates after operations 51
rates after operative 57
rates after september 85
rates allow countries 71
rates apply throughout 45
rates apply uniformly 77
rates based primarily 62
rates below commercial 63
rates change throughout 47
rates could adversely 57
rates could encourage 97
rates could fluctuate 326
rates could influence 76
rates could reasonably 62
rates could stimulate 75
rates found elsewhere 49
rates found reasonable 69
rates given previously 44
rates might adversely 48
rates might encourage 108
rates might fluctuate 102
rates might influence 113
rates might reasonably 78
rates might represent 40
rates might stimulate 120
rates nearly identical 47
rates often associated 47
rates often fluctuate 105
rates quite different 96
rates shall distinguish 289
rates still continued 59
rates still prevailed 67
rates under conditions 922
rates under different 1434
rates under discussion 93
rates under favorable 44
rates under identical 88
rates under municipal 81
rates under paragraph 85
rates under regulation 90
rates under specified 72
rates under subsection 170
rates until september 46
rates varying inversely 87
rates where available 90
rates where different 41
rates where necessary 183
rates which accompany 107
rates which attracted 55
rates which commercial 57
rates which continued 136
rates which currently 49
rates which determine 247
rates which developed 40
rates which employers 65
rates which encourage 105
rates which fluctuate 137
rates which generally 141
rates which indicated 41
rates which indicates 50
rates which influence 141
rates which parliament 46
rates which permitted 67
rates which prevailed 1183
rates which prevented 52
rates which previously 55
rates which railroads 247
rates which reflected 177
rates which represent 221
rates which sometimes 109
rates which themselves 43
rates which typically 57
rates while controlling 97
rates while eliminating 42
rates while maintaining 673
rates within countries 199
rates within different 236
rates within negotiated 60
rates within reasonable 152
rates within specified 167
rates would adversely 71
rates would certainly 367
rates would determine 55
rates would doubtless 58
rates would eliminate 197
rates would encourage 625
rates would fluctuate 249
rates would generally 152
rates would gradually 112
rates would influence 103
rates would intensify 51
rates would interfere 56
rates would introduce 80
rates would naturally 186
rates would represent 186
rates would skyrocket 144
rates would stabilize 108
rates would stimulate 537
rates would translate 84
rates would typically 62
rates would undermine 67
rather about political 46
rather above mediocrity 77
rather acute character 42
rather adapt themselves 44
rather allow themselves 215
rather amazing discovery 62
rather amazing statement 110
rather amuse ourselves 48
rather amusing adventure 68
rather amusing anecdotes 67
rather amusing incidents 135
rather amusing instances 55
rather amusing sidelight 51
rather amusing situations 44
rather amusing sometimes 46
rather amusing spectacle 56
rather apply ourselves 59
rather apply themselves 101
rather aptly described 190
rather aptly describes 60
rather avail ourselves 72
rather avail themselves 89
rather badly distorted 96
rather badly disturbed 50
rather badly expressed 54
rather badly neglected 68
rather badly organized 100
rather badly preserved 346
rather badly scratched 41
rather banal conclusion 67
rather banal statement 87
rather basic assumption 42
rather basic conditions 43
rather basic principle 47
rather below mediocrity 173
rather blame ourselves 104
rather blame themselves 76
rather bland appearance 61
rather bland statement 142
rather blank expression 182
rather blunt statement 150
rather bored expression 87
rather brief discussion 415
rather brief existence 100
rather brief intervals 81
rather brief reference 61
rather brief statement 142
rather broad absorption 158
rather broad agreement 115
rather broad conception 172
rather broad conclusion 53
rather broad conditions 87
rather broad consensus 248
rather broad definition 1852
rather broad depression 66
rather broad discretion 144
rather broad discussion 73
rather broad framework 91
rather broad frequency 120
rather broad geographic 51
rather broad knowledge 82
rather broad molecular 86
rather broad political 49
rather broad provisions 47
rather broad resonance 60
rather broad shoulders 191
rather broad standards 59
rather broad statement 361
rather broad substrate 337
rather broad tolerance 40
rather broad transition 66
rather broad yorkshire 133
rather bulky appearance 42
rather bulky structure 140
rather bumpy underfoot 86
rather class happiness 98
rather close adherence 154
rather close agreement 1344
rather close association 474
rather close community 45
rather close connection 568
rather close inspection 89
rather close intervals 118
rather close parallels 135
rather close proximity 723
rather close relatives 112
rather close succession 103
rather cloying sweetness 51
rather comic appearance 41
rather comic expression 57
rather crude apparatus 94
rather crude appearance 77
rather crude assumption 225
rather crude biological 50
rather crude character 54
rather crude conception 84
rather crude definition 67
rather crude democrats 43
rather crude dichotomy 55
rather crude empirical 42
rather crude equipment 43
rather crude estimates 436
rather crude estimation 50
rather crude expression 199
rather crude hypothesis 40
rather crude imitations 53
rather crude indication 64
rather crude indicator 213
rather crude mechanism 81
rather crude political 61
rather crude procedure 168
rather crude statement 86
rather crude structure 50
rather crude technique 262
rather crude theoretical 44
rather cruel expression 51
rather cruel practical 44
rather daily augmented 84
rather dashing appearance 76
rather dazed expression 152
rather dearly purchased 207
rather dense cytoplasm 86
rather dense population 294
rather dense structure 41
rather dense vegetation 134
rather dimly impressed 101
rather dimly perceived 43
rather dirty appearance 77
rather dirty machinery 56
rather dreamy expression 76
rather dreary classical 46
rather dreary discussion 71
rather dreary existence 79
rather drier conditions 88
rather easily accounted 44
rather easily available 170
rather easily converted 92
rather easily convinced 143
rather easily corrected 100
rather easily described 85
rather easily destroyed 277
rather easily determine 52
rather easily developed 133
rather easily discerned 49
rather easily dismissed 107
rather easily displaced 67
