rad per examination 56
rag and turpentine 277
rag with turpentine 45
raj was introduced 275
ram and sacrificed 298
ram had disappeared 64
ram her antagonist 78
ram was considered 52
ram was discovered 83
ram was introduced 81
ram was sacrificed 588
ran and acquainted 41
ran and controlled 760
ran and disappeared 333
ran and eventually 48
ran and maintained 118
ran and prostrated 45
ran and surrounded 178
ran big businesses 47
ran each experiment 47
ran for assistance 296
ran for congressman 141
ran for councilman 142
ran for democratic 163
ran for government 49
ran for lieutenant 1412
ran for membership 67
ran for presidency 99
ran for supervisor 147
ran for territorial 48
ran for touchdowns 90
rang and immediately 74
rang for admittance 188
rang for assistance 236
rang for attendance 64
rang him immediately 65
rang off immediately 45
rang out cheerfully 174
rang out commandingly 57
rang out constantly 56
rang out distinctly 206
rang out everywhere 308
rang out exultantly 60
rang out frequently 130
rang out immediately 86
rang out imperiously 134
rang out jubilantly 45
rang out melodiously 99
rang out mournfully 50
rang out powerfully 72
rang out scornfully 90
rang out sonorously 89
rang out stridently 53
rang out vigorously 47
rang with acclamation 75
rang with accusations 93
rang with bitterness 103
rang with boisterous 68
rang with complaints 184
rang with confidence 272
rang with denunciation 210
rang with desperation 44
rang with enthusiastic 85
rang with excitement 310
rang with expressions 49
rang with familiarity 50
rang with impassioned 44
rang with impatience 55
rang with indignation 320
rang with invectives 115
rang with successive 81
rang with tremendous 40
rang with tumultuous 79
ran her department 98
ran her flashlight 49
ran his antagonist 159
ran his automobile 161
ran his businesses 134
ran his celebrated 40
ran his department 630
ran his enterprise 51
ran his experiment 64
ran his fingerprints 50
ran his flashlight 186
ran his government 551
ran his laboratory 121
ran his locomotive 262
ran his meditations 61
ran his motorcycle 78
ran his newspapers 100
ran his photograph 67
ran his restaurant 58
ran his successful 79
ran its accustomed 97
ran its candidates 68
ran its circulation 69
ran its disastrous 115
ran its government 104
ran its inevitable 95
ran its triumphant 50
ran off downstairs 125
ran off frightened 111
ran off immediately 534
ran off obediently 95
ran old prophecies 58
ran one description 47
ran our experiment 42
ran our government 48
ran our simulations 57
ran out barefooted 45
ran out completely 473
ran out eventually 45
ran out immediately 453
ran riot everywhere 140
ran six candidates 58
ran that department 88
ran that particular 61
ran this department 87
ran this experiment 210
ran this inscription 60
ran this institution 70
ran this particular 122
ran this photograph 60
ran this remarkable 51
ran two businesses 81
ran two candidates 415
ran two newspapers 40
ran two regressions 62
ran two simulations 44
ran two successful 56
ran with difficulty 145
ran with exasperating 45
ran with excitement 70
ran with illuminating 40
ran with incredible 1035
ran with remarkable 101
ran with tremendous 123
ran with tumultuous 43
rap for admittance 94
rap was unanswered 45
rat and immediately 53
rat and subsequent 70
rat are relatively 66
rat are sufficient 78
rat are summarized 95
rat dna polymerase 440
rat had disappeared 156
rat has relatively 41
rat lung antioxidant 55
rat lung fibroblast 84
rat lung preparation 83
rat lung surfactant 152
rat pup ultrasonic 292
rat was apparently 44
rat was calculated 88
rat was completely 48
rat was conditioned 86
rat was considered 155
rat was determined 216
rat was discovered 119
rat was immediately 65
rat was inoculated 62
rat was introduced 367
rat was maintained 53
rat was originally 50
rat was reinforced 134
rat was sacrificed 267
rat was stimulated 85
rat with continuous 49
rat with electrodes 76
rat with hereditary 106
rat with particular 111
rat with spontaneous 102
rat with unilateral 51
raw and aggressive 224
raw and amateurish 44
raw and boisterous 509
raw and calibrated 279
raw and chemically 120
raw and coagulated 296
raw and completely 109
raw and compressed 234
raw and disorderly 127
raw and emotionally 42
raw and fabricated 877
raw and frequently 112
raw and frightened 42
raw and illiterate 143
raw and imperative 55
raw and implacable 117
raw and incoherent 115
raw and incomplete 304
raw and inexorable 136
raw and integrated 117
raw and normalized 764
raw and overwhelming 132
raw and percentage 122
raw and percentile 131
raw and potentially 44
raw and relatively 42
raw and relentless 52
raw and splintered 40
raw and spontaneous 200
raw and sterilized 103
raw and superficial 154
raw and uncensored 173
raw and uncultured 155
raw and undigested 2391
raw and undiscerning 246
raw and uneducated 242
raw and unfiltered 509
raw and unfinished 3652
raw and unimproved 45
raw and uninformed 200
raw and unpolished 1397
raw and unprepared 476
raw and unrelieved 41
raw and unresolved 171
raw and unschooled 170
raw and vulcanized 504
raw and vulnerable 1938
raw but enthusiastic 43
raw egg consumption 65
raw gas composition 68
raw mean difference 58
raw meat sandwiches 46
raw new settlement 84
raw with chilblains 85
raw with frustration 44
ray and biochemical 156
ray and brightness 280
ray and chemically 103
ray and diffraction 47
ray and discovered 105
ray and electrical 860
ray and electronic 264
ray and endoscopic 1268
ray and examination 265
ray and laboratory 19347
ray and measurement 44
ray and mechanical 154
ray and microscope 250
ray and radioactive 882
ray and radiotherapy 282
ray and solubility 91
ray and subsequent 121
ray and therapeutic 215
ray and tomography 286
ray and tuberculin 792
ray and ultrasonic 1260
ray and ultrasound 3390
ray and ultraviolet 10138
ray and urinalysis 254
ray are considered 84
ray are determined 83
ray are frequently 49
ray beam attenuation 716
ray beam collimation 950
ray beam collimator 129
ray beam diffracted 404
ray beam divergence 338
ray beam encounters 190
ray beam horizontal 373
ray beam penetrates 505
ray beam penetration 176
ray for comparison 40
ray had penetrated 106
ray has penetrated 81
ray has sufficient 63
ray own experience 327
ray own observation 64
ray that intersects 177
ray that originates 102
ray that penetrated 99
ray that penetrates 216
ray that propagates 91
ray that represents 46
ray was completely 54
ray was considered 65
ray was consistent 41
ray was determined 89
ray was discovered 356
ray was extinguished 120
ray was introduced 51
read all agreements 86
read all applicable 78
read all characters 99
read all dispatches 57
read all information 648
read all literature 344
read all newspapers 128
read all references 138
read all shakespeare 180
read all statements 151
read all submissions 73
read all subsequent 76
read and abstracted 2008
read and accessible 294
read and accumulate 138
read and accurately 375
read and acquainted 123
read and adequately 197
read and administer 91
read and anticipate 579
read and apparently 536
read and appreciated 16136
read and appropriate 580
read and articulate 1264
read and assimilate 4362
read and attractive 341
read and beautifully 94
read and calculated 456
read and categorize 171
read and celebrated 828
read and circulated 2934
read and classified 1197
read and completely 315
read and comprehend 42102
read and concurrent 90
read and considered 45389
read and consistent 95
read and constantly 385
read and contrasted 107
read and contribute 990
read and controlled 227
