abs tight throughout 74
act about ourselves 220
act about situations 122
act above described 129
act above specified 145
act after absorption 374
act after conception 51
act after considering 121
act aimed primarily 51
act alone prevented 96
act amiss ourselves 61
act badly sometimes 234
act could jeopardize 44
act could reasonably 198
act crazy sometimes 118
act creating commission 78
act dated september 45
act either centrally 128
act fails altogether 56
act falls fruitless 83
act fully justified 92
act fully rationally 57
act funny sometimes 42
act gives annoyance 133
act gives employees 40
act leaves untouched 49
act makes available 44
act makes provisions 65
act might encourage 47
act might jeopardize 40
act might reasonably 86
act might vindicate 91
act often expresses 57
act plays collected 135
act plays performed 482
act plays presented 531
act plays published 202
act prove beneficial 48
act quite correctly 90
act quite different 304
act quite naturally 304
act quite rationally 311
act quite reasonably 44
act quite similarly 141
act really performed 52
act shall determine 67
act shall discharge 109
act shall establish 62
act shall interfere 155
act shall prejudice 62
act shall prescribe 96
act shall supersede 51
act shall terminate 65
act still continues 88
act still permitted 45
act still subsisted 61
act under commodore 47
act under compulsion 4229
act under conditions 1984
act under continual 112
act under delegated 170
act under different 1066
act under directions 91
act under discussion 811
act under emergency 87
act under identical 41
act under imperfect 43
act under important 48
act under influence 85
act under necessity 233
act under obligation 111
act under paragraph 313
act under political 91
act under precisely 138
act under provisions 96
act under restraint 214
act under specified 99
act under statutory 345
act under subjection 43
act under subsection 1256
act until compelled 43
act until requested 51
act until september 58
act where necessary 480
act which abolished 1071
act which abolishes 50
act which alienated 59
act which allegedly 157
act which announced 74
act which announces 92
act which appointed 71
act which attempted 308
act which attracted 91
act which authorized 3281
act which authorizes 1349
act which benefited 50
act which certainly 749
act which challenges 147
act which coincides 44
act which commenced 80
act which committed 64
act which compelled 149
act which completed 86
act which completes 310
act which comprises 100
act which concerned 196
act which concludes 217
act which condemned 103
act which conferred 475
act which confirmed 201
act which conflicts 239
act which consisted 133
act which contained 486
act which continued 130
act which continues 332
act which converted 176
act which convinced 55
act which delighted 53
act which denounced 50
act which described 49
act which describes 49
act which destroyed 481
act which determine 50
act which discloses 91
act which disgraced 42
act which displayed 58
act which displeased 82
act which dissolved 61
act which disturbed 78
act which empowered 527
act which endangered 103
act which evidently 52
act which exercises 50
act which expressed 120
act which expresses 997
act which expressly 314
act which furnished 112
act which furnishes 125
act which generally 98
act which generated 42
act which generates 318
act which gradually 47
act which horrified 72
act which impressed 125
act which indicated 644
act which indicates 1085
act which inflicted 68
act which infuriated 195
act which invariably 89
act which justified 259
act which justifies 433
act which legalized 224
act which liberated 44
act which liberates 49
act which maintains 64
act which manifests 416
act which materially 55
act which maximizes 168
act which militates 40
act which minimizes 50
act which naturally 294
act which obstructs 234
act which occasioned 564
act which officially 48
act which organized 83
act which organizes 142
act which overcomes 147
act which parliament 44
act which perceives 47
act which permitted 1478
act which plaintiff 45
act which possesses 104
act which posterity 83
act which precluded 122
act which precludes 91
act which preserves 209
act which president 233
act which prevented 628
act which previously 91
act which primarily 83
act which proceeded 99
act which proclaims 69
act which professes 43
act which prohibits 773
act which protected 41
act which purported 266
act which redounded 163
act which reflected 133
act which regulated 239
act which regulates 415
act which resembles 126
act which restrains 116
act which restricts 193
act which sanctioned 82
act which satisfied 81
act which satisfies 312
act which separated 193
act which separates 495
act which shattered 96
act which signified 130
act which signifies 554
act which sometimes 44
act which specified 170
act which specifies 120
act which strengthens 77
act which subjected 281
act which succeeded 72
act which suggested 173
act which surprised 47
act which suspended 67
act which testifies 53
act which transfers 930
act which triggered 92
act which underlies 108
act which undertook 110
act which validates 42
act which virtually 339
act while maintaining 45
act whose commission 56
act whose provisions 77
act within different 173
act within ourselves 126
act within reasonable 192
act within specified 396
act would certainly 945
act would determine 112
act would doubtless 354
act would eliminate 144
act would encourage 297
act would establish 382
act would generally 109
act would guarantee 97
act would interfere 123
act would introduce 42
act would jeopardize 167
act would naturally 340
act would overwhelm 110
act would represent 235
act would terminate 48
act would transcend 53
act would transform 49
act would undermine 193
add after carryover 1008
add anything empirical 121
add anything important 320
add anything interesting 52
add anything necessary 41
add anything whatsoever 135
add anything worthwhile 112
add either potassium 41
add email addresses 93
add error correction 41
add event listeners 132
add extra arguments 55
add extra conditions 60
add extra dimensions 307
add extra ingredients 119
add extra insulation 116
add extra nutrients 102
add extra protection 180
add extra resources 48
add extra stability 58
add extra syllables 99
add fault tolerance 185
add flour gradually 114
add fresh dimensions 59
add fresh ingredients 59
add fresh mushrooms 61
add plant nutrients 181
add seven additional 57
add slave territory 108
add solid potassium 153
add stage directions 177
add sugar gradually 2613
add toxic chemicals 40
add value throughout 93
add vital nutrients 117
add water carefully 152
add water cautiously 123
add water chestnuts 514
add water gradually 1012
add water molecules 65
add water regularly 40
add where necessary 61
add write permission 484
ads appear regularly 41
age about seventeen 69
age above specified 45
age adult mortality 411
age adult population 380
age after alexander 209
age after childhood 121
age after controlling 100
age after extremely 48
age after menopause 85
age alike deficient 55
age alone accounted 48
age alone prevented 80
age appear different 162
age black population 199
age blithe midsummer 46
age child continues 121
age class structure 1021
age could appreciate 66
age could influence 54
age could reasonably 68
age could recognize 42
age could represent 60
age could sometimes 41
age either backwards 40
age every testimony 46
age falls somewhere 45
age fifty transition 70
age finds expression 177
age first developed 117
age found elsewhere 45
age found expression 355
age found themselves 264
age found utterance 43
age grade association 47
age grade placement 247
age grade societies 197
age group accounted 1986
age group afflicted 42
age group associated 76
age group available 91
age group certainly 42
age group committed 65
age group completed 111
age group completes 40
age group comprised 888
age group comprises 667
age group concerned 1423
age group consisted 596
age group contained 277
age group continued 486
age group continues 416
age group currently 171
age group described 241
age group developed 82
age group different 110
age group difficult 40
age group discussed 162
age group displayed 93
age group dominated 53
age group dominates 60
age group especially 378
age group estimated 70
age group exhibited 155
age group expressed 633
age group generally 513
age group graduated 91
age group incapable 56
age group indicated 827
age group indicates 571
age group intervals 75
age group mortality 170
age group nationally 91
age group outnumber 156
age group perceived 73
age group performed 219
age group population 1549
age group possesses 42
age group preferred 582
age group presented 226
age group primarily 96
age group protected 255
age group regularly 47
age group represent 493
age group responded 229
age group seventeen 125
age group sometimes 126
age group specified 100
age group structure 161
age group suggested 41
age group supported 76
age group themselves 51
age group throughout 655
age group typically 466
age group worldwide 57
age level indicated 68
age level indicates 46
age limit specified 171
age might influence 113
age might naturally 51
age might pronounce 131
age might reasonably 162
age might represent 49
age negro population 57
age norms associated 47
age occur throughout 96
age onset substance 49
age quite different 207
age quite naturally 62
age ranges associated 195
age ranges indicated 87
age rather seigniorial 67
age seems especially 43
age seems reasonable 40
age shall determine 53
age since conception 103
age social insurance 544
age still continued 80
age still continues 88
age still dominated 155
age still materially 49
age still possessed 53
age still preserved 51
age still prevailed 46
age still supported 72
age takes advantage 217
age thirty transition 793
age total population 181
age under conditions 205
age under different 130
age under discussion 318
age under favorable 48
age until menopause 110
age until seventeen 149
age where computers 76
age where everybody 82
age where ignorance 46
age where knowledge 184
age where political 91
age where television 59
age which attempted 43
age which attracted 78
age which certainly 78
age which cherished 56
age which coincides 59
age which commenced 67
age which compelled 70
age which conceived 119
age which condemned 40
age which considers 84
age which contained 56
age which continued 70
age which continues 60
age which delighted 251
age which destroyed 51
age which developed 153
age which exhibited 44
age which expressed 71
age which expresses 44
age which generally 112
age which glorified 112
age which gradually 53
age which historians 48
age which increasingly 116
age which indicates 124
age which manifests 48
age which naturally 65
age which permitted 144
age which possessed 212
age which possesses 119
age which precluded 75
age which precludes 53
age which preferred 225
age which presented 42
age which prevented 93
age which professed 40
age which professes 142
age which professor 44
age which projected 46
age which qualified 133
age which qualifies 118
age which reflected 54
age which resembles 41
age which respected 43
age which separated 67
age which separates 84
age which sometimes 108
age which stretches 48
age which succeeded 948
age which swallowed 48
age which tolerated 147
age which tolerates 46
age which underlies 62
age which venerated 57
age which witnessed 2931
