db each time the distance 176
do all acts of kindness 63
do all whom the contagion 109
do and what he actually 584
do and what he expected 118
do and what is actually 130
do and what is expected 461
do and what is possible 60
do and what is required 76
do and what it actually 364
do and what the servants 123
do and what the situation 45
do and what we actually 341
do any form of exercise 43
do any good at beverley 46
do any good by attempting 68
do any good by regulating 51
do any good in politics 50
do any good to complain 228
do any good to scotland 60
do any harm to children 44
do any harm to yourself 40
do any kind of analysis 68
do any kind of business 993
do any kind of exercise 82
do any kind of mischief 101
do any kind of physical 145
do any other thing required 43
do any sort of business 422
do any type of exercise 59
do any work on saturday 49
do but just to announce 62
do but look at separate 90
do but wait in patience 56
do each hour an absolute 42
do far more to convince 63
do fly from the presence 53
do for reading the classics 43
do for those in distress 132
do get down to business 74
do her best to convince 105
do her best to dissuade 89
do her best to maintain 101
do her best to overcome 43
do her best to persuade 216
do her best to preserve 46
do her part in redressing 47
do his best at whatever 92
do his best in whatever 168
do his best to alleviate 102
do his best to befriend 40
do his best to complete 143
do his best to continue 125
do his best to convince 376
do his best to discover 165
do his best to dissuade 156
do his best to distract 63
do his best to estimate 44
do his best to expedite 65
do his best to maintain 644
do his best to minimize 96
do his best to mitigate 97
do his best to negotiate 45
do his best to overcome 184
do his best to overtake 43
do his best to persuade 1090
do his best to preserve 509
do his best to remember 98
do his best to restrain 103
do his best to retrieve 46
do his best to strengthen 75
do his best to suppress 160
do his duty at whatever 69
do his duty in whatever 171
do his duty in withholding 47
do his part in correcting 44
do his part in fulfilling 44
do his part in furnishing 83
do his part in preserving 91
do his part in preventing 50
do his part in supporting 58
do his part to maintain 55
do his part to preserve 55
do its best to convince 68
do its best to maintain 265
do its best to minimize 43
do its best to mitigate 53
do its best to persuade 97
do its best to preserve 108
do its best to strengthen 58
do its best to suppress 42
do its part in developing 48
do its part in supporting 44
do its part to maintain 56
do not bark at strangers 52
do not base my judgment 53
do not bind to proteins 48
do not bind to specific 61
do not bore the audience 42
do not break my promises 191
do not break thy covenant 41
do not break up families 51
do not burn the midnight 47
do not call it american 51
do not call it beautiful 40
do not call it education 59
do not call it goodness 52
do not call it humility 48
do not call me sweetheart 109
do not call on students 40
do not call the accession 73
do not call the attention 77
do not call the tortoise 228
do not care if everyone 226
do not care if somebody 231
do not care my daughter 83
do not care so terribly 45
do not care to affiliate 42
do not care to announce 62
do not care to approach 99
do not care to associate 715
do not care to chastise 49
do not care to consider 545
do not care to continue 442
do not care to converse 42
do not care to convince 72
do not care to describe 281
do not care to disclose 140
do not care to discover 78
do not care to disguise 72
do not care to estimate 55
do not care to exercise 206
do not care to frighten 50
do not care to identify 101
do not care to maintain 117
do not care to overcome 76
do not care to practice 55
do not care to preserve 149
do not care to prophesy 77
do not care to purchase 316
do not care to register 57
do not care to remember 1128
do not care to renovate 217
do not care to separate 172
do not care to shoulder 90
do not care to struggle 57
do not cease to chastise 99
do not cease to complain 56
do not cease to maintain 59
do not cease to multiply 45
do not cease to proclaim 111
do not cease to remember 59
do not cite the original 41
do not clear the infection 52
do not come as standard 45
do not come by accident 230
do not come in anywhere 50
do not come in business 40
do not come in collision 73
do not come in conflict 488
do not come in discrete 52
do not come in fractions 42
do not come in immediate 48
do not come in isolation 52
do not come in packages 93
do not come in personal 63
do not come in separate 60
do not come in standard 132
do not come in tomorrow 142
do not come on saturday 51
do not come on suddenly 83
do not come so suddenly 40
do not come to attention 52
do not come to clinical 94
do not come to complete 44
do not come to dominate 111
do not come to everyone 70
do not come to hospital 44
do not come to identify 52
do not come to maturity 475
do not come to operation 46
do not come to practice 70
do not come to treatment 79
do not come to washington 75
do not cure the condition 223
do not cure the disorder 179
do not cure the infection 86
do not cure the underlying 604
do not dare do otherwise 45
do not dare go anywhere 61
do not dare to announce 55
do not dare to approach 326
do not dare to challenge 117
do not dare to classify 224
do not dare to complain 188
do not dare to conclude 42
do not dare to confront 50
do not dare to consider 46
do not dare to describe 84
do not dare to exercise 53
do not dare to maintain 54
do not deem it essential 161
do not deem it improper 50
do not deem it possible 277
do not deny it possible 59
do not deny or minimize 70
do not deny the accuracy 65
do not deny the authority 85
do not deny the benefits 56
do not deny the christian 40
do not deny the divinity 60
do not deny the doctrine 59
do not deny the efficacy 106
do not deny the essential 69
do not deny the evidence 60
do not deny the greatness 86
do not deny the interest 54
do not deny the miracles 64
do not deny the operation 63
do not deny the physical 137
