dare engage we shall make 199
dark bands on either side 122
dark brown in color when 50
dark brown or black body 59
dark brown or black eyes 201
dark brown or black from 141
dark brown or black hair 1577
dark brown or black legs 55
dark brown or black line 54
dark brown or black mass 57
dark brown or black skin 179
dark brown or black spot 63
dark brown or black when 124
dark brown to black body 57
dark brown to black clay 86
dark brown to black hair 202
dark brown to black skin 87
dark brown to black soil 50
dark brown to black when 72
dark brown to light gray 49
dark flash of ruddy fire 85
dark fringes on either side 110
dark hours of night when 65
dark jungle on either side 43
dark lines on either side 67
dark patch of pubic hair 58
dark patch on either side 67
dark sides of human life 45
dark sides of leaves hanging 55
dark spots on either side 120
dark trees on either side 53
dark under the stars when 42
dark walls on either side 63
dark water on either side 49
dark woods on either side 129
dark world he peers into 41
dark would be above such 52
dart could be thrown from 43
data above he would have 47
data could be drawn from 55
data could be taken from 70
data cover the period from 406
data given in table viii 217
data given in table xiii 139
data given in table xvii 49
data given in table xxix 40
data model in which data 55
data shown in table viii 127
data stream is split into 82
data until the waves have 46
date about the first half 85
date after the change date 197
date shall be taken into 86
date thirty or forty years 81
date within the first half 211
dawn began to appear over 48
dawn began to creep into 95
dawn began to creep over 66
days after he began reading 86
days after he began work 86
days after he moved into 93
days after he shall have 1220
days after it first came 53
days after it shall have 1270
days after it would have 75
days after my father died 186
days after my first book 50
days after my first leaving 40
days after my mother died 125
days after the above date 158
days after the billing date 365
days after the books were 115
days after the cells were 55
days after the closing date 966
days after the court hearing 107
days after the court ruling 40
days after the entry into 875
days after the event giving 83
days after the event just 73
days after the event took 86
days after the event when 45
days after the feeding tube 55
days after the final date 164
days after the final dose 91
days after the final game 48
days after the final hearing 128
days after the final loan 62
days after the final molt 73
days after the final text 54
days after the final vote 112
days after the first atom 68
days after the first bill 96
days after the first bomb 102
days after the first call 131
days after the first case 141
days after the first coat 49
days after the first crop 41
days after the first date 1874
days after the first days 98
days after the first dose 948
days after the first eggs 83
days after the first fall 51
days after the first full 57
days after the first hearing 264
days after the first heavy 165
days after the first mating 218
days after the first molt 51
days after the first month 85
days after the first news 139
days after the first part 44
days after the first raid 146
days after the first rain 91
days after the first reading 292
days after the first sale 2078
days after the first shot 248
days after the first sign 99
days after the first test 162
days after the first three 108
days after the first time 130
days after the first trial 84
days after the first vote 107
days after the first wave 45
days after the goods have 110
days after the goods were 170
days after the grand jury 138
days after the house vote 185
days after the issue date 421
days after the mailing date 205
days after the marco polo 47
days after the period during 96
days after the period when 52
days after the phone call 339
days after the seeds have 40
days after the seeds were 137
days after the start from 61
days after the super bowl 89
days after the trade date 755
days after the treaty came 54
days after the usual time 61
days after the visit from 62
days after the votes were 42
days after we moved into 152
days began to waste away 99
days later an order came 141
days later at which time 100
days later by which time 47
days later he again came 48
days later he comes back 62
days later he moved into 89
days later he would come 57
days later he would have 139
days later he wrote from 474
days later he wrote home 65
days later he wrote more 148
days later in shady hill 40
days later it would have 130
days later my father came 73
days later my father died 58
days later my father took 51
days later my mother came 41
days later my mother died 45
days later the cells were 77
days later the child died 171
days later the daily mail 50
days later the daily news 49
days later the grand duke 58
days later the grand jury 75
days later the morning post 50
days later the mother died 55
days later the order came 95
days later the people were 42
days later the reply came 108
days later the royal army 45
days later the ships were 83
days later the wedding took 59
days later the whole army 89
days later the woman came 56
days later the woman died 41
days later we moved into 78
days longer he would have 218
days longer it would have 43
days spent in running here 48
days until he could find 77
days until he could leave 46
days until he could make 40
days which he spent here 61
days which he spent there 184
days which we spent there 48
days would be ample time 53
deaths after the first month 69
deaths occur in people over 79
deaths within the first month 126
deaths within the first week 126
debt under the brady plan 77
debt which he could sell 120
debt which the human race 52
debt which the nation owed 83
debt which the nation owes 103
debt which the world owes 619
debt would be taken care 51
