db band 425 db range 125
do well 95 do best 55
do best 57 do when 85
do even 60 do only 45
do when 143 do will 41
do best 1279 do upon 130
do best 94 do said 93
do says 220 do have 81
do have 48 do says 79
do lady 64 do have 51
do best 61 do when 119
do time 275 do love 46
do there 44 do come 57
do find 120 do meet 52
do home 97 do went 45
do come 93 do were 40
do union 118 do were 148
do told 64 do life 304
do time 644 do days 54
do part 95 do years 54
do when 106 do great 164
do when 48 do case 101
do from 42 do must 67
do what 899 do when 368
do will 1046 do part 173
do case 166 do days 83
do half 120 do part 170
do time 81 do town 120
do room 42 do what 238
do ages 683 do when 189
do realm 41 do past 179
do case 127 do half 772
do part 526 do union 1132
do time 195 do when 102
do arts 43 do time 153
do when 120 do your 48
do such 43 do their 97
do these 113 do what 137
do your 115 do their 49
do more 304 do like 71
do from 49 do from 140
do some 181 do those 45
do what 48 do your 60
do your 53 do some 44
do just 49 do upon 189
do what 640 do what 137
do your 53 do from 54
do means 93 do some 82
do from 117 do from 70
do along 50 do their 108
do these 80 do your 101
do your 42 do upon 51
do upon 179 do some 68
do down 99 do some 52
do what 53 do what 42
do their 87 do some 57
do calm 82 do here 56
do what 46 do from 94
do some 54 do these 45
do those 45 do what 58
do your 42 do what 53
do from 66 do home 65
do from 47 do from 322
do some 320 do those 191
do what 51 do your 50
do down 406 do some 68
do those 45 do your 59
do else 82 do time 178
do else 106 do means 107
do else 121 do time 65
do days 63 do time 160
do time 401 do else 137
do years 80 do ways 174
do else 149 do what 2452
do else 193 do else 97
do like 44 do time 472
do when 49 do else 610
do else 994 do have 57
do harm 54 do else 99
do good 69 do home 43
do exam 119 do days 215
do what 83 do side 48
do from 46 do from 609
do what 95 do wrong 82
do else 59 do time 346
do ages 42 do length 93
do cost 138 do hand 51
do else 83 do ages 48
do deed 40 do more 181
do need 47 do file 71
do into 201 do upon 60
do only 54 do their 48
do from 123 do their 49
do from 52 do their 70
do asking 58 do else 298
do from 80 do means 56
do means 55 do have 73
do upon 78 do life 51
do also 156 do years 115
do depth 54 do time 42
do years 238 do time 43
do like 44 do ways 70
do years 47 do ways 694
do what 1030 do time 374
do else 87 do from 110
do their 57 do their 57
do have 545 do need 66
do here 50 do back 82
do line 54 do what 41
do girl 97 do union 111
do here 55 do what 42
do harm 188 do harm 143
do here 45 do life 58
