dais contrived 48 dams necessary 53
dare opposition 122 dare footsteps 42
dare principal 40 dare foundation 315
dare herodotus 59 dare structure 65
dare expression 164 dark conceived 51
dark expression 44 dark expression 172
dash happiness 322 data assembled 52
data collected 41 data available 327
data necessary 665 data pertinent 47
data requested 62 data themselves 69
data themselves 140 data themselves 46
data themselves 164 data important 94
data incidence 40 data proportion 67
data researcher 57 data concluded 3001
data estimated 184 data concluded 1781
data estimated 65 data necessary 147
data suggested 42 data countries 60
data important 44 data available 41
data researcher 46 data determining 46
data determine 105 data determining 52
data possession 54 date appointed 529
date specified 16248 date important 97
date important 91 date necessary 41
date september 59 date generally 44
date principal 69 date uncertain 113
date alternate 355 date discharge 50
date withdrawal 47 date determine 42
date uncertain 195 dawn batteries 46
dawn impatient 42 days appointed 75
days necessary 247 days specified 273
days indemnity 86 days enjoyable 43
days reputation 51 days excellent 44
days yorkshire 66 days secretary 93
days principal 128 days difficult 42
days necessary 242 days important 156
days plentiful 88 days principal 62
days privilege 44 days residence 43
days postponed 77 days plaintiff 68
days interview 51 days necessary 172
days california 61 days thoroughly 97
days president 68 days interview 201
dealing principal 95 debt professor 64
debt obligation 58 debt countries 56
debt colleagues 52 debt ourselves 41
deem frankness 41 deem themselves 87
deem interests 82 deep necessary 47
deep impression 55 deep necessary 76
deny causality 58 deny territory 41
deny possession 43 deny possession 87
deny character 48 deny possession 79
deny privilege 64 depth necessary 251
depth necessary 41 depth regulated 109
died martyrdom 43 died leicester 70
diet magnesium 88 diet saturated 343
diet difficult 48 diet important 43
diet important 47 dish christmas 80
dogs establish 64 done injustice 135
done murderous 74 done necessary 86
done parliament 1089 done statesmen 54
done connection 500 done obedience 93
done pursuance 347 done themselves 55
done connection 80 done discharging 178
done parliament 43 done pursuance 104
done additional 53 done definition 43
done expression 53 done principle 62
done procedure 53 done technique 62
done amendment 55 done atonement 45
done correction 55 done precaution 73
done prevention 179 done remediation 380
done reprisals 83 done retaliation 133
done connection 44 done countries 63
done provinces 56 done important 110
done important 73 done ourselves 113
done themselves 93 done advisable 46
done necessary 118 done gratitude 88
done cruelties 46 done palestine 54
done particles 66 done persuaded 45
done determine 47 done establish 46
done implement 64 done testimony 63
done conviction 60 done ignorance 56
done necessity 122 done regretted 48
done objective 167 done conviction 105
done knowledge 211 done permission 60
done injustice 69 done injustice 62
done necessary 74 done countries 50
done assassins 81 done starvation 75
done hiroshima 55 done transition 106
done lacerated 104 done agamemnon 51
done foundation 122 done childhood 60
done determine 181 done establish 88
door newspaper 113 door passengers 306
door telephone 41 dose reasonably 53
down parliament 96 down greenwich 202
down necessary 308 down themselves 337
down necessary 186 down amazement 446
down amusement 167 down disbelief 404
down amazement 294 down disbelief 200
down amazement 48 down parliament 3004
down affliction 50 down dutifully 71
down regulation 111 down horseback 82
down provinces 116 down necessary 57
down expression 77 down weaknesses 52
down reputation 53 down themselves 156
down epidermis 51 down aggregate 121
down gradually 43 down groceries 232
down annapolis 48 down everybody 103
down edinburgh 67 down flatboats 368
down flatboats 160 down limestone 138
down corruption 100 down democracy 57
down discovery 56 down increasingly 114
down knowledge 148 down political 222
down revolution 41 down spiritual 114
down temptation 46 down extinction 49
down voluntary 497 down ancestors 44
down generation 64 down perfection 44
down foundation 50 down determining 41
down arguments 757 down newspaper 913
down yesterday 126 down president 211
down principal 65 down prisoners 184
down constable 121 down prisoners 133
down telephone 44 down amendment 164
draw parliament 73 draw intersect 665
draw multitude 1655 draw available 69
draw knowledge 78 draw resources 408
draw imputation 70 draw imputation 91
draw supremacy 51 draw necessary 121
draw ourselves 456 dread surrounding 109
dread slaughter 60 dread approaching 51
dread implanted 57 dream negotiation 70
dream wonderful 50 dream architect 127
dream astronaut 137 dream california 99
dream hollywood 55 drew resources 151
drew hostility 51 drew affections 107
drew committee 41 drew edinburgh 47
drew regulation 60 drop afternoon 115
drop occasional 111 drop accompany 100
drop sassafras 61 drop detergent 41
drop distilled 155 drop potassium 303
drug effective 65 drug effective 135
dull distinguish 152 during ignorance 43
during revolution 54 during transition 104
during political 134 during transition 55
during widespread 70 during fieldwork 64
during menstrual 43 during absorption 127
during combustion 116 during conception 89
during confession 86 during copulation 584
during courtship 311 during defecation 935
during deposition 61 during expiration 352
during generation 64 during inhalation 51
during perception 203 during percussion 42
during procreation 82 during production 131
during remembering 54 during separation 74
during vegetation 68 during alexander 130
during antiquity 50 during childhood 159
during classical 80 during democracy 44
during dinosaurs 565 during discovery 1156
during feudalism 207 during ignorance 149
during industrial 47 during innocence 104
during revolution 794 during television 77
during transition 138 during necessary 84
during different 84 during intervals 139
during assaulted 47 during continued 40
during necessary 153 during different 64
during factories 53 during sheltered 55
during deposited 45 during generally 69
during important 94 during atonement 557
during september 184 during saturdays 50
during september 42 during wednesday 74
during overnight 166 during president 51
during determine 122 during different 48
during encourage 65 during establish 44
during reinforce 59 during stimulate 46
during pregnancy 105 during september 141
during classical 67 during commercial 66
during communism 44 during communist 41
during depression 49 during discovery 52
during feudalism 53 during industrial 158
