damp earth for nine days 52
dams that had lost their 73
dare let them ride among 99
dare not for your life 101
dare not now even speak 45
dare not put arms into 45
dare not put their feet 111
dare not run away from 73
dare not say their soul 43
dare say all will work 88
dare say had once been 104
dare say has left nothing 68
dare say one such word 54
dare say she will come 64
dare say she will find 46
dare say she will give 58
dare say she will have 106
dare say she will make 121
dare say she will soon 55
dare say that many good 48
dare say that nothing will 40
dare say that there were 47
dare say that there will 174
dare say they have been 90
dare say they know what 61
dare say they must have 117
dare say they were very 55
dare say they will come 42
dare say they will find 59
dare say they will give 52
dare say they will have 146
dare say they will make 60
dare say they will soon 56
dare say they will tell 50
dare say this will seem 45
dare say was very glad 55
dare say you have been 672
dare say you have come 43
dare say you have done 156
dare say you have felt 81
dare say you have good 44
dare say you have heard 2558
dare say you have made 122
dare say you have many 114
dare say you have none 42
dare say you have seen 1046
dare say you have some 121
dare say you have your 67
dare say you heard what 52
dare say you know best 187
dare say you know more 278
dare say you know nothing 240
dare say you know what 339
dare say you must find 129
dare say you must have 100
dare say you only half 45
dare say you will also 58
dare say you will come 50
dare say you will feel 125
dare say you will find 1073
dare say you will give 52
dare say you will have 1051
dare say you will know 72
dare say you will like 296
dare say you will make 133
dare say you will meet 161
dare say you will soon 195
dare say you will take 87
dare say you will tell 44
dare say you will think 1000
dare say you will want 42
dark and her eyes were 129
dark and his eyes were 275
dark head was bent over 501
dark man with gray hair 52
dark men who live only 116
dark now and there were 109
dark red and dark blue 341
dark that they look like 58
dark with her eyes open 68
dark with his eyes open 74
dart and dip from crag 60
data and all other data 83
data and any other data 70
data and any such data 103
data and has been used 90
data and how much data 65
data and how these data 81
data and how those data 51
data and that these data 49
data and use these data 46
data and with data from 41
data are far from clear 116
data are far from ideal 206
data are fed back into 79
data are not free from 73
data are not lost when 59
data are not much more 40
data are not very clear 61
data are not very good 146
data can and have been 59
data did not come from 162
data did not take into 94
data does not come from 107
data does not fall into 75
data does not take into 177
data for all four years 57
data for all other years 106
data for all three years 116
data for both years were 53
data for each site were 75
data for new york city 610
data for this book came 41
data for this book come 61
data for this book have 56
data for this book were 190
data for this case were 90
data for this plot were 56
data for this test were 56
data for this work were 82
data had not been used 43
data has not been done 43
data has not been lost 51
data has not been made 121
data has not been used 143
data has yet been made 49
data may not have been 540
data set can have more 86
data set has also been 101
data set has been made 105
data set has been used 810
data set may have more 40
data set that fall into 59
data set was also used 185
data set with data from 48
data than any other single 45
data that are free from 71
data that are much more 120
data that are used here 45
data that can come from 48
data that had been used 146
data that has been lost 107
data that has been made 127
data that has been sent 235
data that has been used 360
data that has come from 40
data that has done much 48
data that has ever been 43
data that has just been 182
data that may come from 75
data that may have been 839
data that they have been 171
data that you have been 68
data that you have just 47
data that you will need 567
data that you will want 52
data with that from other 135
date and for many years 103
date and for some time 155
date and for some years 48
date and may have been 220
date can not have been 130
date for its coming into 83
date has not been able 419
date has not been done 50
date has not been great 44
date has not been made 114
date has not been used 83
date has not been very 146
date may not have been 149
date set for such hearing 111
date than any other part 121
date that may have been 77
date that they have gone 155
date this has been done 131
date this has only been 212
date was but five years 95
date with each other from 170
date with his best girl 46
dawn one day last week 45
days ago and came back 42
days ago and have been 161
days ago but have been 52
days ago that there were 40
days and for many years 405
days and for some time 163
days and for some years 83
days and for three days 46
days and get some rest 40
days and had just been 51
days and has been used 40
days and his eyes were 50
days and may have been 93
days and not once feel 146
days and ran down their 55
days and that there were 67
days and then came back 220
days and then came home 54
days and then come back 446
days and then come home 72
days and then fade away 45
days and then flew back 42
days and then sent back 51
days and then went away 65
days and then went back 314
days and then went down 108
days and then went home 131
days and then went into 55
days and they have been 41
days and they were very 139
days and two half days 106
days and you will find 183
days and you will have 195
days are far from over 68
days are for ever gone 51
days are long gone when 987
days are long past when 669
days are now past when 78
days but can range from 43
days but may range from 125
days but may vary from 126
days can not have been 133
days did not care much 96
days did not even have 43
days did not even wash 53
days did not have much 137
days did not know what 55
days did not last very 44
days had fear been their 99
days had long been over 129
days had long gone when 52
days had not been able 70
days has not been able 61
days may not have been 225
days not long past when 46
days now they have been 77
days now you have been 70
days off that your body 63
days per year were lost 59
days she had been able 106
days she had been away 63
days she had been coming 54
days she had been gone 40
days she had been here 137
days she had been kept 48
days she had been living 126
days she had been much 210
days she had been there 202
days she had been trying 118
days she had been very 126
days she had done nothing 62
days she had eaten nothing 50
days she had gone from 56
days she had gone over 124
days she had lain there 42
days she had worn bits 43
days she has been making 59
days she has been very 43
days she was free from 64
days she was very much 43
days than any other part 46
days than hath been seen 59
days than they have been 113
days than they have ever 43
days that are coming will 46
days that are gone when 61
days that can make evil 46
days that had been lost 40
days that had come upon 73
days that lie ahead will 43
days that she brings back 62
days that they have been 99
days that they live upon 114
