dare such 49 dare when 147
daring race 86 dark tell 47
dark what 51 dash flat 87
dash into 54 data data 45
data many 46 data such 58
data these 43 data those 111
data such 45 data clear 129
data much 318 data such 43
data these 44 data such 776
data their 184 data these 294
data those 42 data such 80
data from 41 data form 65
data were 81 data also 68
data come 167 data have 303
data show 354 data were 410
data will 246 data were 72
data have 56 data were 46
data into 123 data into 107
data during 45 data into 54
data from 68 data into 115
data from 134 data have 45
data have 43 data from 83
data have 84 data were 96
data will 41 data come 44
data from 168 data have 333
data were 260 data will 158
data were 66 data data 557
data data 136 date form 269
date into 207 date hearing 65
date month 76 date here 97
date there 430 date from 171
date over 63 date deed 46
date will 44 dating form 51
dating form 453 dating lake 385
days many 70 days been 43
days life 107 days life 105
days back 53 days from 57
days from 59 days were 42
days when 92 days were 46
days into 44 days from 40
days when 109 days life 1327
days from 119 days there 245
days were 135 days when 166
days life 135 days youth 58
days youth 40 days fame 61
days were 58 days were 48
days when 41 days life 602
days life 55 days life 160
days time 53 days were 89
days were 62 days there 109
days life 122 days from 76
days years 55 days lord 86
days when 71 days were 48
days when 79 days when 60
days were 55 days were 43
days when 63 days life 368
days life 481 days were 78
days here 53 days were 65
days last 56 days songs 59
days when 106 days when 43
days month 87 days years 72
days from 87 days from 81
days from 50 days from 52
days from 42 days from 62
days from 114 days from 53
days into 73 days more 76
days ready 131 dealing only 42
dearth land 207 deaths from 88
deaths were 44 deaths wife 50
deck upon 51 deem duty 114
deem come 40 deep feet 66
deep part 158 deep depth 106
deep part 157 deer their 51
deny such 76 depth from 92
depth into 510 depth feet 1619
depth feet 422 depth into 67
depth feet 840 depth feet 180
depth feet 168 depth gift 132
depth feet 1199 depth feet 799
depth five 99 depth four 45
desk room 81 diary from 89
died home 494 died past 256
died city 53 died home 95
died home 47 died from 52
died land 58 died from 64
died home 41 died back 59
died from 72 died home 67
died from 227 died home 257
died from 69 dies days 45
diet rich 152 dint their 460
dish from 65 done time 98
done time 121 done giving 77
done will 85 done walk 48
done birth 49 done life 119
done days 63 done years 93
done case 57 done during 101
done case 56 done life 97
done during 94 done what 45
done will 86 done ways 135
done years 75 done years 63
done else 139 done years 51
done years 89 done during 42
done upon 51 done years 73
done days 54 done years 598
done well 187 done days 49
done into 54 done into 106
done more 72 done their 54
door into 42 door during 40
door open 175 door shut 51
door when 47 door room 65
door open 168 door room 74
door were 87 door room 579
door shut 69 door some 59
door saying 80 door open 166
door room 66 door open 145
door room 68 door from 43
dose over 57 dove flying 43
down road 144 down from 222
down face 167 down door 74
down face 909 down face 44
down body 97 down feet 124
down what 41 down shoes 108
down debt 43 down lord 53
down guns 44 down book 91
down book 261 down diary 167
down heart 188 down room 43
down what 58 down form 642
down city 67 down only 114
down will 58 down pisa 46
down arms 201 down arms 159
down city 83 down like 140
down were 91 down heads 132
down city 100 down hall 161
down road 158 down from 155
down into 172 down leading 254
down past 206 down into 46
down leading 46 down road 109
down road 57 down feet 137
down sail 129 down line 156
down some 41 down such 43
down their 59 down those 480
down zero 158 down size 42
down work 62 down suit 100
down suit 149 down home 56
down task 53 down rest 50
down depth 54 down into 57
down depth 121 down form 441
down length 42 down meaning 87
down size 487 down feet 520
down years 46 down feet 260
down time 556 down what 49
down feet 334 down feet 103
down feet 308 down hour 153
down time 864 down feet 838
down feet 480 drag days 129
drag more 164 drag years 757
draw over 160 draw from 48
draw from 41 draw only 75
draw more 85 draw such 49
dread from 73 dread from 48
dread from 51 dread from 82
dream from 53 dream years 228
drew over 90 drew many 56
drop feet 94 drop feet 55
drop feet 81 drop feet 254
drop feet 163 drop from 94
drug name 123 during days 78
during from 210 during days 107
during over 47 during their 80
during there 140 during meals 77
during upon 40 during upon 45
during other 46 during days 79
during years 129 during years 96
during when 203 during when 233
during days 156 during years 318
during days 81 during years 148
during days 660 during years 1270
during when 158 during years 273
during when 41 during years 45
during over 85 during when 56
during back 101 during down 105
during from 536 during home 127
during north 52 during from 44
during boom 162 during when 122
during when 122 during days 44
during days 329 during years 842
during years 237 during from 49
during days 81 during years 203
during years 383 during years 274
during years 177 during years 79
during years 206 during were 41
during when 45 during years 71
during days 48 during years 219
during years 499 during years 246
during years 74 during years 47
during years 112 during ending 178
during from 1169 during just 80
during leading 113 during prior 1609
during when 139 during days 1342
during years 2626 during years 2446
during hate 92 during days 782
during years 2851 during days 489
during wars 66 during years 2282
during days 52 during years 320
during years 121 during years 1297
during great 70 during iran 107
during iraq 262 during nazi 324
during rome 132 during their 43
during many 42 during their 77
during there 96 during great 1341
during india 76 during iran 171
during iraq 103 during north 239
during peru 41 during rome 73
during their 44 during those 60
during over 94 during from 42
during their 43 during from 47
during july 190 during june 55
during upon 55 during from 42
during their 323 during these 51
during such 146 during their 244
during from 64 dust from 71
dust more 155 dust years 41
dust years 45 dust dust 60
duty upon 44 duty upon 65
duty will 76 duty upon 75
duty upon 51 duty upon 47
duty having 87 duty owning 58
duty beings 88 duty upon 42
duty upon 76 duty from 100
duty into 56 duty will 40
duty name 47 duty must 79
duty when 53 duty your 50
duty lord 79 duty what 135
duty what 54 duty done 421
