damp mid not spoil the 46
dams are being built in 82
dams are being built on 64
dams are being built to 83
dams are each sired by 85
dare ask her about it 41
dare ask her father to 83
dare ask him about it 70
dare get too close to 129
dare lay his hands on 41
dare not lay claim to 65
dare not lay hands on 110
dare not say anything in 46
dare not say anything of 67
dare not say anything to 161
dare say are aware by 49
dare say she could be 44
dare say she thinks it 62
dare say she thinks me 45
dare say she would be 208
dare say she would do 42
dare say that would be 104
dare say they would be 181
dare say with quite as 189
dare say you could do 176
dare say you found it 138
dare say you laugh at 47
dare say you might be 50
dare say you would be 494
dare you lay hands on 262
dark and had begun to 80
dark day was closing in 52
dark for his father to 48
dark mud and slime of 43
dark red sun showing at 60
dark sky and added to 50
dark that she could no 65
dark things with which the 48
dash off and board the 72
data and all kinds of 43
data and are based on 219
data and are found to 43
data and are given in 144
data and are shown in 200
data and can easily be 50
data and can serve as 109
data and for which the 111
data and log files on 63
data and log files to 59
data and one based on 43
data and that which is 41
data and then apply the 74
data and then click the 72
data and then press the 61
data and then sends it 46
data and then sends the 56
data and was based on 60
data and was found to 91
data are all based on 178
data are being added to 54
data are far easier to 41
data are not based on 350
data are not biased by 84
data are not found in 104
data are not given by 65
data are not given in 465
data are not known to 68
data are not missing at 121
data are not nearly as 314
data are not nearly so 54
data are not parts of 58
data are not quite as 231
data are not quite so 58
data are not shown in 449
data are not shown on 44
data are not under the 42
data are now known to 53
data are then added to 54
data are too crude to 135
data are too large to 74
data are too meager to 449
data are too noisy to 49
data are too rough to 42
data are too scant to 129
data are too small to 83
data are too vague to 58
data but not change it 94
data can not easily be 363
data can not prove the 59
data can not really be 67
data can not reveal the 95
data can not serve as 151
data did not allow an 49
data did not allow the 158
data did not allow to 78
data did not allow us 341
data did not alter the 52
data did not appear in 68
data did not appear to 238
data did not change the 68
data did not cover the 86
data did not exist in 72
data did not exist to 110
data did not match the 66
data did not reveal the 122
data does not allow an 92
data does not allow me 52
data does not allow of 55
data does not allow the 211
data does not allow to 135
data does not allow us 809
data does not alter the 85
data does not appear in 145
data does not appear on 56
data does not appear to 527
data does not apply to 78
data does not belong to 76
data does not change the 176
data does not cover the 88
data does not exist at 75
data does not exist in 239
data does not exist on 58
data does not exist or 85
data does not exist to 164
data does not match the 306
data does not point to 52
data does not prove the 69
data does not refer to 46
data does not reveal the 121
data for all firms in 59
data for all forms of 55
data for all kinds of 191
data for all parts of 139
data for all sorts of 60
data for all types of 496
data for any study of 69
data for both types of 263
data for each batch of 69
data for each class of 92
data for each field in 106
data for each group of 185
data for each level of 122
data for each phase of 66
data for each piece of 62
data for each pixel in 104
data for each point in 53
data for each stage of 42
data for each state in 85
data for each value of 72
data for his study of 127
data for one group of 44
data for one point in 66
data for our study of 73
data for this class of 89
data for this group of 235
data for this model is 58
data for this paper is 138
data for this period do 46
data for this period is 169
data for this period of 62
data for this phase of 139
data for this study by 49
data for this study do 51
data for this study in 131
data for this study is 677
data for this study of 165
data for this study on 60
data for this study the 77
data for this table is 104
data for this title is 147
data for two pairs of 41
data for two types of 167
data may not apply to 132
data may not exist in 45
data may not match the 41
data may not reveal the 43
data set are based on 45
data set are given in 302
data set are shown in 623
data set for testing the 52
data set for which the 333
data set for which we 55
data set that could be 432
data set that might be 41
data set that would be 126
data set was based on 92
data set was found to 51
data set with which the 47
data set with which to 245
data than that which is 55
data that are based on 465
data that are basic to 56
data that are close to 88
data that are easier to 84
data that are found in 97
data that are given in 203
data that are given to 101
data that are input to 126
