daily new 84 daily may 89
daily that 71 dance her 61
danger may 83 dares now 67
debts due 54 decks and 80
dense near 285 devil his 40
didst god 487 digging dead 169
dingles one 119 dirty not 49
dirty them 186 dirty and 55
dirty them 69 dirty not 65
dogma and 43 doors was 69
doors saw 45 doors was 72
doors all 51 doors got 65
doors men 169 doors and 43
doubt had 44 doubt had 55
doubt had 40 doubt was 41
doubt can 280 doubt has 128
doubt who 149 doubt can 849
doubt had 97 doubt has 339
doubt was 98 doubt who 347
doubt was 97 doubt get 74
doubt say 45 doubt not 178
doubt not 47 doubt any 278
doubt not 438 doubt any 108
doubt not 42 doubt not 143
doubt not 40 doubt any 345
doubt going 45 doubt men 98
doubt not 1124 doubt act 86
doubt all 43 doubt not 217
doubt any 396 doubt not 592
doubt not 468 doubt any 42
doubt not 124 doubt but 85
doubt his 123 doubt not 150
doubt not 145 doubt fly 56
doubt get 182 doubt read 41
doubt any 89 doubt not 180
downy not 87 dozen got 64
dozen that 80 draft for 117
drank her 125 drank long 48
drank and 58 drank and 40
drank her 50 drank not 47
drank not 54 drawing not 86
drawing own 47 drawn and 100
drawn him 57 drawn and 95
dreams and 71 dress his 52
dress had 47 dress was 65
dried put 168 dried them 89
drink his 88 drink long 217
drink and 93 drive use 171
drive for 61 driving and 54
drops path 57 drove who 66
drove who 62 drugs put 58
drunk get 179 ducks with 64
dumping that 46 dumping who 53
durst for 126 dusty yet 102
dwarf hat 41 dwarf with 43
