damn death 142 damp him 43
dare yet 55 dare get 46
dare say 67 dare him 134
dare you 125 dare any 48
dare this 73 dare ask 151
dare say 164 dare set 82
dare say 68 dare see 88
dare own 40 dare any 51
dare far 44 dare ask 41
dare say 260 dare use 46
dare with 64 dare with 45
dare say 57 daring her 51
dark old 49 dark that 164
dark two 50 dark his 62
dark see 66 dark him 42
dark her 52 dark her 68
dark them 49 dark his 58
dark its 68 dash his 48
data with 68 data with 49
data any 93 data with 343
data two 49 data with 165
data mean 51 data for 116
data for 93 data with 40
data with 138 data with 46
data this 105 data this 76
data two 167 data that 222
data bear 242 data being 116
data fig 56 data that 204
data this 59 data one 221
data two 45 data log 204
data fig 5316 data log 44
data this 185 data two 120
data fig 75 data log 206
data this 53 data that 133
data each 70 data each 182
data one 92 data our 51
data that 168 data all 72
data bias 87 data both 58
data two 74 data read 48
data cpu 55 data with 113
data any 45 data use 54
data cpu 94 data two 86
data that 129 data with 55
data idea 109 data use 138
data that 150 data age 102
data all 261 data any 66
data both 167 data each 367
data its 214 data one 52
data that 125 data this 298
date each 49 date any 51
date each 135 date his 76
date this 47 date this 57
date all 51 date death 92
date each 215 date her 56
date his 102 date its 45
date this 119 date his 53
date its 55 date this 101
date each 70 date its 54
date this 119 date any 58
date due 52 date that 48
date not 43 date any 172
date tax 229 date long 41
date how 50 date his 44
date that 169 date due 102
date any 265 date each 175
date its 99 date new 90
dawn sun 61 days dry 90
days with 43 days was 40
days with 79 days old 65
days pay 41 days see 44
days its 61 days end 41
days war 44 days any 51
days each 56 days get 45
days this 43 days pay 65
days his 79 days was 58
days see 61 days her 48
days dear 110 days ten 89
days this 74 days this 56
days death 70 days his 57
days all 87 days our 44
days that 144 days any 47
dealing its 68 dealing all 48
dealing them 46 dealing his 87
dealing this 149 dealing his 48
dealing foes 44 dealing its 53
dealing this 97 dealing they 100
dealing law 80 dealing real 49
dealing sex 157 dealing that 66
dealing this 670 dealing war 118
dealing his 191 dealing one 44
dealing our 55 dealing this 81
dealing that 42 dealing this 40
dealing this 43 dealing all 42
dealing its 50 dealing with 40
deals this 59 deals law 40
deals its 43 dealt any 69
dealt due 60 dealt god 46
dealt her 96 dealt his 1357
dealt its 1160 dealt law 35751
dealt one 151 dealt our 350
dealt that 141 dealt this 303
dealt this 146 dealt was 64
dealt his 56 dealt its 66
dealt two 54 dealt this 45
dealt this 381 dealt they 47
dealt law 89 dealt this 51
dealt that 40 dealt them 40
dealt she 64 dealt they 43
dealt one 62 dealt this 202
dealt end 235 debt pay 45
debt pay 42 debt with 53
debt her 62 debt one 40
debt one 53 debt two 84
deck sun 330 deck his 53
deem being 83 deem its 75
deep her 68 deep his 89
deep that 42 deep two 45
deep eye 133 deer this 43
deny them 77 deny law 1008
deny his 40 deny may 50
deny him 45 depth his 169
depth her 61 depth his 173
depth his 70 depth his 43
depth each 50 depth her 41
depth his 57 depth this 76
depth his 117 depth its 71
depth his 46 depth any 55
depth her 49 depth his 347
depth its 100 depth our 169
depth that 61 depth this 63
depth our 55 depth her 63
depth his 360 depth its 150
depth his 54 depth that 83
desk for 65 desk with 81
desk her 60 desk his 86
desk with 44 desk its 59
desk out 61 desk cry 41
desk read 151 desk for 52
diary her 45 diary his 116
died was 48 died was 110
died its 50 died this 55
died end 303 died his 68
dies its 62 diet with 68
diet with 52 diet that 217
diet that 54 dine sic 77
dirt not 43 dirt you 58
dirt his 45 dish dry 170
dish set 119 dish with 49
dish with 45 disk with 306
disk its 62 dogs run 178
dogs that 49 dome two 76
done was 51 done with 40
done you 94 done all 71
done this 40 done this 92
done his 61 done his 75
done his 355 done who 92
done using 43 done for 55
done death 41 done his 52
done this 85 done was 51
done any 86 done she 75
done was 71 done has 77
done was 47 done his 68
done they 51 done all 101
done did 62 done had 161
done has 51 done was 252
done has 56 done was 99
done his 74 done are 41
done law 78 done and 63
done dear 120 done all 46
done his 44 done all 181
done any 168 done both 71
done each 134 done him 44
done his 167 done its 111
done one 168 done our 86
done that 125 done them 304
done this 314 done two 66
done you 42 doom all 89
door was 45 door with 45
door with 71 door out 135
door key 150 door see 86
door with 152 door her 55
door his 45 door out 110
door bar 112 door key 456
door car 50 door hut 44
door with 53 door his 45
door her 203 door his 64
door and 128 door with 401
door with 69 door her 89
door him 40 door her 116
door his 74 door get 267
door out 82 door her 67
door him 58 door them 44
door out 48 door key 146
door key 89 door way 95
door was 93 door let 249
door key 124 door with 64
door with 48 door his 52
door his 68 door her 41
door his 77 door her 53
door with 92 door her 73
door him 86 door them 77
door her 58 door him 174
door his 143 door with 55
door key 298 door air 100
door car 195 door cry 99
door get 650 door put 45
door run 168 door say 76
door and 50 door with 60
door one 89 door her 47
door his 64 door key 108
door two 40 door she 235
