do all other things incidental 229
do and what its limitations 64
do and what they experience 65
do and what they understand 53
do any other act prohibited 78
do can make any difference 76
do has been par excellence 47
do not burn with indignation 72
do not call for application 116
do not call for description 65
do not call for explanation 77
do not call for individual 52
do not call for particular 242
do not call for punishment 45
do not call that attachment 65
do not call that historical 73
do not call that providence 65
do not call them monotheists 43
do not care for literature 139
do not care for newspapers 41
do not care for shakespeare 41
do not care how benevolent 67
do not care how ridiculous 79
do not care how successful 66
do not care who represents 45
do not come too frequently 54
do not come with guarantees 175
do not come with instruction 274
do not come with warranties 41
do not deny its application 47
do not deny its importance 83
do not deny that experience 51
do not deny that government 60
do not deny that individual 94
do not deny that vacillation 59
do not draw any conclusions 337
do not draw any distinction 229
do not draw any inferences 57
do not draw this distinction 154
do not even now understand 243
do not even read newspapers 83
do not even yet comprehend 80
do not even yet understand 146
do not face any competition 65
do not face any difficulty 118
do not face this difficulty 64
do not feel and understand 62
do not feel any attachment 78
do not feel any bitterness 136
do not feel any compunction 92
do not feel any confidence 129
do not feel any difference 242
do not feel any difficulty 213
do not feel any discomfort 142
do not feel any excitement 42
do not feel any inclination 235
do not feel any particular 739
do not feel any reluctance 45
do not feel any resentment 181
do not feel its importance 49
do not feel that confidence 50
do not feel that government 42
do not feel that management 58
do not feel that punishment 52
do not feel that sufficient 41
do not feel they understand 60
do not feel this difficulty 52
do not feel you understand 42
do not file for bankruptcy 118
do not find any alterations 59
do not find any appreciable 113
do not find any consistent 128
do not find any correlation 117
do not find any description 129
do not find any difference 791
do not find any difficulty 693
do not find any disposition 80
do not find any distinction 49
do not find any explanation 88
do not find any historical 44
do not find any inclination 48
do not find any indications 58
do not find any information 375
do not find any particular 486
do not find any references 107
do not find any remarkable 60
do not find any similarity 69
do not find any substantial 124
do not find any sufficient 149
do not find any systematic 133
do not find her attractive 188
do not find him attractive 264
do not find him influenced 47
do not find that combination 48
do not find that confidence 68
do not find that experience 95
do not find that explanation 56
do not find that particular 47
do not find them attractive 164
do not find them experiencing 77
do not find them persuasive 79
do not find them sufficient 49
do not find this acceptable 47
do not find this difference 68
do not find this difficulty 51
do not find this distinction 340
do not find this explanation 193
do not find this information 66
do not find this instrument 52
do not find this particular 127
do not find this peculiarity 46
do not find this persuasive 77
do not find this phenomenon 49
do not find you attractive 336
do not form any appreciable 57
do not form any particular 180
do not form one continuous 189
do not form one homogeneous 75
do not gain any information 44
do not give any appreciable 69
do not give any assistance 86
do not give any conclusive 79
do not give any description 61
do not give any explanation 240
do not give any guarantees 42
do not give any importance 210
do not give any indications 112
do not give any information 2351
do not give any particular 142
do not give any preference 56
do not give any substantial 43
do not give due importance 78
do not give due recognition 83
do not give him sufficient 75
do not give out information 426
do not give that information 95
do not give that instrument 60
do not give them information 87
do not give them sufficient 223
do not give this information 347
do not give you information 74
do not give you sufficient 69
do not grow old gracefully 147
do not harm him physically 46
do not hate you personally 43
do not have any activities 68
do not have any advantages 103
do not have any analytical 65
do not have any application 151
do not have any appreciable 596
do not have any appreciation 124
do not have any appropriate 79
do not have any arrangement 58
do not have any aspirations 113
do not have any assistance 42
do not have any attachment 160
do not have any attributes 105
do not have any autonomous 41
do not have any background 442
do not have any bitterness 70
do not have any boundaries 71
do not have any boyfriends 114
do not have any capability 58
do not have any characters 60
do not have any cigarettes 300
do not have any collateral 361
do not have any collective 96
do not have any commitment 170
do not have any comparable 228
do not have any competition 371
do not have any complaints 837
do not have any compunction 80
do not have any conclusive 199
do not have any confidence 1108
do not have any connections 395
do not have any conscience 105
do not have any consistent 131
do not have any continuity 53
do not have any convictions 77
do not have any correlation 83
do not have any credentials 86
do not have any decorations 57
do not have any definitive 222
do not have any deleterious 87
do not have any democratic 46
do not have any dependable 41
do not have any dependents 143
do not have any description 58
do not have any detectable 188
do not have any difference 74
do not have any difficulty 1253
do not have any diplomatic 60
do not have any discipline 171
do not have any distinguishing 139
do not have any documented 64
do not have any educational 103
do not have any electrical 110
do not have any employment 97
do not have any equivalent 399
do not have any existential 41
do not have any expectation 148
do not have any experience 4228
do not have any explanation 613
do not have any facilities 271
do not have any government 207
do not have any guaranteed 47
do not have any guarantees 171
do not have any guidelines 127
do not have any historical 354
do not have any ideological 81
do not have any imagination 334
do not have any importance 152
do not have any incentives 99
do not have any inclination 194
do not have any indications 98
do not have any individual 279
do not have any information 11396
do not have any inhibitions 126
do not have any instrument 48
do not have any interaction 123
do not have any investment 124
do not have any legislation 81
do not have any legitimate 150
do not have any limitations 104
do not have any literature 96
do not have any management 78
do not have any marketable 91
do not have any mechanical 75
do not have any mechanisms 59
do not have any newspapers 49
do not have any nightmares 46
do not have any obligations 240
do not have any observable 74
do not have any operational 64
do not have any parameters 109
do not have any particular 9139
do not have any philosophy 64
do not have any possessions 58
do not have any predefined 76
do not have any predictive 86
do not have any preference 232
do not have any prejudices 172
do not have any prescribed 106
do not have any pretensions 135
do not have any principles 151
do not have any privileged 90
do not have any privileges 110
do not have any procedures 46
do not have any pronounced 97
do not have any properties 177
do not have any protective 64
do not have any psychiatric 53
do not have any recognized 114
do not have any references 212
do not have any regulations 78
do not have any regulatory 44
do not have any remarkable 42
do not have any resentment 59
do not have any reservation 50
do not have any resistance 93
do not have any restriction 96
do not have any retirement 71
do not have any scientific 427
do not have any similarity 66
do not have any specialized 138
do not have any statistics 449
do not have any strategies 46
do not have any structural 142
do not have any subjective 41
do not have any substantial 491
do not have any suggestions 241
do not have any sullenness 40
do not have any systematic 420
do not have any territorial 119
do not have any traditional 167
do not have any unexpected 54
do not have any vegetables 80
do not have his experience 49
do not have long experience 55
do not have one particular 140
do not have our experience 41
do not have that background 185
do not have that capability 403
do not have that commitment 71
do not have that confidence 222
do not have that discipline 66
do not have that experience 514
do not have that information 2359
do not have that particular 493
do not have that technology 40
do not have this arrangement 92
do not have this background 348
do not have this capability 1228
do not have this combination 47
do not have this commitment 50
do not have this confidence 125
do not have this constraint 283
do not have this convenient 48
do not have this deficiency 45
do not have this difficulty 274
do not have this distinction 111
do not have this expectation 65
do not have this experience 642
do not have this implication 54
do not have this information 2182
do not have this orientation 141
do not have this particular 499
do not have this preference 67
do not have this protective 48
do not have this restriction 522
do not have this specialized 87
do not have this technology 75
do not help them understand 51
do not help you understand 74
do not hold any bitterness 49
do not hold any particular 154
do not hold that sentiments 72
do not hold with foreigners 50
do not hold you personally 74
do not just mean financially 68
do not just mean physically 104
do not keep any information 44
do not keep his expectation 77
do not keep this distinction 40
do not know and apparently 53
do not know and understand 1015
do not know any arrangement 42
do not know any description 67
do not know any difference 272
do not know any distinction 50
do not know any explanation 55
do not know any historical 78
do not know any individual 145
do not know any mathematics 74
do not know any particular 763
do not know any personally 88
do not know any portuguese 42
do not know any proposition 199
