dad used to talk about 286
day along the same route 68
day back at work after 274
day back at work since 47
day back to work after 175
day break the next morning 229
day bringing in their fruit 42
day care in their first 45
day care in their homes 66
day care of their child 147
day care or other child 47
day come to life again 66
day during the busy season 226
day during the cold season 47
day during the cold weather 56
day during the early months 89
day during the early weeks 47
day during the four months 56
day during the four weeks 57
day during the heating season 67
day during the high season 73
day during the last eight 45
day during the last months 67
day during the last thirty 43
day during the last weeks 51
day during the open season 66
day during the rush season 46
day during the same period 639
day during the spring months 41
day during the test period 87
day during the three months 110
day during the three weeks 118
day during the waking hours 41
day during the warm months 46
day during the warm season 57
day during the week after 51
day four or five large 94
day four or five miles 137
day four or five times 130
day from the date hereof 44
day from the early morning 81
day from the same cause 178
day from the same place 117
day from the very first 187
day from the very start 47
day from the work which 44
day give the same order 46
day half an hour after 104
day have no such views 111
day into the hall where 69
day into the peace which 51
day into the room where 156
day just to stay alive 168
day kept up fine after 58
day life of these people 121
day like so many others 91
day mark the port which 87
day more or less could 42
day more or less would 86
day over the same period 103
day over the same route 86
day over the ways which 41
day part of their lives 99
day pick up along shore 81
day three or four hours 419
day three or four times 429
day three or four weeks 43
day till the next morning 52
day trying to make sense 129
day were to give place 55
day were to take place 57
day what no other nation 56
day what the more timid 103
day when he heard about 45
day when he least thinks 102
day when he went hunting 57
day when he will judge 583
day when it took place 99
day when my faith shall 86
day when my work shall 63
day when no soul shall 133
day when so many people 146
day when the bank would 45
day when the bill falls 60
day when the book shall 89
day when the city would 110
day when the faith shall 121
day when the great light 92
day when the holy ghost 198
day when the jews would 149
day when the land shall 57
day when the land would 61
day when the last batch 47
day when the last fires 74
day when the last gothic 191
day when the lord binds 64
day when the lord comes 93
day when the lord jesus 364
day when the lord makes 46
day when the lord mayor 96
day when the lord shall 662
day when the lord spake 99
day when the lord spoke 99
day when the lord would 229
day when the same shall 101
day when the soul shall 42
day when the south would 74
day when the third george 47
day when the ties which 50
day when the time comes 165
day when the truth shall 44
day when the very touch 42
day when the wind blows 246
day when the young people 99
day when the young woman 45
day when we have night 61
day when we meet again 216
day when we were about 217
day when we were again 101
day when we were alone 1528
day when we were arguing 49
day when we were cutting 56
day when we were driving 751
day when we were filming 46
day when we were first 175
day when we were fishing 99
day when we were getting 226
day when we were given 47
day when we were hunting 54
day when we were looking 381
day when we were passing 131
day when we were playing 893
day when we were sailing 40
day when we were seated 41
day when we were sitting 554
day when we were speaking 85
day when we were still 115
day when we were taken 72
day when we were talking 2062
day when we were waiting 75
day when we were walking 1433
day when we were working 507
day when we will again 45
day when we will stand 48
day whom we will serve 78
day whom ye will serve 8721
day wore on into evening 73
day work of such aides 127
dead back to life again 157
dead back to their homes 44
dead back to their maker 66
dead body of such child 115
dead body of their chief 244
dead body of their child 74
dead body of their enemy 73
dead body of their father 148
dead body of their leader 191
dead body of their mother 114
dead body on their hands 85
dead body on your hands 92
dead body or body parts 60
dead came to life again 155
dead coat of flat paint 50
dead come to life again 379
dead coming to life again 65
dead dost in these lines 109
dead eyes of three blind 43
dead from the living parts 160
dead from the other world 42
dead from the same cause 73
dead into the next world 113
dead into the other world 91
dead like so many others 47
dead lips the ooze exuding 240
dead rise at half floor 70
dead three or four hours 48
dead upon the spot where 61
dead were to rise again 92
dead when the heart stops 45
dead when the play opens 42
dead when the spring comes 52
dead whom we have loved 105
deal done by very smart 42
deal from the very first 251
deal more is said about 93
deal more or less fully 105
deal more to know about 98
deal more to learn about 516
deal more to talk about 113
deal more to tell about 118
deal more to think about 143
deal must be laid aside 47
deal over the past thirty 81
deal over the years about 104
deal upon the same terms 64
deal when the time comes 51
deal will be said about 176
deal will be said later 49
dear ones at home would 40
death back to life again 45
death blow to their hopes 71
death coming so soon after 51
death during the same period 82
death during the very hours 61
death during the week which 109
death early the next morning 52
death fell on their knees 42
death from the fifth floor 47
death from the rank slime 62
death from the same cause 309
death from the sixth floor 43
death from the tenth floor 43
death from the third floor 137
death from the very first 133
death into the other world 61
death like so many others 41
death must at length quail 51
death must be laid within 60
death must be paid after 47
death must be sued within 60
death must in some shape 342
death over the cash value 51
death rate in these camps 44
death rate is five times 70
death rate is four times 81
death rate is much lower 373
death rate is only about 75
death rate is three times 156
death three or four times 41
death till he come again 125
death were to take place 45
death when the time comes 157
dew upon the pure glass 85
dial upon the great weather 99
did also the deep sighs 54
did break the poor people 61
did call the next morning 53
did cease to care about 278
did come to know about 47
did come to life again 73
did during the early months 87
did during the early period 45
did during the last months 164
did during the nine months 43
did during the same period 265
did during the third reich 60
did early the next morning 66
did four or five others 48
did four or five times 137
did from the very first 409
did from the very start 45
did give me many sweet 72
did good in some cases 52
did half so much either 99
did hate to stay after 46
did have the good grace 100
did have the good sense 422
did have the last laugh 64
did have the saving grace 64
did have to talk about 50
did have to think about 165
did have to wait until 90
did help to keep alive 60
did here in some women 50
did keep us from killing 42
did know the truth about 74
did like to talk about 145
did lots of other people 98
did make it into print 64
did make it much easier 64
did make me think about 142
did make me very happy 56
did make the same known 45
did make up their minds 198
did many of those which 82
did more or less every 222
did more or less exist 64
did more to keep alive 53
did most of their cooking 186
did most of their feeding 45
did most of their fishing 203
did most of their growing 45
did most of their hunting 243
did most of their talking 143
did most of their teaching 103
did most of their trade 88
did most of their trading 176
did most of their writing 284
did most of these people 60
did most to keep alive 68
did much of their trade 42
did much of their writing 214
did much to cast doubt 53
did much to help build 44
did much to help create 59
did much to help others 40
did much to help people 45
did much to help shape 103
did much to keep alive 719
did much to make known 182
did much to make people 147
did much to show titus 69
did much to throw light 161
did need to know about 62
did need to talk about 84
did need to think about 62
did next to nothing about 86
did nothing to help either 53
did nothing to help solve 97
did play the busy dreams 46
did reach the door which 46
did seem to care about 252
did seem to have grown 42
did seem to have reason 131
did seem to have taken 99
did seem to know about 63
did seem to know where 41
did seem to make sense 417
did seem to take place 55
did some of these people 49
did stop to think about 82
did talk at length about 42
did talk to your father 91
did tell me last night 41
did tell the truth about 160
did think in these terms 64
did think it worth while 140
did think of their souls 65
did think to have beaten 84
did those of many others 51
did three or four shows 46
did three or four times 405
did tread the same steps 49
did upon the other party 42
did walk in your sleep 47
did want to help people 42
did want to know about 456
did want to know where 128
did want to learn about 59
did want to make smoke 40
did want to talk about 1817
did want to think about 73
did well in areas where 47
did well in their first 49
did well on these tests 41
did well to take bonds 42
did what he knew would 46
did what no other state 47
did what no other woman 52
did what so many others 141
did what so many people 49
did what to whom first 190
did what we have never 110
did what we were asked 74
did when he heard about 58
did when we were alive 65
did when we were alone 353
did when we were first 654
did when we were girls 62
did when we were growing 203
did when we were nearer 59
did when we were small 92
did when we were still 56
did when we were working 77
did wish the fool would 84
did work of great value 40
die away on those dimly 93
die away on those happy 293
die away or will change 46
die down to their roots 50
die during or soon after 261
die during the same period 68
die from the same cause 399
die like so many others 45
die like so many psalm 48
die only to live again 79
die only to rise again 141
die three or four times 42
die till my time comes 46
die till the next royal 48
die upon the road rather 50
die upon the spot rather 51
die when my time comes 315
die when my time shall 41
die when the cold weather 51
die when the time comes 400
dig into the soft flesh 91
dim womb of some black 63
dip into it your sugar 56
dip into the cold water 42
does best in areas where 55
does best in cool weather 70
does care the most about 586
does come to life after 54
does give us some clues 111
does give us some hints 53
does good in many cases 99
does good in some cases 109
does good in these cases 115
does have the great merit 90
does have the same right 161
does have the same value 72
does have to take place 54
does have to think about 53
does help to make sense 87
does help to talk about 49
does like to talk about 53
does live by bread alone 157
does make it much easier 121
does make me feel rather 56
does make the most sense 41
does much to keep alive 71
does much to throw light 45
does need to know about 105
does need to know where 41
does need to know which 48
does need to think about 42
does nothing to cast doubt 84
does nothing to help people 44
does nothing to help solve 67
does seem to care about 105
does seem to have acted 84
does seem to have begun 87
does seem to have drawn 57
does seem to have found 165
does seem to have given 299
does seem to have grown 104
does seem to have known 66
does seem to have lived 45
does seem to have merit 57
does seem to have moved 83
does seem to have quite 43
does seem to have shown 62
does seem to have taken 738
does seem to have tried 112
does seem to help people 46
does seem to make people 49
does seem to make sense 596
does seem to take place 218
does tell the truth about 67
does tell us more about 61
does tell us much about 164
does tend to make people 75
does tend to take place 42
does three or four times 92
does want to know about 93
does want to talk about 151
does well in many parts 43
does well in most soils 73
does well in poor soils 50
does well in some cases 59
does well on most soils 52
does well on poor soils 57
does what at other times 115
does what he sees others 68
does what is true comes 397
does what the user wants 152
does what we know about 114
does when the time comes 41
does work in many cases 52
does work in some cases 69
dog three or four times 73
doing along the same lines 49
doing during the last forty 48
doing during the last seven 46
doing during the same period 88
doing from the said owner 147
doing from the very start 60
doing good by saying anything 52
doing good to other people 299
doing good to poor people 55
doing good to their souls 102
doing good to those about 77
doing good to your cause 43
doing harm to other people 237
doing here in your rooms 63
doing here is once again 44
doing more of what works 185
doing next to nothing about 45
doing some of these tasks 44
doing three or four times 53
doing well in their lives 46
doing well in your class 68
doing well in your hands 49
doing well on these tests 51
doing what he knew would 153
doing what he most loved 64
doing what he most wants 252
doing what he sees others 58
doing what is best under 54
doing what is most pleasing 55
doing what is well pleasing 48
doing what my poor skill 207
doing what so many others 77
doing what so many people 65
doing what the boss wants 126
doing what the heart wants 48
doing what the lord wants 151
doing what the lord would 69
doing what the most loyal 127
doing what the other wants 124
doing what we think right 255
doing when the pain began 62
doing when the time comes 42
doing when we talk about 125
doing work of great value 68
doing work of other kinds 60
doth kill the other motion 54
doth seek the root below 142
doth take my heart withal 49
doth tend to such godly 46
dot will be seen quite 50
dry fish we made about 43
dry from the very first 45
dry mass in living cells 60
dry tube of hard glass 90
dry upon the beach beneath 74
dry walk of three hours 50
dry wood in such order 60
dry wood to pile about 52
dry yeast in warm water 56
due care to warn users 41
due from the other party 325
due must be paid within 158
due north or south until 43
due time the lord would 41
due unto the said party 42
due when the time comes 57
dug into the dirt floor 72
dug into the soft flesh 403
dung cast on their faces 119
dung upon the open field 113
dying away of those social 52
dying during the same period 44
dying from the same cause 87
dying were at last growing 57
dying when the time comes 43
dying wish my lone bosom 65
