damn mass john and you 61
damn poor mind that can 64
damn sure were not going 83
damn well there was not 62
damn well what she was 235
damn well what was going 79
damn well what you did 57
damp hair back off her 64
dare look back for fear 72
dark blue coat with red 76
dark blue eyes and his 57
dark blue eyes and long 60
dark blue eyes are set 64
dark blue eyes met his 56
dark blue eyes she had 48
dark blue eyes that had 90
dark blue eyes with long 71
dark blue suit and his 58
dark blue suit and red 94
dark blue suit and tie 356
dark blue suit and was 41
dark blue suit that had 50
dark blue suit that was 68
dark blue suit with his 44
dark eyes from his own 156
dark eyes told her that 116
dark eyes upon him and 62
dark eyes upon him with 66
dark eyes were lit with 132
dark eyes were sad and 46
dark eyes wide with fear 107
dark face have his due 58
dark full face and fat 40
dark gray suit and tie 101
dark hair back off her 57
dark hair back off his 55
dark hair like her own 49
dark hair told him this 47
dark living room and sat 49
dark veil over her head 52
dark very busy with his 42
dash your teeth out with 72
data also show that all 52
data also show that both 87
data also show that for 107
data also show that this 159
data base used for this 147
data came from and how 53
data come from and how 63
data even when they are 69
data flow into and out 151
data from birth and death 74
data from high and low 47
data from more than one 10836
data from more than two 631
data from only one year 125
data from their own and 56
data from those that are 85
data from those who are 65
data from those who did 44
data from those who had 46
data have been and are 59
data have been fit with 47
data have been read and 128
data have been set out 59
data have more than one 51
data have more than two 41
data into more than one 183
data into more than two 48
data only when they are 69
data over more than one 71
data sets used for this 87
data sets when they are 43
data used here are for 87
data used here are not 77
data used here does not 47
data were used for all 122
data were used for both 101
data were used for each 98
data were used for this 274
data when more than one 75
data when there are two 60
data will show that this 67
date back more than one 109
date back more than ten 44
date back more than two 526
date from more than two 88
date hand book has long 73
date having been set for 60
date will show you that 41
dating back more than one 241
dating back more than six 62
dating back more than ten 105
dating back more than two 807
dating from more than two 66
dawn came back and they 50
days among young men too 41
days away from his own 64
days came when she did 46
days come back with that 47
days during such year for 60
days during such year that 46
days edna went out and 77
days even more than now 51
days from what they are 182
days from work each year 59
days grow warm and long 72
days have been but few 64
days have been few and 135
days have been hot and 50
days have been long and 59
days have been one long 41
days just like this one 127
days last week did you 66
days paid leave per year 64
days seem lank and long 233
days sick leave each year 101
days sick leave per year 131
days sick leave with pay 102
days their hair may not 40
days there just was not 46
days there were but few 241
days there were but two 111
days there were few who 50
days there were men who 164
days there were not any 294
days there were not too 43
days there were two things 66
days were cold and wet 85
days were good and each 41
days were lost each year 57
days were over and her 40
days were over and his 57
days were over and she 110
days were over and that 806
days were over and they 96
days were over for her 46
days were over for him 56
days were over long ago 511
days were over she had 48
days were very hot and 166
days were very long and 110
days when adam and eve 42
days when life was new 182
days when life was not 77
days when more than one 98
days when steam was not 55
days when there are few 80
days when there are not 78
days when there was any 62
days when there was but 66
days when there was not 1079
days when there was one 164
days when there was real 61
days when there was yet 110
days when type was set 81
days when young men and 57
days when young men are 59
days will come that war 115
days will come that you 65
days will tell you that 184
dealing among other things with 333
dealing dole among his foes 107
deals among other things with 820
dealt among other things with 283
dealt among those who are 62
deaths among those who had 89
deaths will once for all 53
debt hanging over his head 116
deed will hate you for 55
deep blue eyes and her 91
deep blue eyes and his 61
deep blue eyes and long 139
deep blue eyes and saw 51
deep blue eyes are now 43
deep blue eyes did not 75
deep blue eyes that had 76
deep blue eyes that she 43
deep blue eyes with that 69
deep breath drew her head 45
deep breath when she got 45
deep breath when she saw 125
deep dark eyes and long 87
deep dark eyes and red 45
deep down into his own 43
deep will hold one ton 63
deer come when they are 87
deer walk when they hear 61
deny ever having had any 45
depth dose data for use 203
died away from him and 40
died away upon our ears 46
died away when she saw 105
died five years ago and 431
died four years ago and 280
died from cold and wet 76
died last week and was 65
died many years ago and 593
died many years ago but 68
died nine years ago and 62
died some time ago and 249
died some time ago but 51
died some years ago and 606
died some years ago but 57
died there when she was 51
died three days ago and 54
died three years ago and 565
died three years ago this 44
died very young and was 45
died when ovid was yet 43
died when their son was 141
dies there dies with him 45
diet will work for you 66
dining room when she was 43
diving into fobs they are 99
doff their hats and bow 67
doff their hats with due 54
dogs bark when they are 264
dogs have just now put 59
dogs have just that too 43
dogs think when they see 47
dogs were many and ate 48
dogs were upon her with 129
dogs were used for this 41
dogs were well fed and 61
dogs will grab her yet 43
dogs will make oath that 41
doll away from her and 40
done even more for him 52
done even more than law 103
done even more than that 437
done even more than this 187
done even more than was 63
done even upon this age 57
done even what she had 75
done even when they are 61
done from duty can not 197
done from duty does not 45
done from duty has its 175
done good work and had 65
done good work and has 53
done good work and was 65
done good work for her 47
done good work for him 93
done good work for his 103
done good work for them 67
done good work for you 68
done good work that day 44
done good work with them 40
done just what she had 60
done just what they did 51
done just what you did 264
done less harm than any 66
done less well than they 84
done many fine things for 46
done many good things and 66
done many good things for 420
done many great things for 61
done many kind things for 43
done many other things that 198
done many years ago and 115
done many years ago for 41
done many years ago with 49
done more evil than all 56
done more good for our 54
done more good than all 456
done more good than any 403
done more good than bad 94
done more good than you 88
done more good things than 93
done more great things than 275
done more harm than all 315
done more harm than any 344
done more harm than can 58
done more harm than his 66
done more harm than they 77
done more harm than this 56
done more harm than you 85
done more work than any 284
done more work than they 47
done more work than you 72
done more work with far 43
done much good and had 44
done much good for his 61
done much less than that 53
done much less than they 70
done much more for her 157
done much more for him 143
done much more for his 53
done much more for our 41
done much more for them 139
done much more for you 67
done much more than all 111
done much more than any 201
done much more than bring 44
done much more than get 41
done much more than her 106
done much more than his 88
done much more than pay 102
done much more than she 52
done much more than that 1516
done much more than they 292
done much more than this 754
done much more than was 119
done much more than you 124
done nothing else all day 117
done nothing else all her 177
done nothing else all his 386
done nothing else but read 65
done nothing else but that 40
done nothing else but this 78
done nothing else for her 99
done nothing else for him 73
done nothing else than this 65
done nothing more for her 41
done nothing more than add 65
done nothing more than all 115
done nothing more than any 145
done nothing more than ask 48
done nothing more than bring 143
done nothing more than his 237
done nothing more than lay 49
done nothing more than put 393
done nothing more than read 98
done nothing more than run 163
done nothing more than set 65
done nothing more than she 56
done nothing more than sit 50
done nothing more than that 376
done nothing more than this 889
done nothing more than try 85
done nothing more than use 120
done nothing more than was 105
done nothing more than you 61
done nothing more with our 59
done nothing wrong and did 50
done nothing wrong and had 211
done nothing wrong and she 49
done nothing wrong and that 1078
done nothing wrong and was 122
done nothing wrong and who 62
done nothing wrong and yet 47
done nothing wrong and you 79
done only once for all 80
done only once for each 267
done only upon our own 44
done only what she had 45
done only what was our 43
done only when they are 229
done only when you are 104
done only when you can 56
done some good things and 67
done some good things for 226
done some great things for 68
done some nice things for 48
