dad had been diagnosed with 57
day for their services and 76
day had been cheerful but 48
day had been exhausting and 50
day had been occupied with 56
day had been overcast and 106
day had been reserved for 47
day had been selected for 121
day had only informed her 40
day has been allotted for 119
day has been occupied with 49
day has been otherwise than 110
day has been selected for 43
day that dare extinguish that 72
day they were arrested and 61
day they were informed that 318
day they were received with 53
day they will discover that 40
day was well advanced and 109
day who have embraced and 55
day with more eagerness than 185
day with their children and 171
day with their families and 70
day you wash yourself and 59
day you will discover that 328
day you will probably see 99
day you will remember this 131
dead and gone testator has 92
dead and living scrupled not 47
dead are more numerous than 63
dead are most tenderly and 53
dead men were interred with 61
dead was more powerful than 99
deaf and dumb alphabet with 42
deaf and dumb children and 112
deaf and dumb children are 127
deaf and dumb children was 41
deaf and dumb children who 54
deaf and hearing children and 173
deaf and hearing children are 157
deaf and hearing children who 51
deaf and hearing children with 68
deal with health problems and 200
deal with health problems that 51
deal with life problems and 85
deal with many patients who 41
deal with many problems and 125
deal with many problems that 233
deal with other problems and 94
deal with other problems that 259
deal with other subjects and 52
deal with peer pressure and 192
deal with race relations and 46
deal with some problems that 144
deal with such problems and 707
deal with such problems are 257
deal with such problems for 44
deal with such problems that 52
deal with such problems was 51
deal with such problems with 62
deal with such property for 185
deal with such questions and 265
deal with their children and 271
deal with their concerns and 217
deal with their economic and 50
deal with their emotional and 105
deal with their personal and 151
deal with their physical and 150
deal with their problems and 1688
deal with their problems than 84
deal with their problems with 181
deal with their questions and 76
deal with their situation and 85
deal with these children and 120
deal with these concerns and 194
deal with these problems and 3194
deal with these problems are 967
deal with these problems but 126
deal with these problems can 231
deal with these problems for 146
deal with these problems had 53
deal with these problems has 301
deal with these problems may 61
deal with these problems now 56
deal with these problems one 51
deal with these problems than 128
deal with these problems that 312
deal with these problems was 253
deal with these problems with 391
deal with these questions and 700
deal with these questions are 159
deal with these questions than 51
deal with these questions with 93
deal with these realities and 43
deal with these subjects and 125
deal with those children who 121
deal with those problems and 496
deal with those problems that 458
deal with those questions and 87
deal with those students who 155
deal with your nobility and 54
deal with your problems and 105
dear and only begotten son 92
dear for their rashness and 47
death and their property was 54
death and time equalize all 55
death had been expected for 212
death had been received with 74
death had come suddenly and 45
death has been overcome and 40
death has been reported with 137
death hath been deplored with 84
death may come suddenly and 62
death was less terrible than 97
death was more terrible than 58
death with their besotted and 47
did all their business that 43
did all their business with 74
did all those horrible things 44
did all those terrible things 104
did are less credible than 85
did far more mischief than 64
did him more mischief than 97
did his duty manfully and 184
did his duty manfully for 75
did his work honestly and 75
did his work promptly and 40
did his work silently and 71
did not also perceive that 49
did not break entirely with 175
did not break relations with 264
did not call directly for 78
did not care overmuch for 241
did not care properly for 79
did not care tuppence for 135
did not care twopence for 627
did not come anywhere near 3358
did not come complete with 66
did not come directly out 127
did not come entirely out 95
did not come equipped with 625
did not come packaged with 65
did not come prepared for 562
did not come prepared with 90
did not come straight out 518
did not come suddenly and 68
did not come suddenly but 69
did not come suddenly out 61
did not dare approach any 40
did not dare approach her 300
did not dare approach him 360
did not dare approach them 172
did not dare approach too 57
did not dare approach you 54
did not dare believed his 40
did not dare challenge him 85
did not dare complain for 43
did not dare confront him 89
did not dare disagree with 53
did not dare dispense with 46
did not deem emperors and 72
did not deem equality with 297
did not duly consider that 135
did not even announce his 56
did not even approach her 88
did not even approach him 53
did not even approach that 50
did not even associate with 90
did not even coincide with 48
did not even commence with 89
did not even complain that 165
did not even complete his 89
did not even conceive that 118
did not even consider any 112
did not even consider doing 83
did not even consider going 279
did not even consider her 160
did not even consider him 239
did not even consider his 155
did not even consider how 156
did not even consider not 80
did not even consider that 2276
did not even consider them 333
did not even consider this 388
did not even consider using 93
did not even disclose his 41
did not even discover that 184
did not even indicate that 290
did not even interest her 129
did not even interest him 148
did not even intimate that 304
did not even perceive how 43
did not even perceive that 744
did not even perceive them 53
did not even register her 42
did not even register his 41
did not even register that 250
did not even register with 227
did not even remember all 42
did not even remember any 74
did not even remember being 148
did not even remember doing 153
did not even remember going 67
did not even remember her 770
did not even remember him 422
did not even remember his 643
did not even remember how 497
did not even remember now 55
did not even remember our 67
did not even remember she 75
did not even remember that 3398
did not even remember them 147
did not even remember they 52
did not even remember this 107
did not even remember who 320
did not even remember why 73
did not even remember you 87
did not even reproach him 78
did not even seriously try 55
did not even surprise her 70
did not even surprise him 102
did not feel affection for 85
did not feel anywhere near 390
did not feel contempt for 51
did not feel disposed for 75
did not feel entirely easy 58
did not feel grateful for 133
did not feel inclined for 480
did not feel isolated and 42
did not feel prepared for 335
did not feel threatened and 163
did not feel vigorous and 86
did not find approval with 47
did not find evidence for 1234
did not find evidence that 2212
did not form alliances with 51
did not give approval for 51
did not give evidence and 117
did not give evidence but 73
did not give evidence for 88
did not give evidence that 192
did not grow anywhere near 84
did not grow directly out 166
did not have accurate and 48
did not have adequate air 96
did not have adequate and 80
did not have affection for 57
did not have anywhere near 2221
did not have authority and 47
did not have authority for 57
did not have blankets and 65
did not have breakfast and 49
did not have breakfast this 101
did not have breakfast with 86
did not have business with 44
did not have capacity for 41
did not have children and 707
did not have children but 116
did not have children for 233
did not have children had 45
did not have children that 41
did not have children then 49
did not have children was 97
did not have children who 122
did not have children with 208
did not have children yet 139
did not have clearance for 45
did not have complete and 60
did not have contacts with 169
did not have contempt for 107
did not have coverage for 54
did not have equality with 53
did not have evidence for 61
did not have evidence that 317
did not have families and 53
did not have husbands who 42
did not have immediate and 47
did not have patience for 213
did not have patience with 133
did not have potential for 40
did not have problems with 1885
did not have provision for 133
did not have relations with 362
did not have uniforms and 54
did not help relations with 126
did not hold communion with 54
did not hold elections for 45
did not just commence with 42
did not just disagree with 106
did not know anywhere near 118
did not know concerning his 54
did not know everyone was 52
did not know initially that 98
did not know japanese and 40
did not know otherwise than 62
did not know sanskrit and 87
did not know somebody was 50
did not know somebody who 62
did not lack advisers who 52
did not land anywhere near 40
did not last anywhere near 41
did not last terribly long 61
did not like associating with 53
did not like children and 302
did not like children but 47
did not like children who 43
did not like discussing his 69
did not like politics and 93
did not like strangers and 63
did not live anywhere near 400
did not look angelical then 47
did not look anywhere but 118
did not look anywhere near 970
did not look horrible nor 56
did not lose interest and 41
did not lose patience and 83
did not lose patience with 110
did not love humanity but 52
did not make adequate use 133
did not make anywhere near 197
did not make decisions for 76
did not make directly for 116
did not make explicit his 55
did not make explicit how 41
did not make explicit that 105
did not make explicit use 107
did not make frequent use 78
did not make immediate use 49
did not make mistakes and 100
did not make mistakes with 49
did not make possible any 82
did not make progress with 46
did not make provision for 1997
did not make straight for 240
did not mind associating with 58
did not much disagree with 41
did not much interest her 143
did not much interest him 469
did not much interest them 67
did not much manifest his 65
did not much resemble her 67
did not much resemble his 63
did not much resemble that 53
did not much surprise him 102
did not need convincing that 170
did not need financial aid 54
did not once actually cry 50
did not only continue him 56
did not only guaranty him 41
did not only suppress and 55
