dark thread is sometimes spun 53
dark when the procession made 69
dart from an uncertain hand 128
dash went the orchestra into 56
data base is available from 90
data from the behavioral risk 143
data from the clipboard into 336
data from the knowledge base 59
data from the regression line 61
data from the rochester youth 219
data from the specified file 140
data from the temporary file 49
data from the traumatic coma 76
data have an important bearing 133
data into an unreadable form 59
data must be available from 122
data must be available when 46
data must be collected during 61
data must be collected from 533
data must be collected over 291
data must be converted back 47
data must be converted from 236
data must be converted into 605
data must be extracted from 190
data must be organized into 155
data must be protected from 235
data must be retrieved from 163
data must be separated from 53
data must be separated into 46
data over the telephone line 81
data play an important part 78
data play an important role 459
data type is different from 57
data used in calculating these 41
data used to calculate these 136
data used to construct these 133
data will be available from 422
data will be available only 117
data will be available soon 62
data will be available when 168
data will be collected during 138
data will be collected from 519
data will be collected over 116
data will be converted into 103
data will be different from 68
data will be discussed here 166
data will be discussed more 147
data will be extracted from 127
data will be generated from 60
data will be organized into 54
data will be presented from 201
data will be presented here 300
data will be protected from 63
data will be retrieved from 142
date when the proceedings were 64
date will be different from 90
dating from the napoleonic wars 268
days from the effective date 1959
days from the neighboring city 106
days from the specified date 91
days prior to departure from 55
days prior to effective date 325
days were no different from 54
days when the americans were 45
days when the disciples were 96
days when the mountains were 49
days when the railroads were 50
days when we ourselves were 60
dealing from an adversary eager 87
debt will be converted into 50
deep cuts in strategic arms 61
deep into the malignant heart 74
deep plan of retaliation upon 58
died during the intervening years 60
diet high in saturated fats 1230
diet play an important role 60
diet rich in saturated fats 309
dining room is separated from 155
dire need of protection from 49
disc into the vertebral body 101
done during the intervening years 45
done during the napoleonic wars 46
done much to encourage their 68
done much to undermine their 48
done nothing to encourage such 62
down along the riverside were 64
down during the depression years 111
down from an immemorial past 99
down from the conduction band 114
down from the continent into 56
down from the epidermis into 131
down from the highlands along 167
down from the highlands into 220
down from the hillsides into 51
down from the hurricane deck 134
down from the immemorial past 121
down from the mountains along 144
down from the mountains during 528
down from the mountains from 124
down from the mountains have 211
down from the mountains into 3464
down from the mountains just 115
down from the mountains like 613
down from the mountains north 52
down from the mountains only 120
down from the mountains onto 187
down from the mountains over 271
down from the mountains there 51
down from the mountains upon 427
down from the mountains were 346
down from the mountains when 328
down from the primitive ages 64
down from the promenade deck 103
down from the surrounding high 102
down from the surrounding peaks 40
down into my innermost soul 40
down into the countless ages 127
down into the courtyard from 259
down into the episcopal berth 52
down into the fathomless great 54
down into the forgotten past 52
down into the innermost part 43
down into the peninsula from 47
down into the storeroom more 88
down into the subduction zone 100
down into the temperate zone 91
down into the tormented ocean 44
down into the ventricle when 50
down into the yellowish drab 47
down like an avalanche from 90
down like an avalanche upon 696
down like an inundation from 40
down over the centuries from 166
down over the mountains from 61
down over the prostrate form 54
down over the shoulders like 50
down upon an intervening body 43
down upon the islanders from 83
down upon the misguided youth 45
down upon the proceedings from 83
down upon the spectator from 91
draw from it boundless wealth 54
draw from the available data 46
draw lots to determine their 59
draw such an inference from 483
drew from it wonderful airs 52
drew from the countries north 122
drew lots to determine their 97
drew such an inference from 102
drew tears of admiration from 58
drew tears of compassion from 41
drew tears of gratitude from 40
drop from the conduction band 196
drop into the fathomless ooze 54
duct into the pancreatic duct 345
during most of geological time 74
during such an important time 44
dust made the afternoon seem 61
