dare fear 62 dark with 88
dark age 48 dark man 331
data not 45 data are 44
data with 88 data with 171
data are 47 data are 155
data not 46 data are 289
data can 76 data are 42
data not 139 data not 177
data not 101 data that 129
data mean 45 data age 139
data each 44 data all 55
data that 70 data each 61
data any 54 data each 62
data use 75 data all 78
data each 120 data all 117
data both 45 data each 270
data each 147 data how 47
data all 46 data each 84
data how 65 data all 57
data both 47 data each 244
data this 138 data use 49
data for 49 data any 42
data this 93 data this 40
data not 45 data that 61
data all 64 data both 44
data each 77 data this 46
data each 66 date not 87
date not 64 days few 42
days they 65 days its 54
days our 40 days that 600
days they 47 days all 48
days each 48 days its 60
days them 45 days this 190
days yet 43 days for 49
days with 151 days year 223
days death 52 days death 77
days did 41 days had 93
days was 171 dealing with 48
dealing are 57 dealing with 87
dealing are 935 dealing had 119
dealing are 138 dealing and 52
dealing its 47 dealing are 53
dealing and 166 dealing are 43
dealing are 70 dealing are 69
dealing are 58 dealing are 100
dealing and 40 dealing are 1547
dealing can 47 dealing had 77
dealing may 59 dealing are 1732
dealing can 154 dealing cut 46
dealing had 77 dealing may 242
dealing they 85 dealing are 91
dealing are 43 dealing are 277
dealing can 46 dealing may 73
dealing not 73 dealing are 66
dealing death 69 dealing has 70
dealing was 59 dealing are 482
dealing had 66 dealing are 203
dealing had 41 dealing are 50
dealing not 55 dealing are 76
deals are 156 deals are 212
deals for 534 deals and 44
deals are 128 deals are 59
deals are 846 deals can 148
deals are 402 deals can 96
deals are 44 deals with 45
deals are 41 deals are 434
deals are 71 dealt had 52
dealt and 44 dealt was 44
dealt with 40 dealt had 72
dealt are 73 dealt had 76
dealt with 64 dealt had 42
deaths not 54 deaths year 330
deaths year 87 debt its 60
deck that 103 deck men 78
deed she 63 deep any 115
deep all 47 deep that 53
deer elk 44 defy did 44
deny all 54 deny she 68
deny our 159 depth they 56
depth apt 77 desk tie 50
dews not 56 died his 78
died dog 84 dies not 48
diet not 360 diet not 79
diet was 65 dirt may 109
dish then 48 dish with 188
dish with 55 dogs not 101
done and 56 done that 305
done things 144 done not 55
done her 132 done him 302
done his 281 done man 45
done our 187 done thee 90
done them 466 done this 43
done you 433 done him 86
done them 46 done are 83
done are 77 done for 61
done had 53 done was 78
done him 73 done had 154
done has 78 done was 190
done his 102 done its 49
done are 62 done are 42
done with 89 done and 79
doom that 76 door she 51
door out 202 door out 178
door her 242 door him 107
door them 83 door head 55
door that 222 door that 643
door that 277 door key 81
door any 110 door with 49
door his 48 door are 44
door yet 47 door you 113
door she 195 door that 90
door they 158 door two 53
dost that 42 dost thou 80
dost that 531 dour they 78
down she 303 down they 40
down for 43 down him 62
down you 41 down that 52
down they 95 down are 88
down seat 46 down her 41
down off 104 down that 102
down tie 126 down them 63
down that 45 down that 41
down with 190 down new 610
down one 97 down her 86
down his 109 down his 44
down not 100 down with 107
down may 41 down you 282
down had 44 down may 115
down may 343 down who 51
down all 40 down and 46
down arm 106 down his 203
down and 283 down and 105
down his 53 down him 53
down arm 44 down out 205
down old 77 down then 110
down man 58 down see 48
down had 165 down was 357
draw our 75 dread too 59
dream that 162 dream you 88
drew she 260 drew put 63
drew ran 53 drew was 64
drew with 60 drew his 117
drew cut 51 drug are 43
drug use 112 dump are 53
during and 114 during are 94
during for 76 during may 57
during and 82 during for 73
during and 78 during she 65
during for 110 during had 51
during her 83 during she 84
during that 280 during then 145
during was 140 during her 161
during had 133 during was 223
during she 59 during that 41
during his 63 during his 42
during and 211 during that 91
during was 43 during are 72
during did 92 during for 974
during had 220 during has 293
during his 449 during how 57
during long 352 during may 55
during not 186 during now 70
during one 215 during that 1498
during then 216 during they 51
during thus 97 during was 685
during who 188 during with 92
during not 64 during for 51
during has 42 during his 71
during not 81 during was 119
during not 135 during not 250
during not 151 during fear 57
during his 585 during was 49
during any 104 during his 49
during his 95 during they 43
during had 51 during due 57
during his 134 during not 182
during one 94 during that 122
during his 129 during that 99
during his 50 during that 57
during not 48 during all 45
during and 49 during for 46
during and 122 during for 115
during for 43 during was 77
during not 40 dust each 47
duty his 46 duty can 64
duty zeal 47 duty zeal 45
