dais set 56 damn and 75
damn law 49 damp with 48
dare she 43 dare that 117
dare how 48 dare that 135
dare not 71 dare not 268
dare not 43 dare than 95
dare they 220 dare you 45
dare own 42 dare that 40
dare men 40 dare bring 44
dare get 60 dare not 564
dare than 84 dare one 61
dare are 521 dare has 43
dare was 191 dare who 85
dare few 52 dare she 83
dare you 68 dare not 51
dare all 47 dare had 47
dare not 115 dare not 250
dare all 56 dare get 67
dare not 860 dare that 52
dare all 181 dare this 45
dare all 225 dare got 82
dare had 272 dare long 184
dare met 94 dare not 1363
dare read 354 dare that 41
dare all 75 dare all 236
dare him 189 dare his 88
dare how 131 dare she 43
dare that 1402 dare them 100
dare why 43 dare him 113
dare not 40 dare that 552
dare this 73 dare you 145
dare not 98 dare all 90
dare get 327 dare hear 149
dare lay 50 dare let 61
dare not 2375 dare now 60
dare say 141 dare see 390
dare things 56 dare and 59
dare you 54 dare things 1102
dare things 88 dare things 52
dare you 53 dare and 43
dare and 181 daring than 43
dark not 76 dark bed 112
dark was 72 dark was 61
dark was 90 dark was 105
dark was 40 dark all 151
dark not 60 dark too 41
dark for 54 dark but 48
dark for 49 dark not 54
dark with 57 dark she 71
dark was 231 dark red 50
dark and 43 dark got 48
dash out 52 dash his 71
dash that 53 data for 84
data they 47 data are 169
data for 49 data and 70
data for 260 data being 250
data one 152 data for 129
data that 41 data for 286
data they 41 data for 97
data for 87 data for 171
data but 41 data out 174
data for 42 data out 78
data any 545 data that 346
data this 97 data any 88
data any 88 data out 142
data any 267 data that 189
data this 49 data are 52
data and 43 data and 50
data are 58 data are 46
data are 58 data and 42
data are 54 data are 49
data and 125 data and 81
data are 108 data has 74
data was 180 data are 173
data are 57 data are 151
data are 42 data was 88
data for 41 data than 46
data than 51 data one 46
data for 625 data than 77
data than 115 data than 102
data and 67 data are 50
data for 535 data this 42
data them 54 data you 168
data them 42 data cut 61
data put 75 data read 355
data for 177 data not 261
data for 157 data not 55
data use 141 data with 49
data with 65 data for 71
data was 86 data and 197
data with 219 date for 101
date than 58 date are 140
date not 97 date than 211
date out 101 date that 44
date out 75 date set 291
date set 199 date set 1135
date set 50 date set 420
date than 51 date that 56
date now 44 date with 52
date set 285 date set 85
date and 48 date long 48
date old 50 date for 54
date for 40 date for 41
date and 53 date kid 53
dating and 85 dating not 65
dawn and 56 dawn and 75
dawn far 139 days not 142
days she 60 days that 271
days was 73 days her 60
days him 161 days not 41
days she 50 days was 210
days all 44 days all 127
days that 137 days you 99
days for 76 days for 47
days and 230 days but 66
days for 90 days with 64
days but 42 days than 53
days with 50 days with 41
days and 163 days for 74
days than 825 days than 3026
days for 46 days they 45
days you 71 days that 95
days are 56 days that 49
days are 76 days was 154
days off 59 days them 40
days for 46 days for 361
days but 54 days for 55
days off 40 days him 74
days out 85 days them 47
days for 65 days them 54
days was 61 days off 50
days off 57 days out 110
days not 55 days all 187
days not 95 days not 53
days that 61 days for 42
days are 40 days not 268
days not 138 days see 185
days but 47 days now 45
days and 173 days for 45
days now 54 days and 75
days now 84 days for 72
days long 73 days few 60
days yet 207 days far 52
days long 84 days they 96
days and 44 days and 42
days than 58 days for 63
days than 74 days than 1158
days not 52 days not 44
days out 55 days any 121
days how 77 days that 108
days for 45 days long 1092
days long 105 days any 157
days for 47 days lead 48
days our 112 days yet 49
days and 60 days cut 438
days easy 89 days was 41
days she 87 days they 44
days and 45 days and 42
days and 54 days pay 68
days than 51 days but 56
days too 63 days with 110
days one 64 days her 52
days him 107 days with 44
days for 76 days she 52
days ill 68 days all 91
days and 223 days are 47
days and 83 days and 350
days are 52 days all 67
days and 84 days lay 69
days was 51 days for 86
days for 52 days men 42
days not 111 days not 43
days not 111 days sat 122
days not 101 days for 68
days far 95 days but 62
days but 112 days out 93
days with 59 days but 78
days two 46 days with 43
days long 57 days being 125
days than 56 days than 43
days now 40 days was 118
days for 129 days and 425
days see 49 days that 44
days but 54 dealing with 80
dealing them 73 dealing things 100
dealing who 56 dealing for 137
dealing they 88 dealing you 50
dealing man 43 dealing than 55
dealing for 274 dealing out 109
dealing and 72 dealing and 1876
dealing are 111 dealing but 45
dealing for 238 dealing than 50
dealing that 280 dealing they 57
dealing with 59 dealing than 108
dealing and 66 dealing and 48
dealing and 58 dealing and 465
dealing for 45 dealing and 119
dealing and 52 dealing him 54
dealing they 91 dealing and 91
dealing one 57 dealing than 61
dealing and 55 dealing they 96
dealing than 51 dealing not 95
dealing they 482 dealing not 66
dealing that 131 dealing this 82
dealing than 58 dealing and 65
dealing was 72 dealing had 45
dealing and 40 dealing are 109
dealing man 74 deals him 117
deals who 134 deals things 54
deals and 101 deals and 44
deals and 159 deals than 316
deals and 229 deals and 49
dealt with 48 dealt with 48
dealt with 109 dealt things 45
dealt with 84 dealt not 75
dealt for 46 dealt was 41
dealt not 51 dealt way 58
dealt and 133 dealt that 154
dealt and 205 dealt for 189
dealt with 122 dealt than 71
dealt than 75 dealt own 66
dealt they 95 dealt and 62
dealt and 53 dealt and 45
dealt and 46 dealt they 51
dealt and 40 deaths lung 72
deaths this 67 deaths one 48
deaths die 563 deaths than 50
debt are 65 debt was 50
debt him 52 debt pay 90
debt him 62 debt and 48
debt off 219 debt than 70
debt than 75 debt and 56
debt off 292 debt for 50
deck air 51 deck was 135
deck for 75 deck with 129
deck than 86 deck and 45
deed him 45 deem not 59
deep his 61 deep than 102
deep than 212 deep and 48
deep long 214 deep long 136
deep for 51 deep for 171
deep long 111 deep that 41
deep dug 98 deep not 47
deep not 96 deep not 41
deep for 68 deep for 180
deer too 59 deny are 231
deny may 127 deny was 137
deny that 107 deny and 103
deny and 51 deny are 208
deny neat 46 deny god 143
deny are 63 deny things 71
deny than 43 deny was 45
deny had 259 deny was 40
deny for 42 deny has 96
deny was 97 deny was 45
deny was 60 deny you 50
deny did 76 deny had 165
deny any 59 deny any 2519
deny both 40 deny had 160
deny not 74 deny this 51
deny that 65 deny any 66
deny any 46 deny all 138
deny being 41 deny both 62
deny his 75 deny mean 112
deny men 49 deny not 109
deny that 85 deny man 70
deny any 390 deny had 79
deny not 152 deny that 107
deny him 88 deny not 137
deny that 101 depth with 103
depth than 88 depth than 46
depth than 227 depth than 124
depth for 86 desk for 56
desk his 64 desk and 315
desk with 242 desk for 40
desk out 43 desk that 146
desk for 55 desk her 118
desk his 161 desk too 43
desk her 60 desk off 41
desk and 372 desk and 71
desk out 47 desk and 104
diary for 41 diary was 42
died for 66 died who 90
died her 70 died him 114
died his 44 died had 45
died was 204 died was 65
died had 86 died was 734
died was 45 died was 52
died son 51 died had 47
died was 64 died and 56
died had 124 died was 194
died was 166 died son 96
died her 43 died was 143
died him 46 died all 61
died going 47 died not 41
died out 150 died not 41
died ago 40 died ago 47
died ago 101 died had 67
died and 54 died and 135
died she 114 died and 3278
died but 68 died that 271
died was 48 died and 100
died his 52 died out 116
died way 43 died him 156
died was 136 died not 86
died for 44 died her 81
died with 60 died that 49
died and 205 dies goes 44
dies may 66 diet any 59
diet any 53 diet any 56
diet for 63 diet and 59
diet and 55 diet but 48
diet man 42 diet for 52
diet with 194 dine they 200
dine day 102 dine day 1011
dine day 81 dine they 78
dine and 312 dine day 163
dine day 53 dine you 52
dining than 48 dining day 74
dining and 402 dirt was 51
dirt mud 57 dirt and 44
dirt and 103 dirt dug 63
dish with 133 dish and 43
dish and 94 disk any 63
disk his 64 disk use 44
dogs and 90 dogs not 182
dogs that 62 dogs and 41
dogs him 45 dogs them 46
dogs new 327 dogs them 41
dogs her 45 dogs but 53
dogs day 45 dogs fed 60
dogs fed 72 dogs them 47
dogs they 80 doll are 50
doll for 46 doll her 40
doll its 59 doll and 48
doll and 91 doll and 42
done than 480 done and 56
done long 43 done for 89
done and 48 done and 51
done for 72 done was 99
done and 69 done for 136
done art 66 done for 40
done for 89 done and 124
done for 190 done got 100
done how 43 done for 53
done they 90 done you 148
done with 66 done doing 47
done has 42 done they 105
done was 62 done you 68
done they 75 done you 56
done and 57 done for 69
done they 42 done was 71
done that 41 done are 118
done was 284 done all 182
done not 80 done say 40
done that 261 done man 154
done that 115 done got 41
done not 47 done not 126
done who 44 done for 69
done and 41 done and 49
done she 49 done they 144
done for 136 done man 118
done man 67 done her 57
done than 90 done and 43
done she 179 done she 246
done his 170 done now 49
done than 313 done all 57
done she 46 done they 76
done and 51 done and 126
done than 41 done man 46
done than 58 done his 41
done than 49 done they 194
done they 214 done and 43
done and 65 done than 109
done was 55 done you 179
done you 300 done his 49
done two 48 done and 59
done and 54 done and 89
done and 57 done and 326
done and 54 done them 58
done and 123 done with 49
done own 43 done can 68
done for 60 done and 41
done they 73 done for 44
done than 66 done and 87
done her 55 done him 54
done you 61 done them 48
done ago 171 done ago 81
done doing 49 done and 131
done not 226 done not 199
done and 43 done things 44
done not 328 done that 250
done not 398 done than 153
done own 44 done and 201
done with 50 done but 48
done for 51 done with 69
done ago 144 done ago 87
done not 45 done for 62
done than 42 done than 46
done for 57 done things 131
done things 41 done who 126
done man 223 done and 357
done for 121 done yet 110
done and 132 done and 92
done than 40 done and 49
done and 89 done she 62
done and 88 done and 40
done and 143 done and 55
done and 47 done and 75
done yet 49 done man 49
done and 136 done they 62
done they 223 done and 40
done sum 49 done man 94
done this 189 done and 51
done that 45 doom her 61
doom him 59 doom them 43
doom him 70 door bed 129
door her 129 door his 326
door for 45 door was 67
door was 58 door her 57
door his 41 door her 42
door his 68 door and 100
door near 89 door with 363
