day are whipped and scourged 45
day can conduct its votaries 55
day for infants and children 82
day for parents and children 94
day her husband was murdered 46
day its penance did maintain 51
day they harried and pestered 60
deal with anxiety and conflict 101
deal with briefly and candidly 55
deal with european and american 106
deal with everything that concerns 102
deal with foreign and domestic 131
deal with general and specific 132
deal with jesters and fiddlers 90
deal with language and cultural 43
deal with matters not reserved 57
deal with parents and children 84
deal with persons and property 50
deal with private and personal 475
dean for research and graduate 88
death and suffering and unvoiced 240
death for heinous and grievous 111
death for infants and children 60
death our ancient and approved 45
dial ten degrees for intimating 91
did and everything that happened 133
did her peaceful yet watchful 46
did not abandon his attempts 106
did not abandon his critical 45
did not abandon his intention 139
did not abandon his interest 304
did not abandon his literary 86
did not abandon his original 76
did not abandon his religious 41
did not abandon its attempts 52
did not abandon its interest 53
did not account for inflation 50
did not account for possible 92
did not account for potential 42
did not account for variations 67
did not achieve any immediate 44
did not achieve any positive 74
did not achieve its expected 57
did not achieve its immediate 103
did not achieve its intended 518
did not achieve its original 158
did not achieve its potential 42
did not achieve its purposes 40
did not achieve its ultimate 87
did not acquire any interest 113
did not acquire any property 72
did not acquire his interest 63
did not address any personal 50
did not address any specific 45
did not address her directly 63
did not address him directly 88
did not address them directly 71
did not address this argument 98
did not advance this argument 113
did not approve this proposal 79
did not attempt any analysis 54
did not attempt any complete 50
did not attempt any detailed 58
did not attempt any disguise 119
did not attempt his retention 82
did not attract any attention 641
did not attract any interest 54
did not attract her attention 129
did not attract his attention 646
did not attract our attention 101
did not believe her daughter 124
did not believe him innocent 48
did not believe his daughter 127
did not believe his promises 83
did not believe new elections 48
did not believe one syllable 48
did not believe she deserved 188
did not believe that absolute 93
did not believe that africans 98
did not believe that american 844
did not believe that australia 42
did not believe that bismarck 52
did not believe that business 68
did not believe that catholics 40
did not believe that children 459
did not believe that christian 112
did not believe that complete 62
did not believe that economic 200
did not believe that education 232
did not believe that elizabeth 57
did not believe that equality 61
did not believe that everyone 191
did not believe that evolution 59
did not believe that humanity 65
did not believe that increased 107
did not believe that inflation 52
did not believe that japanese 46
did not believe that military 96
did not believe that miracles 56
did not believe that monetary 43
did not believe that morality 81
did not believe that nineteen 40
did not believe that nonsense 45
did not believe that ordinary 77
did not believe that pakistan 55
did not believe that personal 52
did not believe that physical 110
did not believe that politics 119
did not believe that progress 134
did not believe that property 123
did not believe that religious 129
did not believe that salvation 80
did not believe that secession 65
did not believe that security 45
did not believe that socialism 204
did not believe that students 115
did not believe that washington 58
did not believe that whatever 59
did not believe they deserved 105
did not believe they designed 65
did not believe this doctrine 131
did not believe this nonsense 42
did not believe this possible 168
did not believe was possible 205
did not benefit them directly 51
did not capture his attention 47
did not capture his interest 48
did not cohabit with catherine 62
did not command his attention 65
did not compete with american 133
did not compete with domestic 191
did not concern her directly 124
did not concern him directly 176
did not concern him overmuch 133
did not concern them directly 211
did not condemn this practice 54
did not conduct any business 116
did not conduct its business 44
did not confess and proclaim 45
did not confine her attention 47
did not confine his activity 220
did not confine his advocacy 47
did not confine his analysis 72
did not confine his attempts 72
did not confine his attention 1572
did not confine his business 54
did not confine his campaign 46
did not confine his comments 60
did not confine his energies 199
did not confine his exertions 122
did not confine his humanity 44
did not confine his interest 301
did not confine his literary 70
did not confine his ministry 69
did not confine his practice 55
did not confine its activity 68
did not confine its attention 288
did not confine its interest 40
did not confine this humanity 70
did not confirm this suspicion 66
did not confuse his judgment 52
did not consume and consumed 44
did not contain any articles 41
did not contain any concrete 91
did not contain any definite 94
did not contain any detailed 99
did not contain any elements 84
did not contain any evidence 188
did not contain any exception 49
did not contain any explicit 262
did not contain any positive 58
did not contain any proposal 74
did not contain any provision 1760
did not contain any questions 68
did not contain any specific 801
did not contain one sentence 45
did not contain one syllable 45
did not contain that provision 52
did not contain this provision 270
did not control for possible 87
did not control for potential 65
did not control that movement 62
did not declare any dividend 54
did not declare his intention 104
did not declare our readiness 44
did not decline but actually 48
did not decline but increased 64
did not decrease but actually 52
did not decrease but increased 151
did not decrease with distance 45
did not decrease with increased 46
did not deliver and transmit 41
did not deserve any attention 58
did not deserve any kindness 43
did not deserve her kindness 56
did not deserve his attention 69
did not deserve his kindness 40
did not deserve that treatment 70
did not deserve this reproach 48
did not deserve this treatment 196
did not destroy his interest 57
did not destroy its activity 47
did not devalue her currency 54
did not devalue its currency 135
did not develop any clinical 65
did not develop any specific 80
did not develop any symptoms 155
did not develop his argument 54
did not develop his doctrine 44
did not develop this argument 80
did not discern any symptoms 75
did not discuss any specific 66
did not discuss her personal 45
did not discuss his business 57
did not discuss his personal 68
did not display any activity 43
did not display any enthusiasm 68
did not display any evidence 82
did not display any interest 151
did not display any readiness 41
did not display any symptoms 47
did not display any tendency 44
did not display that firmness 41
did not dispute his authority 53
did not dispute his liability 77
did not dispute this assertion 41
did not disturb his education 53
did not disturb his serenity 89
did not disturb his slumbers 49
did not disturb that operation 42
did not endorse any specific 66
did not endorse this proposal 41
did not enhance his prestige 63
did not enhance its prestige 40
did not enhance with contrast 45
did not exactly say vanished 82
did not examine them minutely 40
did not exhaust all possible 53
did not exhaust his capacity 53
did not exhaust his energies 147
did not exhaust his interest 46
did not exhaust his patience 43
did not exhibit any activity 61
did not exhibit any apparent 54
did not exhibit any clinical 42
did not exhibit any distinct 130
did not exhibit any evidence 122
did not exhibit any movement 41
did not exhibit any specific 65
did not exhibit any symptoms 195
did not exhibit any tendency 74
did not exhibit this property 74
did not exhibit this tendency 47
did not explain his presence 62
did not express any concerns 62
did not express any definite 137
did not express any enthusiasm 41
did not express any intention 267
did not express any interest 289
did not express any negative 56
did not express any objection 182
did not express any scruples 44
did not express any specific 50
did not express any surprise 276
did not express his personal 134
did not express our profound 53
did not express them publicly 55
did not falsely and unjustly 55
did not flatter his audience 46
did not foresee and foretell 44
did not foresee any immediate 72
did not foresee any problems 304
did not foresee how speedily 83
did not forfeit his interest 51
did not forfeit his property 49
did not fulfill his contract 75
did not fulfill his promises 144
did not fulfill its original 56
did not fulfill its potential 52
did not fulfill its promises 131
did not fulfill this condition 66
did not furnish any evidence 62
did not furnish him speedily 65
did not gratify his curiosity 44
did not however long continue 54
did not imagine him otherwise 52
did not imagine that pericles 51
did not improve her condition 160
did not improve her relations 54
did not improve her situation 63
did not improve his attitude 40
did not improve his condition 264
did not improve his personal 89
did not improve his relations 242
did not improve his situation 97
did not improve our condition 47
did not improve our relations 69
did not improve our situation 75
did not improve this situation 103
did not improve with practice 77
did not improve with treatment 104
did not include all possible 103
did not include any analysis 58
did not include any authority 41
did not include any children 61
did not include any detailed 81
did not include any estimate 59
did not include any evidence 50
did not include any examples 60
did not include any explicit 196
did not include any financial 47
did not include any interest 109
did not include any military 47
did not include any patients 50
did not include any personal 51
