db for each halving of 115
do all and dares do 63
do all and every thing 219
do all but which of 88
do all one could to 62
do all our views of 41
do all she could do 53
do all she could in 137
do all she could to 5381
do all she wants to 52
do all that could be 2718
do all that might be 782
do all that needs to 1026
do all that ought to 266
do all that shall be 147
do all that stuff in 66
do all that stuff to 62
do all that which he 101
do all that which is 99
do all that which the 41
do all that which we 45
do all that within me 42
do all that would be 288
do all they could by 81
do all they could do 150
do all they could in 390
do all they could to 13695
do all they ought to 63
do all things after the 46
do all things preach the 264
do all things which he 157
do all things which it 78
do all things which the 205
do all things which to 67
do all things which we 138
do all things within the 64
do all this stuff in 50
do all this stuff to 53
do all this under the 301
do all this while the 62
do all this within the 197
do all this would be 100
do all thou canst to 59
do all you could do 45
do all you could to 602
do and are proud of 90
do and are willing to 788
do and bear every thing 40
do and for which he 162
do and for which it 41
do and for which we 126
do and goes about it 61
do and how shall we 434
do and not wanting to 82
do and say about it 44
do and say about the 73
do and say anything he 76
do and say anything to 891
do and say every thing 65
do and she would do 78
do and that which he 96
do and that which is 53
do and that which we 62
do and that would be 100
do and then click go 339
do and then stick to 42
do and they would do 93
do and was about to 76
do and was willing to 121
do and who shall be 130
do and who would be 49
do and who would do 41
do any act tending to 158
do any act which by 44
do any act which he 932
do any act which in 46
do any act which is 954
do any act which it 481
do any act which the 390
do any act within the 100
do any and every thing 232
do ask him where the 71
do but for which he 47
do but hang about the 85
do but hang round the 48
do but lay aside the 45
do but lean about in 51
do but lie about as 43
do but sit about the 69
do but that which is 54
do does not change the 126
do does not count as 90
do each and every thing 151
do ease and grace to 221
do err not knowing the 312
do fit his level of 43
do for all kinds of 134
do for all sorts of 91
do for all types of 49
do for any woman in 45
do for her child is 47
do for her mother if 70
do for her would be 256
do for him after he 110
do for him after the 761
do for him anything he 40
do for him quite as 90
do for him under the 56
do for him until he 75
do for him while he 94
do for him would be 360
do for his child is 59
do for his people in 108
do for his valor in 60
do for its people is 52
do for men grown as 127
do for one reason or 132
do for six weeks to 69
do for that which is 120
do for them within the 164
do for them would be 201
do for this class of 67
do for you shall be 77
do for you under the 61
do for you while we 40
do for you worthy of 43
do for you would be 227
do hear them speaking in 65
do her head would be 41
do her own share of 41
do him all kinds of 85
do him all sorts of 48
do him any favor in 51
do his job while he 49
do his own cooking in 43
do his own share of 200
do his own thinking in 122
do his own thinking is 111
do his own thinking on 96
do ill who trust to 49
do its own share of 62
do men and women do 309
do men and women go 55
do men and women in 529
do men and women of 536
do men run after it 230
do nor can admit of 73
do nor say anything to 59
do not act after the 80
do not act alike in 61
do not act alone in 228
do not act alone or 48
do not act quite so 46
do not act under the 384
do not act until the 78
do not act within the 153
do not add anything in 42
do not add anything of 255
do not add anything to 3007
do not add color or 45
do not add color to 43
do not add reason as 45
do not add sugar or 55
do not add sugar to 111
do not add value in 91
do not add value or 62
do not add value to 1904
do not add water to 170
do not all admit it 43
do not all admit of 73
do not all adopt the 93
do not all agree as 652
do not all agree in 1035
do not all agree on 5155
do not all agree to 255
do not all appear at 373
do not all appear in 446
do not all appear on 86
do not all appear to 518
do not all apply to 378
do not all arise in 45
do not all begin at 89
do not all begin to 93
do not all belong in 66
do not all belong to 2504
do not all bloom at 86
do not all build in 72
do not all carry the 208
do not all change at 169
do not all change in 121
do not all claim to 54
do not all cover the 123
do not all cross the 91
do not all decay at 45
do not all engage in 62
do not all enjoy the 232
do not all enter the 126
do not all exist at 103
do not all exist in 157
do not all focus at 41
do not all focus on 78
do not all hatch at 104
do not all laugh at 53
do not all occur at 461
do not all occur in 505
do not all occur on 53
do not all offer the 143
do not all place the 66
do not all point in 515
do not all point the 49
do not all point to 196
do not all refer to 471
do not all ripen at 464
do not all serve in 89
do not all serve the 95
do not all share in 230
do not all share the 1444
do not all sound as 40
do not all sound the 105
do not all stand in 213
do not all stand on 244
do not all start at 140
do not all start in 94
do not all unite in 71
do not all value the 50
do not all weigh the 94
do not all which is 48
do not all wince at 53
do not all yield the 78
do not are known as 88
do not ask about it 490
do not ask about me 61
do not ask about my 239
do not ask about the 1550
do not ask after the 156
do not ask anything in 137
do not ask anything of 740
do not ask either of 44
do not ask jesus to 61
do not ask mercy of 75
do not ask others to 423
do not ask people if 58
do not ask people to 839
do not ask where he 213
