dare them 43 daring ice 44
dark and 44 dark are 53
dart they 61 dash and 68
dash with 58 data for 142
data for 347 data for 98
data for 44 data and 58
data than 42 data for 98
data than 146 data for 185
data than 66 data than 86
data than 55 data for 68
data and 45 data and 58
data for 267 data for 144
data are 42 data are 103
data are 102 data are 63
data for 47 data and 62
data out 75 data and 92
data him 82 data them 173
data you 228 data and 47
date are 107 date are 75
date you 57 date and 56
date are 69 date for 52
date and 43 date are 70
date for 84 date and 71
date are 192 date for 45
date tax 60 date for 53
date for 48 date than 336
days are 61 days and 115
days are 149 days that 85
days with 62 days them 52
days she 74 days they 73
days and 97 days they 119
days with 48 days and 277
days had 60 days she 110
days they 123 days with 140
days and 57 days she 65
days they 49 days all 65
days and 1197 days are 127
days did 239 days for 223
days god 44 days had 254
days his 51 days now 75
days she 369 days that 508
days they 858 days this 88
days was 202 days with 600
days you 49 days and 50
days for 52 days them 117
days and 45 days for 43
days with 838 days out 58
days and 105 days and 86
days than 42 days him 53
days with 109 days for 462
days and 44 days than 68
days than 42 days and 43
days six 74 days with 67
days that 146 dealing and 51
dealing and 42 dealing and 70
dealing and 72 dealing and 48
dealing that 98 dealing and 326
dealing and 55 dealing and 98
dealing and 42 dealing and 88
dealing and 102 dealing has 40
dealing and 155 dealing men 182
dealing and 42 dealing and 86
dealing and 508 dealing are 351
dealing can 93 dealing for 135
dealing has 104 dealing may 43
dealing that 180 dealing was 153
dealing with 57 dealing and 50
dealing are 122 dealing him 42
dealing and 51 dealing that 123
dealing and 54 dealing men 47
deals that 56 deals that 47
deals and 41 deals and 344
deals that 48 dealt that 50
dealt and 40 dealt and 131
dealt may 48 dealt and 149
debt with 124 debt for 42
debt and 43 debt for 49
debt and 46 debt and 45
debt than 42 debt than 45
debt than 42 deck out 84
deed god 1941 deed and 40
deem was 113 deep and 87
deep can 54 deep her 67
deep man 100 deep are 50
deep and 46 deep for 508
deep and 58 deep heat 102
deer and 215 deer are 50
deer and 83 defy and 50
deny and 299 deny are 113
deny had 84 deny are 49
deny any 225 deny are 45
deny was 54 deny and 52
depth and 49 depth than 56
desk her 90 desk out 92
desk for 269 desk for 41
desk for 118 died and 94
died that 44 died with 193
died with 132 died her 66
died him 154 died had 47
died and 44 died near 81
died with 249 died his 83
died her 83 died him 42
died him 60 died his 88
died this 55 died and 57
died her 48 died him 89
died his 105 died that 88
died and 69 died with 67
died and 45 died her 81
died his 196 died they 48
died and 305 died her 186
died him 324 died his 308
died she 87 died that 70
died this 127 died and 222
died than 50 died for 55
died and 67 diet for 53
diet and 71 diet with 69
diet and 56 diet and 44
dirt that 101 dish and 47
dish her 68 disk and 73
disk are 79 disk for 43
docs that 155 dogs not 100
dogs are 61 dogs and 43
dogs and 87 dogs out 46
dogs and 68 dogs with 47
dogs and 93 done they 41
done them 47 done not 1449
done than 58 done you 126
done for 47 done than 212
done than 68 done and 49
done than 40 done with 49
done than 59 done than 70
done than 65 done his 73
done being 54 done than 96
done but 46 done than 49
done and 110 done her 64
done him 41 done you 50
done for 41 done and 74
done with 43 done and 47
done with 43 done and 41
done and 328 done and 46
done and 60 done and 99
done and 67 done and 92
done than 67 done ease 71
done end 41 done that 119
done and 74 done and 40
done who 55 door her 92
door him 63 door that 46
door and 48 door and 103
door with 80 door her 140
door him 451 door them 43
door than 173 door him 61
door and 94 door and 455
door but 64 door for 146
door with 56 door and 104
door and 281 door for 122
door and 989 door for 638
door that 43 door with 64
door off 288 door and 50
door her 295 door him 463
door them 246 door and 106
door for 109 door too 106
door and 48 door and 299
door for 691 door and 79
door her 421 door him 465
door them 71 door out 62
door and 81 door and 57
door and 84 door she 50
door her 84 door him 127
door them 83 door for 76
door she 42 door her 379
door him 752 door his 65
door them 862 door you 42
door for 51 door for 67
door than 52 door and 42
door son 94 dose and 49
dost now 96 dost with 181
dost thou 58 down but 46
down for 40 down her 58
down and 95 down and 89
down for 108 down with 133
down for 127 down cup 176
down and 149 down with 390
down with 874 down and 41
down with 375 down and 47
down new 42 down out 72
down with 77 down with 99
down you 61 down sip 147
down all 53 down his 136
down them 109 down with 44
down for 45 down out 102
down yet 61 down than 50
down and 107 down nap 41
down out 109 down her 155
down she 103 down and 232
down and 48 down and 51
down his 82 down his 104
down and 52 down his 40
down his 87 down for 59
down than 101 down his 100
down and 111 down him 43
down and 378 down and 58
down and 307 down being 46
down and 123 down she 40
down and 403 down with 171
down and 100 down and 138
down and 42 down and 87
down and 59 down and 66
down and 87 down all 47
down and 314 down that 57
down and 148 down and 60
down and 937 down and 739
drag and 98 drag are 239
draw him 149 draw her 116
draw his 91 draw her 95
draw with 86 draw his 57
draw his 73 draw his 175
draw them 58 draw and 48
dread than 61 dream this 100
dream are 82 dream and 91
drew him 55 drew her 73
drew her 63 drew him 49
drew his 104 drew him 42
drew her 56 drew her 46
drew her 159 drew her 205
drew him 1723 drew him 43
drew and 74 drew him 55
drew his 97 drew her 281
drew her 1283 drew his 86
drew her 73 drew his 961
drew her 94 drew her 191
drew her 77 drew her 746
drew her 58 drew than 76
drew her 137 drew his 50
drew and 52 drew his 147
drew him 100 drew her 46
drew her 42 drew his 1423
drew arm 45 drew her 73
drew his 5132 drew them 54
drew his 41 drew his 98
drew his 46 drew his 146
drew him 114 drew her 82
drew his 75 drew his 45
drew his 107 drew for 114
drew and 153 drop any 43
drop for 46 drop and 125
drug and 99 drug and 81
duel with 40 duke him 50
duke with 46 during has 637
during year 45 during and 125
during with 59 during now 56
during and 91 during was 79
during and 388 during with 91
during them 63 during with 64
during and 144 during was 76
during year 609 during and 45
during them 88 during and 59
during and 43 during that 90
during that 129 during for 58
during year 118 during that 131
during that 43 during that 41
during for 72 during not 66
during that 197 during with 57
dust out 45 dust and 120
dust how 53 duty and 121
