damnedest escaped 44 daughters married 42
daughters together 66 decorated crosses 42
dedicated leisure 56 defendant conduct 102
delineated history 60 delivered enemies 85
delivered fretted 127 delivered hundred 142
delivered thousand 84 delivered hundred 105
delivered thousand 141 departure country 71
dependent everything 179 dependent everything 67
dependent support 368 dependent efforts 73
dependent subject 45 dependent everything 184
dependent support 3126 dependent ability 70
dependent conduct 52 dependent efforts 428
dependent efforts 40 dependent mankind 46
dependent support 57 dependent support 51
dependent control 43 dependent efforts 70
dependent everything 98 dependent support 1205
dependent support 583 derivable essence 125
described limited 67 described include 66
described involve 41 described provide 42
described require 106 described hundred 91
described decades 62 described hundred 53
described thousand 64 described kindred 44
describes hundred 82 designate central 119
desirable account 55 desperate sources 40
despotism defending 44 destroyed hundred 214
destroyed hundred 52 destroyed thousand 46
destroyed hundred 185 destroyed thousand 100
determine fortune 49 determine congress 54
determine capable 40 determining involve 61
determining welfare 49 developed species 151
developed purpose 74 developed hundred 236
developed decades 191 developed hundred 226
developed thousand 63 diagnostic poisoning 41
different friends 48 different previous 93
different superior 227 different related 55
different similar 87 different existed 111
different noticed 47 different inferior 175
different similar 68 different natural 168
different brothers 53 different usually 42
different because 109 different country 74
different culture 87 different society 143
different eternal 40 different females 48
different private 66 different regular 49
different current 47 different forward 394
different respect 125 different service 107
different forward 122 different differing 325
different purpose 49 different connect 49
different express 58 different specify 44
different uttered 70 different married 42
difficult friends 44 difficult capered 44
difficult require 40 difficult heroine 67
difficult imagine 99 difficult country 122
difficult husband 55 difficult concept 47
disappears entered 81 disciples preached 183
disciples defiled 57 discussed limited 82
discussed include 47 dismissal offices 187
dismissed offices 44 dismissed charges 56
dismissed offices 883 dismissed official 46
dismissed because 103 dismissed because 206
dismissed enjoyed 64 disordering religion 52
displaced position 153 displayed ability 75
distinguish material 62 distinguish species 42
distinguish deserving 56 documents aspects 44
documents subject 210 doubtless existed 57
duplicate allowed 66 duplicate allowed 64
