damp but not soaking wet 54
damp earth and growing things 41
damp earth cut short his 42
dare not and could not 89
dare not and would not 62
dare not ask either for 60
dare not say bless you 43
dare say she could not 47
dare say she knows all 60
dare say she likes you 60
dare say she would not 331
dare say that every one 123
dare say that judith has 59
dare say they could not 67
dare say they would not 321
dare say you agree with 77
dare say you could get 81
dare say you could not 149
dare say you might get 70
dare say you never did 47
dare say you never saw 124
dare say you would both 42
dare say you would get 40
dare say you would not 918
dare with him alike both 51
daring men and women who 148
daring than that which was 50
dark and she could hear 63
dark and she could not 631
dark and she could see 273
dark and they could not 458
dark and they could see 101
dark and they would not 43
dark and you could not 247
dark and you could see 80
dark but she could see 90
dark for two hours and 48
dark meat and white meat 73
dark men and women who 59
dark red and light red 125
dark than that which they 118
dark that ben could not 47
dark that one could not 480
dark that one could see 72
dark that she could not 752
dark that she could see 165
dark that they could not 1193
dark that they could see 190
dark that they would not 42
dark that you could not 656
dark that you could see 52
dart out and seize them 163
data and log files are 143
data are not given but 53
data are not given for 223
data are not known with 91
data are not shown for 108
data are not valid for 50
data are too crude and 41
data are too loose and 56
data are too meager for 114
data can not prove that 66
data did not agree with 207
data did not allow for 289
data did not allow them 62
data did not exist for 108
data did not prove that 48
data did not reveal any 509
data did not yield any 82
data does not agree with 203
data does not allow any 121
data does not allow for 485
data does not allow one 142
data does not allow this 41
data does not exist for 327
data does not imply that 490
data does not prove that 266
data does not reveal any 180
data for any given year 181
data for both males and 122
data for both sexes are 46
data for each group and 46
data for each group are 148
data for each period are 47
data for each region and 45
data for each state and 104
data for each state are 49
data for that period are 91
data for this chart are 56
data for this curve are 122
data for this graph are 84
data for this group are 184
data for this method are 55
data for this model are 94
data for this paper and 52
data for this paper are 324
data for this paper was 215
data for this period and 58
data for this period are 488
data for this region are 124
data for this study and 268
data for this study are 1727
data for this study can 47
data for this study had 60
data for this study has 146
data for this study was 1882
data for this table and 42
data for this table are 325
data for this table was 87
data for this thesis was 51
data may not agree with 46
data one can infer that 132
data one may infer that 44
data set and found that 141
data that are often not 67
data that are valid and 74
data that are valid for 48
data that they could not 91
data that they could use 48
data that they would not 54
data that you could not 56
data that you could use 42
data that you might not 49
data that you would not 62
data they are looking for 81
data they are working with 88
data you are looking for 344
data you are working with 463
date and not later than 108
date but not later than 121
date does not agree with 244
date does not allow for 41
date does not prove that 116
date does not tally with 75
date for that evening and 89
date for that night and 40
date for this event was 60
date not being later than 396
date one day later than 49
date one year after death 129
date one year later than 41
date than that which has 50
dating for six months and 50
days ago and asked him 75
days ago and could not 77
days ago and found him 43
days ago and since then 104
days ago and thrown his 60
days ago and would not 43
days ago but could not 42
days ago she could not 86
days ago she would not 114
days ago you could not 67
days ago you would not 47
days all too short and 48
days all too short for 42
days and not later than 811
days and not longer than 69
days and one night and 79
days and one night for 40
days and one night they 53
days and one night with 79
days and she could not 165
days and she would not 54
days and then colin was 66
days and then taken out 135
days and they could not 133
days and they would not 56
days and who shall not 44
days and you would not 55
days are set apart for 361
days are set aside for 596
days are six months long 40
days are then longer than 46
days are too short and 111
days are too short for 478
days being set aside for 50
days but not later than 148
days but not longer than 47
days did not belie his 47
days did not build them 154
days did not cause any 81
days for being drunk and 52
days pay for every day 56
days she had known him 64
days she had loved her 57
days she had spent with 540
days than any which this 81
days that had begun with 109
days that she could not 190
days that she would not 57
days that they could not 149
days that they would not 67
days that thou shalt lie 298
days that you could not 47
days that you would not 283
days they are taken out 124
days they had known each 45
days they had spent with 74
days they thus lived all 50
days with her father and 107
days with her mother and 109
days with his father and 116
days with his mother and 180
days with his worthy old 76
days you may labor and 104
dealing not with facts but 47
dealing with all sorts and 183
dealing with both civil and 120
dealing with both human and 45
dealing with both major and 52
dealing with both minor and 75
dealing with both people and 46
dealing with dry facts and 41
dealing with her mother and 68
dealing with him either for 47
dealing with him rather than 106
dealing with his father and 60
dealing with his mother and 47
dealing with his people and 70
dealing with men rather than 75
dealing with new people and 53
dealing with our social and 78
dealing with real people and 224
dealing with real people who 56
dealing with that which has 107
dealing with that which was 56
dealing with them after they 82
dealing with them every day 70
dealing with them rather than 137
dealing with things rather than 184
dealing with things which are 303
dealing with things which can 40
dealing with this issue and 260
dealing with this issue are 389
dealing with this issue can 41
dealing with this issue for 124
dealing with this issue has 104
dealing with this issue that 95
dealing with this issue was 227
dealing with this issue with 42
dealing with this period and 92
dealing with this period are 241
dealing with this period has 48
dealing with this period that 40
dealing with this point are 81
dealing with this power has 47
dealing with this right now 50
dealing with this topic and 126
dealing with this topic are 287
dealing with this topic can 50
dealing with this topic has 76
dealing with this topic that 49
dealing with this topic was 107
dealing with two people who 61
deals with all healthy things 73
deals with both civil and 137
deals with easy themes has 45
deals with how people are 47
deals with real people and 352
deals with that which can 244
deals with that which has 107
deals with things rather than 122
deals with things which are 636
deals with things which both 83
deals with things which can 131
deals with this issue and 320
deals with this topic and 64
dealt with all sorts and 62
dealt with and which are 89
dealt with both civil and 150
dealt with day after day 40
dealt with had white men 78
dealt with her father for 52
dealt with him about his 82
dealt with real people and 76
dealt with that which was 51
dealt with them every day 105
dealt with this issue and 260
dealt with this issue for 66
dealt with this issue was 68
dealt with this issue with 89
dealt with this point and 66
dealt with this topic and 86
deaths and death rates for 140
debt does not carry with 46
debt does not relax its 97
debt for not setting out 87
debt for that which she 97
debt that she could not 69
debt that they could not 216
deck with his throat cut 156
deed are not alone our 52
deep and far within its 52
deep and real feeling for 46
deep and she could not 67
deep and ten miles long 215
deep and they could not 45
deep and two miles long 45
deep and was lined with 44
deep for all thanks not 79
deep for six hours long 43
deep pot and cover with 62
deep than that which was 84
deep that one could not 98
deep that she could hear 51
deep that she could not 1103
deep that they could not 1634
deep that they would not 56
deep that you could not 356
deep was this feeling that 123
deer and bear skins and 41
dell was both steep and 61
dell with its broad and 56
deny all that could not 92
deny her own needs and 48
deny his own flesh and 45
deny his own image and 48
deny that any human being 50
deny that both homer and 72
deny that god takes any 70
deny that his action was 53
deny that his father was 41
deny that his tunes are 52
deny that she found him 55
deny that she loved him 123
deny that they exist and 73
deny that things which are 46
deny that this change was 109
deny this and argue that 109
deny this and claim that 322
depth his way might lie 42
depth that they could not 42
desk was too small for 56
desk with both hands and 159
desk with his fingers and 51
desk with his gavel and 76
dewy cup she pours her 50
diary that both father and 46
diary that she could not 57
died and are still dying 95
died and her father had 262
died and her father has 44
died and her father was 142
died and her mother and 46
died and her mother had 183
died and her mother was 211
died and his father had 235
died and his father was 182
died and his kingdom was 109
died and his mother and 50
died and his mother had 329
died and his mother was 314
died and his place had 64
died and his place was 329
died and his widow and 80
died and his widow had 114
died and his widow was 163
died and she could not 184
died and she would not 82
died and they could not 99
died and you could not 49
died for all people and 57
died for his order and 61
died for his people and 47
died not long after and 107
died not long after being 58
died not long after her 377
died not long after him 84
died not long after his 1160
died not long after its 67
died not long after our 97
died not long after she 172
died not long after that 1047
died not long after they 176
died not long after this 495
died not long after you 49
died one day after his 40
died one year after her 90
died one year after his 162
died one year later and 63
died that they could not 67
died that they might not 43
died with his boots off 198
dies for his small sin 45
diet did not agree with 164
diet did not cause any 50
diet does not agree with 73
diet for six months and 56
diet for two weeks and 213
diet with cod liver oil 156
digs her own grave and 50
digs his own grave and 63
digs his own grave with 42
dine and get drunk both 54
dine and sup every day 137
dine with her every day 95
dine with him every day 501
dine with his father and 87
