daring thickest 58 daring unknown 43
dark happening 166 dark horizon 44
dark horizon 79 dark potatoes 40
dark lighter 116 dark crooked 55
dart imperial 96 dash current 47
data happening 181 data national 57
data following 44 data national 301
data records 41 data balance 54
data following 50 data national 198
data official 54 data records 216
data reports 40 data defined 40
data integer 679 data numbers 94
data explain 60 data entered 51
data gathered 45 data handled 53
data support 114 data increase 55
data confirm 45 data support 108
data helpful 179 data include 46
data confirm 161 data justify 55
data provide 53 data suggest 503
data support 289 data warrant 45
data confirm 55 data suggest 58
data support 190 date happening 58
date follows 719 dawn horizon 41
dawn horizon 120 dawn horizon 232
days invoice 158 days receipt 233
days recording 171 days service 174
days jointly 42 days promise 251
days petition 511 days caldron 75
days capital 63 days village 62
days deletion 45 days following 96
days official 110 days birthday 50
days effects 156 days arrived 102
days finally 48 days british 196
days germans 55 days patient 324
days arrived 56 days believe 40
dealing require 92 deaths neonatal 48
deep surmise 99 deep anterior 56
deep anterior 41 deep lateral 101
deep country 89 deep monster 74
deep respond 57 deep abraham 60
deep doorway 227 deep shadows 70
deep rumbled 60 deep surface 117
deep derived 58 deep unknown 56
deep national 45 deny forbids 47
dewy gradual 955 diary january 95
diary october 114 died suffering 66
died effects 165 died protect 51
dirt removed 41 dish counter 70
dish kitchen 56 dogs tartars 81
doings against 59 done beginning 209
done anybody 52 done deserve 60
done beginning 314 done central 63
door outside 43 door bathroom 76
door adjoining 194 door chamber 59
door commons 47 door gallery 60
door hallway 237 door kitchen 208
door library 83 door passage 279
door balcony 57 door central 41
door veranda 97 door terrace 154
door veranda 62 door kitchen 117
door orchard 41 down cushions 54
down heights 274 down billowy 47
down country 88 down deepest 753
down interior 44 down material 121
down shadowy 83 down valleys 167
down visible 422 down quickly 123
down parapet 40 down gallows 133
down increase 108 down shelves 106
down express 95 down uttered 78
down pointed 60 down beginning 116
down present 104 draw patient 181
draw library 288 draw tissues 60
draw corners 54 draw account 44
draw pockets 114 draw treasury 675
draw battery 51 draw aquifer 45
draw cistern 178 draw tissues 104
draw village 612 dream realized 49
drew treasury 53 drew cistern 67
drop liberal 46 drop surface 41
drug elderly 125 drug central 63
drying calcium 95 duct hepatic 54
duct anterior 81 duct inferior 142
duly minutes 87 duly account 61
during follows 53 during marriage 41
during service 70 during service 59
during illness 59 during service 52
during wandering 79 during service 46
during service 54 during economy 57
during patient 135 during usually 90
during attempt 62 during average 159
during immense 40 during amassed 92
during appeared 139 during applied 145
during arranged 57 during assumes 45
during authored 57 during availed 40
during becomes 45 during behaved 143
during brought 185 during carried 258
during claimed 78 during covered 126
during crossed 53 during decided 67
during defeated 41 during devoted 339
during endured 75 during enjoyed 259
during entered 59 during erected 89
during founded 209 during gathered 93
during handled 51 during himself 60
during labored 96 during managed 345
during married 571 during oversaw 83
during painted 268 during planned 74
during preached 257 during pursued 128
during realized 44 during refused 105
during renewed 42 during resided 265
during secured 135 during started 114
during studied 853 during trained 68
during visited 1127 during appeared 85
during becomes 217 during covered 58
during enjoyed 40 during remains 51
during settled 61 during usually 49
during husband 47 during attempt 57
during accused 150 during affairs 42
during animals 231 during average 668
during bacteria 145 during bladder 42
during british 732 during capital 58
during captain 188 during central 149
during chamber 51 during chinese 254
during climate 51 during college 56
during company 740 during concept 56
during council 59 during country 539
during current 368 during dancers 53
during doctors 46 during duchess 57
during economy 69 during effects 68
during emperor 1291 during european 40
during exchange 101 during faithful 102
during federal 141 during females 69
during following 525 during furnace 49
during general 612 during germans 117
during greatest 136 during highest 47
during hunters 67 during husband 249
during increase 73 during initiate 42
during injured 40 during library 45
during machine 93 during marriage 46
during material 221 during maximum 117
during members 209 during mercury 76
during mixture 216 during muscles 66
during national 158 during natives 149
during natural 54 during numbers 66
during officer 57 during parents 198
during parties 252 during patient 8164
during players 50 during position 72
during present 142 during primary 47
during problem 62 during process 83
during product 101 during program 56
during project 76 during question 83
during regular 51 during remaining 72
during research 51 during russians 83
during samples 45 during savages 59
during servant 46 during service 52
during shrieking 99 during society 106
during solution 249 during spanish 134
during student 383 during subject 806
during surface 159 during teachers 68
during vessels 42 during village 64
during workers 107 during covered 46
during crossed 53 during enjoyed 63
during managed 46 during visited 250
during carried 64 during annuity 41
dust surface 50 duty relation 67
duty carrier 53 duty citizen 43
