dame had 54 dare but 58
dare own 52 dare that 42
dare that 894 dark sky 75
dark and 99 dark arc 137
dark not 50 dark not 49
dark has 56 dark not 46
dark things 54 dark his 47
dark own 90 dark own 75
dark own 57 dark off 44
dark and 65 dark and 55
dark and 69 dark for 164
dark her 51 dark paw 70
dark day 118 dark head 56
dark our 95 dark own 44
dark own 67 dark own 48
dark for 201 dark own 50
dark are 143 dark jaw 175
data and 43 data own 79
data own 214 data not 114
data not 63 data not 252
data not 45 data not 78
data not 47 data and 956
data and 60 data that 106
data way 88 data you 44
data and 40 data way 417
data are 42 data that 53
data that 43 data are 50
data way 100 data and 50
data way 113 data for 137
data that 4852 date era 45
date not 157 date not 95
date not 120 dawn and 58
dawn with 46 days own 57
days for 77 days not 49
days not 204 days not 49
days not 56 days not 81
days not 42 days not 71
days too 47 days had 40
days not 108 days sky 83
days and 168 days year 216
days and 82 days him 253
days year 87 days and 393
days year 83 days death 309
days being 42 days death 1328
days being 110 days not 68
days bed 42 dealing own 54
deaths and 45 deaths age 69
debt not 43 debt not 53
deem with 40 deep men 44
deep own 60 deep for 40
deep who 46 deep and 45
deep and 40 deep and 105
deep and 40 deep own 71
deep her 125 deep for 82
deep own 49 deep eye 73
deep for 80 deep who 40
deep her 56 deep and 56
deep and 45 deep own 47
deft pen 48 defy that 151
deny now 42 depth and 52
depth area 115 desk not 42
desk men 42 diary one 44
died own 47 died not 753
died not 227 died not 218
died old 72 died too 169
died not 136 died his 42
died not 111 died too 77
died had 57 died own 139
died sin 45 died man 111
died and 50 died who 45
died not 180 died who 51
died bed 104 died bed 659
died age 46 died bed 127
died bed 1620 died own 76
died age 51 dies not 676
dies not 115 dies not 52
dies not 213 dies not 111
dies own 129 diet not 71
diet for 45 dine day 62
dogs lap 79 dogs out 40
done that 1254 done own 78
done own 540 done own 73
done and 194 done art 85
done not 220 done not 66
done not 69 done not 74
done not 106 done not 62
done not 263 done too 76
done can 43 done has 42
done may 80 done too 90
done not 83 done not 101
done and 64 done for 60
done set 95 done own 46
done him 44 done rid 91
done that 44 done and 42
done and 49 done for 192
done had 142 done did 95
done they 41 done you 92
done and 59 done that 136
done and 95 done own 302
done own 51 done and 41
done and 53 done area 263
done man 59 done own 56
done own 263 done way 51
door not 42 door not 197
door not 61 door not 49
door too 52 door all 91
door being 48 door was 110
door him 42 dost for 67
dove ark 41 down and 99
down low 41 down own 141
down own 108 down and 98
down for 87 down not 284
down not 2391 down not 534
down not 331 down not 50
down going 41 down not 977
down too 498 down not 522
down not 945 down not 523
down not 128 down not 313
down not 1190 down too 853
down age 106 down sex 97
down age 366 down own 40
down own 130 down age 52
down not 68 down not 194
down not 316 down them 51
down and 512 down and 118
down and 169 down and 96
down and 360 down and 97
down and 125 down and 87
down men 496 down and 58
down head 60 down and 102
down head 412 down not 43
down own 41 down and 77
down own 41 down path 221
down way 185 down path 779
down way 403 down are 118
down had 54 down you 98
down low 91 down dead 117
down can 64 down new 128
down new 115 down own 187
down own 42 down for 40
down bed 92 down own 58
down head 178 down head 171
down and 157 down and 109
down end 69 down you 106
draw say 44 draw say 49
draw now 131 draw own 48
dray its 157 dream this 90
dream son 43 drew her 141
drew sat 45 drew with 54
drew all 104 drew her 105
drew that 45 drew his 137
drew put 59 drew sat 51
drew was 60 drew with 123
drew all 120 drew his 116
drew that 54 drew own 92
drop and 54 drop doing 112
drug not 78 drying and 410
dual they 85 dual both 70
dual both 51 dual they 105
dual both 65 duel and 81
duel and 61 duel kings 47
duel men 638 duel was 74
duel and 77 duly get 51
duly and 48 duly and 47
dumb near 66 dumb own 41
during year 237 during year 95
during year 130 during year 351
during year 61 during you 96
duty own 282 duty and 54
duty not 107 duty not 43
duty not 46 duty his 56
duty vow 73 duty and 203
duty for 49 duty not 47
duty act 1615 duty one 155
duty who 70 duty own 45
