dame yet held her post 110
damp and cold and dark 117
dank and damp and cold 67
dank and ways are mire 309
dare and dare and dare 104
dare not break this code 48
dare not call his soul 76
dare not come out into 70
dare not give his name 59
dare not give you more 51
dare not hope for more 88
dare not hope for such 104
dare not hope for your 56
dare not hope they will 895
dare not hope too much 103
dare not leave his post 56
dare not leave you here 55
dare not lift her veil 45
dare not make war upon 200
dare not meet each other 85
dare not open her mouth 40
dare not open his eyes 43
dare not open his mouth 207
dare not shew his face 44
dare not show her face 59
dare not show his face 638
dare not show his nose 161
dare not shut our eyes 102
dare not speak and tell 48
dare not speak his name 71
dare not speak its name 6393
dare not speak one word 64
dare not speak out their 52
dare not stir far from 89
dare not stir nor wave 50
dare not take any more 91
dare not take any step 55
dare not take for such 50
dare not take his eyes 46
dare not take one step 66
dare not take that risk 88
dare not take too much 47
dare not tell her what 51
dare not tell his name 43
dare not tell how evil 44
dare not tell its name 48
dare not tell you more 224
dare not tell you what 646
dare not think how many 93
dare not think too much 95
dare not think you base 47
dare not turn him down 112
dare say came too late 82
dare say have had their 46
dare say there are lots 65
dare say there are many 721
dare say there are more 157
dare say there are other 103
dare say there are some 844
dare say there are very 167
dare say there has been 156
dare say there may have 86
dare say there was more 126
dare say there was nothing 40
dare say there was some 77
dare say what they think 46
dare say when you have 40
dare say will not leave 43
dare sit there and tell 46
dare you take that tone 60
dark all cats are gray 202
dark and cold and damp 131
dark and cold and heavy 81
dark and cold and there 58
dark and cold out there 86
dark and damp and cold 103
dark and dawn and dark 90
dark and deep and full 44
dark and deep won from 46
dark and find that bird 65
dark and gray with mist 101
dark and heavy men there 43
dark and heavy with rain 93
dark and make them keep 45
dark and rich and warm 74
dark and there had been 48
dark and there was nothing 222
dark and there was only 192
dark and thick and warm 56
dark and weep for their 1623
dark and wind and cold 64
dark eye bent with eagle 86
dark head bent low over 45
dark man kept his eyes 65
dark red hair and blue 50
dark they speak with their 51
dark with dust and sweat 45
dart and turn and take 40
dart his cold eye truth 255
dart his iron and lift 143
dash gap dash gap dash 140
data and have not been 111
data and ideas that have 43
data and make them more 59
data and puts them into 52
data and some that defy 149
data and those who will 51
data and turn them into 117
data and what you want 47
data are also being used 134
data are data that have 210
data are data that were 58
data are less than ideal 212
data are more and more 144
data are such that there 61
data are those that have 106
data are used for many 42
data are used for other 44
data are used for these 45
data are used not only 133
data are very far from 53
data but have not been 63
data for more than half 42
data for more than three 133
data for north and south 93
data for only two years 99
data for their own sake 239
data for these and other 197
data for these two areas 50
data for these two years 162
data for those who have 41
data for those who were 54
data for those who wish 63
data going back and forth 61
data has been fed into 76
data has been put into 100
data has been read from 264
data has been read into 152
data set more than once 95
data that have long been 50
data that have not been 1411
data that have now been 54
data that there has been 356
data that were not used 265
data they need for their 92
data with more than three 54
data with those for other 68
data you need for your 231
date and have not been 172
date and kiss and fall 94
date and there are many 40
date and there has been 106
date and time and other 54
date and time and show 86
date and time are also 216
date and time are used 183
date and time are wrong 42
date and time each file 152
date and time each time 151
date and time for hearing 230
date and time for such 74
date and time for their 90
date and time for your 327
date and time had been 92
date and time has been 61
date and time set forth 42
date and time that such 214
date and time that will 62
date and time they were 371
date and time you want 281
