sadly smiling remember that 127
safer water supplies and 41
sailing thence westward one 66
saint whose festival was 84
sales force strategy and 111
sales order processing and 683
sales price received and 81
sales price received for 85
sales value compared with 125
sales would continue for 40
sales would indicate that 91
sales would probably not 59
salts whose solutions are 97
saute until softened and 335
saute until softened but 179
savings banks deposits and 42
savings banks deposits are 88
savings would probably not 45
sayings which indicate that 97
scale armed conflict with 127
scale civil engineering and 49
scale dress rehearsal for 207
scale housing projects and 132
scale housing projects are 45
scale housing projects for 128
scale joint ventures with 153
scale large compared with 277
scale rural industry and 43
scale short compared with 248
scale small compared with 190
scale social engineering and 53
scale study suggests that 41
scale testing programs are 122
scale tests indicate that 58
scale weather patterns and 101
scale which accounts for 101
scale which includes all 45
scale which increases with 90
scale which provided for 85
scale which provides for 104
scale which suggests that 103
scale which washington had 76
scale whose extremes are 62
scale would indicate that 275
scale would probably not 42
scene change detection and 78
scene which followed can 95
scene which followed had 53
scene which followed has 226
scene which followed his 71
scene which followed may 49
scene which followed that 131
scene which followed this 248
scene which followed was 1200
scene which reminded him 78
scene which suggests that 163
scene would indicate that 107
score would indicate that 631
scout stole silently and 134
scrap metal business and 48
scream which vibrated with 65
sealed glass ampoules for 44
sealed under nitrogen and 227
search after mistakes and 135
search engine designed for 62
search engine responds with 46
search engine software and 41
search model predicts that 48
search party returned with 49
search which followed was 42
search which occupied all 48
search within yourself for 158
search would continue for 81
season amply supplied with 41
season jesus answered and 128
season which followed was 55
seeking after agencies and 41
seeking close relations with 79
seeking court approval for 108
seeking equal treatment for 63
seeking every possible way 48
seeking fresh occasions for 54
seeking fresh pastures for 52
seeking joint ventures with 140
seeking legal remedies for 75
seeking papal approval for 57
seeking proxy authority and 135
seeking state approval for 81
seeking trade relations with 40
seeks anything external for 89
seeks power entirely for 229
seems ample evidence that 359
seems every evidence that 101
seems every prospect that 427
seems fitting therefore that 150
seems frail compared with 46
seems fully conscious and 43
seems large compared with 57
seems minor compared with 69
seems plain therefore that 183
seems proof positive that 68
seems quite adequate for 185
seems quite apparent that 2286
seems quite cheerful and 40
seems quite convincing that 137
seems quite credible that 112
seems quite definite that 407
seems quite doubtful that 368
seems quite essential that 54
seems quite ordinary and 62
seems quite overcome with 62
seems quite possible and 112
seems quite possible but 51
seems quite possible for 388
seems quite possible that 33870
seems quite probable that 19256
seems quite sensible and 55
seems quite sensible for 47
seems quite suitable for 141
seems quite surprising that 300
seems quite uncalled for 115
seems quite unlikely for 46
seems quite unlikely that 6154
seems rather abstract and 51
seems rather apparent that 190
seems rather doubtful that 813
seems rather increased than 57
seems rather intended for 44
seems rather ironical that 58
seems rather probable that 1373
seems rather surprising and 42
seems rather surprising that 1811
seems rather unlikely and 57
seems rather unlikely for 80
seems rather unlikely that 5804
seems small compared with 369
seems strong evidence for 59
seems strong evidence that 385
seize showy occasions and 69
selling dairy products and 44
selling price adjusted for 100
selling price received for 100
selling trust property for 48
selling washing machines and 55
sending mixed messages and 72
sending mixed messages that 40
senior author believes that 135
senior civil servants and 5907
senior civil servants are 1348
senior civil servants but 68
senior civil servants can 213
senior civil servants did 76
senior civil servants for 215
senior civil servants had 635
senior civil servants has 146
senior civil servants may 145
senior civil servants than 85
senior civil servants that 585
senior civil servants was 329
senior civil servants who 2193
senior civil servants with 464
senior house officers and 125
senior indian officers and 42
senior iraqi officials and 51
senior level managers and 70
senior level managers who 43
senior naval officers and 240
senior naval officers for 49
senior naval officers had 106
senior naval officers that 135
senior naval officers was 41
senior naval officers who 219
senior naval officers with 66
senior nursing students and 94
senior nursing students who 72
senior party officials and 277
senior party officials had 47
senior party officials who 132
senior petty officers and 81
senior petty officers who 55
senior staff attorney for 177
senior staff attorney may 49
senior staff attorney with 76
senior staff officers and 348
senior staff officers are 48
senior staff officers had 103
senior staff officers that 50
senior staff officers who 133
senior staff officers with 56
senior staff positions and 48
senior staff positions with 50
senior state officials and 132
sense alone dictates that 134
sense alone suggests that 234
sense given realities for 52
sense might indicate that 48
sense never deserted him 182
sense never quarrels with 40
sense quite forsaken thee 40
sense which accounts for 56
sense which directed its 49
sense which embraces all 207
sense which excludes all 80
sense which hamilton had 59
sense which includes all 311
sense which includes both 140
sense which includes not 126
sense which pervades all 47
sense which pervades them 128
sense which prompted him 42
sense which requires that 184
sense which suggests that 106
sense which underlay his 44
sense would conclude that 86
sense would continue for 40
sense would indicate that 2436
serial shift register and 44
serum after treatment with 69
serum binding capacity for 44
serum binding proteins and 111
serum gamma globulin and 258
serum gamma globulin was 163
serum lipid profiles and 55
serum which combines with 46
serve human purposes and 99
serve search warrants and 63
serve social purposes and 44
serve under articles for 63
serve under hamilton and 89
serve under officers who 85
serve vital functions for 40
serving civil servants and 122
serving human purposes and 52
serving prime minister and 89
serving prime minister this 45
serving under officers who 66
setting aside defaults and 99
setting aside reserves and 61
setting aside reserves for 253
setting aside verdicts for 291
setting aside whatever may 40
setting basic policies for 51
setting broad policies and 65
setting where autonomy and 55
setting where children and 166
setting where children are 395
setting where children can 183
setting where cultural and 113
setting where patients are 236
setting where patients can 132
setting where services are 128
setting where students are 338
setting where students can 221
seven adult patients with 151
seven basic questions that 62
seven dummy variables for 158
seven enemy aircraft and 130
seven fewer calories per 130
seven fresh bowstrings that 72
seven grown children and 48
seven junior colleges and 84
seven latin american and 161
seven light cruisers and 205
seven miles offshore and 53
seven months pregnant and 1728
seven months pregnant but 55
seven months pregnant now 59
seven months pregnant she 59
seven months pregnant was 61
seven months pregnant with 1994
seven naval officers and 49
seven petty officers and 143
seven small children and 304
seven space lattices are 61
seven times brighter than 682
seven times compared with 80
seven towns contending for 40
seven votes required for 44
seven weeks pregnant and 53
sever trade relations with 230
sexes appear cheerful and 62
sexes nearly resemble each 44
shade under fourteen and 127
shady lanes wherever they 115
shaft running parallel with 46
shaft which receives its 59
shake hands cordially and 47
shake hands cordially with 246
