sack was stuck behind 43
sack with every existing 63
safe and ample harbor 41
safe and beaten tracks 71
safe and dreary prison 303
safe and happy course 111
safe and happy future 340
safe and happy retreat 53
safe and happy return 689
safe and happy voyage 141
safe and happy without 63
safe and healthy future 120
safe and healthy manner 152
safe and healthy places 94
safe and healthy school 200
safe and healthy settings 54
safe and healthy weight 47
safe and large enough 42
safe and legal manner 91
safe and quick return 109
safe and quiet harbor 198
safe and quiet retreat 146
safe and quiet temper 63
safe and risky assets 162
safe and solid ground 394
safe and sound aboard 286
safe and sound across 101
safe and sound asleep 194
safe and sound before 728
safe and sound behind 167
safe and sound beside 77
safe and sound beyond 49
safe and sound course 51
safe and sound enough 91
safe and sound except 73
safe and sound inside 611
safe and sound manner 734
safe and sound methods 43
safe and sound policy 144
safe and sound return 58
safe and sound system 76
safe and sound through 1049
safe and sound without 296
safe and steady course 83
safe and steady income 69
safe and still without 63
safe and strong enough 233
safe and sweet retreat 55
safe and swift return 57
safe and within bounds 42
safe and would remain 73
safe and would return 87
safe area which should 49
safe for jesus christ 63
safe for nursing mothers 115
safe for older adults 56
safe for short periods 107
sage and black pepper 145
sage and grave critic 71
sage and grave person 45
said act shall extend 246
said act shall remain 182
said all women should 52
said and began laughing 75
said and headed toward 221
said and knelt beside 57
said and leaned across 87
said and leaned closer 69
said and leaned toward 78
said and moved closer 156
said and moved toward 252
said and never thought 51
said and shown before 424
said and wrote little 215
said cat right before 60
said death would follow 44
said don pedro wearily 81
said for every opinion 48
said god would punish 74
said had never before 118
said her close friend 49
said her elder brother 51
said her elder sister 549
said her evening prayer 188
said her father always 71
said her father angrily 74
said her father coldly 96
said her father firmly 77
said her father fondly 110
said her father gently 158
said her father grimly 129
said her father kindly 87
said her father laughing 54
said her father should 41
said her father slowly 57
said her father thought 52
said her father wanted 95
said her father without 41
said her father worked 54
said her first reaction 46
said her morning prayer 57
said her mother always 120
said her mother angrily 43
said her mother calmly 41
said her mother coldly 77
said her mother firmly 235
said her mother fondly 69
said her mother gently 186
said her mother kindly 43
said her mother laughing 73
said her mother should 44
said her mother slowly 45
said her mother softly 192
said her mother tartly 40
said her mother taught 68
said her mother thought 65
said her mother through 43
said her mother wanted 164
said her mother wearily 48
said her mother wished 48
said her mother without 55
said her older brother 72
said her older sister 96
said her whole family 55
said his close friend 92
said his elder brother 261
said his elder sister 224
said his evening prayer 252
said his father always 97
said his father angrily 117
said his father became 50
said his father bought 47
said his father calmly 49
said his father coldly 52
said his father curtly 41
said his father firmly 72
said his father gently 118
said his father grimly 101
said his father kindly 78
said his father should 41
said his father slowly 113
said his father softly 61
said his father taught 64
said his father thought 71
said his father wanted 153
said his father wished 65
said his father worked 66
said his final prayer 40
said his first choice 42
said his first prayer 61
said his first reaction 85
said his first thought 159
said his legal friend 59
said his morning prayer 173
said his mother always 88
said his mother angrily 45
said his mother calmly 57
said his mother firmly 182
said his mother fondly 69
said his mother gently 167
said his mother kindly 47
said his mother mildly 55
said his mother should 58
said his mother softly 174
said his mother taught 64
said his mother thought 51
said his mother wanted 129
said his mother wearily 87
said his mother without 45
said his noble friend 60
said his older brother 324
said his older sister 78
said his people wanted 53
said his proud spirit 43
said his royal master 43
said his whole family 47
said oath shall accept 83
said one after another 272
said one board member 160
said one close friend 101
said one could always 83
said one group member 85
said one morning before 45
said one night before 51
said one social worker 91
said one staff member 208
said one would expect 45
said out front through 50
said she could accept 49
said she could afford 149
said she could almost 179
said she could always 431
said she could answer 80
said she could arrange 149
said she could barely 112
said she could become 44
said she could better 41
said she could borrow 104
said she could choose 65
said she could detect 51
said she could handle 345
said she could hardly 795
said she could listen 70
said she could manage 381
said she could neither 342
said she could rattle 116
said she could recall 69
said she could remain 45
said she could return 94
said she could secure 54
said she could travel 49
said she found something 42
said she liked school 49
said she might return 46
said she never dreamed 91
said she never forgot 110
said she never looked 86
said she never missed 56
