sac and aortic suture 138
sac and embryo proper 175
sac with normal saline 55
sad and almost tragic 58
sad and always silent 71
sad and anxious thought 110
sad and bitter feelings 54
sad and bitter memory 58
sad and bitter thought 127
sad and earnest horror 85
sad and gloomy aspect 42
sad and lonely enough 170
sad and lonely feelings 77
sad and lonely figure 236
sad and lonely little 125
sad and lonely person 96
sad and lonely without 208
sad and serious earnest 53
sad and serious manner 125
sad and serious matter 45
sad and serious thought 175
sad and solemn ground 538
sad and solemn scenes 40
sad and solemn thought 49
sad and sombre aspect 65
sad and stygian colors 62
sad and sudden demise 258
sad and tender feelings 49
sad and tender memory 57
sad and touching letter 44
sad and tragic events 159
sad and tragic figure 73
sad end except marcus 54
sad that anyone should 61
sad was wearied nature 51
sang and danced around 1704
sang and danced before 702
sang and danced better 131
sang and danced through 403
sang and danced without 80
sang and played before 58
sang and played guitar 1151
sang and played various 59
sang its homely strain 67
sang out pretty shrill 102
sang with something beyond 46
sang with united voices 114
sat and better thought 48
sat and hugged myself 61
sat and looked across 166
sat and looked around 1358
sat and looked through 192
sat and rested awhile 42
sat and rested before 105
sat and sipped coffee 137
sat and smiled through 54
sat and smoked around 42
sat and smoked before 90
sat and stared across 127
sat and stared around 47
sat and stared before 75
sat and stared through 131
sat and talked around 78
sat and talked awhile 549
sat and talked before 137
sat and talked through 130
sat and tasted neither 52
sat and thought awhile 159
sat and thought deeply 55
sat and thumbed through 41
sat and waited through 68
sat and walked almost 70
sat any greater number 75
sat for another minute 236
sat for another moment 162
sat for another twenty 107
sat for awhile silent 55
sat his younger brother 49
sat long enough unless 49
sat old michael grimes 52
sat one behind another 63
sat sir william phipps 59
sat with elbows touching 47
sat with pencil poised 94
saw and hammer busily 42
saw and learned enough 85
saw and passed through 116
saw any object without 69
saw but little chance 330
saw but little fighting 123
saw dead bodies floating 56
saw fit without regard 65
saw god always before 54
saw has passed through 76
saw her already standing 57
saw her bright little 53
saw her brother standing 197
saw her cheeks redden 59
saw her clearly enough 49
saw her clearly through 43
saw her cousin standing 113
saw her depart without 77
saw her eldest sister 47
saw her entire family 56
saw her fairly housed 46
saw her family doctor 101
saw her friend depart 131
saw her friend standing 74
saw her glance around 164
saw her glance toward 175
saw her hurrying toward 91
saw her kneeling before 191
saw her kneeling beside 141
saw her little brother 236
saw her little figure 47
saw her little sister 395
saw her master standing 121
saw her pretty little 47
saw her pupils dilate 113
saw her redden through 66
saw her safely aboard 41
saw her safely inside 344
saw her safely lodged 89
saw her safely through 83
saw her serious alluring 51
saw her sister standing 189
saw her slight figure 47
saw her standing across 54
saw her standing before 732
saw her standing behind 526
saw her standing beside 559
saw her standing inside 95
saw her vanish through 52
saw her victim through 59
saw her without clothes 52
saw her younger brother 152
saw her younger sister 146
saw him before dinner 77
saw him busily engaged 136
saw him clearly enough 505
saw him depart without 198
saw him fairly housed 48
saw him glance across 60
saw him glance around 276
saw him glance toward 214
saw him hurrying through 50
saw him hurrying toward 83
saw him kneeling before 81
saw him kneeling beside 57
saw him prowling around 119
saw him safely aboard 73
saw him safely across 79
saw him safely inside 45
saw him safely landed 75
saw him safely lodged 40
saw him safely through 149
saw him snooping around 45
saw him standing across 92
saw him standing around 46
saw him standing before 2085
saw him standing behind 767
saw him standing beside 614
saw him standing without 52
saw him stride across 73
saw him stride through 52
saw him striding across 118
saw him striding through 52
saw him striding toward 196
saw him trudging through 53
saw him vanish through 69
saw his answer standing 47
saw his brother killed 98
saw his brother standing 298
saw his brother william 47
saw his cattle driven 56
saw his cheeks redden 40
saw his cousin rachel 42
saw his cousin standing 59
saw his eldest brother 118
saw his entire family 80
saw his family doctor 99
saw his family killed 45
saw his figure darken 59
saw his figure standing 110
saw his former friend 102
saw his former master 50
saw his friend before 54
saw his friend brutus 47
saw his friend hurled 60
saw his friend kicked 43
saw his friend perish 71
saw his friend standing 222
saw his future clearly 48
saw his homely little 80
saw his little brother 264
saw his little friend 78
saw his little grotto 55
saw his little sister 283
saw his master return 64
saw his master standing 67
saw his master through 53
saw his mighty figure 43
saw his native shores 42
saw his pupils dilate 239
saw his shadow before 55
saw his shield cloven 40
saw his sister standing 117
saw his spirit ascend 82
saw his wicked little 102
saw his younger brother 659
saw his younger sister 113
saw how deeply rooted 90
saw how fiscal policy 86
saw how little effect 81
saw lee harvey oswald 364
saw meg kneeling before 78
saw men already swarming 47
saw men behave better 352
saw men carrying something 50
saw new worlds hourly 85
saw nor sought before 42
saw one another almost 255
saw one another before 453
saw one another except 74
saw one another rarely 46
saw one another through 53
saw one female pursuing 57
saw one grecian temple 50
saw one little fellow 113
saw one person standing 60
saw one swimming across 43
saw our better selves 57
saw our forces engaged 46
saw our guides return 44
saw our mutual friend 49
saw red lights flashing 89
saw she direst strife 44
saw sir horace wilson 45
saw ten legions already 66
saw that another person 68
saw that butler seemed 61
saw that clearly enough 261
saw that detail perish 58
saw that further fighting 41
saw that gentle figure 57
saw that happen before 118
saw that neither drumming 40
saw that public opinion 254
saw that something better 183
saw that something needed 74
saw that something serious 221
saw that something strange 160
saw that unless something 217
saw that wisdom excels 121
saw them clearly before 73
saw them clearly enough 277
saw them depart without 83
saw them kneeling before 48
saw them marching through 73
saw them return without 48
saw them safely aboard 76
saw them safely across 98
saw them safely landed 113
saw them safely locked 43
saw them safely lodged 66
saw them safely through 130
saw them standing around 150
saw them standing before 143
saw them standing beside 43
saw them vanish behind 63
saw things clearly enough 41
saw this clearly enough 1278
saw this happen before 51
saw this hideous little 63
saw this letter before 56
saw this little comedy 67
saw this little fellow 73
saw this person before 46
saw this strange animal 67
saw this volume through 71
saw two bright lights 96
saw two indians standing 51
saw two ladies standing 51
saw two ravens fighting 76
saw two wolves standing 46
saw two yellow lights 46
saw with horror crimes 82
saw with horror something 43
saw yet another chance 50
saw you retreat before 377
saw you snooping around 45
saw you standing before 102
saw you standing behind 54
saw you standing beside 124
say and follow through 54
say its decree should 57
say one little prayer 78
say one should always 49
say our friend barton 48
say she looked pretty 84
say six inches square 120
say that actual injury 245
say that adults should 87
say that almost always 142
say that almost anyone 159
say that almost without 304
say that another exists 70
say that another member 61
say that another person 392
say that anyone should 207
say that atomic energy 103
say that atomic weapons 94
say that babies should 52
say that before creation 41
say that before friday 45
say that before newton 47
say that before starting 46
say that behind sorrow 73
say that blacks should 119
say that brutus killed 61
say that canada should 75
say that carbon dioxide 90
say that changes should 44
say that christ became 158
say that christ merely 47
say that christ should 57
say that christ taught 59
say that courts should 199
say that demand curves 40
say that eastern canada 45
say that eastern europe 67
say that england should 69
say that england trades 41
say that english should 132
say that english sounds 99
say that family planning 180
say that family therapy 43
say that fathers should 44
say that fiscal policy 299
say that france should 90
say that future events 74
say that genius should 62
say that hardly anyone 82
say that higher levels 73
say that hogarth treated 83
say that humans should 62
say that indians should 55
say that indira gandhi 57
say that judges should 195
say that leaders should 84
say that madame bovary 47
say that manual training 45
say that market forces 122
say that matter exists 265
say that matter itself 49
say that member states 99
say that mental events 252
say that mental images 65
say that mental states 429
say that middle eastern 44
say that modern english 69
say that modern europe 173
say that modern humans 48
say that modern methods 91
say that modern thought 140
say that mothers should 84
say that myself before 48
say that nations should 46
say that nature abhors 239
say that nature always 49
say that nature itself 155
say that nature teaches 91
say that negroes should 141
say that neither before 54
say that neither myself 40
say that neither should 40
say that newton proved 62
say that nobody should 296
say that nuclear energy 66
say that nuclear weapons 558
say that nurses should 60
say that oliver should 83
say that parity should 63
say that policy makers 147
say that prices should 60
say that prince albert 56
say that public credit 42
say that public opinion 3808
say that public policy 564
say that public school 120
say that public sector 151
say that pupils should 97
say that ravens foster 69
say that readers should 43
say that reality exists 93
say that reality itself 66
say that recent changes 43
say that recent events 272
say that robert martin 49
say that school boards 67
say that sexual desire 185
say that someone should 462
say that someone wanted 133
say that something appears 93
say that something belongs 176
say that something called 109
say that something causes 64
say that something changes 103
say that something exists 1182
say that something should 385
say that something tastes 92
say that soviet leaders 58
say that soviet policy 66
say that special training 40
say that states should 49
say that strange changes 117
say that stress causes 50
say that theodore parker 56
say that thought itself 61
say that through christ 56
say that twenty million 51
say that united states 510
say that unless someone 44
say that unless something 163
say that virtue itself 198
say that virtue should 40
say that whether something 42
say that whoever killed 47
say that whoever wishes 131
say that without sounding 146
say they almost always 53
say they always thought 57
say they attend church 425
say they learned something 47
say this causes thunder 77
say this little prayer 148
say this prayer before 113
say this simple prayer 186
say this without appearing 42
say this without blushing 108
say this without boasting 172
say this without further 43
say this without implying 88
say this without malice 97
say this without rancor 42
say this without regret 58
say this without sounding 589
say this without vanity 194
say two inches square 103
say was peopled merely 70
say why matter should 111
say with bishop butler 90
say with honest sancho 50
say with matthew arnold 171
say with robert browning 83
say with william morris 45
say you always wanted 47
say you should accept 44
say you should always 308
say you should choose 50
say you should expect 71
say you should follow 53
say you should ignore 109
say you should return 48
say you wanted something 90
say you wonder whether 43
seal off escape routes 79
seal this twenty second 103
seal this twenty seventh 47
seal was already broken 127
seal with rubber cement 495
seas and inland waters 655
seas and kingdoms without 75
seas and mighty rivers 61
seas and rivers abound 78
seas and sounding shores 113
seas and violent storms 42
seat and breathed deeply 133
seat and kindly adapting 117
seat and looked across 446
seat and looked around 2349
seat and looked behind 253
seat and looked closer 42
seat and looked edmund 40
seat and looked through 249
seat and looked toward 96
seat and peered through 360
seat and reached across 58
seat and rudder pedals 45
seat and rushed toward 58
seat and sighed deeply 67
seat and sighed heavily 62
seat and slowly walked 50
seat and special office 70
seat and stared across 55
seat and stared through 109
seat and strode toward 70
seat and turned around 350
seat and turned toward 218
seat and walked across 541
seat and walked around 913
seat and walked slowly 429
seat and walked through 74
seat and walked toward 448
seat and without another 47
seat for another person 54
seat had become vacant 172
seat had fallen vacant 87
seat has become vacant 492
seat has fallen vacant 65
seat that became vacant 72
see all around without 59
see all lovely visions 65
see and accept reality 41
see and become radiant 42
see and behave toward 44
see and obtain copies 73
see and suffer myself 60
see any actual fighting 153
see any animal suffer 43
see any bright future 49
see any common ground 131
see any ethical issues 65
see any flashing lights 46
see any further through 73
see any honest reasons 80
see any middle course 65
see any middle ground 83
see any object clearly 55
see any special talent 51
see any special virtue 58
see are almost always 182
see but evilly through 42
see but little chance 168
see but little except 44
see but little farther 71
see but little further 146
see dead bodies floating 43
see each family member 65
see each person offering 44
see earth summit united 55
see far enough beyond 74
see far enough through 79
see few lights through 62
see for anyone visiting 105
see for itself whether 105
see for myself before 275
see for myself something 110
see for myself whether 1041
see for myself without 50
see god except through 108
see god through christ 100
see had become vacant 101
see her almost always 50
see her armies retire 40
see her becoming little 44
see her before dinner 161
see her breasts through 141
see her brother before 147
see her brother standing 98
see her cheeks become 41
see her clearly enough 548
see her clearly through 141
see her commit murder 46
see her cousin before 43
see her dearest friend 53
see her depart without 63
see her english colors 86
see her entire family 41
see her family before 55
see her family doctor 346
see her family through 71
see her former friend 60
see her friend standing 55
see her kneeling before 64
see her little brother 236
see her little figure 44
see her little friend 262
see her little sister 242
see her lovely little 47
see her perish before 87
see her pretty little 59
see her pretty plaything 68
see her pupils dilate 40
see her safely aboard 49
see her safely across 53
see her safely inside 209
see her safely landed 42
see her safely placed 60
see her safely through 362
see her shadow through 96
see her sister before 79
see her sister standing 73
see her slight figure 78
see her standing before 437
see her standing behind 231
see her standing beside 358
see her stupid little 59
see her suffer without 71
see her through another 48
see her without clothes 68
see her without makeup 97
see her younger brother 197
see her younger sister 529
see him before anyone 58
see him before dinner 152
see him before retiring 46
see him before school 90
see him before starting 84
see him before sunday 55
see him busily engaged 80
see him choked before 50
see him clearly before 71
see him clearly enough 562
see him clearly through 354
see him clearly without 53
see him crawling around 53
see him damned before 75
see him depart without 98
see him except through 66
see him hobbling around 52
see him killed before 120
see him kneeling before 207
see him kneeling beside 49
see him modest without 77
see him myself before 64
see him myself without 152
see him return before 44
see him return safely 49
see him return without 78
see him safely aboard 71
see him safely across 121
see him safely landed 46
see him safely lodged 55
see him safely through 571
see him standing amidst 108
see him standing around 63
see him standing before 803
see him standing behind 657
see him standing beside 396
see him striding across 79
see him striding through 51
see him striding toward 106
see him suffer without 50
see him through another 95
see him through school 110
see him trudging through 64
see him weekly flogging 45
see him without anyone 40
see him without emotion 135
see him yonder through 42
see his actions follow 45
see his brother become 56
see his brother before 168
see his brother standing 145
see his brother william 97
see his cousin before 62
see his dearest friend 50
see his eldest brother 82
see his english friend 43
see his entire family 49
see his family before 226
see his family doctor 361
see his family freely 44
see his family starve 263
see his family suffer 100
see his family through 154
see his family without 93
see his former friend 207
see his former master 116
see his former patron 55
see his former teacher 67
see his friend almost 167
see his friend aurelia 43
see his friend before 78
see his friend clearly 43
see his friend depart 52
see his friend joseph 49
see his friend standing 53
see his friend through 48
see his friend william 58
see his fruits decaying 44
see his hideous clothes 42
see his lawyer before 62
see his little brother 472
see his little friend 279
see his little nephew 48
see his little sister 645
see his lordly fellow 438
see his losses doubly 41
see his maiden effort 62
see his master guilty 53
see his mission through 77
see his native shores 54
see his opinion become 42
see his orders obeyed 74
see his person twenty 81
see his pretty little 62
see his second sister 41
see his shadow through 71
see his sister before 105
see his sister safely 40
see his sister standing 79
see his speech before 80
see his statue placed 76
see his wishes obeyed 44
see his younger brother 859
see his younger sister 240
see how another person 171
see how another writer 54
see how anyone should 42
see how changes affect 63
