salaried officials appointed by 111
salivary cortisol responses to 47
salivary digestion continues in 82
satisfying boundary conditions at 68
satisfying boundary conditions on 51
savagery preceded barbarism in 83
scarcely concealed hostility of 62
scarcely concealed hostility to 55
scarcely conceive ourselves to 57
scarcely consider themselves as 119
scarcely obtained possession of 51
scarcely persuade ourselves to 141
scarcely surprising considering the 60
scarcely troubled themselves to 118
scavenger receptor expression in 199
scheduling algorithm described in 122
scheduling algorithm presented in 126
scholars confined themselves to 68
scholars regarded themselves as 110
secretion involves activation of 59
secretly prepared themselves to 164
security benefits available to 316
security clearance necessary to 82
security concerns expressed by 48
security concerns generated by 45
security concerns surrounding the 52
security concerns throughout the 56
security interest continued in 112
security interest continues in 1138
security interest continues to 225
security interest described in 300
security interest disguised as 258
security interest perfected by 1493
security interest perfected in 317
security interest satisfies the 63
security policies throughout the 51
security problems confronting the 159
security problems presented by 61
security problems throughout the 49
security programs throughout the 533
security protocol developed by 55
security services continued to 65
security services necessary to 58
security services throughout the 118
security situation continued to 178
security situation continues to 134
security situation throughout the 86
sediment composed primarily of 66
sediment consists primarily of 84
selected articles published in 120
selected chapters throughout the 48
selected developing countries in 308
selected developing countries is 56
selected developing countries of 66
selected developing countries to 149
selected elements localized in 59
selected locations throughout the 557
selection algorithm described in 73
selection requires knowledge of 56
semantic confusion surrounding the 120
semantic functions performed by 40
semantic relations expressed by 382
semantic relations expressed in 157
semantic relations reflected in 92
sensation produced throughout the 104
sensible underlying assumption is 51
sensibly constant throughout the 229
sensuous immediate existence of 53
sentence patterns discussed in 43
sentencing authority primarily in 129
sentient subjects themselves at 58
separate articles published in 229
separate chapters dedicated to 40
separate detailed statement of 47
separate economic interests in 84
separate economic interests of 45
separate economic movements of 137
separate entities throughout the 46
separate financial interests or 69
separate financial statement or 111
separate functions performed by 120
separate identity throughout the 96
separate locations throughout the 192
separate military surrender in 46
separate occasions separated by 79
separate occasions throughout the 71
separate offenses committed by 70
separate property character of 71
separate property interests in 110
separate property interests of 110
separate treatment elsewhere in 42
sequence analysis confirmed the 52
sequence consists primarily of 52
seriously addressing themselves to 58
seriously affected countries in 77
seriously affected production in 44
seriously believed themselves to 84
seriously distorts conditions of 63
seriously intended criticism of 43
seriously interest themselves in 59
servants consider themselves as 158
servants disguise themselves as 90
servants regarded themselves as 42
services actually available to 61
services actually delivered to 59
services actually performed as 135
services actually performed by 386
services actually performed in 232
services actually performed or 74
services commonly purchased by 65
services designed primarily to 52
services directly available to 90
services formerly performed by 390
services industry continues to 230
services lawfully available in 176
services normally available in 74
services normally available to 76
services normally performed by 311
services normally purchased by 54
services programs throughout the 137
services properly chargeable to 51
services provided elsewhere in 57
services provided primarily by 48
services provided throughout the 147
services rendered necessary by 84
services rendered throughout the 172
services requires knowledge of 47
settlers confined themselves to 55
settlers employed themselves in 45
settlers regarded themselves as 220
severely affected countries in 70
severely indebted countries in 51
severest possible criticism of 107
sexually explicit depictions of 461
sexually explicit magazines or 79
sexually explicit programming on 53
sexually oriented expression is 69
sexually oriented expression to 63
sexually selected indicator of 116
sharpest possible awareness of 58
sharpest possible opposition to 93
shortest possible definition of 44
shortest possible intervals of 42
shortest possible statement of 44
silenced minister sometimes in 56
silently resigned themselves to 50
simplest possible assumption is 114
simplest possible conception of 76
simplest possible definition of 149
simplest possible expression of 186
simplest possible mechanism of 50
simplest possible statement of 282
simplest surgical procedure is 43
singularly accurate knowledge of 183
singularly agreeable gentleman of 47
singularly agreeable narrative of 56
singularly complete collection of 148
singularly intimate knowledge of 89
situation directly analogous to 44
situation justifying production of 200
situation obtained throughout the 42
situation prevailing throughout the 140
situation prevails throughout the 138
situation probably prevailed in 53
situation remained basically the 97
situation remained difficult in 42
situation remained precarious in 45
situation remained throughout the 63
situation remained virtually the 44
situation remotely approaching the 54
situation requires knowledge of 106
situation somewhat analogous to 570
situation somewhat approaching in 64
situation somewhat resembles the 53
situation worsened throughout the 74
skeleton consists primarily of 47
slightly increased frequency in 94
slightly increased frequency of 297
slightly increased incidence in 138
slightly increased incidence of 941
slightly increased production of 49
slightly increased proportion of 191
slightly lessened fertility to 152
slightly modified definition of 154
slightly modified procedure is 69
slightly modified procedure of 145
slightly modified repetition of 120
slightly modified statement of 46
slightly narrower definition of 50
smallest apparent alleviation of 79
smallest expected frequency is 124
smallest possible admixture of 77
smallest possible allowance of 117
smallest possible dimensions of 44
smallest possible dimensions the 40
smallest possible increment of 85
smallest possible particles of 156
smallest possible proportion of 277
smallest possible sacrifice of 145
smallest quantity divisible by 53
smallest quantity necessary to 75
smallpox epidemic decimated the 79
smoothest possible transition to 61
socialism triumphs throughout the 69
socialist cultural revolution in 109
socialist cultural revolution is 76
socialist cultural revolution of 79
socialist feminist critiques of 66
socialist movement developed in 57
socialist movement throughout the 189
societal benefits available in 70
software engineering community as 100
software engineering community in 93
software engineering community is 117
software engineering community to 85
software engineering practices in 88
software engineering practices is 59
software engineering practices to 71
software engineering principle of 67
software industry continues to 111
software packages available at 99
software packages available in 280
software packages available on 655
software packages available to 882
software packages currently on 54
software packages dedicated to 66
software packages described in 144
software packages developed by 211
software packages developed in 131
software packages developed to 40
software packages discussed in 159
software packages installed on 363
software products available in 52
software products available on 160
software products available to 164
software products developed by 141
software products developed in 131
software products discussed in 41
software products installed on 56
software programs available at 67
software programs available in 92
software programs available on 162
software programs available to 531
software programs developed by 179
software programs developed in 49
software programs developed to 60
software programs installed on 126
software solutions available to 46
soldiers attached themselves to 42
soldiers employed themselves in 160
soldiers occupied themselves in 41
soldiers prepared themselves to 42
soldiers regarded themselves as 51
soldiers stationed throughout the 79
soldiers suddenly surprised by 40
soldiery entitled themselves to 41
solemnly declared themselves to 112
solemnly dedicate ourselves to 69
solemnly observed throughout the 41
solemnly promised obedience to 42
solutions containing compounds of 56
solutions containing particles of 52
solutions containing potassium or 40
sometime graduate professor of 85
sometime military secretary to 111
somewhat abstract character of 45
somewhat abstract conception of 47
somewhat abstract discussion of 113
somewhat abstract knowledge to 84
somewhat academic discussion of 103
somewhat arrogant dogmatism of 147
somewhat cavalier dismissal of 51
somewhat confused reference to 53
somewhat constant throughout the 56
somewhat critical discussion of 60
somewhat delusive appearance of 46
somewhat detailed discussion is 46
somewhat detailed discussion of 855
somewhat detailed discussion on 47
somewhat detailed exposition of 191
somewhat detailed knowledge of 251
somewhat detailed narrative of 45
somewhat detailed reference to 60
somewhat detailed statement of 321
somewhat doubtful privilege of 61
somewhat doubtful testimony of 42
somewhat eclectic collection of 71
somewhat erroneous impression of 75
somewhat extended discussion of 463
somewhat extended knowledge of 44
somewhat extended reference to 274
somewhat extended statement of 63
somewhat idealized conception of 62
somewhat increased frequency of 79
somewhat increased incidence of 150
somewhat increased proportion of 67
somewhat intimate knowledge of 297
somewhat minutely described the 41
somewhat modified conception of 59
somewhat mystical conception of 63
somewhat narrower conception of 87
somewhat narrower definition of 182
somewhat negative character of 54
somewhat negative evaluation of 126
somewhat negative influence on 110
somewhat pedantic formality of 42
somewhat prolonged discussion of 80
somewhat resembling arrowheads in 62
somewhat romantic conception of 74
somewhat seriously considering the 46
somewhat strangely confounding the 49
somewhat stricter definition of 59
somewhat surprising conclusion is 123
somewhat surprising conclusion to 53
somewhat surprising considering the 506
somewhat unevenly throughout the 44
