sacs and blood vessels 97
safe and close custody 150
safe and easily applied 48
safe and happy arrival 197
safe and happy because 43
safe and happy forever 80
safe and happy holiday 69
safe and happy journey 238
safe and happy shelter 65
safe and happy together 80
safe and legal abortion 1239
safe and level bridges 73
safe and pleasing shelter 97
safe and quick passage 101
safe and quiet passage 49
safe and rapid passage 84
safe and rapid transit 121
safe and smooth passage 43
safe and smooth traffic 100
safe and sound arrival 67
safe and sound because 252
safe and sound conduct 70
safe and sound members 40
safe and sound shortly 93
safe and sound solution 69
safe and under control 412
safe but hated poverty 87
safe for human contact 94
safe for large vessels 77
safe for small parties 85
safe for small vessels 90
sage old women cripple 129
sage was looking towards 41
said act shall require 63
said and added quickly 77
said and found herself 57
said and found himself 67
said and headed towards 46
said and leaned against 144
said and leaned forward 461
said and moved forward 75
said and moved quickly 53
said and moved towards 118
said and often assumed 40
said and often repeated 148
said and waved goodbye 66
said boy under penalty 78
said earl thinking himself 42
said for latin america 50
said god would forgive 49
said god would provide 106
said her daily prayers 43
said her evening prayers 159
said her father blandly 42
said her father briefly 66
said her father gravely 77
said her father gruffly 44
said her father hastily 59
said her father proudly 40
said her father quickly 44
said her father quietly 98
said her father sharply 120
said her father soothingly 93
said her father sternly 138
said her final goodbye 159
said her first husband 81
said her morning prayers 375
said her mother crossly 61
said her mother gravely 50
said her mother hastily 57
said her mother proudly 52
said her mother quickly 169
said her mother quietly 181
said her mother sharply 295
said her mother soothingly 95
said her mother sternly 141
said her mother warningly 43
said her night prayers 45
said her voice sounded 52
said his daily prayers 158
said his daily service 49
said his evening prayers 570
said his father gravely 99
said his father gruffly 46
said his father hastily 48
said his father proudly 93
said his father quickly 41
said his father quietly 190
said his father sharply 139
said his father shortly 59
said his father sternly 253
said his final goodbye 192
said his first impulse 67
said his first priority 92
said his grave adviser 50
said his legal adviser 49
said his morning prayers 1047
said his mother gravely 55
said his mother proudly 96
said his mother quickly 191
said his mother quietly 135
said his mother sharply 177
said his mother shortly 51
said his mother soothingly 66
said his mother sternly 102
said his night prayers 56
said his noble relation 73
said his speaking against 49
said his uncle gravely 46
said his usual prayers 55
said his voice sounded 71
said one civil servant 54
said one local official 84
said one sales manager 54
said one senior manager 86
said one senior officer 67
said one senior official 484
said our evening prayers 183
said our final goodbye 105
said our morning prayers 196
said she could believe 44
said she could condone 51
said she could explain 66
said she could imagine 142
said she could picture 42
said she could pretend 96
said she could provide 47
said she cried herself 73
said she first noticed 50
said she found herself 352
said she hated herself 64
said she might proceed 53
said she never allowed 81
said she never enjoyed 49
said she never married 51
said she never noticed 55
said she never realized 76
said she never stopped 49
said she never touched 46
said she really enjoyed 110
said she within herself 70
said she would attempt 52
said she would because 141
said she would believe 80
said she would collect 55
said she would conduct 45
said she would confess 58
said she would consent 124
said she would consult 268
said she would contact 337
said she would deliver 119
said she would discuss 210
said she would divorce 82
said she would explain 327
said she would forgive 161
said she would herself 123
said she would inquire 102
said she would outgrow 84
said she would prepare 196
said she would present 70
said she would procure 184
said she would protect 51
said she would provide 122
said she would receive 182
said she would recover 97
said she would require 45
said she would reserve 64
said she would support 287
said she would testify 66
said she would undress 79
said she would venture 64
said she would welcome 182
said she would willingly 210
said she would withdraw 53
said sir george beaumont 64
said sir george douglas 85
said sir henry sternly 51
said sir james stephen 52
said sir roger williams 54
said sir thomas gresham 149
said that about everything 204
said that about fifteen 99
said that about himself 61
said that about seventy 119
said that after careful 120
said that after examining 96
said that after fifteen 43
said that after finishing 94
said that after following 73
said that after general 41
said that after january 47
said that after listening 192
said that after marriage 61
said that after receiving 147
said that after returning 114
said that after reviewing 52
said that after several 203
said that arthur balfour 44
said that basic research 61
said that board members 66
said that bobby kennedy 58
said that chief justice 276
said that civil liberty 68
said that civil service 51
said that civil society 98
said that dutch traders 54
said that eight hundred 205
said that eight thousand 87
said that elvis presley 52
said that every advance 46
said that every article 74
said that every attempt 155
said that every british 169
said that every central 112
said that every chinese 48
said that every citizen 267
said that every country 411
said that every creature 60
said that every culture 81
said that every decision 91
said that every european 104
said that every foreign 49
said that every genuine 58
said that every language 231
said that every machine 57
said that every officer 86
said that every official 93
said that every patient 151
said that every picture 103
said that every private 62
said that every problem 83
said that every question 92
said that every religion 106
said that every science 103
said that every sleeper 55
said that every society 138
said that every soldier 203
said that every spaniard 41
said that every species 245
said that every stranger 83
said that every student 138
said that every subject 225
said that every village 134
said that field marshal 62
said that fifty percent 54
said that fifty thousand 349
said that fixed capital 113
said that forty thousand 257
said that frank sinatra 71
said that getting married 58
said that greek tragedy 42
said that harry bertram 63
said that henry himself 44
said that henry wallace 40
said that human affairs 71
said that human behavior 118
said that human freedom 52
said that human history 108
said that human language 54
said that human society 109
said that indian muslims 65
said that inert official 89
said that jesus appeared 64
said that jesus himself 249
said that judas iscariot 57
said that large amounts 79
said that large numbers 485
said that latin america 419
said that light travels 150
said that looking forward 59
said that louis napoleon 112
said that major general 118
said that moses allowed 45
said that nearly everything 106
said that negro slavery 55
said that older workers 47
said that party members 53
said that people believe 41
said that people outside 93
said that people usually 110
said that price control 51
said that queen victoria 493
said that quite frankly 46
said that roger williams 69
said that roman catholic 159
said that saint francis 54
said that saint patrick 46
said that seven hundred 200
said that seven thousand 234
said that short stories 51
said that since congress 60
said that since everything 49
said that since january 63
said that since october 51
said that sixty thousand 153
said that small amounts 53
said that small islands 153
said that social justice 99
said that social science 167
said that social service 52
said that social studies 43
said that social welfare 48
said that social workers 172
said that staff members 87
said that talks between 55
said that thirty thousand 417
said that thomas aquinas 93
said that thomas carlyle 42
said that thomas lincoln 53
said that trade between 81
said that trade follows 179
said that under article 124
said that under certain 759
said that under current 62
said that under present 292
said that under similar 93
said that which touched 61
said that while america 56
said that while attending 51
said that while britain 47
said that while certain 79
said that while congress 102
said that while johnson 40
said that while listening 59
said that while science 44
said that while traveling 45
said that within certain 125
said that within fifteen 43
said that women usually 70
said that women workers 70
said that women writers 48
said that working together 45
said that world history 68
said that would attract 50
said that would explain 57
said that would require 62
said they could deliver 74
said they could discuss 102
said they could furnish 41
said they could imagine 96
said they could observe 50
said they could operate 58
said they could perform 55
said they could produce 101
said they could provide 143
said they could receive 54
said they could support 50
said they drank alcohol 66
said they drank together 42
said they earned between 109
said they liked everything 61
said they lived together 81
said they never doubted 62
said they never visited 46
said they never watched 56
said they never worried 44
said they really enjoyed 91
said they spent between 77
said they spoke spanish 46
said they voted against 86
said they would abandon 129
said they would abstain 59
said they would achieve 41
said they would advance 49
said they would approve 440
said they would attempt 170
said they would believe 239
said they would benefit 58
said they would boycott 159
said they would capture 76
said they would collect 89
said they would conduct 76
said they would consent 114
said they would consult 345
said they would contact 326
said they would convert 68
said they would correct 49
said they would decline 69
said they would deliver 254
said they would destroy 197
said they would develop 47
said they would discuss 424
said they would dislike 92
said they would endeavor 67
said they would examine 64
said they would exchange 68
said they would explain 145
said they would finance 46
said they would forfeit 46
said they would forgive 50
said they would forward 63
said they would furnish 119
said they would happily 67
said they would include 64
said they would increase 216
said they would inquire 68
said they would monitor 42
said they would observe 81
said they would operate 47
said they would perform 136
said they would prepare 84
said they would present 75
said they would prevent 60
said they would proceed 149
said they would produce 100
said they would promote 46
said they would propose 52
said they would protect 249
said they would provide 520
said they would publish 150
said they would quickly 52
said they would receive 284
said they would replace 63
said they would request 49
said they would require 264
said they would reserve 55
said they would respect 143
said they would respond 175
said they would restore 56
said they would shortly 40
said they would sponsor 48
said they would strongly 55
said they would suggest 40
said they would support 2127
said they would swallow 46
said they would testify 58
said they would undergo 66
said they would welcome 919
said they would willingly 321
said they would withdraw 320
said they would withhold 76
said this about himself 156
said this chief justice 62
said this quite plainly 45
said this which aroused 40
said this would increase 45
said this would require 98
said two facts together 109
said two monks carried 61
said was quite correct 156
said with blunt honesty 94
said with cutting sarcasm 93
said with equal cogency 40
said with equal gravity 84
said with equal justice 1011
said with faint sarcasm 99
said with false bravado 307
said with false modesty 110
said with false sympathy 41
said with grave concern 55
said with grave dignity 129
said with growing concern 48
said with light sarcasm 48
said with lofty disdain 122
said with mixed emotions 49
said with quick concern 49
said with quick decision 58
said with quick sympathy 82
said with quiet decision 67
said with quiet dignity 1278
said with quiet gravity 86
said with quiet resolve 90
said with quiet sadness 40
said with quiet sarcasm 70
said with quiet triumph 46
said with quiet urgency 171
said with scathing sarcasm 44
said with stiff dignity 51
said with total honesty 60
said with varying degrees 97
said you could believe 44
said you could control 52
said you could destroy 50
said you could explain 90
said you might rightly 49
said you shall dispose 74
said you would approve 43
said you would believe 123
said you would deliver 69
said you would destroy 48
said you would explain 254
said you would forgive 68
said you would furnish 65
said you would harness 45
said you would protect 116
said you would provide 81
said you would receive 54
said you would request 40
said you would support 54
said you would surpass 72
sail and jamming himself 42
sail and power vessels 242
sail and press forward 84
sail and stood towards 97
sail for parts unknown 139
sail for santa barbara 205
sail for weeks together 42
sail she could venture 140
sail that never appeared 54
sail they could towards 93
sail was again hoisted 185
sake but rather because 125
sake they could venture 52
sale and shall account 223
sale are often chalked 45
sale for fifty dollars 72
sale for thirty dollars 45
sale for which payment 47
sale set aside because 48
salt and chili peppers 65
salt and diked marshes 61
salt and empty barrels 47
salt and flour mixture 128
salt and flour together 151
salt and fluid balance 205
salt and fresh cracked 76
salt and fresh marshes 87
salt and small amounts 65
salt and sugar content 373
salt and sugar mixture 87
salt and sugar solution 159
salt and sugar together 311
salt and water balance 12317
salt and water because 64
salt and water between 127
salt and water content 1308
salt and water control 44
salt and water deficit 85
salt and water exchange 85
salt and water intakes 40
salt and water mixture 124
salt and water removal 60
salt and water resulting 49
salt and water results 45
salt and water retaining 106
salt and water solution 321
salt and water together 186
salt and white vinegar 71
salt are mixed together 431
salt fog pouring overhead 90
same act might produce 76
same act which effects 108
same age group because 47
same age group between 43
same age under similar 43
same age whose parents 46
same and apply rentals 120
same and every article 655
same and shall certify 66
same and shall forthwith 42
same area under similar 55
same being legal tenders 44
same day dolly brought 121
same day eight hundred 45
same day every officer 42
same day henry married 49
same day major general 111
same day which brought 125
same for either position 59
same for either process 42
same for equal amounts 44
same for equal volumes 166
same for every citizen 87
same for every company 113
same for every country 281
same for every culture 53
same for every element 237
same for every language 92
same for every machine 44
same for every patient 410
same for every position 138
same for every process 49
same for every product 179
same for every program 48
same for every project 90
same for every rational 61
same for every species 101
same for every student 221
same for every subject 373
same for large numbers 50
same for latin america 53
same god gives ability 65
same had never existed 69
same his sword against 50
same key which chaucer 45
same law which applies 159
same law which enables 41
same law which forbade 40
same law which forbids 164
same law which governs 497
same law which permits 40
same law which renders 49
same man twice together 50
same man under several 149
same man whose picture 58
same old fight between 46
same old funny swallow 44
same old story repeated 111
same old woman appeared 66
same things about himself 78
same two hours together 72
same two major parties 77
same way about america 58
same way about certain 93
same way about everything 290
same way about herself 80
same way about himself 196
same way about marriage 45
same way about religion 100
same way human society 44
same way twice because 66
same way under similar 554
same way which signify 72
same way would produce 53
same with equal freedom 40
same with every article 46
same with varying degrees 46
same year chief justice 67
same year louis napoleon 47
same year queen victoria 116
same year which brought 144
sand and finer material 129
sand and grass bunkers 65
sand and leaned against 51
sand and loose material 52
sand and shell material 108
sand and slime between 85
sand and small amounts 70
sand and small pebbles 1211
sand and small rounded 43
sand and stuck flowers 65
sand and water between 77
sand and water culture 150
sand and water hazards 73
sand and water mixture 158
sand and water together 150
sand and white pebbles 78
sand are bound together 54
sand are mixed together 95
sand bar which extends 46
sand has nearly slipped 55
sand off sweet potatoes 41
sand with minor amounts 121
sand with small amounts 93
sand with small pebbles 164
sand with varying amounts 78
sane and adult muslims 57
sane and healthy outlook 43
sane and healthy persons 166
sane and healthy society 51
sane man could believe 175
sane man could dignify 59
sane man could imagine 44
sane man could withhold 46
sane man really believe 40
sane man would attempt 110
sane man would believe 119
sane man would venture 58
sane man would willingly 77
sank and eight turkish 52
sank with varying profile 50
sash and blind factory 822
sash and glass windows 143
sate and spake against 45
save and bless mankind 62
save and later restore 175
save any money because 109
save for brief moments 160
save for minor details 45
save his limbs quivering 56
save his money conceals 141
save his sinking country 56
save one which implies 73
save sex until marriage 137
save that which follows 185
save that which regards 107
save that which relates 50
save that which remains 212
save that which results 245
save that which touched 45
save them money because 40
save them which believe 50
save you large amounts 51
save you money because 403
saws and drill presses 67
saws and under harrows 133
saying for every occasion 97
saying her evening prayers 108
saying her morning prayers 88
saying his daily prayers 92
saying his evening prayers 579
saying his morning prayers 968
saying his night prayers 52
saying she found herself 66
saying she seated herself 40
saying she would content 58
saying she would explain 86
saying she would provide 64
saying she would willingly 115
saying that civil society 142
saying that every attempt 43
saying that every carriage 51
saying that every citizen 88
saying that every country 98
saying that every creature 51
saying that every element 69
saying that every language 100
saying that every patient 51
saying that every question 40
saying that every religion 41
saying that every science 54
saying that every society 120
