saintly passion i cried 42
sampled through a small 49
samples showed a large 66
samples showed a small 53
samples showed a strong 99
samples through a small 49
sanction serves a valid 49
sandals crossing a strip 49
sanguine without a doubt 70
satisfy myself i shall 75
scatter around a piece 74
scatter diagram a graph 111
schools became a major 222
schools became a scene 157
schools played a large 59
schools played a major 209
schools played a vital 61
science became a major 102
science offers a surer 146
science played a large 50
science played a major 189
scoffed without a shock 40
screamed before i could 56
screens around a table 41
scrolling through a large 67
searched through a large 94
searched through a small 59
searched through a stack 160
searched without a court 113
searched without a search 448
searched without a valid 54
searches through a large 102
searches without a search 102
seashore watching a small 55
seconds before i could 988
seconds before i found 70
seconds before i spoke 51
seconds before i start 52
seconds before i would 108
sections showed a layer 53
sections through a small 47
secular matter a woman 42
secured before a search 53
secured beyond a doubt 83
secured itself a place 46
secured myself a place 50
secured through a grant 52
secured through a local 72
secured through a small 42
secured through a study 103
secured without a fight 43
sedition through a whole 45
seemingly without a qualm 40
seemingly without a trace 130
seizure without a search 114
sermons created a moral 58
servant boards a child 41
servant carrying a large 196
servant carrying a small 58
servant carrying a torch 48
servant placed a small 54
service attain a level 42
service became a major 142
service before i could 44
service before i stood 49
service covering a period 93
service covers a period 101
service through a local 151
service through a period 68
service without a cause 57
service without a change 52
service without a large 69
sessions covering a period 58
settled around a large 56
settled around a table 213
settled before a court 87
settled before a final 65
settled before a judge 62
settled before i could 83
settled beyond a doubt 647
settled through a clearing 307
settled whether i shall 50
settled without a court 212
settled without a doubt 45
settled without a fight 360
settled without a major 49
several broods a season 62
several nights i could 63
several nights i slept 56
several places i could 83
several places i found 132
several points i shall 43
several points i would 117
several reasons i chose 51
several reasons i could 66
several reasons i shall 45
several reasons i would 97
sharply before i could 67
shelter before a storm 58
shelter behind a clump 81
shelter behind a fence 51
shelter behind a hedge 66
shelter behind a large 375
shelter behind a point 99
shelter behind a ridge 48
shelter behind a small 131
shelter behind a stone 228
shelter behind a woman 47
sheriff raised a posse 86
shifted through a small 81
shifted toward a focus 42
shifted toward a longer 133
shifted toward a lower 117
shillings sterling a pound 256
shipped across a state 50
shortly become a first 48
shortly become a major 51
shortly become a mother 143
shortly become a nation 47
shortly before a fatal 42
shortly before a large 107
shortly before a major 153
shortly before a meeting 142
shortly before a train 45
shortly before a visit 81
shortly before i began 306
shortly before i first 80
shortly before i moved 115
shortly before i wrote 67
shouted across a field 54
shouted before i could 46
shouted something i could 258
shouted through a speaking 298
shudder without a cause 44
shuffle through a stack 152
shuffling through a stack 342
sighted enough i might 85
signals through a cable 278
silence before a crowd 45
silence before a storm 389
silence before i could 167
silence before i spoke 45
silence without a sound 330
similar across a broad 72
similar manner a curve 47
similar manner a whole 45
similar manner i shall 46
similar reasons i would 82
simpering beside a swain 48
sincere artist i never 43
sincere passion i could 46
sixteen became a clerk 44
sixteen guineas a sheet 134
sixteen marrying a woman 49
skidded around a curve 93
skidded around a sharp 58
skipper before a rogue 94
skulked behind a hedge 53
slashes through a cloud 56
slavery became a burning 119
slavery became a major 109
slavery became a moral 52
slavery became a topic 60
slavery called a trade 87
slavery itself a longer 41
slavery played a major 71
slipped behind a cloud 613
slipped behind a hedge 61
slipped behind a large 161
slipped through a breach 52
slipped through a crack 751
slipped through a fence 44
slipped through a grating 71
slipped through a small 246
slipped through a space 42
slipped without a sound 43
slumped across a table 68
smaller matter i would 133
smashed through a fence 121
smoothly through a large 43
smoothly without a hitch 355
smuggling became a major 61
snapped before i could 46
snapped without a sound 97
society became a major 108
society became a model 62
society creates a social 50
society enters a period 63
society except a small 47
society needed a strong 48
society places a strong 50
society places a value 98
society played a major 152
society reached a point 50
society reaches a level 74
society reaches a point 139
society reaches a stage 121
society reaches a state 47
society through a change 58
society through a period 106
society through a social 115
society through a study 115
society toward a state 175
society turned a blind 102
society without a change 51
society without a class 100
society without a large 40
society without a moral 106
society without a rigid 48
