saddest book ever written 71
saddles were flat cushions 45
sadness come over mankind 41
sadness into their marriage 94
sadness will last forever 43
sailors from south america 41
sailors have very similar 58
sailors into their service 56
sailors must have divided 79
sallied forth from granada 230
sallied forth from seville 111
sallies were made against 56
samples also have escaped 57
samples from great britain 47
samples from many sources 63
samples from north america 122
samples from other planets 49
samples from other sources 157
samples from other species 51
samples from other studies 46
samples from south america 75
samples from these animals 101
samples from these sources 57
samples from these stations 53
samples from three stations 47
samples give more precise 45
samples give more reliable 63
samples have been annealed 178
samples have been applied 183
samples have been arranged 87
samples have been assayed 97
samples have been brought 140
samples have been carried 286
samples have been checked 48
samples have been counted 77
samples have been derived 94
samples have been devised 47
samples have been diluted 58
samples have been divided 119
samples have been exposed 231
samples have been gathered 102
samples have been grouped 138
samples have been limited 68
samples have been matched 71
samples have been measured 665
samples have been omitted 119
samples have been plotted 152
samples have been reduced 67
samples have been removed 264
samples have been secured 48
samples have been studied 1042
samples have been weighed 50
samples have very similar 74
samples only when failure 42
samples show very similar 68
samples taking into account 48
samples were also annealed 55
samples were also assayed 73
samples were also carried 73
samples were also checked 43
samples were also exposed 65
samples were also measured 285
samples were also similar 46
samples were also studied 212
samples were made according 57
samples were much smaller 73
samples were used because 130
samples were very similar 425
samples will fall between 56
samurai gave full consent 48
sarcoma clear cell sarcoma 217
satires have been written 47
satisfy even their minimum 41
satisfy some other demands 53
satisfy their base motives 48
satisfy their ever increasing 54
satisfy their just demands 653
satisfy their just desires 149
satisfy their pious fancies 173
satisfy their prior support 60
satisfy their vile avarice 41
satisfy these four criteria 103
satisfy these three criteria 164
saucers from other planets 70
savages from their coverts 64
savages over their victims 77
savages treat their enemies 53
savages were seen attacking 41
savages whom their masters 50
scanner data from grocery 104
scarlet beans were trained 43
scarlet sage bore witness 52
scarred from many battles 77
scatter their roving parties 41
schemes have been adapted 61
schemes have been adopted 1102
schemes have been allowed 50
schemes have been applied 672
schemes have been arranged 47
schemes have been brought 275
schemes have been carried 758
schemes have been defined 123
schemes have been derived 158
schemes have been devised 5276
schemes have been enacted 56
schemes have been evolved 324
schemes have been exposed 50
schemes have been floated 55
schemes have been largely 87
schemes have been limited 64
schemes have been offered 223
schemes have been operating 116
schemes have been planned 196
schemes have been pursued 42
schemes have been realized 74
schemes have been revised 53
schemes have been started 560
schemes have been studied 401
schemes have been subject 95
schemes have been wrecked 40
schemes take into account 121
schemes taking into account 115
schemes took into account 43
schemes were also carried 49
schemes were also started 47
schools also have classes 42
schools from other schools 77
schools from other sources 76
schools from their earliest 54
schools from their present 70
schools have also adopted 100
schools have also started 43
schools have been accused 240
schools have been adapted 67
schools have been adopted 125
schools have been advised 42
schools have been allowed 340
schools have been arranged 84
schools have been awarded 52
schools have been brought 408
schools have been carried 175
schools have been charged 227
schools have been chiefly 41
schools have been closely 47
schools have been content 79
schools have been covered 93
schools have been damaged 52
schools have been declining 56
schools have been defined 90
schools have been derived 43
schools have been devised 57
schools have been divided 149
schools have been educating 47
schools have been endowed 50
schools have been equally 43
schools have been erected 588
schools have been expanding 68
schools have been exposed 66
schools have been founded 1499
schools have been granted 140
schools have been grouped 93
schools have been improving 54
schools have been increasing 196
schools have been induced 46
schools have been invaded 48
schools have been invited 101
schools have been labeled 55
schools have been largely 394
schools have been limited 97
schools have been located 149
schools have been managed 58
schools have been obliged 155
schools have been offered 65
schools have been omitted 74
schools have been operating 248
schools have been ordered 104
schools have been plagued 64
schools have been planned 118
schools have been planted 71
schools have been popular 52
schools have been producing 44
schools have been providing 85
schools have been rapidly 61
schools have been rebuilt 77
schools have been receiving 95
schools have been reduced 178
schools have been removed 91
schools have been reopened 101
schools have been revised 76
schools have been staffed 79
schools have been started 1121
schools have been steadily 123
schools have been strongly 55
schools have been studied 189
schools have been subject 345
schools have been trained 193
schools have been unwilling 67
schools have been usually 60
schools have been visited 185
schools have been written 122
schools have made efforts 69
schools have more freedom 64
schools have only assumed 43
schools have only limited 83
schools have very limited 173
schools hold back america 171
schools into high schools 74
schools into three classes 95
schools must also provide 77
schools must have existed 78
schools must have teachers 55
schools must meet certain 110
schools must take account 64
schools must work together 112
schools only such teachers 43
schools paid their teachers 43
schools take into account 126
schools there were several 75
schools were also allowed 49
schools were also beginning 46
schools were also divided 41
schools were also erected 50
schools were also founded 350
schools were also located 82
schools were also started 227
schools were also subject 41
schools were also visited 69
schools were good schools 41
schools were hard pressed 93
schools were high schools 49
schools were just beginning 206
schools were made subject 151
schools were more closely 45
schools were more popular 81
schools were much smaller 116
schools were only allowed 45
schools were soon founded 67
schools were very largely 48
schools were very limited 97
schools were very popular 170
schools were very similar 248
schools when their parents 55
schools will also provide 41
schools will also require 57
schools will vary according 58
science came into question 74
science from case western 58
science have been adopted 69
science have been applied 409
science have been brought 355
science have been carried 78
science have been defined 45
science have been derived 81
science have been devoted 49
science have been founded 68
science have been hitherto 223
science have been ignored 40
science have been largely 148
science have been limited 60
science have been obliged 76
science have been offered 61
science have been reduced 66
science have been studied 84
science have been written 144
science have come together 46
science have made immense 65
science made great strides 133
science must take account 164
science must work together 46
science puts such intense 55
science will have arrived 68
scooped tiny pink animals 44
scratch dirt over scandal 43
scratch their heads wondering 74
scrawny girl from arizona 71
screens have been carried 92
screens have been devised 64
screens have been erected 65
screens have been removed 127
screwed back into position 55
scripts have been written 304
searched much more quickly 41
searches from other searches 77
searches have been carried 280
seasonal cash flow pattern 50
seasoned cast iron skillet 115
seasoned rice wine vinegar 421
seawater vary from location 60
seceded from gran colombia 144
seceded from great britain 143
seconds away from exploding 141
seconds felt like minutes 53
seconds grew into minutes 65
seconds must have elapsed 64
seconds over three minutes 52
seconds seem like minutes 70
seconds took their stations 40
seconds turn into minutes 42
seconds will have elapsed 58
secrecy having been removed 69
secrets from their parents 306
secrets from your friends 61
secrets from your husband 131
secrets from your parents 73
secrets have been exposed 86
secrets have been revealed 548
secrets were well guarded 44
sections come into contact 41
sections give more details 71
sections have been adapted 101
