sails outspread like motionless 74
saved thousands from starvation 52
scale holocene arid intervals 52
scale temporal gene expression 123
scant attention from historians 442
scare children into obedience 61
search wherever their suspicions 138
season compiled from satellite 138
season extended from september 73
seated opposite their majesties 46
sects professing many different 41
seems scarcely less important 41
seems somewhat less important 55
seems somewhat more difficult 99
seems somewhat more favorable 45
seems somewhat more important 46
seems somewhat more plausible 118
seems somewhat more reasonable 65
seems therefore more reasonable 110
senior managers from different 112
senior managers were concerned 43
senior officers were appointed 83
senior officers were available 40
senior officers were concerned 97
senior officers were convinced 48
senior officers were dismissed 105
senior officers were permitted 42
senior officials were appointed 71
senior officials were dismissed 44
sense whatever pale reflection 56
serum mixtures were incubated 59
serum obtained from immunized 70
serum proteins were separated 63
serum squamous cell carcinoma 81
serving multiple life sentences 104
seven articles were published 51
seven electors were supported 72
seven lectures were delivered 53
seven sleepers were permitted 105
seven villages were destroyed 49
shall commence upon completion 214
shall complete their withdrawal 45
shall conclude these desultory 138
shall conclude these instances 79
shall conclude these quotations 58
shall consider four different 72
shall consider more carefully 122
shall consider more thoroughly 50
shall consider most expedient 53
shall consider only situations 61
shall consider some additional 70
shall consider some important 127
shall consider some objections 82
shall consider some practical 80
shall consider such objections 201
shall consider such statement 46
shall consider these arguments 94
shall consider these conditions 57
shall consider these different 119
shall consider these objections 81
shall consider these phenomena 66
shall consider these presently 40
shall consider these processes 66
shall consider three different 225
shall consider three important 85
shall consider three principal 57
shall consider your invitation 70
shall consider your obedience 40
shall continue their navigation 66
shall continue their possession 45
shall describe some important 47
shall describe their affliction 89
shall describe these processes 45
shall describe three different 50
shall discover much emptiness 72
shall exercise such attendant 64
shall exercise such discretion 51
shall exercise their discretion 177
shall exercise their mightiest 50
shall hereafter call knowledge 50
shall hereafter call partridge 79
shall indicate their occupation 63
shall instruct your delegates 118
shall likewise have exclusive 68
shall maintain fire insurance 52
shall maintain high standards 160
shall maintain such insurance 238
shall maintain such registers 144
shall postpone their discussion 41
shall probably feel admiration 47
shall probably find ourselves 359
shall probably have forgotten 48
shall probably teach ourselves 66
shall promptly make available 210
shall promptly make reasonable 69
shall register such applicant 50
shall remember your mountains 126
shall suddenly find ourselves 84
shall therefore find ourselves 53
shall therefore leave posterity 40
shall therefore only recommend 97
shall therefore take advantage 44
shall transfer those proceedings 66
shall transmit duly certified 295
shall transmit such statement 90
share equations were estimated 106
shell contains four electrons 49
shops reassured their customers 40
shore inclined more decidedly 47
short articles were published 50
short chapters just concluded 43
short distance from alexandria 106
short distance from amsterdam 85
short distance from baltimore 76
short distance from cambridge 66
short distance from edinburgh 105
short distance from jerusalem 333
short distance from melbourne 52
short distance from nashville 54
short distance from salisbury 58
short distance from whitehall 41
short distance when disturbed 54
short excursion from edinburgh 48
short lectures were delivered 40
short passages from published 183
short passages from scripture 131
short speeches were delivered 49
showing squamous cell carcinoma 66
shows squamous cell carcinoma 140
signing officers have disclosed 350
signing officers have indicated 272
since acquired much additional 73
since examined more carefully 66
singers murmured among themselves 40
sinus squamous cell carcinoma 102
sized materials have attracted 126
sized projects were completed 104
slave children were sometimes 40
slave families were separated 175
sleep retarded their movements 78
small business health insurance 114
small business size standards 78
small capacity will electrify 43
small cassette tape recorders 54
small children were assembled 40
small children were permitted 56
small children were sometimes 119
small deviations from normality 224
small deviations from spherical 91
