sad blue eye gazes 63
sad breath his spongy 70
sad eyes and asked 45
sad eyes and began 59
sad eyes may still 43
sad eyes saw peril 69
sad eyes that could 40
sad fact that after 61
sad fact that every 66
sad fact that often 88
sad fact that people 158
sad fact that since 57
sad fact that today 127
sad fact that while 136
sad fact that women 40
sad fate that night 42
sad heart and needy 63
sad heart that never 54
sad more than anything 69
sad news this morning 76
sad news was first 55
sad news was known 77
sad sobs that arose 110
sad tale was never 43
sad tears are falling 58
sad tears does betty 138
sad when her mother 79
sad when his father 47
sad when his mother 53
sad when one thinks 82
sad when she found 74
sad when she spoke 83
sad when she thinks 78
sad when they found 44
sad will not avail 65
sang along with every 73
sang clear and sweet 46
sang like any large 72
sang loud and sweet 46
sang songs all night 42
sang songs and drank 91
sang songs and hymns 176
sang songs and wrote 44
sang their own hymns 62
sang their own words 45
sang their own works 44
sang till his voice 49
sap from her sweet 61
sap from its roots 98
sat along both sides 72
sat among her women 72
sat among his books 319
sat among his people 40
sat among them alone 42
sat atop her horse 56
sat atop his horse 243
sat atop his mount 49
sat back and again 79
sat back and asked 366
sat back and beamed 158
sat back and began 895
sat back and cried 46
sat back and drank 385
sat back and faced 58
sat back and fixed 69
sat back and gazed 644
sat back and heaved 71
sat back and hoped 124
sat back and laced 86
sat back and leaned 154
sat back and mused 45
sat back and raked 46
sat back and reread 57
sat back and shook 557
sat back and spoke 103
sat back and spread 105
sat back and taken 64
sat back and toyed 41
sat back and tried 1471
sat back and waved 95
sat back and wiped 406
sat bent and drawn 53
sat biting her inner 42
sat biting her nails 50
sat biting his fingers 94
sat biting his lower 58
sat biting his nails 236
sat boys and girls 44
sat calm and still 78
sat cold and still 49
sat cold and white 85
sat dark and empty 63
sat down all alone 261
sat down all night 52
sat down and acted 74
sat down and added 360
sat down and after 473
sat down and again 459
sat down and asked 3750
sat down and banged 128
sat down and bathed 43
sat down and beamed 125
sat down and began 31278
sat down and begun 335
sat down and bowed 349
sat down and broke 426
sat down and built 100
sat down and burst 809
sat down and ceased 44
sat down and chose 60
sat down and could 340
sat down and cried 9512
sat down and dialed 314
sat down and dined 356
sat down and dozed 124
sat down and drank 2915
sat down and drawn 183
sat down and dried 81
sat down and drove 76
sat down and faced 1164
sat down and fired 423
sat down and first 40
sat down and fixed 647
sat down and found 449
sat down and gazed 1870
sat down and given 156
sat down and heaved 107
sat down and hoped 99
sat down and laced 63
sat down and leafed 136
sat down and leaned 5141
sat down and moved 194
sat down and mused 109
sat down and nearly 85
sat down and never 196
sat down and noted 96
sat down and others 53
sat down and poked 80
sat down and pored 63
sat down and really 500
sat down and reread 196
sat down and rowed 41
sat down and sewed 138
sat down and shook 653
sat down and slept 108
sat down and spake 140
sat down and spent 1223
sat down and spoke 1084
sat down and spread 714
sat down and stood 341
sat down and stuck 149
sat down and swept 49
sat down and swore 89
sat down and taken 331
sat down and thrust 107
sat down and toyed 75
sat down and tried 7712
sat down and typed 1418
sat down and undid 104
sat down and waved 348
sat down and weakly 93
sat down and while 264
sat down and wiped 1083
sat down and within 73
sat down and would 267
sat down and wrote 53026
sat down but could 72
sat down day after 52
sat down each evening 66
sat down each morning 82
sat down for about 720
sat down for hours 128
sat down for lunch 1699
sat down for talks 57
sat down has given 52
sat down his glass 91
sat down near where 97
sat down not knowing 58
sat down one evening 807
sat down one morning 306
sat down one night 660
sat down she asked 97
sat down she began 114
sat down she could 112
sat down she spoke 44
sat down she would 171
sat down that evening 612
sat down that first 43
sat down that morning 126
sat down that night 799
sat down they could 41
sat down they would 120
sat down this evening 70
sat down this morning 509
sat down too close 101
sat down with about 143
sat down with arthur 56
sat down with billy 41
sat down with bowed 44
sat down with chris 83
sat down with dante 40
sat down with david 125
sat down with every 63
sat down with father 50
sat down with frank 94
sat down with george 125
sat down with harry 66
sat down with hearts 67
sat down with henry 115
sat down with jason 46
sat down with jerry 53
sat down with jesus 440
sat down with jimmy 44
sat down with knees 47
sat down with larry 48
sat down with linda 46
sat down with mingled 42
sat down with mother 58
sat down with nancy 49
sat down with others 104
sat down with paper 257
sat down with people 148
sat down with peter 112
sat down with quiet 51
sat down with rather 167
sat down with sally 40
sat down with sarah 76
sat down with scott 43
sat down with steve 68
sat down with stiff 65
sat down with susan 42
sat down with terry 45
sat down with trent 50
sat down with uncle 50
sat down you could 105
sat dozing and dreaming 52
sat dumb for thirty 43
sat during his visit 70
sat during this period 97
sat during this reign 90
sat facing her father 209
sat facing his father 44
sat facing his mother 76
sat filing her nails 55
sat here all alone 113
sat here all evening 47
sat here all morning 42
sat here all night 529
sat here and cried 101
sat here and drank 40
sat here day after 127
sat here for forty 51
sat here for hours 297
sat here for nearly 40
sat here not knowing 46
sat here this evening 77
sat here this morning 120
sat here this night 40
sat here two weeks 61
sat high and proud 47
sat home and drank 46
sat idle for months 40
sat late and drank 106
sat late one night 80
sat late that evening 64
sat late that night 896
sat leaning her elbow 51
sat like one dazed 49
sat like one under 110
sat like that until 238
sat much too close 83
sat mute and still 122
sat next her father 72
sat next his mother 167
sat only two months 208
sat over his boiling 40
sat over his books 243
sat over our pipes 55
sat pale and quiet 60
sat pale and still 108
sat pale and tense 52
sat raging and writing 88
sat reading all night 48
sat reading and smoking 117
sat reading and writing 214
sat reading for about 41
sat reading her bible 128
sat reading his bible 211
sat reading his paper 229
sat ready and waiting 82
sat safe and happy 107
sat safe and sound 43
sat some two hours 54
sat some way below 168
sat swinging his purse 88
sat tall and erect 185
sat tall and proud 220
sat there all alone 1058
sat there all evening 306
sat there all morning 197
sat there all night 1798
sat there and acted 68
sat there and asked 130
sat there and beamed 43
sat there and began 311
sat there and could 216
sat there and cried 2035
sat there and drank 753
sat there and drunk 40
sat there and found 47
sat there and froze 41
sat there and fumed 71
sat there and gaped 66
sat there and gazed 393
sat there and hated 42
sat there and hoped 46
sat there and mused 40
sat there and never 347
sat there and sewed 46
sat there and shook 352
sat there and spoke 92
sat there and taken 60
sat there and tried 840
sat there and would 135
sat there and wrote 309
sat there any longer 314
sat there day after 531
sat there for about 4620
sat there for close 117
sat there for eight 76
sat there for forty 133
sat there for fully 56
sat there for hours 3647
sat there for maybe 190
sat there for months 156
sat there for nearly 583
sat there for quite 815
sat there for seven 108
