sailors themselves tried their 43
sampled frequency table when 150
samples described above were 69
satisfy themselves about their 52
savages certainly would have 47
schemes described above have 105
schools patterned after those 77
scrapie incubation period mice 110
seamless stainless steel tubing 58
secrecy surrounding grand jury 55
secrete pancreatic juice into 81
secreting pancreatic islet cell 171
secular democracy based upon 89
secured additional funds from 45
secured creditors would have 50
secured themselves within their 54
seemingly different though ever 67
seemingly disparate parts into 63
seemingly unrelated facts into 70
selfish interests above those 79
selfish rivalries which have 74
sensual appetites which time 43
sensual enjoyment which must 52
service brokerage firms have 123
service commission shall have 81
service companies which have 151
service personnel would have 115
service providers about their 184
service providers could also 41
service providers might have 57
service providers offer free 69
service providers offer their 151
service providers often have 214
service providers which have 90
service providers within their 103
service providers would have 358
service providers would like 63
service providers would need 41
service utilities within said 51
servile compliance would have 75
servile doctrines which were 116
settled conditions might have 40
settled districts would have 46
several accidents which have 46
several accidents which seem 50
several additional cases have 79
several additional items were 44
several additional steps were 52
several additional tests were 41
several arguments drawn from 155
several arguments which have 155
several arguments which were 71
several batteries which were 51
several candidate genes have 95
several centuries after their 444
several centuries after these 81
several centuries later were 52
several centuries later when 155
several commercial firms have 42
several companies which have 161
several companies which were 178
several compounds which have 114
several compounds which were 46
several conditions which have 137
several conditions which make 48
several conditions which must 381
several conditions which were 85
several conditions which will 87
several conditions would have 144
several countries still have 49
several countries where such 43
several countries where there 86
several countries which have 453
several countries which were 199
several countries whose laws 57
several countries would have 88
several different amino acid 301
several different angles from 41
several different brain areas 88
several different foods pain 40
several different forms during 67
several different forms from 40
several different forms have 61
several different forms over 41
several different forms such 79
several different items from 45
several different kinds have 66
several different kinds were 55
several different names during 84
several different names have 56
several different names over 64
several different names such 55
several different names were 86
several different people during 45
several different people from 44
several different people have 44
several different people over 49
several different people were 64
several different people will 43
several different roles during 53
several different sizes were 41
several different terms have 57
several different terms used 66
several different terms were 45
several different tests have 44
several different times during 540
several different times from 41
several different times over 77
several different times when 47
several different topic areas 47
several different types from 42
several different types have 205
several different types were 192
several districts shall have 59
several districts shall meet 66
several districts which have 48
several districts which were 95
several documents which form 147
several documents which have 58
several documents which show 42
several documents which throw 62
several documents which were 107
several excellent books dealing 68
several excellent books have 177
several excellent ports along 93
several factories which were 40
several footsteps running came 117
several fragments which were 44
several hypotheses about what 175
several hypotheses which have 192
several important books dealing 41
several important books have 99
several important books were 53
several important cases have 82
several important cases were 41
several important facts have 125
several important facts must 69
several important facts were 75
several important items were 53
several important people were 42
several important roles during 49
several important steps have 127
several important steps must 46
several important steps were 190
several important towns were 66
several important works dealing 54
several important works from 108
several important works have 229
several important works were 149
several incidents which give 77
several incidents which have 82
several incidents which kept 70
several incidents which show 116
several incidents which tend 112
several incidents which took 52
several incidents which were 58
several indignant hands were 106
several instances where some 105
several instances where such 181
several instances where their 41
several instances where there 208
several instances where these 159
several instances where young 41
several instances which have 427
several instances which show 149
several instances which will 45
several interesting facts have 92
several interesting facts were 84
several intuitions which make 44
several inventions which have 56
several liberties which their 62
several movements which have 74
several mysteries shall fall 131
several objections which have 199
several operations which have 57
several pamphlets which were 83
several particles which must 85
several phenomena which have 106
several practical jokes upon 60
several processes which have 121
several processes which will 53
several proposals which have 59
several proposals which were 94
several provinces which have 46
several provinces which were 97
several provincial towns were 42
several provisions which were 153
several qualities which make 81
several quotations which have 46
several rebellions which took 42
several regiments which were 48
several scattered drops were 75
several sensations which form 96
several sensations which these 45
several sentences which were 45
several situations where such 90
several situations where there 42
several societies which have 42
several specimens taken from 145
several specimens which have 94
several specimens which were 166
several tanneries which fill 58
several technical terms have 44
several technical terms used 45
several telephone calls from 526
several telephone calls were 44
several varieties which have 125
several varieties which will 54
shadowy effluence rises from 60
shadowy substance could have 82
shallow ovenproof serving dish 135
sharply conflicting views among 40
shelter themselves under some 106
shelter themselves under such 79
shelter themselves under their 189
shelter themselves under your 65
shifted political power from 125
shocked observers whose life 135
sickening sensations crept along 78
sighted parsimony still more 68
similar arguments about other 57
similar arguments could have 50
similar attitudes about their 56
similar character which have 338
similar character which were 98
similar character which will 81
similar character would have 61
similar compounds which have 110
similar conclusion based upon 45
similar conclusion comes from 133
similar conclusion drawn from 68
similar conclusion would have 59
similar conclusion would hold 69
similar conditions arising from 50
similar conditions could have 65
similar conditions might have 88
similar conditions which have 76
similar conditions which were 56
similar conditions would have 223
similar documents which have 83
similar expression would hold 46
similar incidents which have 103
similar influence would have 45
similar instances which have 156
similar mechanism could also 74
similar mechanism might also 77
similar movements which have 57
similar obligation rests upon 61
similar organisms which have 82
similar phenomena occur when 56
similar phenomena which have 114
similar practices which prey 70
similar principle holds good 49
similar principle holds true 68
similar procedure would have 94
similar processes which have 137
similar production every three 62
similar provisions which have 41
similar provisions which were 41
similar responses which have 117
similar situations where there 72
similar situations which have 95
similar situations would have 61
similar specimens which have 47
similar statement could have 57
similar statement holds good 111
similar statement holds true 169
similar statement holds when 53
similar statement would hold 98
similar substance which will 42
similar suggestion comes from 40
sincere admiration which boys 56
sincere enquirers after truth 65
sincere inquirers after truth 500
sincere portraits which leave 46
situate themselves within their 90
situate themselves within these 41
skilful commander might have 53
skilled craftsmen working from 131
skipper recovered first from 49
slender eyelashes which fringe 219
slumber gradually stole upon 101
smaller companies often have 78
smaller companies where there 40
smaller companies which have 141
smaller companies which were 108
smaller companies would have 79
smaller countries which have 106
smaller countries which were 65
smaller countries would have 88
smaller dimensions twice full 104
smaller effective focal spot 108
smaller fragments which have 41
smaller particles which have 71
smaller political units into 42
smaller political units such 53
smaller population would have 50
smaller proportion which from 41
socially desirable goals such 76
socially developed human beings 125
socially necessary labor into 46
socially necessary labor time 6366
socially necessary working time 182
socially sanctioned power over 42
society gradually falling into 53
softening influence would have 63
solicit additional funds from 49
soluble compounds which have 40
solution described above will 42
solution gradually turns blue 40
southern california coast during 47
southern california coast from 61
southern california coast have 46
southern california coast were 53
southern california where many 45
southern california where there 89
southern california would have 86
southern continent shall have 86
southern democrats would have 59
southern latitudes where south 57
southern provinces which were 116
southern provinces would have 52
southern temperate zones into 56
spacious structure could hold 40
speakers pronounce words like 93
species currently known from 49
species described above were 41
species described below have 126
species presently known from 51
species previously known from 168
species previously known only 154
specify conditions which must 77
specious arguments drawn from 42
specious arguments which have 50
specious arguments which were 41
spheres described above will 65
squared prediction error over 94
squares regression lines were 55
stamped inelastic human clay 54
started complaining about having 45
started complaining about their 79
started fantasizing about what 41
started reminiscing about their 51
startling detonation breaking into 42
stately pinnacles above their 71
statute prohibiting night work 93
statute prohibiting women from 122
steadily throughout adult life 61
sterile distilled water from 86
sterile distilled water into 153
sterile distilled water prior 79
sterile distilled water three 47
sterile distilled water were 209
sterile distilled water will 54
stomach contained about half 44
stomach contained about three 48
stopped complaining about their 42
storage batteries which were 49
stories contained within these 41
stranger presently moved from 59
stretch executive power over 46
stretch themselves shall pass 92
stringent conditions which must 48
