sails were sometimes used 42
sales data collected from 93
sales have benefited from 49
sales have generally been 71
sales were generally made 97
sales were generated from 98
sales were unusually high 41
sally forth wrathfully from 213
salts were converted into 71
salts were extracted from 72
salts were purchased from 77
salts were separated from 56
sands were deposited along 48
sands were deposited during 82
sands were deposited over 101
sandy cove protected from 43
sapling upon parnassus more 95
satin hats surmounting their 51
saved from absorption into 54
saved from absurdity only 53
saved from alienation from 77
saved from conviction only 96
saved from demolition when 47
saved from everlasting fire 40
saved from extinction only 693
saved from extinction when 68
saved from starvation during 78
saved from starvation only 750
saved from starvation when 44
saved from vulgarity only 44
saved many prisoners from 66
saved their ancestors from 75
saved their countries from 120
saved these countries from 43
saved these everlasting said 63
saved those countries from 43
saved your miserable life 117
savings were channeled into 95
savings were converted into 69
scale gene expression data 685
scale mining operations have 129
scale mining operations were 170
scale very different from 437
scale were developed from 48
scans were performed during 63
scans were performed over 57
scant data available from 40
scaring some customers away 67
scene been exhibited there 72
scene from somewhere else 45
scene grew gradually more 107
scene less dependent upon 139
scene very different from 458
sealed when vicksburg fell 125
seamen threw themselves from 55
seamen were impressed from 50
seamen were impressed into 134
seamen were recruited from 44
search those abandoned farm 50
season also furnishes some 51
season when conditions were 42
sects fall naturally into 83
sects have developed their 59
seeds were collected from 707
seeds were extracted from 67
seeds were harvested from 175
seeds were purchased from 113
seeds were recovered from 599
seeds were scattered over 84
seeds were separated from 239
seeds were separated into 53
seeds will germinate more 72
seeds will germinate only 144
seeds will germinate well 89
seeds will germinate when 134
seeking more effective means 92
seeking more effective ways 312
seeking more efficient ways 93
seeking prior permission from 94
seeking some advantage from 45
seeking some protection from 42
seeking their liberation from 79
seeking those spiritual aids 60
seeking what alleviation there 42
seeking will certainly come 57
seeks some sheltered spot 54
seems also different from 53
seems fast approaching when 92
seems less astonishing when 54
seems less dependent upon 77
seems less important when 76
seems less plausible when 66
seems like everybody else 201
seems like yesterday when 321
seems more dependent upon 106
seems more effective when 86
seems more important here 84
seems more important when 70
seems more plausible when 178
seems more prevalent among 122
seems more reasonable when 137
seems most abhorrent from 115
seems most desirable from 67
seems most different from 42
seems most effective when 347
seems most important here 89
seems most important when 42
seems most plausible when 99
seems most prevalent among 69
seems much different from 57
seems only necessary here 47
seems only yesterday when 170
seems very different from 2457
seems very different when 68
seems very reasonable when 40
seems worth reproducing here 52
selling their daughters into 203
sending their daughters away 75
sending their daughters into 76
sending their daughters there 103
sending their graduates into 73
sends some necessity upon 70
senior vice president from 128
senior vice president john 74
senior vice president said 87
senior vice president told 51
senior vice president will 46
sense from overflowing into 82
sense like reasonable beings 45
sense those traditions were 142
sense very different from 2344
sense when separated from 147
sense will influence half 56
serial port transmits data 138
serum were collected from 42
serum were purchased from 111
serve many different ends 68
serve more thoroughly their 61
serve most important ends 46
serve their community well 43
serve their customers from 40
serve their customers more 203
serve their customers well 460
serve their interests best 722
serve their interests even 54
serve their interests more 166
serve their interests well 146
serve their mercenary turn 63
serve their political aims 60
serve their political ends 391
serve very different ends 142
serve your customers well 132
serving life sentences were 198
serving their customers well 57
serving your customers well 94
setting forth arguments less 68
setting forth conditions upon 50
setting forth precisely what 49
setting their affections upon 120
setting very different from 740
seven days unleavened bread 91
seven most important ones 91
seven other companies were 101
seven other countries have 119
seven other countries were 110
seven were published during 44
seven years previously when 131
sever their connection from 69
sever their political ties 59
sexes have generally been 40
shade more brushwork will 44
shady spot protected from 49
shall also construct such 56
shall also determine what 100
shall also distinguish those 44
shall also encounter some 40
shall also establish such 76
shall also introduce some 118
shall also publicize such 77
shall also undertake such 50
shall best appreciate their 41
shall blot despotism from 59
shall cast ourselves down 46
shall cast themselves down 68
shall dare determine what 44
shall draw primarily upon 50
shall feel excessive pain 40
shall feel ourselves great 52
shall feel ourselves more 40
shall feel passionate love 69
shall feel perfectly free 60
shall feel perfectly safe 81
shall find everlasting life 64
shall find ourselves able 450
shall find ourselves among 102
shall find ourselves asking 124
shall find ourselves back 387
shall find ourselves coming 88
shall find ourselves dealing 146
shall find ourselves face 226
shall find ourselves facing 84
shall find ourselves from 65
shall find ourselves giving 52
shall find ourselves having 79
shall find ourselves left 83
shall find ourselves less 128
shall find ourselves living 101
shall find ourselves lost 96
shall find ourselves making 72
shall find ourselves more 648
shall find ourselves moving 56
shall find ourselves much 474
shall find ourselves once 224
shall find ourselves safe 45
shall find ourselves saying 70
shall find ourselves there 114
shall find ourselves upon 119
shall find ourselves very 137
shall find ourselves well 42
shall find ourselves when 40
shall find themselves able 48
shall find themselves well 47
shall form ourselves into 40
shall form themselves into 257
shall free ourselves from 299
shall free themselves from 70
shall from henceforth cease 812
shall from henceforth have 263
shall from henceforth make 63
shall from henceforth sell 54
shall from henceforth take 157
shall from henceforth upon 54
shall from thenceforth cease 691
shall from thenceforth have 120
shall from thenceforth hold 176
shall have abandoned their 51
shall have abstained from 69
shall have abstracts sent 45
shall have accordingly full 83
shall have adjourned sine 56
shall have appointed such 63
shall have appointed their 74
shall have commenced such 101
shall have committed acts 120
shall have committed some 117
shall have committed such 262
shall have completed five 78
shall have completed half 93
shall have completed said 53
shall have completed such 230
shall have completed their 912
shall have completed three 67
shall have completed your 123
shall have concluded peace 54
shall have condensed into 175
shall have conferred upon 130
shall have confessed their 44
shall have conquered pain 41
shall have corrected what 514
shall have delivered from 65
shall have delivered such 48
shall have delivered unto 171
shall have deposited their 92
shall have descended from 77
shall have descended into 81
shall have developed into 72
shall have developed their 44
shall have developed upon 107
shall have disbanded their 41
shall have displayed upon 52
shall have dissolved away 129
shall have domination over 80
shall have estimation among 53
shall have everlasting life 3677
shall have exercised such 50
shall have exhausted their 89
shall have exhibited such 229
shall have explained what 104
shall have expressed their 99
shall have forfeited their 53
shall have forgotten their 50
shall have forgotten what 152
shall have fulfilled their 248
