sac that stores urine 271
sad and anxious about 155
sad and anxious faces 69
sad and anxious fills 58
sad and anxious hearts 78
sad and anxious looks 58
sad and anxious woman 101
sad and bitter about 45
sad and bitter feeling 115
sad and bitter smile 114
sad and bitter story 63
sad and bitter words 51
sad and bitter world 127
sad and broken voice 68
sad and dismal place 44
sad and dismal story 143
sad and fearful sight 71
sad and gentle smile 114
sad and gentle voice 92
sad and gloomy faces 56
sad and gloomy place 61
sad and gloomy views 87
sad and guilty about 133
sad and ironic smile 50
sad and lonely about 92
sad and lonely after 185
sad and lonely child 67
sad and lonely evening 84
sad and lonely feeling 94
sad and lonely hours 110
sad and lonely house 47
sad and lonely hunger 42
sad and lonely lives 67
sad and lonely mother 213
sad and lonely people 154
sad and lonely place 228
sad and lonely since 46
sad and lonely sound 50
sad and lonely times 50
sad and lonely vigil 56
sad and lonely woman 163
sad and lonely women 47
sad and lovely story 133
sad and mourning admit 50
sad and sadder still 61
sad and serious faces 76
sad and serious voice 60
sad and shocking story 79
sad and silent drive 92
sad and silent woman 41
sad and simple story 111
sad and sinful state 108
sad and solemn event 44
sad and solemn music 192
sad and solemn night 170
sad and solemn rites 44
sad and solemn scene 151
sad and solemn sight 60
sad and solemn sound 250
sad and solemn tones 65
sad and solemn views 60
sad and solemn voice 42
sad and solemn warning 85
sad and solemn weeds 42
sad and sombre prime 61
sad and sordid story 247
sad and strange story 182
sad and sudden event 53
sad and tearful faces 66
sad and tender feeling 68
sad and tender smile 77
sad and tender words 48
sad and touching scene 149
sad and touching sight 107
sad and touching story 249
sad and tragic event 192
sad and tragic scene 74
sad and tragic story 538
sad for another reason 48
sang and danced about 347
sang and danced after 149
sang and danced again 54
sang and danced round 367
sang and danced under 70
sang and danced until 787
sang and danced while 397
sang and hopped about 40
sang and jumped about 90
sang and played banjo 42
sang and played cards 55
sang and played drums 68
sang and played duets 49
sang and played games 165
sang and played music 575
sang and played until 67
sang and played while 47
sang and prayed again 48
sang and prayed until 71
sang and talked about 114
sang and talked until 72
sang that gentle george 62
sap and forces working 125
sap and virtue welling 56
sap was pushed close 44
sat and before which 116
sat and dreamed about 69
sat and looked about 691
sat and looked again 82
sat and looked first 42
sat and looked round 207
sat and played cards 221
sat and played chess 59
sat and rested while 54
sat and smoked under 43
sat and smoked until 128
sat and smoked while 127
sat and stared after 48
sat and stared until 51
sat and stared while 52
sat and talked about 6699
sat and talked after 157
sat and talked hours 76
sat and talked quite 52
sat and talked round 142
sat and talked under 93
sat and talked until 1255
sat and talked while 458
sat and thought about 3282
sat and thought while 46
sat and waited about 44
sat and waited until 808
sat and waited while 662
sat and walked about 44
sat for awhile longer 43
sat for awhile panting 47
sat for awhile thinking 43
sat for twelve hours 71
sat his sister janet 69
sat one summer evening 47
sat out twenty miles 44
sat she became aware 168
sat this varied group 130
sat two little girls 94
sat with another woman 50
sat with closed doors 3072
sat with folded hands 2006
sat with hushed faces 93
sat with joined hands 42
sat with juries knows 92
sat with locked doors 50
saw all nature healthy 47
saw and flouring mills 190
saw and hammer could 42
saw and hammer plied 103
saw and learned about 495
saw and learned while 252
saw and lusted after 185
saw and talked about 274
saw and tasted cocoa 119
saw and thought about 455
saw and veneer mills 43
saw any rebels where 40
saw but little beauty 59
saw but little change 359
saw but little fruit 68
saw but little reason 45
saw her almost daily 784
saw her almost every 716
saw her almost within 53
saw her before today 54
saw her bright smile 42
saw her brother again 161
saw her brother sitting 83
saw her cheeks flush 329
saw her clearly still 43
saw her drinking water 41
saw her drowning while 80
saw her earlier today 203
saw her fairly often 59
saw her fairly round 94
saw her family again 237
saw her former lover 148
saw her friday night 40
saw her friend again 80
saw her friend sitting 115
saw her little black 47
saw her safely seated 146
saw her sister after 74
saw her sister again 130
saw her sister looking 44
saw her sister sitting 102
saw her skirts whisk 51
saw her standing above 72
saw her standing alone 303
saw her standing beneath 46
saw her standing holding 51
saw her standing naked 108
saw her standing right 107
saw her standing still 154
saw her standing under 284
saw her standing where 126
saw her without feeling 44
saw her writings about 88
saw her yellow curls 45
saw him abroad again 91
saw him afresh after 78
saw him almost daily 2940
saw him almost every 1258
saw him almost running 43
saw him before today 148
saw him buried under 49
saw him bustling about 55
saw him deeply moved 41
saw him dragging under 72
saw him eagerly catch 55
saw him earlier today 343
saw him emerge again 42
saw him fairly often 322
saw him friday morning 89
saw him friday night 40
saw him glance round 44
saw him monday morning 55
saw him pretty often 88
saw him prowling about 80
saw him slowly raise 52
saw him slowly walking 77
saw him standing about 86
saw him standing above 213
saw him standing alone 504
saw him standing below 48
saw him standing close 229
saw him standing erect 109
saw him standing looking 59
saw him standing naked 138
saw him standing nearby 40
saw him standing quite 60
saw him standing right 142
saw him standing still 165
saw him standing under 250
saw him standing where 93
saw him totter about 115
saw him towering above 127
saw him upward point 49
saw him without feeling 57
saw him without knowing 55
saw him without thinking 102
saw his brother again 224
saw his brother george 59
saw his brother sitting 158
saw his brother walking 58
saw his cheeks flush 183
saw his doubts grown 52
saw his family again 458
saw his family waiting 74
saw his figure appear 84
saw his figure rather 50
saw his former pupil 41
saw his foster mother 41
saw his friend again 235
saw his friend alive 57
saw his friend appear 93
saw his friend begging 100
saw his friend enter 41
saw his friend looking 45
saw his friend running 201
saw his friend sitting 77
saw his friend walking 66
saw his future bride 112
saw his garden teeming 112
saw his glance flick 42
saw his leaders plunging 55
saw his little black 45
saw his little white 63
saw his master again 68
saw his master enter 59
saw his master sitting 65
saw his mighty works 122
saw his native place 68
saw his pinions spire 41
saw his shadow again 44
saw his sister again 139
saw his sister sitting 102
saw his sister walking 44
saw his troops begin 46
saw his trusty valet 45
saw how deeply moved 59
saw how little reason 41
saw its market share 555
saw its market value 53
saw long before caesar 42
saw long sparks burst 65
saw men standing about 48
saw nor thought about 96
saw not better sport 116
saw old merlin lured 80
saw old ursula resting 46
saw one another after 131
saw one another again 2837
saw one another daily 88
saw one another every 352
saw one another nearly 53
saw one another often 251
saw one another plain 95
saw one another quite 42
saw one another until 52
saw one myself which 77
saw one person after 49
saw one summer night 95
saw our friend twice 119
saw our little group 53
saw our troops march 89
saw red lights flaring 42
saw sir walter again 98
saw sir walter scott 185
saw six little girls 50
saw that almost every 268
saw that animal sitting 70
saw that another group 80
saw that another woman 67
saw that argyle would 70
saw that edward would 41
saw that england could 96
saw that england would 127
saw that famous beauty 83
saw that france could 85
saw that france would 177
saw that further delay 102
saw that island first 63
saw that little child 52
saw that little could 98
saw that little house 48
saw that little scene 44
saw that little white 45
saw that mortal enemy 52
saw that neither could 61
saw that neither jesus 130
saw that nobody could 80
saw that nobody would 48
saw that person again 65
saw that person whose 155
saw that peters still 128
saw that something could 55
saw that something might 79
saw that something moved 44
saw that something really 44
saw that something worse 43
saw that something would 150
saw that wonder would 63
saw them almost daily 394
saw them almost every 339
saw them already getting 41
saw them bustling about 46
saw them carrying trays 62
saw them crowding round 56
saw them dotted about 73
saw them fairly often 40
saw them flashing awful 44
saw them standing about 90
saw them standing close 145
saw them standing round 301
saw them standing under 55
saw them swimming about 71
saw them through water 64
saw them twisting about 44
saw this bright light 152
saw this charming woman 55
saw this fearful image 60
saw this happen again 84
saw this little black 43
saw this little child 46
saw this little white 46
saw this person again 59
