sabbatical leave from university 52
sacraments have been instituted 141
sacrificed their most substantial 53
safeguards have been instituted 90
safeguards have been introduced 240
sarcophagi have been discovered 44
satellites during many successive 44
satellites have been determined 74
satellites have been discovered 244
scientific laws from particular 57
scientists from other institutes 52
scientists from yale university 68
scientists have also discovered 137
scientists have also identified 64
scientists have also recognized 43
scientists have been accustomed 55
scientists have been confronted 40
scientists have been criticized 53
scientists have been encouraged 81
scientists have been fascinated 283
scientists have been frustrated 51
scientists have been imprisoned 45
scientists have been influenced 106
scientists have been interested 1870
scientists have been preoccupied 165
scientists have been relatively 74
scientists have been remarkably 72
scientists have been successful 210
scientists have even speculated 41
scientists have great confidence 115
scientists have great difficulty 90
scientists have just discovered 68
scientists have made remarkable 50
scientists have made substantial 66
scientists have made tremendous 73
scientists have paid particular 40
scientists have paid relatively 48
scientists were also interested 53
scientists were more interested 128
scientists were very interested 45
scientists were well astonished 51
scoundrels among many scoundrels 79
scoundrels have been beneficent 60
scriptures have been translated 153
sculptures have been attributed 55
sculptures have been discovered 353
sculptures have been identified 55
securities have been classified 63
securities have been introduced 58
securities have been recognized 47
securities have been registered 368
securities into three categories 82
segregated from other activities 70
segregated from other information 156
segregated into four categories 75
segregated into their respective 65
segregated into three categories 187
segregation have been eliminated 114
seminaries have been instituted 44
sensualist will find sensuality 97
sentiments grew more pronounced 196
separately from other activities 69
separately from other categories 50
separately from other components 58
separately from other government 60
separately from other information 86
separately from other liabilities 105
separately from other medications 64
separately from other obligations 63
separately from their respective 128
separately into their respective 54
separations from their attachment 46
separations from their caregivers 57
settlement have been discovered 148
settlement have been frustrated 151
settlement have been identified 83
shortcomings have been eliminated 59
shortcomings have been identified 272
shortcomings have been recognized 63
signatures have been identified 95
simplified into three categories 54
simulations have been restricted 40
simulations have been undertaken 143
solicitors have been instructed 56
sovereigns were making regulations 90
specialists from other scientific 41
specialists have been interested 96
specialized burn care facilities 54
specialized health care facilities 120
spectators take more particular 42
spectators those deep impressions 42
spectators were more interested 47
spontaneous heart rate variability 42
statements from other statements 76
statements from some defendants 108
statements from such department 75
statements have been attributed 112
statements have been circulated 255
statements have been classified 43
statements have been considered 140
statements have been criticized 85
statements have been eliminated 80
statements have been formulated 150
statements have been frequently 68
statements have been identified 162
statements have been introduced 159
statements have been overlooked 51
statements have been reproduced 46
statements have been simplified 51
statements have been summarized 46
statements have been translated 151
statements have been understood 46
statements into four categories 45
statements into three categories 67
statements made during compromise 134
statements made during interviews 77
statements made during negotiations 240
statements made during prosecution 143
statements made during settlement 305
statements were also admissible 44
statements were made maliciously 80
statements were made recklessly 45
statements when those statements 100
statistics have been calculated 401
statistics have been considered 93
statistics have been criticized 103
statistics have been determined 60
statistics have been introduced 117
statistics have been maintained 135
statistics have been summarized 43
statistics have their limitations 50
statistics were also calculated 117
statuettes have been discovered 61
stereotypes have been reinforced 102
stimulation from their surroundings 42
stimulation have been identified 181
straighten your legs completely 50
strategies have been classified 87
strategies have been considered 485
strategies have been criticized 114
strategies have been determined 167
strategies have been discovered 49
strategies have been documented 132
strategies have been elaborated 61
strategies have been eliminated 71
strategies have been formulated 507
strategies have been identified 1770
strategies have been influenced 78
strategies have been integrated 55
strategies have been introduced 425
strategies have been recognized 74
strategies have been relatively 59
strategies have been successful 758
strategies have been summarized 47
strategies have been undertaken 137
strategies have their advantages 124
strategies have their limitations 50
strategies into four categories 48
strategies into their classrooms 51
strategies into their repertoire 59
strategies into three categories 111
strategies seem most appropriate 44
strategies used most frequently 57
strategies were also identified 43
strategies were more successful 130
strategies were most successful 73
stratified into four categories 140
stratified into three categories 256
strongholds during these territorial 83
structures from deep structures 141
structures have been accurately 51
structures have been attributed 145
structures have been calculated 202
structures have been classified 167
structures have been completely 201
structures have been considered 634
structures have been criticized 55
structures have been demolished 215
structures have been designated 117
structures have been determined 2671
structures have been discovered 859
structures have been dismantled 139
structures have been documented 228
structures have been elaborated 67
structures have been eliminated 89
structures have been elucidated 312
structures have been fabricated 537
structures have been formulated 54
structures have been frequently 58
structures have been identified 2829
structures have been implicated 412
structures have been influenced 88
structures have been instituted 48
structures have been integrated 64
structures have been introduced 471
structures have been maintained 108
structures have been penetrated 41
structures have been postulated 178
structures have been profoundly 48
structures have been recognized 456
structures have been relatively 79
structures have been reproduced 51
structures have been simplified 65
structures have been strengthened 139
structures have been successful 54
structures have been summarized 60
structures have been synthesized 269
structures have been undermined 61
structures have been undertaken 48
structures have been visualized 69
structures have many advantages 43
structures have their advantages 42
structures into three categories 49
structures were also considered 42
structures were also identified 74
subclasses have been identified 158
subclasses have been recognized 45
subdivided into five categories 1050
subdivided into five subsections 42
subdivided into four categories 2894
subdivided into four components 273
subdivided into four subclasses 266
subdivided into four subsections 137
subdivided into many categories 306
subdivided into many individual 114
subdivided into more elementary 44
subdivided into more homogeneous 172
subdivided into more specialized 273
subdivided into nine categories 120
subdivided into other categories 109
subdivided into such categories 201
subdivided into their respective 138
subdivided into these categories 97
subdivided into three apartments 61
subdivided into three categories 7648
subdivided into three committees 77
subdivided into three components 928
subdivided into three concentric 181
subdivided into three generations 81
subdivided into three horizontal 170
subdivided into three structural 130
subdivided into three subclasses 353
subdivided into three subsections 404
subdivided into three subspecies 165
subdivided into three subsystems 59
subdivided into three successive 217
subdivides into three categories 43
subdivision into three categories 42
submarines have been instructed 41
subscripts have been suppressed 88
subsequent good faith purchasers 83
subsequent health care utilization 50
subsidized health plan maintained 300
subspecies have been identified 427
subspecies have been recognized 485
substances free from phosphorus 47
substances from their surroundings 75
substances have been calculated 83
substances have been classified 281
substances have been completely 56
substances have been confounded 41
substances have been considered 291
substances have been designated 131
substances have been determined 590
substances have been discovered 2370
substances have been documented 45
substances have been eliminated 89
substances have been frequently 51
substances have been identified 4443
substances have been implicated 609
substances have been introduced 990
substances have been postulated 93
substances have been recognized 137
substances have been registered 43
substances have been synthesized 251
substances have their archetypes 109
substances having those attributes 43
substances into other substances 181
substances into three categories 65
substances were also radioactive 41
substantial gold from superficial 143
substitute other more acceptable 43
substrates have been determined 87
substrates have been fabricated 43
substrates have been identified 439
substrates have been introduced 40
substrates have been synthesized 53
subsystems have been identified 110
subtracted from their respective 222
successful from less successful 337
