sat behind females that 215
sat closer together than 43
sat knitting stockings for 54
sat wedged between two 64
saw active service and 232
saw active service for 183
saw active service with 598
saw almost everything that 61
saw another officer with 46
saw fields covered with 40
saw little occasion for 40
saw little problem with 101
saw london expanding her 57
saw madame alvarez and 47
saw muzzle flashes and 55
saw neither beginning nor 54
saw pretty plainly that 44
saw prince charlie too 62
saw something stranger than 59
saw something unusual and 103
saw something unusual was 94
saw standing towards him 76
saw tables covered with 83
saw through everything and 66
saw twelve hundred and 53
say almost everything that 142
say almost exactly that 95
say enough against him 56
say little because they 41
say prince charles was 71
say public prayers for 47
say simply because they 62
say something against her 74
say something against him 150
say something against his 119
say something against that 97
say something against them 94
say something against this 62
say something against you 57
say something because she 71
say something because they 58
say something because you 102
say something beginning with 46
say something foolish and 233
say something helpful and 44
say something hurtful and 41
say something meaningful and 208
say something natural and 47
say something pleasant and 175
say something quickly and 71
say something reassuring but 59
say something regarding his 47
say something regarding this 45
say something stronger than 136
say special prayers and 53
say special prayers for 262
say twelve dollars and 58
say twenty thousand men 42
say without apology that 89
say without conceit that 348
say without egotism that 409
say without offense that 65
say without paradox that 352
say without question that 644
say without reserve that 624
say without scruple that 45
seas around britain and 68
seas around ireland and 47
seas rolled between them 44
see active service and 96
see active service with 56
see actual figures and 41
see almost everything that 432
see already angelico and 54
see annual reports for 59
see another country and 42
see another patient and 44
see another visitor off 90
see anthony grafton and 103
see anyone following him 45
see anyone following them 42
see anyone following you 72
see around corners and 366
see better results than 58
see beyond himself and 104
see boston medical and 61
see clearly because they 47
see clearly everything that 270
see clearly objects that 119
see common foreign and 246
see divers combats and 47
see energy research and 73
see fairly quickly that 41
see family members and 259
see family members who 113
see further chapter iii 80
see further chapter vii 60
see further support for 54
see genius mistaking its 43
see graham allison and 73
see hubert dreyfus and 47
see little benefit for 48
see little occasion for 51
see little problem with 76
see little support for 47
see meadows covered with 46
see nature carried out 173
see neither beginning nor 101
see neither bravery nor 72
see neither elysium nor 60
see neither friends nor 52
see neither justice nor 183
see neither pleasure nor 45
see philip inclining his 74
see pretty plainly how 53
see pretty plainly that 278
see pretty quickly that 132
see prizes carried off 49
see remote islands and 77
see sandra gilbert and 339
see something happening and 56
see something happening that 164
see something promising that 234
see something similar with 71
see something totally new 66
see something touched off 79
see something unusual and 43
see stones covered with 48
see strange forests and 67
see through everything and 98
see through everything that 49
see through himself and 73
see through serpent and 150
see twenty empires and 45
see virtue exalted and 76
see walter russell mead 87
see whether anybody had 130
see whether anybody has 42
see whether anybody was 310
see whether congress has 153
see whether everything was 443
see whether reports are 46
see whether results are 49
see without optical aid 68
set afloat against him 47
set annual targets for 196
set another example for 60
set before himself and 468
set before himself any 79
set before himself for 215
set before himself than 44
set before himself that 99
set before himself this 78
set before himself two 126
set before himself was 1482
set before norfolk both 48
set career records for 141
set closer together and 123
set closer together than 443
set covering problem and 154
set covering problem can 44
set covering problem with 135
set farther forward than 65
set firmly against any 42
set further forward than 68
set higher targets for 85
set itself against all 515
set itself against any 526
set itself against god 171
set itself against her 45
set itself against him 236
set itself against his 48
set itself against its 141
set itself against that 339
set itself against them 114
set itself against this 226
set limits because they 61
set merely because all 57
set myself against all 113
set myself against any 150
set myself against her 50
set myself against him 75
set myself against his 41
set myself against that 52
set myself against them 82
set myself against this 96
set myself against you 157
set nations against each 64
set output targets for 46
set policy agendas and 41
set school records for 287
set should contain all 57
set should include all 133
set spending targets for 47
set strict criteria for 85
set target figures for 59
set twenty thousand men 43
sex before marriage and 913
sex before marriage are 165
sex before marriage but 112
sex before marriage can 67
sex before marriage for 75
