sac which lies between 92
sad about saying goodbye 46
sad image into nearness 119
sad moods were induced 48
sad seven years together 96
sad story from beginning 41
sad tidings were brought 56
sad tidings were carried 107
sang still more sweetly 54
sat about their captive 61
sat staring into vacancy 124
sat still five minutes 167
saw about five hundred 173
saw about four hundred 167
saw about three hundred 260
saw about three thousand 75
saw anything more elegant 168
saw anything more grandly 63
saw anything more heavenly 41
saw anything more perfect 131
saw aught save richard 182
saw beauty less vividly 93
saw henry ward beecher 68
saw jesus coming towards 149
saw large pine forests 49
saw mills were erected 293
saw mills were located 50
saw money pass between 148
saw people coming towards 81
saw people well ordered 60
saw satan like lightning 329
saw still more plainly 63
say about bill clinton 53
say about birth control 79
say about five hundred 115
say about five minutes 70
say about five thousand 115
say about four hundred 71
say about four thousand 64
say about great britain 48
say about many aspects 48
say about other aspects 142
say about other matters 61
say about such behavior 56
say about such matters 1888
say about such violence 42
say about their ability 54
say about their behavior 167
say about their beliefs 124
say about their conduct 41
say about their content 41
say about their country 307
say about their culture 64
say about their current 67
say about their destiny 52
say about their efforts 53
say about their friends 47
say about their history 137
say about their language 59
say about their marriage 89
say about their motives 136
say about their origins 52
say about their parents 193
say about their position 91
say about their present 127
say about their private 44
say about their product 137
say about their quality 42
say about their reactions 41
say about their relation 92
say about their religion 94
say about their schools 109
say about their subject 176
say about their teachers 64
say about their thoughts 61
say about these aspects 66
say about these charges 52
say about these factors 49
say about these figures 71
say about these letters 41
say about these matters 3012
say about these numbers 46
say about these objects 41
say about these results 106
say about these stories 59
say about those aspects 45
say about those matters 125
say about three hundred 384
say about three thousand 113
say about what exactly 49
say about what happens 2800
say about your ability 109
say about your behavior 76
say about your chances 41
say about your company 228
say about your conduct 110
say about your country 60
say about your current 51
say about your decision 192
say about your friends 90
say about your husband 173
say about your illness 46
say about your library 69
say about your marriage 92
say about your parents 73
say about your partner 47
say about your position 60
say about your present 157
say about your problem 123
say about your product 566
say about your program 42
say about your subject 874
say again what flowers 40
say anything back because 61
say anything else against 51
say anything else because 822
say anything else besides 92
say anything even vaguely 53
say anything here against 40
say anything more against 231
say anything more because 736
say anything more precise 359
say anything more regarding 69
say anything very dreadful 42
say anything very helpful 95
say anything very meaningful 81
say anything very precise 153
say anything worth listening 344
say anything worth recording 130
say every five minutes 160
say under your command 62
say which have searched 100
seal which will prevent 62
seas which once covered 79
seas would show mankind 64
seat about five hundred 126
seat about four hundred 219
seat about three hundred 608
seat about three thousand 112
seat belts were buckled 82
seat every five minutes 47
see about five hundred 62
see about some repairs 112
see about three hundred 102
see about three thousand 60
see about your luggage 73
see after your affairs 44
see after your luggage 61
see again these gracious 72
see again those familiar 156
see anything else because 76
see anything else besides 41
see anything else unusual 50
see anything from outside 42
see anything like holland 44
see anything more perfect 97
see anything pass between 125
see anything very peculiar 61
see basic life support 64
see beauty from fifteen 53
see books from finland 842
see cable news network 178
see first what happens 82
see george eaton simpson 69
see george reid andrews 110
see helen hunt jackson 59
see henry ward beecher 82
see indian health service 54
see later what happens 102
see leigh eric schmidt 150
see people coming together 68
see people from outside 51
see people living together 92
see right done between 42
see still more plainly 200
see trade union congress 96
see under great britain 492
see under what burdens 47
see where their efforts 77
see where their friends 46
see where their parents 55
see where their strengths 63
see where their thoughts 66
see where your company 52
see where your mistake 64
see where your parents 53
see where your strengths 242
see where your thoughts 150
see which ones contain 81
see which ones produce 73
see which ones provide 58
see which ones survive 43
see which will prevail 51
see which will produce 57
see which will respect 210
set about bringing together 80
set about five minutes 92
set about four minutes 50
set about giving liberty 43
set about making certain 151
set about making contact 190
set about making everything 130
set about making friends 665
set about making herself 755
set about making himself 2180
set about making reforms 43
set about making repairs 207
set about making several 46
set about saving herself 63
set about taking control 201
set about taking measures 171
set about their hellish 53
set about their pursuit 52
set about their several 43
set about these matters 96
set about what remains 44
set after their purpose 41
set apart five thousand 50
set apart four hundred 46
set apart from animals 123
set apart from culture 40
set apart from everything 614
set apart from general 75
set apart from herself 96
set apart from himself 105
set apart from history 71
set apart from mankind 121
set apart from mundane 132
set apart from natural 55
set apart from previous 54
set apart from private 51
set apart from profane 347
set apart from regular 69
set apart from secular 406
set apart from sinners 398
set apart from society 1836
set apart from worldly 279
set apart some persons 206
set apart some portions 61
set apart such portions 144
set apart these grounds 248
set aside five hundred 101
set aside five minutes 427
set aside five percent 77
set aside five thousand 62
set aside four hundred 60
set aside four thousand 86
set aside from current 189
set aside from general 47
set aside from profits 629
set aside from revenue 310
set aside from society 95
set aside from surplus 205
set aside jury verdict 87
set aside just because 88
set aside more capital 64
set aside only because 84
set aside said verdict 46
set aside some private 52
set aside some quality 43
set aside such decision 91
set aside such election 54
set aside such service 52
set aside such verdict 112
set aside their ancient 59
set aside their beliefs 58
set aside their current 40
set aside their decision 239
set aside their demands 63
set aside their national 76
set aside their natural 77
set aside their opinions 54
set aside their present 87
set aside their previous 159
set aside their private 130
set aside their rivalry 40
set aside their selfish 49
set aside their verdict 471
set aside their worries 56
set aside there remains 43
set aside these thoughts 47
set aside those portions 47
set aside three hundred 113
set aside three thousand 92
set aside your emotions 57
set camps also against 78
set every poor citizen 48
set every sail towards 58
set right their wandering 96
set super bowl records 137
set takes into account 96
set whose only element 522
set whose only members 163
sex apart from marriage 107
sex ratios among captive 77
sex roles among college 149
sex roles were rigidly 59
sex roles were sharply 52
sex which more usually 44
sex would find excuses 40
she acted like herself 73
she added more briskly 53
she added more details 42
she added more gravely 100
she added more lightly 75
she added more quietly 327
she added more soberly 81
she added some details 55
she added very quickly 62
she added very quietly 79
she again came forward 59
she again felt herself 95
she again flung herself 44
she again gave herself 46
she again threw herself 223
she again told herself 75
she asked more quietly 73
she asked more sharply 71
she asked some friends 46
she asked some question 87
she asked their prayers 50
she asked very gravely 56
she asked very quietly 372
she asked very sweetly 43
she asked what brought 43
she awoke from surgery 49
she began asking herself 114
she began having trouble 181
she began making excuses 72
she began making friends 49
she began piano lessons 105
she began taking classes 134
she began taking courses 121
she began taking lessons 164
she began very quietly 47
she bends down towards 40
she broke down utterly 419
she broke into giggles 114
she burst into giggles 170
she calls into question 478
she cares what happens 60
she comes back quickly 42
she comes from outside 124
she comes home tonight 142
she comes into contact 3095
she could ally herself 74
she could also control 43
she could also express 62
she could also imagine 86
she could also produce 65
she could also provide 58
she could also receive 46
she could bathe herself 51
she could best achieve 41
she could best compass 40
she could best explain 68
she could best express 282
she could best promote 51
she could bind herself 124
she could book passage 51
she could burn herself 54
she could bury herself 326
she could busy herself 190
she could call friends 50
she could call herself 433
she could calm herself 260
she could cast herself 65
she could cite chapter 76
she could clean herself 67
she could clear herself 139
she could come forward 73
she could cure herself 143
she could deny herself 153
she could drag herself 374
she could draw comfort 56
she could draw herself 91
she could drop everything 43
she could even attempt 349
she could even believe 55
she could even explain 62
she could even express 40
she could even forgive 58
she could even imagine 441
she could even indulge 52
she could even pretend 82
she could even protest 61
she could even respond 86
she could even suggest 45
she could even suspect 50
she could ever achieve 87
she could ever believe 131
she could ever consent 60
she could ever explain 158
she could ever express 173
she could ever forgive 549
she could ever imagine 1111
she could ever receive 114
she could ever recover 103
she could ever succeed 45
she could ever survive 40
she could face herself 49
she could feed herself 383
she could feel against 153
she could feel assured 262
she could feel between 40
she could feel certain 86
she could feel emanating 102
she could feel everything 136
she could feel exactly 59
she could feel herself 5526
she could feel superior 83
she could feel sympathy 90
she could find against 48
she could find answers 105
she could find anybody 42
she could find because 88
she could find between 60
she could find comfort 230
she could find company 81
she could find courage 146
she could find everything 78
she could find friends 58
she could find herself 1478
she could find nowhere 207
she could find outside 62
she could find pleasure 114
she could find shelter 282
she could find support 87
she could fool herself 157
she could free herself 1343
she could gain control 458
she could give account 49
she could give comfort 162
she could give herself 2304
she could give lessons 118
she could give pleasure 305
she could grow flowers 81
she could halt herself 52
she could harm herself 114
she could haul herself 92
she could have accused 74
she could have adapted 43
she could have admired 68
she could have adopted 274
she could have advised 60
she could have against 53
she could have allowed 456
she could have altered 93
she could have annexed 41
she could have anybody 45
she could have appealed 111
she could have appeared 209
she could have applied 192
she could have arranged 477
she could have arrived 183
she could have aspired 45
she could have assumed 142
she could have assured 49
she could have availed 48
she could have averted 146
she could have avoided 2526
she could have behaved 233
she could have belonged 109
she could have blessed 94
she could have blocked 48
she could have blushed 185
she could have boarded 43
she could have boasted 77
she could have brought 2402
she could have brushed 52
she could have carried 1138
she could have charged 182
she could have charmed 45
she could have checked 143
she could have claimed 583
she could have clapped 60
she could have clasped 57
she could have climbed 276
she could have company 83
she could have contact 42
she could have control 118
she could have counted 528
she could have covered 125
she could have cracked 47
she could have crawled 140
she could have crossed 196
she could have crushed 193
she could have decided 378
she could have defeated 56
she could have defined 69
she could have delayed 47
she could have derived 285
she could have desired 1112
she could have devised 249
she could have devoted 101
she could have divined 100
she could have doubled 84
she could have doubted 109
she could have dragged 83
she could have dressed 127
she could have drifted 61
she could have dropped 378
she could have drowned 286
she could have elected 69
she could have emerged 72
she could have endured 817
she could have enjoyed 873
she could have entered 469
she could have escaped 1447
she could have everything 940
she could have evolved 121
she could have excused 81
she could have exerted 43
she could have existed 76
she could have fainted 130
she could have fancied 493
she could have figured 286
she could have floated 167
she could have focused 59
she could have forgone 54
she could have friends 104
she could have gathered 165
she could have grabbed 120
she could have granted 51
she could have grasped 92
she could have groaned 42
she could have guessed 1034
she could have handled 1322
she could have happily 119
she could have herself 122
she could have ignored 296
she could have imposed 68
she could have induced 109
she could have injured 61
she could have invited 167
she could have knocked 170
she could have laughed 1019
she could have legally 45
she could have lessons 44
she could have located 59
she could have lowered 61
she could have managed 1885
she could have marched 64
she could have married 2611
she could have matched 86
she could have measured 59
she could have medical 156
she could have modeled 127
she could have mounted 54
she could have noticed 117
she could have offered 591
she could have omitted 53
she could have ordered 172
she could have painted 127
she could have perfect 75
she could have perhaps 63
she could have phrased 61
she could have pierced 40
she could have planned 227
she could have planted 73
she could have plucked 74
she could have pointed 466
she could have pressed 74
she could have privacy 130
she could have punched 40
she could have pursued 246
she could have quickly 65
she could have quietly 49
she could have realized 365
she could have reasoned 73
she could have rebuked 40
she could have recited 245
she could have reduced 87
she could have refused 701
she could have regular 43
she could have related 61
she could have relaxed 77
she could have released 48
she could have removed 151
she could have repeated 232
she could have replied 184
she could have rescued 61
she could have retired 137
she could have revealed 121
she could have screamed 1202
she could have secured 494
she could have settled 183
she could have several 61
she could have shouted 249
she could have skipped 100
she could have slapped 250
she could have slipped 578
she could have smashed 64
she could have smelled 58
she could have snapped 67
she could have somehow 154
she could have sounded 51
she could have spotted 63
she could have spurned 49
she could have stabbed 147
she could have stamped 44
she could have started 468
she could have starved 41
she could have stepped 495
she could have stirred 114
she could have stooped 70
she could have stopped 2054
she could have strayed 53
she could have studied 155
she could have surgery 48
she could have touched 1458
she could have tracked 47
she could have trained 40
she could have trusted 383
she could have twisted 59
she could have uttered 510
she could have visited 209
she could have watched 302
she could have weathered 57
she could have whipped 61
she could have wrapped 83
she could have written 2546
she could have wrought 83
she could have yielded 116
she could help herself 1339
she could help prepare 53
she could help rejoicing 109
she could help support 195
she could hide herself 430
she could hold against 79
she could hold herself 503
she could hold together 181
she could hurl herself 50
she could hurt herself 240
she could just discern 1189
she could just explain 53
she could just glimpse 250
she could just imagine 1102
she could just picture 338
she could just pretend 75
she could just squeeze 147
she could just survive 57
she could keep control 90
she could keep everything 163
she could keep herself 1057
she could keep secrets 40
she could keep silence 159
she could kick herself 210
she could kill herself 528
she could know everything 53
she could know herself 52
she could learn everything 76
she could leave anytime 52
she could leave everything 72
she could lend herself 91
she could lift herself 131
she could live forever 197
she could live happily 343
she could live nowhere 76
she could live outside 117
she could live quietly 93
she could lock herself 301
she could look between 49
she could look forward 3019
she could look nowhere 76
she could look outside 208
she could lose control 132
she could lose custody 48
she could lose everything 194
she could lose herself 1809
she could love anybody 95
she could love forever 62
she could love herself 85
she could make against 57
she could make anybody 43
she could make believe 67
she could make between 47
she could make certain 192
she could make choices 76
she could make contact 428
she could make demands 48
she could make everything 235
she could make excuses 75
she could make fifteen 83
she could make friends 473
she could make herself 5809
she could make trouble 100
